district,district_code,school,school_code,ppe_federal,ppe_state_local_other,ppe_total_source,fiscal_year,cpi_u,deflator,ppe_federal_real,ppe_state_local_other_real,ppe_total_source_real,enrollment
Milford School District,840011,Pumpkin Delight School,841011,769,22323,23092,2024,313.698,1.026343808376209,789.2583886413048,22911.072834382117,23700.33122302342,245.0
Milford School District,840011,West Shore Middle School,845311,780,24038,24818,2024,313.698,1.026343808376209,800.5481705334431,24671.252465747315,25471.80063628076,419.0
Monroe School District,850011,Fawn Hollow Elementary School,850511,375,15365,15740,2024,313.698,1.026343808376209,384.8789281410784,15769.772615700453,16154.651543841532,700.0
Monroe School District,850011,Jockey Hollow School,855211,358,19178,19536,2024,313.698,1.026343808376209,367.43108339868286,19683.221557038934,20050.65264043762,759.0
Monroe School District,850011,Masuk High School,856111,411,20813,21224,2024,313.698,1.026343808376209,421.827305242622,21361.29368373404,21783.12098897666,1057.0
Monroe School District,850011,Monroe Elementary School,850111,548,20872,21420,2024,313.698,1.026343808376209,562.4364069901626,21421.84796842824,21984.2843754184,407.0
Monroe School District,850011,Stepney Elementary School,850311,970,16061,17032,2024,313.698,1.026343808376209,995.5534941249228,16484.107906330293,17480.687744263592,521.0
Montville School District,860011,Dr. Charles E. Murphy School,860711,1719,18963,20682,2024,313.698,1.026343808376209,1764.2850065987034,19462.557638238053,21226.84264483676,288.0
Montville School District,860011,Leonard J. Tyl Middle School,865111,325,19526,19851,2024,313.698,1.026343808376209,333.56173772226794,20040.389202353857,20373.950940076127,512.0
Montville School District,860011,Mohegan School,860111,602,21554,22156,2024,313.698,1.026343808376209,617.8589726424779,22121.81444574081,22739.67341838329,299.0
Montville School District,860011,Montville High School,866111,2777,23216,25994,2024,313.698,1.026343808376209,2850.1567558607326,23827.59785526207,26678.78095493118,500.0
Montville School District,860011,Oakdale School,860511,471,18401,18872,2024,313.698,1.026343808376209,483.4079337451945,18885.752417930624,19369.16035167582,304.0
Naugatuck School District,880011,Andrew Avenue School,880811,1258,15051,16309,2024,313.698,1.026343808376209,1291.140510937271,15447.500659870322,16738.641170807594,258.0
Naugatuck School District,880011,City Hill Middle School,885111,1209,16263,17472,2024,313.698,1.026343808376209,1240.8496643268368,16691.429355622287,17932.279019949125,636.0
Naugatuck School District,880011,Cross Street Intermediate School,880211,884,17003,17887,2024,313.698,1.026343808376209,907.2879266045688,17450.923773820683,18358.21170042525,331.0
Naugatuck School District,880011,Hillside Intermediate School,880411,1258,17406,18664,2024,313.698,1.026343808376209,1291.140510937271,17864.540328596297,19155.680839533565,272.0
Naugatuck School District,880011,Hop Brook Elementary School,880511,1014,16487,17501,2024,313.698,1.026343808376209,1040.712621693476,16921.33036869856,17962.042990392034,312.0
Naugatuck School District,880011,Maple Hill School,880311,974,17997,18972,2024,313.698,1.026343808376209,999.6588693584276,18471.109519346635,19471.79473251344,434.0
Naugatuck School District,880011,Naugatuck High School,886111,1106,18237,19343,2024,313.698,1.026343808376209,1135.136252064087,18717.432033356927,19852.568285421014,1272.0
Naugatuck School District,880011,Salem School,880611,887,16996,17883,2024,313.698,1.026343808376209,910.3669580296976,17443.73936716205,18354.106325191748,237.0
Naugatuck School District,880011,Western School,880711,1242,13687,14929,2024,313.698,1.026343808376209,1274.7190100032517,14047.567705245174,15322.286715248423,269.0
New Beginnings Inc Family Academy District,2800013,New Beginnings Inc Family Academy,2800113,3724,14761,18485,2024,313.698,1.026343808376209,3822.1043423930023,15149.86095544122,18971.965297834224,392.0
New Britain School District,890011,Chamberlain Elementary School,890311,5786,18724,24510,2024,313.698,1.026343808376209,5938.425275264746,19217.26146803614,25155.686743300885,396.0
New Britain School District,890011,DiLoreto Elementary & Middle School,891111,3951,14826,18777,2024,313.698,1.026343808376209,4055.084386894402,15216.573302985676,19271.65768988008,824.0
New Britain School District,890011,Gaffney Elementary School,890511,4436,21345,25781,2024,313.698,1.026343808376209,4552.861133956863,21907.308589790184,26460.169723747047,429.0
New Britain School District,890011,Holmes Elementary School,890611,4146,16638,20784,2024,313.698,1.026343808376209,4255.221429527763,17076.308283763366,21331.52971329113,464.0
New Britain School District,890011,House of Arts Letters and Science (HALS) Academy,895411,2848,16054,18903,2024,313.698,1.026343808376209,2923.0271662554437,16476.923499671662,19400.97700973548,136.0
New Britain School District,890011,Jefferson Elementary School,890711,3918,15334,19252,2024,313.698,1.026343808376209,4021.215041217987,15737.95595764079,19759.17099885878,397.0
New Britain School District,890011,Lincoln Elementary School,890811,5270,17667,22936,2024,313.698,1.026343808376209,5408.8318701426215,18132.416062582484,23540.22158891673,548.0
New Britain School District,890011,New Britain High School,896111,4132,16573,20704,2024,313.698,1.026343808376209,4240.852616210496,17009.595936218913,21249.422208621032,2398.0
New Britain School District,890011,Northend Elementary School,890911,5380,20310,25689,2024,313.698,1.026343808376209,5521.729689064005,20845.042748120806,26365.746093376438,210.0
New Britain School District,890011,Pulaski Middle School,895311,4411,17062,21473,2024,313.698,1.026343808376209,4527.202538747459,17511.47805851488,22038.680597262337,872.0
New Britain School District,890011,Slade Middle School,895211,5296,20951,26248,2024,313.698,1.026343808376209,5435.516809160404,21502.92912928996,26939.472282258736,692.0
New Britain School District,890011,Smalley Elementary School,891211,4233,16536,20769,2024,313.698,1.026343808376209,4344.513340856493,16971.621215308995,21316.134556165485,633.0
New Britain School District,890011,Smith Elementary School,891311,4340,17599,21939,2024,313.698,1.026343808376209,4454.332128352748,18062.624683612903,22516.95681196565,469.0
New Britain School District,890011,Vance Elementary School,891511,4335,15618,19953,2024,313.698,1.026343808376209,4449.200409310866,16029.437599219633,20478.6380085305,457.0
New Canaan School District,900011,East School,900411,338,22704,23043,2024,313.698,1.026343808376209,346.9042072311587,23302.109825373453,23650.040376412988,570.0
New Canaan School District,900011,New Canaan High School,906111,368,27334,27702,2024,313.698,1.026343808376209,377.69452148244494,28054.0816581553,28431.776179637745,1257.0
New Canaan School District,900011,Saxe Middle School,905111,456,25020,25477,2024,313.698,1.026343808376209,468.01277661955135,25679.12208557275,26148.16120600068,1261.0
New Canaan School District,900011,South School,900211,338,25196,25534,2024,313.698,1.026343808376209,346.9042072311587,25859.758595846964,26206.66280307812,507.0
New Canaan School District,900011,West School,900311,380,24171,24551,2024,313.698,1.026343808376209,390.0106471829595,24807.75619226135,25197.76683944431,499.0
New Fairfield School District,910011,Consolidated School,910111,592,18007,18599,2024,313.698,1.026343808376209,607.5955345587158,18481.3729574304,19088.96849198911,504.0
New Fairfield School District,910011,New Fairfield Elementary School,910211,592,21875,22467,2024,313.698,1.026343808376209,607.5955345587158,22451.27080822957,23058.86634278829,435.0
New Fairfield School District,910011,New Fairfield High School,916111,618,22619,23238,2024,313.698,1.026343808376209,634.2804735764972,23214.870601661474,23850.177419046347,688.0
New Fairfield School District,910011,New Fairfield Middle School,915211,592,21163,21755,2024,313.698,1.026343808376209,607.5955345587158,21720.514016665715,22328.10955122443,506.0
New Hartford School District,920011,Ann Antolini School,920311,1263,20160,21423,2024,313.698,1.026343808376209,1296.272229979152,20691.09117686437,21987.363406843528,247.0
New Hartford School District,920011,Bakerville Consolidated School,920111,1174,19645,20820,2024,313.698,1.026343808376209,1204.9276310336695,20162.524115550623,21368.478090392677,106.0
New Hartford School District,920011,New Hartford Elementary School,920211,1345,19898,21244,2024,313.698,1.026343808376209,1380.4324222660011,20422.18909906981,21803.647865144187,99.0
New Haven School District,930011,Augusta Lewis Troup School,931511,5819,14716,20534,2024,313.698,1.026343808376209,5972.29462094116,15103.675484064292,21074.94376119708,393.0
New Haven School District,930011,Barack H. Obama Magnet University School,932811,3405,17819,21224,2024,313.698,1.026343808376209,3494.700667520992,18288.42032145567,21783.12098897666,313.0
New Haven School District,930011,Barnard Environmental Magnet School,930211,3993,15153,19146,2024,313.698,1.026343808376209,4098.190826846203,15552.187728324696,19650.3785551709,501.0
New Haven School District,930011,Beecher School,930311,3195,14887,18082,2024,313.698,1.026343808376209,3279.168467761988,15279.180275296623,18558.348743058614,473.0
New Haven School District,930011,Benjamin Jepson Magnet School,931811,3189,18945,22134,2024,313.698,1.026343808376209,3273.010404911731,19444.08344968728,22717.09385459901,402.0
New Haven School District,930011,Betsy Ross Arts and Design Academy,935511,3192,20985,24176,2024,313.698,1.026343808376209,3276.0894363368598,21537.82481877475,24812.88791130323,334.0
New Haven School District,930011,Bishop Woods Architecture and Design Magnet School,934311,6491,16115,22606,2024,313.698,1.026343808376209,6661.997660169974,16539.53047198261,23201.528132152584,431.0
New Haven School District,930011,Brennan Rogers School,932111,3884,21246,25130,2024,313.698,1.026343808376209,3986.319351733196,21805.70055276094,25792.019904494133,202.0
New Haven School District,930011,"Celentano BioTech, Health and Medical Magnet School",934811,3780,16464,20245,2024,313.698,1.026343808376209,3879.5795956620714,16897.724461105907,20778.330400576357,362.0
New Haven School District,930011,Clinton Avenue School,930611,3374,15444,18818,2024,313.698,1.026343808376209,3462.884009461329,15850.853776562171,19313.737786023503,452.0
New Haven School District,930011,Conte/West Hills Magnet School,933111,3249,16232,19481,2024,313.698,1.026343808376209,3334.591033414303,16659.612697562625,19994.20373097693,553.0
New Haven School District,930011,Cooperative High School - Inter-District Magnet,936411,3361,18312,21672,2024,313.698,1.026343808376209,3449.5415399524386,18794.407818985143,22242.923015129203,548.0
New Haven School District,930011,Davis Academy for Arts & Design Innovation,930911,3278,15814,19093,2024,313.698,1.026343808376209,3364.355003857213,16230.600985661373,19595.98233332696,489.0
New Haven School District,930011,East Rock Community Magnet School,934611,3593,19002,22595,2024,313.698,1.026343808376209,3687.6533034957192,19502.585046764725,23190.238350260443,445.0
New Haven School District,930011,Edgewood School,931211,4926,15139,20065,2024,313.698,1.026343808376209,5055.769600061206,15537.818915007429,20593.588515068637,407.0
New Haven School District,930011,Engineering - Science University Magnet School,931711,3543,17566,21109,2024,313.698,1.026343808376209,3636.336113076909,18028.755337936487,21665.0914510134,600.0
New Haven School District,930011,Fair Haven School,931611,3706,15726,19432,2024,313.698,1.026343808376209,3803.630153842231,16140.282730524264,19943.91288436649,713.0
New Haven School District,930011,Family Academy of Multilingual Exploration,934111,3707,13978,17685,2024,313.698,1.026343808376209,3804.656497650607,14346.233753482653,18150.890251133256,462.0
New Haven School District,930011,High School In The Community,936611,5369,18773,24142,2024,313.698,1.026343808376209,5510.439907171866,19267.55231464657,24777.99222181844,279.0
New Haven School District,930011,Hill Central Music Academy,930711,3825,15707,19532,2024,313.698,1.026343808376209,3925.765067039,16120.782198165116,20046.54726520412,413.0
New Haven School District,930011,Hill Regional Career High School,936311,3804,19759,23563,2024,313.698,1.026343808376209,3904.2118470630994,20279.527309705514,24183.739156768614,638.0
New Haven School District,930011,James Hillhouse High School,936211,4039,17706,21745,2024,313.698,1.026343808376209,4145.402642031509,18172.44347110916,22317.846113140666,1101.0
New Haven School District,930011,John C. Daniels,931311,8204,17393,25597,2024,313.698,1.026343808376209,8420.124603918419,17851.197859087406,26271.322463005825,513.0
New Haven School District,930011,John S. Martinez Sea and Sky STEM School,930811,3531,14079,17610,2024,313.698,1.026343808376209,3624.0199873763945,14449.894478128648,18073.91446550504,483.0
New Haven School District,930011,King/Robinson Magnet School,933011,3181,17095,20276,2024,313.698,1.026343808376209,3264.799654444721,17545.347404191296,20810.147058636016,436.0
New Haven School District,930011,Lincoln-Bassett School,932011,4062,19485,23546,2024,313.698,1.026343808376209,4169.008549624161,19998.30910621044,24166.29131202622,229.0
New Haven School District,930011,Mauro-Sheridan Magnet School,931911,3211,17060,20271,2024,313.698,1.026343808376209,3295.5899686960074,17509.425370898127,20805.01533959413,502.0
New Haven School District,930011,Metropolitan Business Academy,936011,3334,16920,20254,2024,313.698,1.026343808376209,3421.830257126281,17365.737237725458,20787.567494851737,400.0
New Haven School District,930011,Nathan Hale School,931411,5640,15919,21558,2024,313.698,1.026343808376209,5788.579079241819,16338.367085540873,22125.919820974315,523.0
New Haven School District,930011,New Haven Academy,937011,3821,17155,20976,2024,313.698,1.026343808376209,3921.659691805495,17606.928032693868,21528.58772449936,330.0
New Haven School District,930011,Roberto Clemente Leadership Academy for Global Awareness,934211,3994,16250,20244,2024,313.698,1.026343808376209,4099.217170654579,16678.086886113397,20777.30405676798,406.0
New Haven School District,930011,Ross/Woodward School,931011,4928,16826,21753,2024,313.698,1.026343808376209,5057.822287677958,17269.260919738095,22326.056863607675,569.0
New Haven School District,930011,Sound School,936711,3374,24745,28119,2024,313.698,1.026343808376209,3462.884009461329,25396.87753826929,28859.761547730624,336.0
New Haven School District,930011,Truman School,932911,3425,15545,18970,2024,313.698,1.026343808376209,3515.227543688516,15954.51450120817,19469.742044896688,462.0
New Haven School District,930011,Wexler/Grant - Lincoln/Bassett Community School,933211,5073,18626,23700,2024,313.698,1.026343808376209,5206.642139892509,19116.67977481527,24324.348258516155,217.0
New Haven School District,930011,Wilbur Cross High School,936111,3429,16101,19531,2024,313.698,1.026343808376209,3519.332918922021,16525.161658665344,20045.52092139574,1721.0
New Haven School District,930011,Worthington Hooker School,933811,3233,15366,18600,2024,313.698,1.026343808376209,3318.169532480284,15770.79895950883,19089.99483579749,413.0
New London School District,950011,Bennie Dover Jackson Middle School,955111,5028,23173,28201,2024,313.698,1.026343808376209,5160.45666851558,23783.46507150189,28943.92174001747,330.0
New London School District,950011,C.B. Jennings International Elementary Magnet,950311,4276,19744,24021,2024,313.698,1.026343808376209,4388.64612461667,20264.132152579878,24653.80462100492,463.0
New London School District,950011,Nathan Hale Arts Magnet School,950911,3703,20984,24687,2024,313.698,1.026343808376209,3800.5511224171023,21536.79847496637,25337.349597383472,471.0
New London School District,950011,New London High School,956111,3762,20916,24678,2024,313.698,1.026343808376209,3861.1054071112985,21467.00709599679,25328.11250310809,593.0
New London School District,950011,New London Visual and Performing Arts Magnet Pathway,951411,4395,22045,26440,2024,313.698,1.026343808376209,4510.781037813439,22625.74925565353,27136.530293466967,234.0
New London School District,950011,Science and Technology Magnet Pathway for High School Grades,951311,3762,20916,24678,2024,313.698,1.026343808376209,3861.1054071112985,21467.00709599679,25328.11250310809,165.0
New London School District,950011,Science and Technology Magnet Pathway for Middle Grades,951211,5028,23173,28201,2024,313.698,1.026343808376209,5160.45666851558,23783.46507150189,28943.92174001747,99.0
New London School District,950011,Winthrop STEM Elementary Magnet School,950811,4025,19551,23577,2024,313.698,1.026343808376209,4131.033828714241,20066.047797563264,24198.107970085883,479.0
New Milford School District,960011,Hill And Plain School,960511,820,18400,19220,2024,313.698,1.026343808376209,841.6019228684914,18884.72607412225,19726.327996990734,382.0
New Milford School District,960011,New Milford High School,966111,820,19518,20338,2024,313.698,1.026343808376209,841.6019228684914,20032.178451886848,20873.78037475534,1207.0
New Milford School District,960011,Northville Elementary School,960811,820,18334,19153,2024,313.698,1.026343808376209,841.6019228684914,18816.987382769417,19657.56296182953,444.0
New Milford School District,960011,Sarah Noble Intermediate School,960911,820,19108,19928,2024,313.698,1.026343808376209,841.6019228684914,19611.377490452604,20452.979413321096,754.0
New Milford School District,960011,Schaghticoke Middle School,965211,820,20503,21323,2024,313.698,1.026343808376209,841.6019228684914,21043.127103137416,21884.729026005905,777.0
Newington School District,940011,Anna Reynolds School,940611,928,21174,22102,2024,313.698,1.026343808376209,952.447054173122,21731.80379855785,22684.250852730973,376.0
Newington School District,940011,Elizabeth Green School,940211,941,23818,24759,2024,313.698,1.026343808376209,965.7895236820128,24445.45682790455,25411.24635158656,269.0
Newington School District,940011,John Paterson School,940811,637,19563,20200,2024,313.698,1.026343808376209,653.7810059356452,20078.36392326378,20732.144929199425,454.0
Newington School District,940011,John Wallace Middle School,945311,523,20631,21154,2024,313.698,1.026343808376209,536.7778117807574,21174.49911060957,21711.276922390327,595.0
Newington School District,940011,Martin Kellogg Middle School,945111,871,20667,21538,2024,313.698,1.026343808376209,893.9454570956781,21211.447487711117,22105.39294480679,567.0
Newington School District,940011,Newington High School,946111,664,21322,21986,2024,313.698,1.026343808376209,681.4922887618028,21883.70268219753,22565.19497095933,1284.0
Newington School District,940011,Ruth Chaffee School,940711,928,20644,21572,2024,313.698,1.026343808376209,952.447054173122,21187.84158011846,22140.28863429158,315.0
Newtown School District,970011,Hawley Elementary School,970111,893,20423,21316,2024,313.698,1.026343808376209,916.5250208799548,20961.01959846732,21877.544619347274,289.0
Newtown School District,970011,Head O'Meadow Elementary School,970411,443,20976,21419,2024,313.698,1.026343808376209,454.67030711066064,21528.58772449936,21983.25803161002,319.0
Newtown School District,970011,Middle Gate Elementary School,970311,339,18980,19319,2024,313.698,1.026343808376209,347.93055103953486,19480.005482980447,19827.936034019986,416.0
Newtown School District,970011,Newtown High School,976111,370,21497,21867,2024,313.698,1.026343808376209,379.7472090991973,22063.312848663365,22443.060057762563,1276.0
Newtown School District,970011,Newtown Middle School,975111,158,20688,20846,2024,313.698,1.026343808376209,162.16232172344104,21233.000707687013,21395.16302941045,610.0
Newtown School District,970011,Reed Intermediate School,970511,324,21200,21523,2024,313.698,1.026343808376209,332.53539391389177,21758.488737575637,22089.99778768115,581.0
Newtown School District,970011,Sandy Hook Elementary School,970211,796,20110,20906,2024,313.698,1.026343808376209,816.9696714674625,20639.773986445565,21456.743657913023,353.0
Norfolk School District,980011,Botelle Elementary School,980111,1952,46687,48639,2024,313.698,1.026343808376209,2003.42311395036,47916.91338166007,49920.336495610434,56.0
North Branford School District,990011,Jerome Harrison School,990411,1053,20078,21131,2024,313.698,1.026343808376209,1080.740030220148,20606.930984577528,21687.671014797677,396.0
North Branford School District,990011,North Branford High School,996111,887,25935,26822,2024,313.698,1.026343808376209,910.3669580296976,26618.22667023698,27528.59362826668,439.0
North Branford School District,990011,North Branford Intermediate School,995111,1182,21533,22716,2024,313.698,1.026343808376209,1213.138381500679,22100.26122576491,23314.425951073965,355.0
North Branford School District,990011,Totoket Valley Elementary School,990611,953,18390,19342,2024,313.698,1.026343808376209,978.1056493825272,18874.462636038486,19851.541941612635,337.0
North Canaan School District,1000011,North Canaan Elementary School,1000111,1609,24028,25637,2024,313.698,1.026343808376209,1651.3871876773203,24660.989027663552,26312.37621534087,244.0
North Haven School District,1010011,Clintonville Elementary School,1010811,557,17723,18280,2024,313.698,1.026343808376209,571.6735012655485,18189.891315851557,18761.5648171171,342.0
North Haven School District,1010011,Green Acres Elementary School,1010711,651,18228,18880,2024,313.698,1.026343808376209,668.1498192529122,18708.19493908154,19377.371102142828,422.0
North Haven School District,1010011,Montowese Elementary School,1010211,557,19272,19830,2024,313.698,1.026343808376209,571.6735012655485,19779.6978750263,20352.397720100227,303.0
North Haven School District,1010011,North Haven High School,1016111,157,21182,21339,2024,313.698,1.026343808376209,161.1359779150648,21740.01454902486,21901.150526939924,957.0
North Haven School District,1010011,North Haven Middle School,1015211,157,18404,18560,2024,313.698,1.026343808376209,161.1359779150648,18888.831449355752,19048.94108346244,750.0
North Haven School District,1010011,Ridge Road Elementary School,1010311,557,17453,18011,2024,313.698,1.026343808376209,571.6735012655485,17912.778487589978,18485.4783326639,436.0
North Stonington School District,1020011,North Stonington Elementary School,1020111,451,16761,17212,2024,313.698,1.026343808376209,462.8810575776703,17202.548572193642,17665.42962977131,406.0
North Stonington School District,1020011,Wheeler High School,1026111,595,24441,25035,2024,313.698,1.026343808376209,610.6745659838444,25084.869020522925,25694.517242698395,330.0
Norwalk School District,1030011,Brien McMahon High School,1036211,821,19585,20406,2024,313.698,1.026343808376209,842.6282666768676,20100.94348704805,20943.57175372492,1766.0
Norwalk School District,1030011,Brookside Elementary School,1030211,1833,21732,23565,2024,313.698,1.026343808376209,1881.2882007535916,22304.50364363177,24185.791844385367,398.0
Norwalk School District,1030011,Center for Global Studies,1030511,646,20321,20967,2024,313.698,1.026343808376209,663.0181002110311,20856.332530012944,21519.350630223977,284.0
Norwalk School District,1030011,Concord Magnet School,1030311,1520,20769,22288,2024,313.698,1.026343808376209,1560.042588731838,21316.134556165485,22875.15080108895,362.0
Norwalk School District,1030011,Cranbury Elementary School,1030411,850,22624,23475,2024,313.698,1.026343808376209,872.3922371197777,23220.00232070336,24093.420901631507,420.0
Norwalk School District,1030011,Fox Run Elementary School,1032011,1878,24915,26794,2024,313.698,1.026343808376209,1927.4736721305208,25571.355985693248,27499.856001632143,370.0
Norwalk School District,1030011,Jefferson Marine Science Elementary School,1030711,1426,20701,22127,2024,313.698,1.026343808376209,1463.5662707444742,21246.343177195904,22709.90944794038,465.0
Norwalk School District,1030011,Kendall College & Career Academy,1030811,1823,21134,22957,2024,313.698,1.026343808376209,1871.0247626698288,21690.7500462228,23561.77480889263,378.0
Norwalk School District,1030011,Marvin Elementary School,1032211,1904,21199,23103,2024,313.698,1.026343808376209,1954.158611148302,21757.46239376725,23711.62100491556,402.0
Norwalk School District,1030011,Naramake Elementary School,1032111,1660,22370,24031,2024,313.698,1.026343808376209,1703.7307219045072,22959.3109933758,24664.06805908868,366.0
Norwalk School District,1030011,Nathan Hale Middle School,1035211,1454,21495,22949,2024,313.698,1.026343808376209,1492.303897379008,22061.26016104661,23553.56405842562,524.0
Norwalk School District,1030011,Norwalk Early Childhood Center,1030111,2505,22432,24937,2024,313.698,1.026343808376209,2570.991239982404,23022.944309495124,25593.935549477526,150.0
Norwalk School District,1030011,Norwalk High School,1036111,863,19643,20506,2024,313.698,1.026343808376209,885.7347066286684,20160.47142793388,21046.206134562544,1547.0
Norwalk School District,1030011,P-TECH Norwalk,1030911,1521,17489,19010,2024,313.698,1.026343808376209,1561.068932540214,17949.72686469152,19510.79579723173,380.0
Norwalk School District,1030011,Ponus Ridge STEAM Academy,1035311,1564,22039,23604,2024,313.698,1.026343808376209,1605.2017163003911,22619.591192803276,24225.81925291204,622.0
Norwalk School District,1030011,Roton Middle School,1035511,1728,23093,24821,2024,313.698,1.026343808376209,1773.5221008740891,23701.3575668318,25474.879667705885,453.0
Norwalk School District,1030011,Rowayton School,1031311,749,22582,23332,2024,313.698,1.026343808376209,768.7315124737806,23176.895880751552,23946.65373703371,435.0
Norwalk School District,1030011,Silvermine Dual Language Magnet School,1032311,1737,20319,22056,2024,313.698,1.026343808376209,1782.759195149475,20854.279842396198,22637.039037545663,427.0
Norwalk School District,1030011,South Norwalk Elementary School,1031511,856,20803,21660,2024,313.698,1.026343808376209,878.550299970035,21351.03024565028,22230.606889428687,133.0
Norwalk School District,1030011,Tracey Magnet School,1031411,1345,19980,21326,2024,313.698,1.026343808376209,1380.4324222660011,20506.34929135666,21887.808057431037,464.0
Norwalk School District,1030011,West Rocks Middle School,1035411,1451,20252,21703,2024,313.698,1.026343808376209,1489.224865953879,20785.514807234988,22274.739673188866,701.0
Norwalk School District,1030011,Wolfpit Integrated Arts Elementary School,1032411,1077,21424,22501,2024,313.698,1.026343808376209,1105.372281621177,21988.389750651902,23093.76203227308,357.0
Norwich School District,1040011,Bishop School Early Learning Center,1040111,0,0,0,2024,313.698,1.026343808376209,0.0,0.0,0.0,
Norwich School District,1040011,John B. Stanton School,1041411,3462,21803,25265,2024,313.698,1.026343808376209,3553.202264598436,22377.374054026488,25930.576318624924,384.0
Norwich School District,1040011,Kelly STEAM Magnet Middle School,1045111,3426,21292,24718,2024,313.698,1.026343808376209,3516.2538874968923,21852.912367946243,25369.16625544313,548.0
Norwich School District,1040011,Moriarty Magnet School,1042011,2823,19976,22799,2024,313.698,1.026343808376209,2897.368571046038,20502.243916123152,23399.61248716919,461.0
Norwich School District,1040011,Samuel Huntington School,1040811,3738,23223,26961,2024,313.698,1.026343808376209,3836.4731557102696,23834.782261920704,27671.25541763097,299.0
Norwich School District,1040011,Teachers' Memorial Middle School,1045211,3610,22613,26224,2024,313.698,1.026343808376209,3705.101148238115,23208.71253881121,26914.840030857707,486.0
Norwich School District,1040011,Thomas W. Mahan School,1041711,3665,23597,27262,2024,313.698,1.026343808376209,3761.550057698806,24218.634846253404,27980.184903952213,255.0
Norwich School District,1040011,Uncas Elementary School,1041911,4025,22299,26324,2024,313.698,1.026343808376209,4131.033828714241,22886.44058298109,27017.47441169533,242.0
Norwich School District,1040011,Veterans' Memorial School,1041811,3410,20409,23818,2024,313.698,1.026343808376209,3499.832386562873,20946.65078515005,24445.45682790455,291.0
Norwich School District,1040011,Wequonnoc Magnet School,1041511,3661,23151,26812,2024,313.698,1.026343808376209,3757.444682465301,23760.885507717616,27518.33019018292,220.0
Odyssey Community School District,2630013,Odyssey Community School,2635113,820,14414,15234,2024,313.698,1.026343808376209,841.6019228684914,14793.719653934677,15635.32157680317,370.0
Old Saybrook School District,1060011,Kathleen E. Goodwin School,1060211,457,22682,23140,2024,313.698,1.026343808376209,469.0391204279276,23279.53026158917,23749.59572582548,380.0
Old Saybrook School District,1060011,Old Saybrook Middle School,1065211,1003,29135,30138,2024,313.698,1.026343808376209,1029.4228398013377,29902.52685704085,30931.949696842188,301.0
Old Saybrook School District,1060011,Old Saybrook Senior High School,1066111,152,29562,29714,2024,313.698,1.026343808376209,156.00425887318377,30340.775663217493,30496.77992209068,345.0
Orange School District,1070011,Mary L. Tracy School,1070211,759,18177,18936,2024,313.698,1.026343808376209,778.9949505575427,18655.85140485435,19434.846355411897,226.0
Orange School District,1070011,Peck Place School,1070511,759,18637,19396,2024,313.698,1.026343808376209,778.9949505575427,19127.96955670741,19906.96450726495,366.0
Orange School District,1070011,Race Brook School,1070311,759,18566,19324,2024,313.698,1.026343808376209,778.9949505575427,19055.0991463127,19833.067753061863,383.0
Orange School District,1070011,Turkey Hill School,1070411,759,20059,20817,2024,313.698,1.026343808376209,778.9949505575427,20587.430452218377,21365.399058967545,306.0
Oxford School District,1080011,Great Oak Elementary School,1080111,804,17766,18570,2024,313.698,1.026343808376209,825.1804219344721,18234.02409961173,19059.2045215462,358.0
Oxford School District,1080011,Oxford High School,1086011,571,22856,23427,2024,313.698,1.026343808376209,586.0423145828154,23458.114084246638,24044.15639882945,500.0
Oxford School District,1080011,Oxford Middle School,1085111,742,20279,21020,2024,313.698,1.026343808376209,761.5471058151471,20813.226090061144,21573.746852067918,378.0
Oxford School District,1080011,Quaker Farms School,1080311,752,18603,19355,2024,313.698,1.026343808376209,771.8105438989093,19093.073867222614,19864.88441112153,413.0
Park City Prep Charter School District,2830013,Park City Prep Charter School,2835113,2452,14275,16727,2024,313.698,1.026343808376209,2516.5950181384646,14651.057864570384,17167.652882708848,403.0
Plainfield School District,1090011,Moosup Elementary School,1090111,1517,16329,17845,2024,313.698,1.026343808376209,1556.9635573067092,16759.16804697512,18315.10526047345,293.0
Plainfield School District,1090011,Plainfield Central School,1095111,1379,18708,20088,2024,313.698,1.026343808376209,1415.3281117507922,19200.83996710212,20617.194422661287,445.0
Plainfield School District,1090011,Plainfield High School,1096111,1007,22085,23092,2024,313.698,1.026343808376209,1033.5282150348426,22666.80300798858,23700.33122302342,507.0
Plainfield School District,1090011,Plainfield Memorial School,1090311,1379,17501,18880,2024,313.698,1.026343808376209,1415.3281117507922,17962.042990392034,19377.371102142828,268.0
Plainfield School District,1090011,Shepard Hill Elementary School,1090411,1581,17885,19466,2024,313.698,1.026343808376209,1622.649561042787,18356.1590128085,19978.808573851285,284.0
Plainville School District,1100011,Frank T. Wheeler School,1100411,1209,19506,20714,2024,313.698,1.026343808376209,1240.8496643268368,20019.862326186336,21259.685646704795,276.0
Plainville School District,1100011,Linden Street School,1100211,1209,17554,18763,2024,313.698,1.026343808376209,1240.8496643268368,18016.43921223597,19257.28887656281,395.0
Plainville School District,1100011,Louis Toffolon School,1100511,1209,19137,20346,2024,313.698,1.026343808376209,1240.8496643268368,19641.141460895517,20881.99112522235,365.0
Plainville School District,1100011,Middle School of Plainville,1105211,1209,20809,22018,2024,313.698,1.026343808376209,1240.8496643268368,21357.188308500536,22598.037972827373,507.0
