district,district_code,school,school_code,ppe_federal,ppe_state_local_other,ppe_total_source,fiscal_year,cpi_u,deflator,ppe_federal_real,ppe_state_local_other_real,ppe_total_source_real,enrollment
Newington School District,940011,Newington High School,946111,235,17865,18100,2020,258.856,1.2437880520443798,292.2901922304293,22220.273549772846,22512.56374200328,1301.0
Newington School District,940011,Ruth Chaffee School,940711,422,17083,17505,2020,258.856,1.2437880520443798,524.8785579627283,21247.63129307414,21772.50985103687,324.0
Newtown School District,970011,Hawley Elementary School,970111,370,19677,20047,2020,258.856,1.2437880520443798,460.2015792564205,24474.01750007726,24934.21907933368,299.0
Newtown School District,970011,Head O'Meadow Elementary School,970411,341,19180,19521,2020,258.856,1.2437880520443798,424.1317257471335,23855.85483821121,24279.986563958337,296.0
Newtown School District,970011,Middle Gate Elementary School,970311,692,18301,18993,2020,258.856,1.2437880520443798,860.7013320147108,22762.565140464198,23623.266472478907,356.0
Newtown School District,970011,Newtown High School,976111,401,16898,17300,2020,258.856,1.2437880520443798,498.7590088697963,21017.53050344593,21517.53330036777,1516.0
Newtown School District,970011,Newtown Middle School,975111,230,18361,18592,2020,258.856,1.2437880520443798,286.07125197020736,22837.192423586857,23124.50746360911,680.0
Newtown School District,970011,Reed Intermediate School,970511,217,18711,18928,2020,258.856,1.2437880520443798,269.9020072936304,23272.51824180239,23542.42024909602,560.0
Newtown School District,970011,Sandy Hook Elementary School,970211,55,17668,17723,2020,258.856,1.2437880520443798,68.40834286244089,21975.247303520104,22043.655646382544,369.0
Norfolk School District,980011,Botelle Elementary School,980111,676,33402,34077,2020,258.856,1.2437880520443798,840.8007231820008,41545.008514386376,42384.56544951633,73.0
North Branford School District,990011,Jerome Harrison School,990411,344,16337,16680,2020,258.856,1.2437880520443798,427.86308990326665,20319.765406249036,20746.384708100257,375.0
North Branford School District,990011,North Branford High School,996111,222,21113,21334,2020,258.856,1.2437880520443798,276.1209475538523,26260.097142812992,26534.9743023148,524.0
North Branford School District,990011,North Branford Intermediate School,995111,1458,19718,21176,2020,258.856,1.2437880520443798,1813.4429798807057,24525.01281021108,26338.455790091783,390.0
North Branford School District,990011,Totoket Valley Elementary School,990611,351,15903,16254,2020,258.856,1.2437880520443798,436.5696062675773,19779.96139166177,20216.53099792935,397.0
North Canaan School District,1000011,North Canaan Elementary School,1000111,732,21768,22500,2020,258.856,1.2437880520443798,910.452854096486,27074.77831690206,27985.231170998544,253.0
North Haven School District,1010011,Clintonville Elementary School,1010811,266,15235,15501,2020,258.856,1.2437880520443798,330.84762184380503,18949.110972896127,19279.95859473993,336.0
North Haven School District,1010011,Green Acres Elementary School,1010711,293,14354,14647,2020,258.856,1.2437880520443798,364.42989924900326,17853.333699045026,18217.76359829403,401.0
North Haven School District,1010011,Montowese Elementary School,1010211,266,16873,17139,2020,258.856,1.2437880520443798,330.84762184380503,20986.43580214482,21317.283423988625,274.0
North Haven School District,1010011,North Haven High School,1016111,266,19135,19401,2020,258.856,1.2437880520443798,330.84762184380503,23799.88437586921,24130.731997713014,1000.0
North Haven School District,1010011,North Haven Middle School,1015211,266,16539,16805,2020,258.856,1.2437880520443798,330.84762184380503,20571.010592762,20901.858214605803,738.0
North Haven School District,1010011,Ridge Road Elementary School,1010311,266,15136,15402,2020,258.856,1.2437880520443798,330.84762184380503,18825.97595574373,19156.823577587536,398.0
North Stonington School District,1020011,North Stonington Elementary School,1020111,281,16263,16544,2020,258.856,1.2437880520443798,349.5044426244707,20227.725090397747,20577.22953302222,427.0
North Stonington School District,1020011,Wheeler High School,1026111,289,20291,20580,2020,258.856,1.2437880520443798,359.45474704082574,25237.70336403251,25597.15811107333,314.0
Norwalk School District,1030011,Brien McMahon High School,1036211,442,18969,19411,2020,258.856,1.2437880520443798,549.7543190036158,23593.41555922984,24143.169878233457,1611.0
Norwalk School District,1030011,Brookside Elementary School,1030211,751,18741,19492,2020,258.856,1.2437880520443798,934.0848270853292,23309.83188336372,24243.91671044905,435.0
Norwalk School District,1030011,Center for Global Studies,1030511,248,17147,17395,2020,258.856,1.2437880520443798,308.4594369070062,21327.23372840498,21635.693165311983,277.0
Norwalk School District,1030011,Concord Magnet School,1030311,590,18990,19581,2020,258.856,1.2437880520443798,733.8349507061841,23619.53510832277,24354.613847081,347.0
Norwalk School District,1030011,Cranbury Elementary School,1030411,497,18648,19146,2020,258.856,1.2437880520443798,618.1626618660567,23194.159594523597,23813.566044441697,436.0
Norwalk School District,1030011,Fox Run Elementary School,1032011,248,20201,20449,2020,258.856,1.2437880520443798,308.4594369070062,25125.76243934852,25434.221876255524,402.0
Norwalk School District,1030011,Jefferson Marine Science Elementary School,1030711,695,16109,16804,2020,258.856,1.2437880520443798,864.432696170844,20036.18173038292,20900.61442655376,504.0
Norwalk School District,1030011,Kendall College & Career Academy,1030811,668,16053,16721,2020,258.856,1.2437880520443798,830.8504187656457,19966.529599468427,20797.380018234075,503.0
Norwalk School District,1030011,Marvin Elementary School,1032211,989,18595,19584,2020,258.856,1.2437880520443798,1230.1063834718916,23128.238827765243,24358.34521123713,422.0
Norwalk School District,1030011,Naramake Elementary School,1032111,326,18367,18693,2020,258.856,1.2437880520443798,405.4749049664678,22844.655151899125,23250.130056865597,387.0
Norwalk School District,1030011,Nathan Hale Middle School,1035211,296,18828,19123,2020,258.856,1.2437880520443798,368.1612634051364,23418.041443891583,23784.95891924468,627.0
Norwalk School District,1030011,Norwalk Early Childhood Center,1030111,893,18948,19841,2020,258.856,1.2437880520443798,1110.7027304756311,23567.29601013691,24677.99874061254,155.0
Norwalk School District,1030011,Norwalk High School,1036111,529,18718,19247,2020,258.856,1.2437880520443798,657.9638795314769,23281.2247581667,23939.18863769818,1445.0
Norwalk School District,1030011,P-TECH Norwalk,1030911,248,15860,16109,2020,258.856,1.2437880520443798,308.4594369070062,19726.478505423864,20036.18173038292,374.0
Norwalk School District,1030011,Ponus Ridge STEAM Academy,1035311,691,18645,19335,2020,258.856,1.2437880520443798,859.4575439626665,23190.428230367463,24048.64198627808,671.0
Norwalk School District,1030011,Roton Middle School,1035511,319,18944,19263,2020,258.856,1.2437880520443798,396.7683886021572,23562.32085792873,23959.08924653089,578.0
Norwalk School District,1030011,Rowayton School,1031311,248,19198,19446,2020,258.856,1.2437880520443798,308.4594369070062,23878.243023148003,24186.70246005501,491.0
Norwalk School District,1030011,Silvermine Dual Language Magnet School,1032311,792,16913,17705,2020,258.856,1.2437880520443798,985.0801372191488,21036.1873242266,22021.267461445743,496.0
Norwalk School District,1030011,Tracey Magnet School,1031411,806,18228,19034,2020,258.856,1.2437880520443798,1002.4931699477702,22671.76861266496,23674.261782612724,435.0
Norwalk School District,1030011,West Rocks Middle School,1035411,575,18727,19302,2020,258.856,1.2437880520443798,715.1781299255184,23292.418850635106,24007.59698056062,716.0
Norwalk School District,1030011,Wolfpit Integrated Arts Elementary School,1032411,439,19732,20171,2020,258.856,1.2437880520443798,546.0229548474828,24542.4258429397,25088.448797787187,300.0
Norwich School District,1040011,Bishop School Early Learning Center,1040111,968,22117,23085,2020,258.856,1.2437880520443798,1203.9868343789597,27508.860347065547,28712.847181444507,178.0
Norwich School District,1040011,John B. Stanton School,1041411,1154,15578,16732,2020,258.856,1.2437880520443798,1435.3314120592142,19375.730274747348,20811.061686806563,311.0
Norwich School District,1040011,Kelly STEAM Magnet Middle School,1045111,2604,14994,17598,2020,258.856,1.2437880520443798,3238.824087523565,18649.35805235343,21888.182139877,638.0
Norwich School District,1040011,Moriarty Magnet School,1042011,1204,18768,19972,2020,258.856,1.2437880520443798,1497.5208146614332,23343.41416076892,24840.934975430355,397.0
Norwich School District,1040011,Samuel Huntington School,1040811,937,12080,13018,2020,258.856,1.2437880520443798,1165.429404765584,15024.959668696109,16191.632861513735,376.0
Norwich School District,1040011,Teachers' Memorial Middle School,1045211,1979,16297,18276,2020,258.856,1.2437880520443798,2461.4565549958274,20270.013884167256,22731.470439163084,396.0
Norwich School District,1040011,Thomas W. Mahan School,1041711,1149,19319,20468,2020,258.856,1.2437880520443798,1429.1124717989924,24028.74137744537,25457.85384924437,242.0
Norwich School District,1040011,Uncas Elementary School,1041911,1357,18597,19953,2020,258.856,1.2437880520443798,1687.8203866242234,23130.72640386933,24817.30300244151,258.0
Norwich School District,1040011,Veterans' Memorial School,1041811,1929,16580,18509,2020,258.856,1.2437880520443798,2399.2671523936087,20622.005902895817,23021.273055289425,298.0
Norwich School District,1040011,Wequonnoc Magnet School,1041511,1118,17772,18889,2020,258.856,1.2437880520443798,1390.555042185617,22104.60126093272,23493.91251506629,264.0
Odyssey Community School District,2630013,Odyssey Community School,2635113,144,12595,12740,2020,258.856,1.2437880520443798,179.1054794943907,15665.510515498963,15845.859783045398,329.0
Old Saybrook School District,1060011,Kathleen E. Goodwin School,1060211,458,19474,19932,2020,258.856,1.2437880520443798,569.6549278363259,24221.52852551225,24791.183453348574,396.0
Old Saybrook School District,1060011,Old Saybrook Middle School,1065211,681,22066,22747,2020,258.856,1.2437880520443798,847.0196634422226,27445.42715641129,28292.446819853507,370.0
Old Saybrook School District,1060011,Old Saybrook Senior High School,1066111,36,20389,20425,2020,258.856,1.2437880520443798,44.77636987359767,25359.59459313286,25404.37096300646,425.0
Orange School District,1070011,Mary L. Tracy School,1070211,338,15879,16216,2020,258.856,1.2437880520443798,420.4003615910004,19750.110478412706,20169.26705195166,236.0
Orange School District,1070011,Peck Place School,1070511,315,16978,17293,2020,258.856,1.2437880520443798,391.79323639397967,21117.03354760948,21508.82678400346,332.0
Orange School District,1070011,Race Brook School,1070311,323,17493,17816,2020,258.856,1.2437880520443798,401.7435408103347,21757.584394412337,22159.32793522267,367.0
Orange School District,1070011,Turkey Hill School,1070411,315,17849,18164,2020,258.856,1.2437880520443798,391.79323639397967,22200.37294094013,22592.166177334115,299.0
Oxford School District,1080011,Great Oak Elementary School,1080111,169,16234,16402,2020,258.856,1.2437880520443798,210.2001807955002,20191.655236888462,20400.61162963192,380.0
Oxford School District,1080011,Oxford High School,1086011,168,18764,18932,2020,258.856,1.2437880520443798,208.9563927434558,23338.43900856074,23547.3954013042,524.0
Oxford School District,1080011,Oxford Middle School,1085111,168,15583,15751,2020,258.856,1.2437880520443798,208.9563927434558,19381.94921500757,19590.905607751025,446.0
Oxford School District,1080011,Quaker Farms School,1080311,168,18339,18507,2020,258.856,1.2437880520443798,208.9563927434558,22809.82908644188,23018.78547918534,349.0
Park City Prep Charter School District,2830013,Park City Prep Charter School,2835113,617,10778,11395,2020,258.856,1.2437880520443798,767.4172281113823,13405.547624934326,14172.964853045709,361.0
Plainfield School District,1090011,Moosup Elementary School,1090111,578,13848,14426,2020,258.856,1.2437880520443798,718.9094940816515,17223.976944710572,17942.886438792222,305.0
Plainfield School District,1090011,Plainfield Central School,1095111,553,14912,15465,2020,258.856,1.2437880520443798,687.814792780542,18547.36743208579,19235.18222486633,517.0
Plainfield School District,1090011,Plainfield High School,1096111,373,17578,17951,2020,258.856,1.2437880520443798,463.9329434125536,21863.306378836107,22327.23932224866,590.0
Plainfield School District,1090011,Plainfield Memorial School,1090311,553,14863,15415,2020,258.856,1.2437880520443798,687.814792780542,18486.421817535615,19172.992822264117,300.0
Plainfield School District,1090011,Shepard Hill Elementary School,1090411,612,12754,13367,2020,258.856,1.2437880520443798,761.1982878511604,15863.27281577402,16625.714891677224,432.0
Plainville School District,1100011,Frank T. Wheeler School,1100411,355,15370,15725,2020,258.856,1.2437880520443798,441.54475847575486,19117.02235992212,19558.567118397877,309.0
Plainville School District,1100011,Linden Street School,1100211,355,14413,14769,2020,258.856,1.2437880520443798,441.54475847575486,17926.717194115645,18369.505740643446,413.0
Plainville School District,1100011,Louis Toffolon School,1100511,355,15501,15857,2020,258.856,1.2437880520443798,441.54475847575486,19279.95859473993,19722.74714126773,397.0
