district,district_code,school,school_code,fiscal_year,enrollment_total,n_native_american,n_asian,n_black,n_hispanic,n_two_or_more,n_white,n_pacific_islander,n_black_hispanic,pct_white,pct_black,pct_hispanic,pct_asian,pct_native_american,pct_two_or_more,pct_pacific_islander,pct_black_hispanic,pct_nonwhite
East Windsor School District,470011,Broad Brook Elementary School,470111,2025,441.0,0.0,52.0,48.0,117.0,,187.0,,165.0,42.40362811791383,10.884353741496598,26.53061224489796,11.791383219954648,0.0,,,37.41496598639456,57.59637188208617
East Windsor School District,470011,East Windsor High School,476111,2025,259.0,,,46.0,66.0,7.0,133.0,0.0,112.0,51.35135135135135,17.760617760617762,25.482625482625483,,,2.702702702702702,0.0,43.24324324324324,48.64864864864865
East Windsor School District,470011,East Windsor Middle School,475411,2025,318.0,0.0,15.0,42.0,93.0,17.0,151.0,0.0,135.0,47.48427672955975,13.20754716981132,29.245283018867923,4.716981132075472,0.0,5.345911949685535,0.0,42.45283018867924,52.51572327044025
East Windsor School District,470011,East Windsor Transition Program,470411,2025,9.0,0.0,0.0,,,,,0.0,,,,,0.0,0.0,,0.0,,
Eastern Connecticut Regional Educational Service Center (EASTCONN),2530014,Arts at the Capitol Theater Magnet School (ACT),2536014,2025,123.0,0.0,0.0,,34.0,,66.0,0.0,37.0,53.65853658536586,,27.64227642276423,0.0,0.0,,0.0,30.08130081300813,46.34146341463414
Eastern Connecticut Regional Educational Service Center (EASTCONN),2530014,EastConn Special Education,2539014,2025,88.0,0.0,0.0,6.0,19.0,7.0,56.0,0.0,25.0,63.63636363636363,6.8181818181818175,21.59090909090909,0.0,0.0,7.954545454545454,0.0,28.40909090909091,36.36363636363637
Eastern Connecticut Regional Educational Service Center (EASTCONN),2530014,EastConn Transition Academy,2530114,2025,12.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Eastern Connecticut Regional Educational Service Center (EASTCONN),2530014,Quinebaug Middle College,2536114,2025,144.0,0.0,0.0,6.0,23.0,8.0,107.0,0.0,29.0,74.30555555555556,4.166666666666666,15.97222222222222,0.0,0.0,5.555555555555555,0.0,20.13888888888889,25.694444444444443
Eastford School District,390011,Eastford Elementary School,390111,2025,173.0,0.0,,,15.0,12.0,143.0,0.0,18.0,82.65895953757226,,8.670520231213873,,0.0,6.9364161849710975,0.0,10.404624277456648,17.341040462427742
Easton School District,460011,Helen Keller Middle School,465111,2025,287.0,0.0,18.0,12.0,32.0,13.0,212.0,0.0,44.0,73.86759581881533,4.181184668989547,11.149825783972126,6.2717770034843205,0.0,4.529616724738676,0.0,15.33101045296167,26.13240418118467
Easton School District,460011,Samuel Staples Elementary School,460111,2025,606.0,0.0,46.0,20.0,58.0,32.0,450.0,0.0,78.0,74.25742574257426,3.3003300330033,9.570957095709572,7.590759075907591,0.0,5.2805280528052805,0.0,12.871287128712872,25.742574257425744
EdAdvance,2420014,ACCESS Middle and High School,2420714,2025,16.0,0.0,,,,,12.0,0.0,,75.0,,,,0.0,,0.0,,25.0
EdAdvance,2420014,B.E.A.M Elementary School,2429014,2025,,0.0,0.0,,0.0,0.0,,0.0,3.0,,,,,,,,,
EdAdvance,2420014,EdAdvance Headstart,2428014,2025,161.0,,,11.0,80.0,8.0,55.0,0.0,91.0,34.161490683229815,6.832298136645963,49.68944099378882,,,4.968944099378882,0.0,56.52173913043478,65.83850931677019
EdAdvance,2420014,Partnership Learning Academy,2420614,2025,9.0,0.0,0.0,0.0,,,,0.0,3.0,,0.0,,0.0,0.0,,0.0,33.33333333333333,
EdAdvance,2420014,Steps Middle and High School,2420114,2025,34.0,0.0,,,11.0,,17.0,0.0,14.0,50.0,,32.35294117647059,,0.0,,0.0,41.17647058823529,50.0
EdAdvance,2420014,Steps-Expelled Student,2420314,2025,,0.0,0.0,,,0.0,,0.0,,,,,,,,,,
EdAdvance,2420014,UPP @ POST,2420514,2025,34.0,0.0,,,,,26.0,0.0,,76.47058823529412,,,,0.0,,0.0,,23.529411764705884
Ellington School District,480011,"BASES - Behavioral, Academic, Social and Emotional Support Program",480811,2025,32.0,0.0,0.0,,7.0,,18.0,0.0,10.0,56.25,,21.875,0.0,0.0,,0.0,31.25,43.75
Ellington School District,480011,Center School,480111,2025,445.0,0.0,8.0,18.0,37.0,17.0,365.0,0.0,55.0,82.02247191011236,4.044943820224719,8.314606741573034,1.7977528089887642,0.0,3.820224719101124,0.0,12.359550561797752,17.97752808988764
Ellington School District,480011,Crystal Lake School,480211,2025,308.0,0.0,9.0,14.0,31.0,18.0,236.0,0.0,45.0,76.62337662337663,4.545454545454546,10.064935064935066,2.922077922077922,0.0,5.844155844155844,0.0,14.61038961038961,23.37662337662337
Ellington School District,480011,ECLIPSE - Ellington Continuing Life Independence Post-Secondary Education,480411,2025,10.0,0.0,,,,0.0,,0.0,,,,,,0.0,0.0,0.0,,
Ellington School District,480011,Ellington High School,486111,2025,701.0,0.0,72.0,29.0,61.0,19.0,520.0,0.0,90.0,74.17974322396577,4.136947218259629,8.7018544935806,10.271041369472185,0.0,2.710413694721826,0.0,12.838801711840228,25.820256776034228
Ellington School District,480011,Ellington Middle School,485111,2025,393.0,,50.0,23.0,28.0,,282.0,0.0,51.0,71.7557251908397,5.852417302798982,7.124681933842239,12.72264631043257,,,0.0,12.97709923664122,28.244274809160306
Ellington School District,480011,TEPSEP - The Ellington Public Schools Expulsion Program,480511,2025,7.0,0.0,0.0,,,0.0,,0.0,,,,,0.0,0.0,0.0,0.0,,
Ellington School District,480011,Windermere School,480611,2025,627.0,,136.0,37.0,64.0,,360.0,0.0,101.0,57.41626794258373,5.901116427432217,10.207336523125996,21.690590111642745,,,0.0,16.108452950558213,42.58373205741627
Elm City College Preparatory School District,2890013,Elm City College Preparatory School,2890113,2025,760.0,0.0,0.0,454.0,277.0,16.0,,,731.0,,59.73684210526316,36.44736842105264,0.0,0.0,2.1052631578947367,,96.1842105263158,
Elm City Montessori School District,2910013,Elm City Montessori School,2910113,2025,312.0,0.0,7.0,82.0,88.0,30.0,105.0,0.0,170.0,33.65384615384615,26.282051282051285,28.205128205128204,2.243589743589744,0.0,9.615384615384617,0.0,54.48717948717948,66.34615384615384
Enfield School District,490011,EPS PK STEAM Academy,491011,2025,50.0,0.0,0.0,11.0,19.0,0.0,20.0,0.0,30.0,40.0,22.0,38.0,0.0,0.0,0.0,0.0,60.0,60.0
Enfield School District,490011,Eagle Academy - Elementary,492611,2025,,0.0,0.0,0.0,,0.0,,0.0,3.0,,,,,,,,,
Enfield School District,490011,Eagle Academy - High,492411,2025,17.0,0.0,0.0,,,0.0,12.0,0.0,,70.58823529411765,,,0.0,0.0,0.0,0.0,,29.411764705882348
Enfield School District,490011,Eagle Academy - Middle,492511,2025,6.0,0.0,0.0,,,0.0,,0.0,,,,,0.0,0.0,0.0,0.0,,
Enfield School District,490011,Edgar H. Parkman - Adaptive Learning,490511,2025,19.0,0.0,0.0,,,,11.0,0.0,,57.89473684210527,,,0.0,0.0,,0.0,,42.10526315789473
Enfield School District,490011,Edgar H. Parkman School,491311,2025,266.0,0.0,,,58.0,29.0,158.0,0.0,61.0,59.3984962406015,,21.804511278195488,,0.0,10.902255639097744,0.0,22.932330827067663,40.6015037593985
Enfield School District,490011,Eli Whitney - Adaptive Learning (IAL),491411,2025,8.0,0.0,0.0,,,0.0,,0.0,,,,,0.0,0.0,0.0,0.0,,
Enfield School District,490011,Eli Whitney School,491611,2025,346.0,0.0,,,95.0,26.0,213.0,0.0,98.0,61.5606936416185,,27.45664739884393,,0.0,7.514450867052023,0.0,28.32369942196532,38.4393063583815
Enfield School District,490011,Enfield Alternative Education Program,492311,2025,25.0,0.0,0.0,,7.0,,10.0,0.0,10.0,40.0,,28.000000000000004,0.0,0.0,,0.0,40.0,60.0
Enfield School District,490011,Enfield High - Adaptive Learning Program (ALP),490111,2025,8.0,0.0,,0.0,,0.0,,0.0,3.0,,0.0,,,0.0,0.0,0.0,37.5,
Enfield School District,490011,Enfield High School,496111,2025,1426.0,6.0,33.0,105.0,325.0,61.0,896.0,0.0,430.0,62.83309957924264,7.363253856942496,22.79102384291725,2.314165497896213,0.4207573632538569,4.277699859747545,0.0,30.15427769985975,37.166900420757365
Enfield School District,490011,Enfield Street DLP,492811,2025,7.0,0.0,,,,,,0.0,,,,,,0.0,,0.0,,
Enfield School District,490011,Enfield Street School,490211,2025,226.0,0.0,,,50.0,22.0,137.0,0.0,53.0,60.61946902654868,,22.12389380530973,,0.0,9.734513274336283,0.0,23.45132743362832,39.38053097345132
Enfield School District,490011,Enfield Transitional Learning Academy,499011,2025,31.0,0.0,,,,,21.0,0.0,,67.74193548387096,,,,0.0,,0.0,,32.25806451612904
Enfield School District,490011,Hazardville Memorial School,490411,2025,298.0,0.0,,,72.0,25.0,187.0,0.0,75.0,62.751677852349,,24.16107382550336,,0.0,8.389261744966444,0.0,25.16778523489933,37.248322147651
Enfield School District,490011,Head Start Program,498011,2025,102.0,0.0,,,36.0,13.0,43.0,0.0,39.0,42.15686274509804,,35.294117647058826,,0.0,12.745098039215684,0.0,38.23529411764706,57.84313725490196
Enfield School District,490011,Henry Barnard - DLP,490311,2025,45.0,0.0,,7.0,12.0,,21.0,0.0,19.0,46.66666666666666,15.555555555555555,26.666666666666668,,0.0,,0.0,42.22222222222222,53.333333333333336
Enfield School District,490011,Henry Barnard School,491811,2025,311.0,,,21.0,80.0,27.0,175.0,0.0,101.0,56.27009646302251,6.752411575562702,25.723472668810288,,,8.681672025723474,0.0,32.475884244372985,43.72990353697749
Enfield School District,490011,John F. Kennedy - Adaptive Learning Program (ALP),490911,2025,24.0,0.0,0.0,6.0,,,12.0,0.0,9.0,50.0,25.0,,0.0,0.0,,0.0,37.5,50.0
Enfield School District,490011,John F. Kennedy Middle School,495211,2025,1002.0,0.0,,61.0,228.0,52.0,634.0,,289.0,63.27345309381237,6.087824351297405,22.75449101796407,,0.0,5.189620758483033,,28.84231536926148,36.72654690618763
Enfield School District,490011,Prudence Crandall - SOAR,490711,2025,16.0,0.0,0.0,0.0,,,9.0,0.0,3.0,56.25,0.0,,0.0,0.0,,0.0,18.75,43.75
Enfield School District,490011,Prudence Crandall School,491511,2025,351.0,0.0,12.0,25.0,85.0,27.0,202.0,0.0,110.0,57.54985754985755,7.122507122507122,24.216524216524217,3.418803418803419,0.0,7.6923076923076925,0.0,31.339031339031337,42.45014245014245
Enfield School District,490011,SELC Integrated Pre-Kindergarten,492211,2025,92.0,0.0,,,20.0,,63.0,0.0,23.0,68.47826086956522,,21.73913043478261,,0.0,,0.0,25.0,31.52173913043478
Essex School District,500011,Essex Elementary School,500111,2025,307.0,0.0,,,37.0,11.0,254.0,,40.0,82.73615635179154,,12.052117263843648,,0.0,3.5830618892508146,,13.029315960912053,17.263843648208464
Explorations District,2720013,Explorations,2726113,2025,77.0,0.0,0.0,,10.0,,55.0,0.0,13.0,71.42857142857143,,12.987012987012983,0.0,0.0,,0.0,16.883116883116884,28.57142857142857
Fairfield School District,510011,Burr Elementary School,510211,2025,347.0,0.0,18.0,11.0,43.0,31.0,244.0,0.0,54.0,70.31700288184439,3.170028818443804,12.39193083573487,5.187319884726225,0.0,8.93371757925072,0.0,15.561959654178676,29.68299711815561
Fairfield School District,510011,Dwight Elementary School,510111,2025,228.0,,8.0,,16.0,12.0,186.0,,19.0,81.57894736842105,,7.017543859649122,3.508771929824561,,5.263157894736842,,8.333333333333332,18.421052631578945
Fairfield School District,510011,Early Childhood Center,518011,2025,112.0,0.0,,8.0,25.0,,68.0,0.0,33.0,60.71428571428571,7.142857142857142,22.321428571428573,,0.0,,0.0,29.464285714285715,39.28571428571429
Fairfield School District,510011,Early Childhood Center at Holland Hill,510911,2025,32.0,,,,6.0,,20.0,0.0,9.0,62.5,,18.75,,,,0.0,28.125,37.5
Fairfield School District,510011,Early Childhood Center at Stratfield,510811,2025,67.0,0.0,6.0,,15.0,,39.0,0.0,18.0,58.2089552238806,,22.388059701492537,8.955223880597014,0.0,,0.0,26.86567164179105,41.7910447761194
Fairfield School District,510011,Fairfield Ludlowe High School,516011,2025,1367.0,,89.0,,148.0,60.0,1033.0,0.0,151.0,75.5669348939283,,10.826627651792249,6.510607168983175,,4.389173372348208,0.0,11.046086320409657,24.43306510607169
Fairfield School District,510011,Fairfield School/Community Partnership,510511,2025,30.0,0.0,,,,0.0,22.0,0.0,,73.33333333333333,,,,0.0,0.0,0.0,,26.66666666666667
Fairfield School District,510011,Fairfield Warde High School,516211,2025,1308.0,0.0,96.0,72.0,251.0,63.0,826.0,0.0,323.0,63.14984709480122,5.504587155963304,19.189602446483185,7.339449541284404,0.0,4.81651376146789,0.0,24.694189602446485,36.850152905198776
Fairfield School District,510011,Fairfield Woods Middle School,515211,2025,715.0,0.0,53.0,21.0,104.0,56.0,481.0,0.0,125.0,67.27272727272727,2.937062937062937,14.545454545454543,7.412587412587412,0.0,7.832167832167832,0.0,17.482517482517483,32.727272727272734
Fairfield School District,510011,Holland Hill School,510411,2025,385.0,0.0,30.0,15.0,80.0,33.0,227.0,0.0,95.0,58.96103896103896,3.896103896103896,20.77922077922078,7.792207792207792,0.0,8.571428571428571,0.0,24.675324675324678,41.03896103896104
Fairfield School District,510011,Jennings School,511711,2025,280.0,,22.0,,34.0,22.0,197.0,0.0,37.0,70.35714285714286,,12.142857142857142,7.857142857142857,,7.857142857142857,0.0,13.214285714285715,29.64285714285714
Fairfield School District,510011,McKinley School,510611,2025,470.0,,49.0,40.0,155.0,19.0,205.0,,195.0,43.61702127659575,8.51063829787234,32.97872340425532,10.425531914893616,,4.042553191489362,,41.48936170212766,56.38297872340425
Fairfield School District,510011,Mill Hill School,510711,2025,371.0,0.0,18.0,,31.0,23.0,295.0,,34.0,79.51482479784366,,8.355795148247978,4.851752021563343,0.0,6.199460916442049,,9.164420485175205,20.48517520215634
Fairfield School District,510011,North Stratfield School,511611,2025,408.0,0.0,20.0,14.0,55.0,21.0,298.0,0.0,69.0,73.0392156862745,3.431372549019608,13.480392156862743,4.901960784313726,0.0,5.147058823529411,0.0,16.911764705882355,26.960784313725497
Fairfield School District,510011,Osborn Hill School,511811,2025,446.0,0.0,,,44.0,39.0,340.0,0.0,47.0,76.23318385650224,,9.865470852017935,,0.0,8.74439461883408,0.0,10.538116591928253,23.766816143497763
Fairfield School District,510011,Riverfield School,511211,2025,406.0,0.0,,,40.0,19.0,334.0,0.0,43.0,82.26600985221675,,9.852216748768472,,0.0,4.679802955665025,0.0,10.591133004926109,17.733990147783246
Fairfield School District,510011,Roger Ludlowe Middle School,515311,2025,764.0,,40.0,,59.0,48.0,607.0,0.0,62.0,79.45026178010471,,7.722513089005235,5.235602094240837,,6.282722513089005,0.0,8.115183246073299,20.54973821989529
Fairfield School District,510011,Sherman School,511311,2025,385.0,0.0,,,30.0,21.0,322.0,0.0,33.0,83.63636363636363,,7.792207792207792,,0.0,5.454545454545454,0.0,8.571428571428571,16.363636363636374
Fairfield School District,510011,Stratfield School,511411,2025,326.0,,9.0,,44.0,19.0,244.0,0.0,47.0,74.84662576687117,,13.496932515337424,2.7607361963190185,,5.828220858895705,0.0,14.417177914110429,25.15337423312883
Fairfield School District,510011,Tomlinson Middle School,515111,2025,584.0,0.0,39.0,39.0,116.0,,355.0,,155.0,60.78767123287672,6.678082191780822,19.863013698630137,6.678082191780822,0.0,,,26.54109589041096,39.21232876712328
Fairfield School District,510011,Walter Fitzgerald Campus,510311,2025,44.0,0.0,,6.0,10.0,,25.0,0.0,16.0,56.81818181818182,13.636363636363637,22.727272727272727,,0.0,,0.0,36.36363636363637,43.18181818181818
Farmington School District,520011,East Farms School,520411,2025,457.0,0.0,131.0,12.0,63.0,39.0,212.0,0.0,75.0,46.389496717724285,2.62582056892779,13.785557986870897,28.665207877461707,0.0,8.533916849015318,0.0,16.411378555798688,53.61050328227572
Farmington School District,520011,Farmington Alternative High School,520611,2025,12.0,0.0,0.0,,0.0,,10.0,0.0,3.0,83.33333333333334,,0.0,0.0,0.0,,0.0,25.0,16.666666666666657
Farmington School District,520011,Farmington Collaborative PK,528011,2025,99.0,0.0,15.0,8.0,15.0,11.0,50.0,0.0,23.0,50.505050505050505,8.080808080808081,15.151515151515152,15.151515151515152,0.0,11.11111111111111,0.0,23.232323232323232,49.494949494949495
Farmington School District,520011,Farmington High School,526111,2025,1261.0,,343.0,58.0,153.0,78.0,626.0,,211.0,49.64314036478985,4.599524187153054,12.133227597145122,27.200634417129265,,6.185567010309279,,16.732751784298173,50.35685963521015
Farmington School District,520011,Irving A. Robbins Middle School,525111,2025,670.0,,177.0,39.0,79.0,37.0,335.0,,118.0,50.0,5.820895522388059,11.791044776119405,26.417910447761194,,5.522388059701493,,17.611940298507463,50.0
Farmington School District,520011,Noah Wallace School,520211,2025,342.0,,75.0,,53.0,27.0,172.0,0.0,56.0,50.29239766081871,,15.497076023391813,21.929824561403507,,7.894736842105263,0.0,16.374269005847953,49.70760233918129
Farmington School District,520011,Union School,520111,2025,305.0,0.0,35.0,15.0,47.0,21.0,187.0,0.0,62.0,61.31147540983607,4.918032786885246,15.40983606557377,11.475409836065571,0.0,6.885245901639345,0.0,20.327868852459016,38.68852459016393
Farmington School District,520011,West District School,520311,2025,357.0,,77.0,,35.0,24.0,205.0,0.0,38.0,57.422969187675065,,9.803921568627452,21.568627450980397,,6.722689075630252,0.0,10.644257703081232,42.577030812324935
Farmington School District,520011,West Woods Upper Elementary School,520511,2025,676.0,,183.0,,83.0,36.0,342.0,0.0,86.0,50.591715976331365,,12.27810650887574,27.071005917159763,,5.325443786982249,0.0,12.72189349112426,49.40828402366864
Franklin School District,530011,Franklin Elementary School,530111,2025,185.0,,0.0,,15.0,17.0,151.0,0.0,18.0,81.62162162162161,,8.108108108108109,0.0,,9.18918918918919,0.0,9.72972972972973,18.378378378378383
Glastonbury School District,540011,Buttonball Lane School,540211,2025,461.0,0.0,107.0,6.0,53.0,24.0,271.0,0.0,59.0,58.78524945770065,1.3015184381778742,11.496746203904555,23.210412147505423,0.0,5.206073752711497,0.0,12.79826464208243,41.21475054229935
Glastonbury School District,540011,Gideon Welles School,540811,2025,551.0,0.0,87.0,16.0,63.0,35.0,350.0,0.0,79.0,63.52087114337568,2.9038112522686026,11.433756805807622,15.789473684210526,0.0,6.352087114337568,0.0,14.337568058076226,36.47912885662432
Glastonbury School District,540011,Glastonbury High School,546111,2025,1737.0,,238.0,,224.0,102.0,1113.0,0.0,227.0,64.07599309153713,,12.8957973517559,13.701784686240645,,5.872193436960276,0.0,13.0685089234312,35.92400690846287
Glastonbury School District,540011,Glastonbury Transition Academy,541411,2025,17.0,0.0,0.0,,,,10.0,0.0,,58.82352941176471,,,0.0,0.0,,0.0,,41.17647058823529
Glastonbury School District,540011,Hebron Avenue School,540411,2025,458.0,0.0,70.0,8.0,52.0,31.0,297.0,0.0,60.0,64.8471615720524,1.7467248908296942,11.353711790393014,15.283842794759824,0.0,6.768558951965066,0.0,13.100436681222709,35.1528384279476
Glastonbury School District,540011,Hopewell School,540611,2025,458.0,,77.0,,33.0,32.0,306.0,0.0,36.0,66.8122270742358,,7.20524017467249,16.812227074235807,,6.986899563318777,0.0,7.860262008733625,33.18777292576419
Glastonbury School District,540011,Links Academy,540111,2025,61.0,0.0,,6.0,17.0,,32.0,0.0,23.0,52.459016393442624,9.836065573770492,27.86885245901639,,0.0,,0.0,37.704918032786885,47.540983606557376
Glastonbury School District,540011,Naubuc School,540711,2025,441.0,0.0,77.0,19.0,90.0,45.0,210.0,0.0,109.0,47.61904761904761,4.308390022675737,20.40816326530612,17.46031746031746,0.0,10.20408163265306,0.0,24.71655328798186,52.38095238095239
Glastonbury School District,540011,Nayaug Elementary School,540911,2025,533.0,,40.0,,64.0,39.0,366.0,0.0,67.0,68.66791744840526,,12.00750469043152,7.5046904315197,,7.317073170731707,0.0,12.570356472795496,31.332082551594738
Glastonbury School District,540011,PreK-Eastbury,540511,2025,86.0,0.0,,11.0,17.0,,48.0,0.0,28.0,55.81395348837209,12.790697674418606,19.76744186046512,,0.0,,0.0,32.55813953488372,44.18604651162791
Glastonbury School District,540011,Smith Middle School,545211,2025,875.0,,139.0,,117.0,55.0,532.0,0.0,120.0,60.8,,13.37142857142857,15.885714285714286,,6.285714285714287,0.0,13.714285714285715,39.2
Goodwin University Educational Services (GUES),2310018,Connecticut River Academy at Goodwin University,2310118,2025,742.0,,19.0,231.0,363.0,44.0,80.0,,594.0,10.781671159029653,31.132075471698112,48.92183288409704,2.560646900269542,,5.929919137466308,,80.05390835579514,89.21832884097034
Goodwin University Educational Services (GUES),2310018,Riverside Magnet School at Goodwin University,2310218,2025,481.0,,12.0,152.0,233.0,24.0,57.0,,385.0,11.85031185031185,31.600831600831604,48.44074844074844,2.494802494802495,,4.98960498960499,,80.04158004158003,88.14968814968815
Granby School District,560011,Granby B.E.A.R. Transition Academy,560211,2025,,0.0,,0.0,0.0,,,0.0,0.0,,,,,,,,,
Granby School District,560011,Granby Memorial High School,566111,2025,564.0,,,49.0,36.0,15.0,448.0,0.0,85.0,79.43262411347519,8.687943262411348,6.382978723404255,,,2.6595744680851063,0.0,15.070921985815602,20.56737588652481
Granby School District,560011,Granby Memorial Middle School,565111,2025,387.0,0.0,10.0,34.0,26.0,,306.0,,60.0,79.06976744186046,8.785529715762273,6.718346253229974,2.5839793281653747,0.0,,,15.503875968992247,20.930232558139537
Granby School District,560011,Kelly Lane Primary School,560411,2025,353.0,,10.0,19.0,42.0,13.0,267.0,,61.0,75.63739376770539,5.382436260623229,11.89801699716714,2.8328611898017,,3.68271954674221,,17.280453257790366,24.36260623229461
Granby School District,560011,Wells Road Intermediate School,560311,2025,384.0,,12.0,27.0,17.0,,315.0,0.0,44.0,82.03125,7.03125,4.427083333333334,3.125,,,0.0,11.458333333333332,17.96875
Great Oaks Charter School District,2940013,Great Oaks Charter School,2940113,2025,662.0,,19.0,275.0,328.0,,25.0,0.0,603.0,3.776435045317221,41.54078549848943,49.546827794561935,2.8700906344410875,,,0.0,91.08761329305136,96.2235649546828
Greenwich School District,570011,Central Middle School,575111,2025,483.0,,37.0,,85.0,38.0,315.0,0.0,88.0,65.21739130434783,,17.598343685300208,7.6604554865424435,,7.867494824016563,0.0,18.219461697722565,34.78260869565217
Greenwich School District,570011,Community Connections,571211,2025,18.0,0.0,0.0,,11.0,0.0,,0.0,14.0,,,61.11111111111112,0.0,0.0,0.0,0.0,77.77777777777779,
Greenwich School District,570011,Cos Cob School,570211,2025,343.0,,18.0,,70.0,18.0,231.0,0.0,73.0,67.3469387755102,,20.40816326530612,5.247813411078718,,5.247813411078718,0.0,21.282798833819243,32.653061224489804
Greenwich School District,570011,Eastern Middle School,575211,2025,797.0,0.0,123.0,8.0,123.0,55.0,488.0,0.0,131.0,61.22961104140528,1.0037641154328731,15.432873274780428,15.432873274780428,0.0,6.900878293601004,0.0,16.4366373902133,38.77038895859472
Greenwich School District,570011,Glenville School,570411,2025,411.0,0.0,,,65.0,37.0,273.0,0.0,68.0,66.42335766423358,,15.815085158150852,,0.0,9.002433090024331,0.0,16.54501216545012,33.57664233576642
Greenwich School District,570011,Greenwich High School,576111,2025,2620.0,,216.0,55.0,680.0,152.0,1511.0,,735.0,57.67175572519084,2.099236641221374,25.95419847328244,8.244274809160306,,5.801526717557252,,28.053435114503817,42.32824427480916
Greenwich School District,570011,Hamilton Avenue School,570511,2025,299.0,,,13.0,167.0,15.0,92.0,0.0,180.0,30.76923076923077,4.3478260869565215,55.85284280936455,,,5.016722408026756,0.0,60.20066889632108,69.23076923076923
Greenwich School District,570011,International School At Dundee,571311,2025,342.0,0.0,87.0,,64.0,,157.0,0.0,67.0,45.90643274853801,,18.71345029239766,25.438596491228072,0.0,,0.0,19.5906432748538,54.09356725146199
Greenwich School District,570011,Julian Curtiss School,570311,2025,236.0,0.0,21.0,12.0,81.0,22.0,100.0,0.0,93.0,42.3728813559322,5.084745762711865,34.32203389830508,8.898305084745763,0.0,9.322033898305085,0.0,39.40677966101695,57.6271186440678
Greenwich School District,570011,New Lebanon School,570611,2025,375.0,,18.0,,218.0,18.0,113.0,0.0,221.0,30.133333333333333,,58.13333333333334,4.8,,4.8,0.0,58.93333333333334,69.86666666666667
Greenwich School District,570011,North Mianus School,570711,2025,423.0,,60.0,,53.0,30.0,277.0,0.0,56.0,65.48463356973994,,12.529550827423169,14.184397163120568,,7.092198581560284,0.0,13.238770685579196,34.51536643026006
Greenwich School District,570011,North Street School,570811,2025,411.0,0.0,18.0,,56.0,27.0,306.0,,59.0,74.45255474452554,,13.62530413625304,4.37956204379562,0.0,6.569343065693431,,14.355231143552311,25.547445255474457
Greenwich School District,570011,Old Greenwich School,570911,2025,385.0,0.0,15.0,0.0,29.0,18.0,323.0,0.0,29.0,83.8961038961039,0.0,7.532467532467532,3.896103896103896,0.0,4.675324675324675,0.0,7.532467532467532,16.103896103896105
Greenwich School District,570011,Parkway School,571111,2025,249.0,0.0,,,16.0,25.0,198.0,0.0,19.0,79.51807228915662,,6.425702811244979,,0.0,10.040160642570282,0.0,7.630522088353414,20.48192771084338
Greenwich School District,570011,Riverside School,571011,2025,440.0,,23.0,0.0,80.0,,314.0,0.0,80.0,71.36363636363636,0.0,18.181818181818183,5.227272727272727,,,0.0,18.181818181818183,28.63636363636364
Greenwich School District,570011,Western Middle School,575311,2025,563.0,0.0,32.0,,213.0,31.0,259.0,,216.0,46.00355239786856,,37.83303730017762,5.683836589698046,0.0,5.506216696269982,,38.36589698046181,53.99644760213144
Greenwich School District,570011,Windrose,571511,2025,44.0,,,0.0,24.0,,14.0,0.0,24.0,31.818181818181817,0.0,54.54545454545454,,,,0.0,54.54545454545454,68.18181818181819
Griswold School District,580011,Griswold Elementary School,580311,2025,655.0,,17.0,20.0,97.0,41.0,473.0,,117.0,72.21374045801527,3.0534351145038165,14.80916030534351,2.595419847328244,,6.259541984732825,,17.862595419847327,27.78625954198473
Griswold School District,580011,Griswold High School,586211,2025,606.0,,14.0,24.0,102.0,47.0,412.0,,126.0,67.98679867986799,3.96039603960396,16.831683168316832,2.31023102310231,,7.755775577557755,,20.792079207920796,32.01320132013201
Griswold School District,580011,Griswold Middle School,585111,2025,529.0,,11.0,17.0,68.0,39.0,390.0,,85.0,73.72400756143668,3.213610586011342,12.854442344045369,2.0793950850661624,,7.372400756143667,,16.068052930056712,26.27599243856332
Griswold School District,580011,Griswold Soule Street Academy,580111,2025,19.0,0.0,0.0,0.0,,,12.0,0.0,3.0,63.1578947368421,0.0,,0.0,0.0,,0.0,15.789473684210526,36.8421052631579
Groton School District,590011,Catherine Kolnaski Magnet School,592011,2025,375.0,,30.0,,114.0,67.0,144.0,0.0,117.0,38.4,,30.4,8.0,,17.866666666666667,0.0,31.2,61.6
Groton School District,590011,Central Office Academy,590611,2025,,0.0,0.0,,0.0,,0.0,0.0,3.0,,,,,,,,,
Groton School District,590011,Charles Barnum Magnet School,591811,2025,339.0,0.0,,24.0,93.0,39.0,174.0,,117.0,51.32743362831859,7.079646017699115,27.43362831858407,,0.0,11.50442477876106,,34.51327433628318,48.67256637168141
Groton School District,590011,Groton Middle School,591111,2025,884.0,,44.0,63.0,249.0,101.0,419.0,,312.0,47.39819004524887,7.126696832579185,28.16742081447964,4.97737556561086,,11.425339366515836,,35.294117647058826,52.60180995475113
Groton School District,590011,Mystic River Magnet School,591311,2025,520.0,,35.0,38.0,160.0,58.0,224.0,,198.0,43.07692307692308,7.307692307692308,30.76923076923077,6.730769230769231,,11.153846153846157,,38.07692307692307,56.92307692307692
