district,district_code,fiscal_year,object,expenditures,pupils,pupil_basis,ppe,cpi_u,deflator,expenditures_real,ppe_real
The Bridge Academy District,2690013,2022,Salaries,3134810,279,2,11236,292.626,1.1002508321201807,3449077.3110386636,12362.41834970235
The Bridge Academy District,2690013,2022,Employee Benefits,775905,279,2,2781,292.626,1.1002508321201807,853690.1218962088,3059.7975641262224
The Bridge Academy District,2690013,2022,Purchased Services,390221,279,2,1399,292.626,1.1002508321201807,429340.97996076907,1539.250914136133
The Bridge Academy District,2690013,2022,Tuition,0,0,4,0,292.626,1.1002508321201807,0.0,0.0
The Bridge Academy District,2690013,2022,Supplies,163588,279,2,586,292.626,1.1002508321201807,179987.8331248761,644.7469876224259
The Bridge Academy District,2690013,2022,Property,89199,279,2,320,292.626,1.1002508321201807,98141.273974288,352.0802662784578
The Bridge Academy District,2690013,2022,Other,0,279,2,0,292.626,1.1002508321201807,0.0,0.0
The Bridge Academy District,2690013,2022,Total,4553723,279,1,16322,292.626,1.1002508321201807,5010237.519994806,17958.294081865588
Thomaston School District,1400011,2022,Salaries,9465412,839,2,11282,292.626,1.1002508321201807,10414327.429360343,12413.02988797988
Thomaston School District,1400011,2022,Employee Benefits,2358220,839,2,2811,292.626,1.1002508321201807,2594633.5173224527,3092.805089089828
Thomaston School District,1400011,2022,Purchased Services,3221946,839,2,3840,292.626,1.1002508321201807,3544948.7675462877,4224.963195341494
Thomaston School District,1400011,2022,Tuition,1148112,112,4,10251,292.626,1.1002508321201807,1263211.1833671648,11278.671280063973
Thomaston School District,1400011,2022,Supplies,579425,839,2,691,292.626,1.1002508321201807,637512.8384012358,760.2733249950448
Thomaston School District,1400011,2022,Property,231806,839,2,276,292.626,1.1002508321201807,255044.74439045062,303.6692296651699
Thomaston School District,1400011,2022,Other,249547,839,2,297,292.626,1.1002508321201807,274564.29440309474,326.77449713969366
Thomaston School District,1400011,2022,Total,17254469,951,1,18144,292.626,1.1002508321201807,18984243.87504186,19962.95109798856
Thompson School District,1410011,2022,Salaries,11904674,935,2,12732,292.626,1.1002508321201807,13098127.47461948,14008.393594554142
Thompson School District,1410011,2022,Employee Benefits,3233546,935,2,3458,292.626,1.1002508321201807,3557711.6771988817,3804.667377471585
Thompson School District,1410011,2022,Purchased Services,3553562,935,2,3801,292.626,1.1002508321201807,3909809.5474906536,4182.053412888807
Thompson School District,1410011,2022,Tuition,1926125,51,4,37767,292.626,1.1002508321201807,2119220.634017483,41553.17317668287
Thompson School District,1410011,2022,Supplies,1027206,935,2,1099,292.626,1.1002508321201807,1130184.2562588423,1209.1756645000787
Thompson School District,1410011,2022,Property,285784,935,2,306,292.626,1.1002508321201807,314434.0838066337,336.6767546287753
Thompson School District,1410011,2022,Other,72233,935,2,77,292.626,1.1002508321201807,79474.41835653702,84.71931407325391
Thompson School District,1410011,2022,Total,22003131,986,1,22316,292.626,1.1002508321201807,24208963.191999342,24553.197569593955
Tolland School District,1420011,2022,Salaries,25055137,2217,2,11301,292.626,1.1002508321201807,27566935.333135128,12433.934653790162
Tolland School District,1420011,2022,Employee Benefits,7239522,2217,2,3265,292.626,1.1002508321201807,7965290.1046523545,3592.31896687239
Tolland School District,1420011,2022,Purchased Services,5185234,2217,2,2339,292.626,1.1002508321201807,5705058.023237853,2573.486696329103
Tolland School District,1420011,2022,Tuition,3040526,86,4,35355,292.626,1.1002508321201807,3345341.2615830447,38899.36816960899
Tolland School District,1420011,2022,Supplies,2472929,2217,2,1115,292.626,1.1002508321201807,2720842.1900241263,1226.7796778140014
Tolland School District,1420011,2022,Property,7014,2217,2,3,292.626,1.1002508321201807,7717.159336490948,3.300752496360542
Tolland School District,1420011,2022,Other,5617,2217,2,3,292.626,1.1002508321201807,6180.108924019055,3.300752496360542
Tolland School District,1420011,2022,Total,43005979,2303,1,18674,292.626,1.1002508321201807,47317364.18089302,20546.084039012254
Torrington School District,1430011,2022,Salaries,44142044,3831,2,11522,292.626,1.1002508321201807,48567320.64248563,12677.090087688723
Torrington School District,1430011,2022,Employee Benefits,17719000,3831,2,4625,292.626,1.1002508321201807,19495344.49433748,5088.660098555836
Torrington School District,1430011,2022,Purchased Services,10692756,3831,2,2791,292.626,1.1002508321201807,11764713.686658055,3070.8000724474246
Torrington School District,1430011,2022,Tuition,9399091,381,4,24670,292.626,1.1002508321201807,10341357.693923302,27143.188028404857
Torrington School District,1430011,2022,Supplies,2945272,3831,2,769,292.626,1.1002508321201807,3240537.9688202688,846.092889900419
Torrington School District,1430011,2022,Property,2641963,3831,2,690,292.626,1.1002508321201807,2906821.989180729,759.1730741629246
Torrington School District,1430011,2022,Other,2215382,3831,2,578,292.626,1.1002508321201807,2437475.88896407,635.9449809654644
Torrington School District,1430011,2022,Total,89755507,4212,1,21309,292.626,1.1002508321201807,98753571.2641187,23445.24498164893
Trumbull School District,1440011,2022,Salaries,78008315,6871,2,11353,292.626,1.1002508321201807,85828713.49104318,12491.14769706041
Trumbull School District,1440011,2022,Employee Benefits,23250743,6871,2,3384,292.626,1.1002508321201807,25581649.333162468,3723.2488158946917
Trumbull School District,1440011,2022,Purchased Services,10942296,6871,2,1593,292.626,1.1002508321201807,12039270.279305326,1752.699575567448
Trumbull School District,1440011,2022,Tuition,5706413,156,4,36580,292.626,1.1002508321201807,6278485.651671417,40247.17543895621
Trumbull School District,1440011,2022,Supplies,3928936,6871,2,572,292.626,1.1002508321201807,4322815.103346935,629.3434759727434
Trumbull School District,1440011,2022,Property,984470,6871,2,143,292.626,1.1002508321201807,1083163.9366973543,157.33586899318584
Trumbull School District,1440011,2022,Other,1575013,6871,2,229,292.626,1.1002508321201807,1732909.3638501023,251.95744055552137
Trumbull School District,1440011,2022,Total,124396187,7027,1,17703,292.626,1.1002508321201807,136867008.25932762,19477.74048102356
Union School District,1450011,2022,Salaries,846433,41,2,20645,292.626,1.1002508321201807,931288.6125839809,22714.67842912113
Union School District,1450011,2022,Employee Benefits,176486,41,2,4305,292.626,1.1002508321201807,194178.86835756223,4736.579832277378
Union School District,1450011,2022,Purchased Services,353859,41,2,8631,292.626,1.1002508321201807,389333.65920321504,9496.26493202928
Union School District,1450011,2022,Tuition,456495,28,4,16303,292.626,1.1002508321201807,502259.00360870187,17937.389316055305
Union School District,1450011,2022,Supplies,115950,41,2,2828,292.626,1.1002508321201807,127574.08398433495,3111.509353235871
Union School District,1450011,2022,Property,12677,41,2,309,292.626,1.1002508321201807,13947.879798787531,339.97750712513584
Union School District,1450011,2022,Other,0,41,2,0,292.626,1.1002508321201807,0.0,0.0
Union School District,1450011,2022,Total,1961899,69,1,28433,292.626,1.1002508321201807,2158581.0072857505,31283.431909673098
Vernon School District,1460011,2022,Salaries,38268266,3173,2,12061,292.626,1.1002508321201807,42104691.51029642,13270.125286201499
Vernon School District,1460011,2022,Employee Benefits,9212112,3173,2,2903,292.626,1.1002508321201807,10135633.893584302,3194.0281656448847
Vernon School District,1460011,2022,Purchased Services,6958231,3173,2,2193,292.626,1.1002508321201807,7655799.447834437,2412.8500748395563
Vernon School District,1460011,2022,Tuition,3888115,293,4,13270,292.626,1.1002508321201807,4277901.764128956,14600.328542234798
Vernon School District,1460011,2022,Supplies,3181234,3173,2,1003,292.626,1.1002508321201807,3500155.355669011,1103.5515846165413
Vernon School District,1460011,2022,Property,1051074,3173,2,331,292.626,1.1002508321201807,1156445.043119887,364.1830254317798
Vernon School District,1460011,2022,Other,2950,3173,2,1,292.626,1.1002508321201807,3245.7399547545333,1.1002508321201807
Vernon School District,1460011,2022,Total,62561982,3466,1,18050,292.626,1.1002508321201807,68833872.75458777,19859.52751976926
Voluntown School District,1470011,2022,Salaries,3482434,246,2,14156,292.626,1.1002508321201807,3831550.9063036093,15575.150779493279
Voluntown School District,1470011,2022,Employee Benefits,824840,246,2,3353,292.626,1.1002508321201807,907530.8963660098,3689.1410400989657
Voluntown School District,1470011,2022,Purchased Services,781447,246,2,3177,292.626,1.1002508321201807,859787.7120078189,3495.496893645814
Voluntown School District,1470011,2022,Tuition,1785971,104,4,17173,292.626,1.1002508321201807,1965016.0788925113,18894.607539999863
Voluntown School District,1470011,2022,Supplies,336288,246,2,1367,292.626,1.1002508321201807,370001.1518320313,1504.042887508287
Voluntown School District,1470011,2022,Property,131586,246,2,535,292.626,1.1002508321201807,144777.6059953661,588.6341951842967
Voluntown School District,1470011,2022,Other,13600,246,2,55,292.626,1.1002508321201807,14963.411316834457,60.51379576660994
Voluntown School District,1470011,2022,Total,7356165,350,1,21018,292.626,1.1002508321201807,8093626.662463349,23125.071989501957
Wallingford School District,1480011,2022,Salaries,74674974,5305,2,14076,292.626,1.1002508321201807,82161202.28205286,15487.130712923663
Wallingford School District,1480011,2022,Employee Benefits,15861648,5305,2,2990,292.626,1.1002508321201807,17451791.4107974,3289.74998803934
Wallingford School District,1480011,2022,Purchased Services,15305574,5305,2,2885,292.626,1.1002508321201807,16839970.529577002,3174.2236506667214
Wallingford School District,1480011,2022,Tuition,6956932,156,4,44596,292.626,1.1002508321201807,7654370.222003513,49066.78610923158
Wallingford School District,1480011,2022,Supplies,3166693,5305,2,597,292.626,1.1002508321201807,3484156.608319151,656.8497467757479
Wallingford School District,1480011,2022,Property,1495215,5305,2,282,292.626,1.1002508321201807,1645111.547948576,310.27073465789096
Wallingford School District,1480011,2022,Other,315096,5305,2,59,292.626,1.1002508321201807,346684.63619774044,64.91479909509066
Wallingford School District,1480011,2022,Total,117776132,5461,1,21567,292.626,1.1002508321201807,129583287.23689625,23729.109696335938
Waterbury School District,1510011,2022,Salaries,166811171,18602,2,8967,292.626,1.1002508321201807,183534129.69969174,9865.94921162166
Waterbury School District,1510011,2022,Employee Benefits,75961715,18602,2,4084,292.626,1.1002508321201807,83576940.13802601,4493.424398378818
Waterbury School District,1510011,2022,Purchased Services,45031279,18602,2,2421,292.626,1.1002508321201807,49545702.19118602,2663.7072645629573
Waterbury School District,1510011,2022,Tuition,11957011,645,4,18538,292.626,1.1002508321201807,13155711.302420154,20396.44992584391
Waterbury School District,1510011,2022,Supplies,11006578,18602,2,592,292.626,1.1002508321201807,12109996.603295675,651.3484926151469
Waterbury School District,1510011,2022,Property,5934085,18602,2,319,292.626,1.1002508321201807,6528981.959121883,350.98001544633763
Waterbury School District,1510011,2022,Other,189689,18602,2,10,292.626,1.1002508321201807,208705.48009404496,11.002508321201807
Waterbury School District,1510011,2022,Total,316891527,19247,1,16464,292.626,1.1002508321201807,348660166.2735847,18114.529700026655
Waterford School District,1520011,2022,Salaries,32872141,2324,2,14145,292.626,1.1002508321201807,36167600.48882191,15563.048020339957
Waterford School District,1520011,2022,Employee Benefits,9233743,2324,2,3973,292.626,1.1002508321201807,10159433.419333894,4371.296556013478
Waterford School District,1520011,2022,Purchased Services,6151064,2324,2,2647,292.626,1.1002508321201807,6767713.2844244875,2912.363952622118
Waterford School District,1520011,2022,Tuition,3419560,196,4,17447,292.626,1.1002508321201807,3762373.735484885,19196.076268000794
Waterford School District,1520011,2022,Supplies,2366033,2324,2,1018,292.626,1.1002508321201807,2603229.7770738075,1120.0553470983439
Waterford School District,1520011,2022,Property,996851,2324,2,429,292.626,1.1002508321201807,1096786.1422498343,472.0076069795575
Waterford School District,1520011,2022,Other,156900,2324,2,68,292.626,1.1002508321201807,172629.35555965637,74.81705658417229
Waterford School District,1520011,2022,Total,55196292,2520,1,21903,292.626,1.1002508321201807,60729766.20294847,24098.793975928318
Watertown School District,1530011,2022,Salaries,29665732,2580,2,11498,292.626,1.1002508321201807,32639746.318454273,12650.684067717837
Watertown School District,1530011,2022,Employee Benefits,9467922,2580,2,3670,292.626,1.1002508321201807,10417089.058948966,4037.9205538810634
Watertown School District,1530011,2022,Purchased Services,8633841,2580,2,3346,292.626,1.1002508321201807,9499390.744643332,3681.4392842741245
Watertown School District,1530011,2022,Tuition,3599553,153,4,23526,292.626,1.1002508321201807,3960411.183510693,25884.50107645937
Watertown School District,1530011,2022,Supplies,1429439,2580,2,554,292.626,1.1002508321201807,1572741.449215039,609.5389609945801
Watertown School District,1530011,2022,Property,174403,2580,2,68,292.626,1.1002508321201807,191887.04587425588,74.81705658417229
Watertown School District,1530011,2022,Other,53786,2580,2,21,292.626,1.1002508321201807,59178.09125641604,23.105267474523796
Watertown School District,1530011,2022,Total,53024676,2733,1,19402,292.626,1.1002508321201807,58340443.891902976,21347.066644795745
West Hartford School District,1550011,2022,Salaries,118009782,9108,2,12957,292.626,1.1002508321201807,129840360.84382112,14255.950031781182
West Hartford School District,1550011,2022,Employee Benefits,36531088,9108,2,4011,292.626,1.1002508321201807,40193359.970255546,4413.106087634045
West Hartford School District,1550011,2022,Purchased Services,20003414,9108,2,2196,292.626,1.1002508321201807,22008772.89874447,2416.150827335917
West Hartford School District,1550011,2022,Tuition,11175859,457,4,24455,292.626,1.1002508321201807,12296248.16440781,26906.63409949902
West Hartford School District,1550011,2022,Supplies,5906729,9108,2,649,292.626,1.1002508321201807,6498883.497358403,714.0627900459973
West Hartford School District,1550011,2022,Property,1618001,9108,2,178,292.626,1.1002508321201807,1780206.9466212846,195.84464811739215
West Hartford School District,1550011,2022,Other,0,9108,2,0,292.626,1.1002508321201807,0.0,0.0
West Hartford School District,1550011,2022,Total,193244873,9565,1,20203,292.626,1.1002508321201807,212617832.32120866,22228.367561324012
West Haven School District,1560011,2022,Salaries,64089798,5755,2,11136,292.626,1.1002508321201807,70514853.57991429,12252.393266490333
West Haven School District,1560011,2022,Employee Benefits,19239503,5755,2,3343,292.626,1.1002508321201807,21168279.185328715,3678.138531777764
West Haven School District,1560011,2022,Purchased Services,18023515,5755,2,3132,292.626,1.1002508321201807,19830387.376480557,3445.985606200406
West Haven School District,1560011,2022,Tuition,12297181,952,4,12917,292.626,1.1002508321201807,13529983.627982477,14211.939998496375
West Haven School District,1560011,2022,Supplies,2267548,5755,2,394,292.626,1.1002508321201807,2494871.5738724517,433.4988278553512
West Haven School District,1560011,2022,Property,3184899,5755,2,553,292.626,1.1002508321201807,3504187.774968731,608.43871016246
West Haven School District,1560011,2022,Other,449440,5755,2,78,292.626,1.1002508321201807,494496.733988094,85.8195649053741
West Haven School District,1560011,2022,Total,119551886,6707,1,17825,292.626,1.1002508321201807,131537062.05303699,19611.971082542223
Westbrook School District,1540011,2022,Salaries,11806521,628,2,18800,292.626,1.1002508321201807,12990134.554694388,20684.715643859396
Westbrook School District,1540011,2022,Employee Benefits,2885947,628,2,4595,292.626,1.1002508321201807,3175265.588204739,5055.6525735922305
Westbrook School District,1540011,2022,Purchased Services,2524144,628,2,4019,292.626,1.1002508321201807,2777191.5363911614,4421.908094291006
Westbrook School District,1540011,2022,Tuition,914545,13,4,70350,292.626,1.1002508321201807,1006228.8972613506,77402.64603965472
Westbrook School District,1540011,2022,Supplies,1090326,628,2,1736,292.626,1.1002508321201807,1199632.088782268,1910.0354445606338
Westbrook School District,1540011,2022,Property,452730,628,2,721,292.626,1.1002508321201807,498116.5592257694,793.2808499586503
Westbrook School District,1540011,2022,Other,31280,628,2,50,292.626,1.1002508321201807,34415.84602871925,55.01254160600904
Westbrook School District,1540011,2022,Total,19705494,641,1,30742,292.626,1.1002508321201807,21680986.170839228,33823.9110810386
Weston School District,1570011,2022,Salaries,32993765,2226,2,14822,292.626,1.1002508321201807,36301417.39602769,16307.917833685318
Weston School District,1570011,2022,Employee Benefits,9704601,2226,2,4360,292.626,1.1002508321201807,10677495.325644339,4797.093628043988
Weston School District,1570011,2022,Purchased Services,6510794,2226,2,2925,292.626,1.1002508321201807,7163506.51626308,3218.2336839515287
Weston School District,1570011,2022,Tuition,2851141,19,4,150060,292.626,1.1002508321201807,3136970.257741964,165103.6398679543
Weston School District,1570011,2022,Supplies,2131082,2226,2,957,292.626,1.1002508321201807,2344724.743816339,1052.940046339013
Weston School District,1570011,2022,Property,1180664,2226,2,530,292.626,1.1002508321201807,1299026.548454341,583.1329410236958
Weston School District,1570011,2022,Other,114228,2226,2,51,292.626,1.1002508321201807,125679.452051424,56.11279243812922
Weston School District,1570011,2022,Total,55486274,2245,1,24715,292.626,1.1002508321201807,61048819.13974835,27192.699315850266
Westport School District,1580011,2022,Salaries,83763001,5305,2,15789,292.626,1.1002508321201807,92160311.55113353,17371.860388345533
Westport School District,1580011,2022,Employee Benefits,22377439,5305,2,4218,292.626,1.1002508321201807,24620795.880468585,4640.8580098829225
Westport School District,1580011,2022,Purchased Services,13839113,5305,2,2609,292.626,1.1002508321201807,15226495.594055211,2870.5544210015514
Westport School District,1580011,2022,Tuition,5087104,40,4,127178,292.626,1.1002508321201807,5597090.4090819,139927.70032738036
Westport School District,1580011,2022,Supplies,6441095,5305,2,1214,292.626,1.1002508321201807,7086820.133515135,1335.7045101938993
Westport School District,1580011,2022,Property,817356,5305,2,154,292.626,1.1002508321201807,899296.6191384224,169.43862814650782
Westport School District,1580011,2022,Other,598741,5305,2,113,292.626,1.1002508321201807,658765.2834744691,124.32834402958042
Westport School District,1580011,2022,Total,132923850,5345,1,24869,292.626,1.1002508321201807,146249576.5711181,27362.137943996775
Wethersfield School District,1590011,2022,Salaries,44464743,3592,2,12379,292.626,1.1002508321201807,48922370.48575998,13620.005050815716
Wethersfield School District,1590011,2022,Employee Benefits,10069565,3592,2,2803,292.626,1.1002508321201807,11079047.270338247,3084.0030824328664
Wethersfield School District,1590011,2022,Purchased Services,6768524,3592,2,1884,292.626,1.1002508321201807,7447074.163225414,2072.8725677144203
Wethersfield School District,1590011,2022,Tuition,5589480,308,4,18148,292.626,1.1002508321201807,6149830.0211191075,19967.35210131704
Wethersfield School District,1590011,2022,Supplies,2429486,3592,2,676,292.626,1.1002508321201807,2673043.9931243295,743.7695625132421
Wethersfield School District,1590011,2022,Property,162862,3592,2,45,292.626,1.1002508321201807,179189.05102075686,49.51128744540813
Wethersfield School District,1590011,2022,Other,46056,3592,2,13,292.626,1.1002508321201807,50673.15232412704,14.30326081756235
Wethersfield School District,1590011,2022,Total,69530715,3900,1,17828,292.626,1.1002508321201807,76501227.03666113,19615.27183503858
Willington School District,1600011,2022,Salaries,5720846,385,2,14859,292.626,1.1002508321201807,6294365.571931408,16348.627114473766
Willington School District,1600011,2022,Employee Benefits,1373546,385,2,3568,292.626,1.1002508321201807,1511245.1294553457,3925.694969004805
Willington School District,1600011,2022,Purchased Services,1478507,385,2,3840,292.626,1.1002508321201807,1626728.5570455121,4224.963195341494
Willington School District,1600011,2022,Tuition,608556,13,4,46812,292.626,1.1002508321201807,669564.2453917287,51504.9419532099
Willington School District,1600011,2022,Supplies,401177,385,2,1042,292.626,1.1002508321201807,441395.32807747775,1146.4613670692283
Willington School District,1600011,2022,Property,109507,385,2,284,292.626,1.1002508321201807,120485.16787298463,312.47123632213135
Willington School District,1600011,2022,Other,63853,385,2,166,292.626,1.1002508321201807,70254.31638336989,182.64163813195
Willington School District,1600011,2022,Total,9755992,398,1,24513,292.626,1.1002508321201807,10734038.316157825,26970.44864776199
Wilton School District,1610011,2022,Salaries,55510463,3736,2,14858,292.626,1.1002508321201807,61075433.107126504,16347.526863641646
Wilton School District,1610011,2022,Employee Benefits,14251770,3736,2,3815,292.626,1.1002508321201807,15680521.801685428,4197.456924538489
Wilton School District,1610011,2022,Purchased Services,11473791,3736,2,3071,292.626,1.1002508321201807,12624048.095323041,3378.870305441075
Wilton School District,1610011,2022,Tuition,4135631,26,4,159063,292.626,1.1002508321201807,4550231.449092015,175009.1981095323
Wilton School District,1610011,2022,Supplies,3686522,3736,2,987,292.626,1.1002508321201807,4056098.898129353,1085.9475713026184
Wilton School District,1610011,2022,Property,632641,3736,2,169,292.626,1.1002508321201807,696063.7866833432,185.94239062831053
Wilton School District,1610011,2022,Other,123023,3736,2,33,292.626,1.1002508321201807,135356.158119921,36.308277459965964
Wilton School District,1610011,2022,Total,89813841,3762,1,23874,292.626,1.1002508321201807,98817753.29615961,26267.388366037194
Winchester School District,1620011,2022,Salaries,8244770,560,2,14723,292.626,1.1002508321201807,9071315.053139502,16198.99300130542
Winchester School District,1620011,2022,Employee Benefits,2266573,560,2,4047,292.626,1.1002508321201807,2493798.8293111343,4452.715117590371
Winchester School District,1620011,2022,Purchased Services,2739067,560,2,4891,292.626,1.1002508321201807,3013660.745982927,5381.326819899804
Winchester School District,1620011,2022,Tuition,9725225,510,4,19069,292.626,1.1002508321201807,10700186.898805985,20980.683117699726
Winchester School District,1620011,2022,Supplies,591524,560,2,1056,292.626,1.1002508321201807,650824.7732190578,1161.8648787189109
Winchester School District,1620011,2022,Property,410592,560,2,733,292.626,1.1002508321201807,451754.1896618892,806.4838599440925
Winchester School District,1620011,2022,Other,74292,560,2,133,292.626,1.1002508321201807,81739.83481987247,146.33336067198402
Winchester School District,1620011,2022,Total,24052043,1070,1,22479,292.626,1.1002508321201807,26463280.32494037,24732.538455229544
Windham School District,1630011,2022,Salaries,39168665,3194,2,12263,292.626,1.1002508321201807,43095356.2592866,13492.375954289777
Windham School District,1630011,2022,Employee Benefits,11942630,3194,2,3739,292.626,1.1002508321201807,13139888.595203433,4113.837861297356
Windham School District,1630011,2022,Purchased Services,8622250,3194,2,2700,292.626,1.1002508321201807,9486637.737248229,2970.6772467244878
Windham School District,1630011,2022,Tuition,4218840,177,4,23835,292.626,1.1002508321201807,4641782.220581903,26224.478583584507
Windham School District,1630011,2022,Supplies,3736423,3194,2,1170,292.626,1.1002508321201807,4111002.514902982,1287.2934735806114
Windham School District,1630011,2022,Property,2347467,3194,2,735,292.626,1.1002508321201807,2582802.520124664,808.6843616083328
Windham School District,1630011,2022,Other,57021,3194,2,18,292.626,1.1002508321201807,62737.402698324826,19.804514978163255
Windham School District,1630011,2022,Total,70093296,3371,1,20793,292.626,1.1002508321201807,77120207.25004613,22877.51555227492
Windsor Locks School District,1650011,2022,Salaries,23664494,1510,2,15672,292.626,1.1002508321201807,26036879.215203024,17243.13104098747
Windsor Locks School District,1650011,2022,Employee Benefits,5241594,1510,2,3471,292.626,1.1002508321201807,5767068.1601361465,3818.9706382891472
Windsor Locks School District,1650011,2022,Purchased Services,4443989,1510,2,2943,292.626,1.1002508321201807,4889502.59518293,3238.038198929692
Windsor Locks School District,1650011,2022,Tuition,2016221,140,4,14402,292.626,1.1002508321201807,2218348.832988183,15845.812484194843
Windsor Locks School District,1650011,2022,Supplies,1633619,1510,2,1082,292.626,1.1002508321201807,1797390.6641173374,1190.4714003540355
Windsor Locks School District,1650011,2022,Property,768204,1510,2,509,292.626,1.1002508321201807,845217.0902380513,560.0276735491719
Windsor Locks School District,1650011,2022,Other,188273,1510,2,125,292.626,1.1002508321201807,207147.52491576277,137.5313540150226
Windsor Locks School District,1650011,2022,Total,37956394,1650,1,23004,292.626,1.1002508321201807,41761554.082781434,25310.170142092637
Windsor School District,1640011,2022,Salaries,48425880,3243,2,14932,292.626,1.1002508321201807,53280614.76615202,16428.94542521854
Windsor School District,1640011,2022,Employee Benefits,12162638,3243,2,3750,292.626,1.1002508321201807,13381952.58027653,4125.940620450678
Windsor School District,1640011,2022,Purchased Services,9523333,3243,2,2937,292.626,1.1002508321201807,10478055.057807578,3231.4366939369706
Windsor School District,1640011,2022,Tuition,7823679,631,4,12399,292.626,1.1002508321201807,8608009.329991184,13642.01006745812
Windsor School District,1640011,2022,Supplies,3888638,3243,2,1199,292.626,1.1002508321201807,4278477.195314155,1319.2007477120967
Windsor School District,1640011,2022,Property,1264032,3243,2,390,292.626,1.1002508321201807,1390752.2598265363,429.09782452687045
Windsor School District,1640011,2022,Other,97045,3243,2,30,292.626,1.1002508321201807,106773.84200310294,33.00752496360542
Windsor School District,1640011,2022,Total,83185245,3874,1,21473,292.626,1.1002508321201807,91524635.0313711,23625.68611811664
Wolcott School District,1660011,2022,Salaries,24014235,2153,2,11154,292.626,1.1002508321201807,26421682.04147957,12272.197781468496
Wolcott School District,1660011,2022,Employee Benefits,5906855,2153,2,2744,292.626,1.1002508321201807,6499022.12896325,3019.088283337776
Wolcott School District,1660011,2022,Purchased Services,4718577,2153,2,2192,292.626,1.1002508321201807,5191618.270673146,2411.749824007436
Wolcott School District,1660011,2022,Tuition,1072069,165,4,6497,292.626,1.1002508321201807,1179544.80934025,7148.3296562848145
Wolcott School District,1660011,2022,Supplies,1886331,2153,2,876,292.626,1.1002508321201807,2075437.2524040926,963.8197289372783
Wolcott School District,1660011,2022,Property,1055548,2153,2,490,292.626,1.1002508321201807,1161367.5653427925,539.1229077388886
Wolcott School District,1660011,2022,Other,104769,2153,2,49,292.626,1.1002508321201807,115272.1794303992,53.912290773888856
Wolcott School District,1660011,2022,Total,38758384,2318,1,16721,292.626,1.1002508321201807,42643944.247633494,18397.294163881543
Woodbridge School District,1670011,2022,Salaries,9837937,846,2,11629,292.626,1.1002508321201807,10824198.370595913,12794.816926725582
Woodbridge School District,1670011,2022,Employee Benefits,3513369,846,2,4153,292.626,1.1002508321201807,3865587.165795247,4569.34170579511
Woodbridge School District,1670011,2022,Purchased Services,1996595,846,2,2360,292.626,1.1002508321201807,2196755.310156992,2596.5919638036266
Woodbridge School District,1670011,2022,Tuition,297288,14,4,21235,292.626,1.1002508321201807,327091.3693793443,23363.826420072037
Woodbridge School District,1670011,2022,Supplies,266285,846,2,315,292.626,1.1002508321201807,292980.2928311223,346.5790121178569
Woodbridge School District,1670011,2022,Property,182441,846,2,216,292.626,1.1002508321201807,200730.8620628379,237.65417973795903
Woodbridge School District,1670011,2022,Other,20354,846,2,24,292.626,1.1002508321201807,22394.50543697416,26.406019970884337
Woodbridge School District,1670011,2022,Total,16114269,860,1,18738,292.626,1.1002508321201807,17729737.876258433,20616.500092267946
Woodstock School District,1690011,2022,Salaries,7995321,790,2,10121,292.626,1.1002508321201807,8796858.583317956,11135.63867188835
Woodstock School District,1690011,2022,Employee Benefits,2409490,790,2,3050,292.626,1.1002508321201807,2651043.3774852543,3355.765037966551
Woodstock School District,1690011,2022,Purchased Services,2111004,790,2,2672,292.626,1.1002508321201807,2322633.90760903,2939.8702234251227
Woodstock School District,1690011,2022,Tuition,8483389,460,4,18442,292.626,1.1002508321201807,9333855.806449188,20290.82584596037
Woodstock School District,1690011,2022,Supplies,614187,790,2,777,292.626,1.1002508321201807,675759.7578273974,854.8948965573804
Woodstock School District,1690011,2022,Property,176186,790,2,223,292.626,1.1002508321201807,193848.79310792615,245.3559355628003
Woodstock School District,1690011,2022,Other,18271,790,2,23,292.626,1.1002508321201807,20102.682953667823,25.305769138764155
Woodstock School District,1690011,2022,Total,21807849,1250,1,17446,292.626,1.1002508321201807,23994104.00900125,19194.976017168672
Achievement First Bridgeport Academy District,2850013,2023,Salaries,8607267,1084,2,7940,304.703,1.056642041594602,9094800.175429845,8389.73781026114
Achievement First Bridgeport Academy District,2850013,2023,Employee Benefits,1384758,1084,2,1277,304.703,1.056642041594602,1463193.520234458,1349.331887116307
Achievement First Bridgeport Academy District,2850013,2023,Purchased Services,4815640,1084,2,4442,304.703,1.056642041594602,5088407.68118463,4693.603948763222
Achievement First Bridgeport Academy District,2850013,2023,Tuition,0,0,4,0,304.703,1.056642041594602,0.0,0.0
Achievement First Bridgeport Academy District,2850013,2023,Supplies,198291,1084,2,183,304.703,1.056642041594602,209522.60706983524,193.36549361181218
Achievement First Bridgeport Academy District,2850013,2023,Property,384500,1084,2,355,304.703,1.056642041594602,406278.8649931245,375.1079247660837
Achievement First Bridgeport Academy District,2850013,2023,Other,22500,1084,2,21,304.703,1.056642041594602,23774.445935878546,22.189482873486643
Achievement First Bridgeport Academy District,2850013,2023,Total,15412955,1084,1,14219,304.703,1.056642041594602,16285976.238205729,15024.393189433647
Achievement First Hartford Academy District,2880013,2023,Salaries,10637132,1041,2,10218,304.703,1.056642041594602,11239640.873191273,10796.768381013644
