district,district_code,fiscal_year,object,expenditures,pupils,pupil_basis,ppe,cpi_u,deflator,expenditures_real,ppe_real
Chester School District,0260011,2018,Purchased Services,483114,205,2,2357,251.1,1.282206292313819,619451.8107048984,3022.1602309836717
Chester School District,0260011,2018,Tuition,13296,9,4,1477,251.1,1.282206292313819,17048.21486260454,1893.818693747511
Chester School District,0260011,2018,Supplies,239739,205,2,1169,251.1,1.282206292313819,307394.8543130227,1498.8991557148545
Chester School District,0260011,2018,Property,4468,205,2,22,251.1,1.282206292313819,5728.897714058144,28.20853843090402
Chester School District,0260011,2018,Other,3808,205,2,19,251.1,1.282206292313819,4882.641561131023,24.36191955396256
Chester School District,0260011,2018,Total,4609467,214,1,21540,251.1,1.282206292313819,5910287.5916129025,27618.723536439662
Clinton School District,0270011,2018,Salaries,19799556,1763,2,11231,251.1,1.282206292313819,25387115.288219832,14400.458868976502
Clinton School District,0270011,2018,Employee Benefits,6406159,1763,2,3634,251.1,1.282206292313819,8214017.379362803,4659.537666268418
Clinton School District,0270011,2018,Purchased Services,3928463,1763,2,2228,251.1,1.282206292313819,5037099.977722023,2856.755619275189
Clinton School District,0270011,2018,Tuition,953624,25,4,38145,251.1,1.282206292313819,1222742.6933014735,48909.75902031063
Clinton School District,0270011,2018,Supplies,1250398,1763,2,709,251.1,1.282206292313819,1603268.1834966147,909.0842612504978
Clinton School District,0270011,2018,Property,152333,1763,2,86,251.1,1.282206292313819,195322.33112704102,110.26974113898844
Clinton School District,0270011,2018,Other,171876,1763,2,97,251.1,1.282206292313819,220380.48869772998,124.37401035444046
Clinton School District,0270011,2018,Total,32662409,1788,1,18268,251.1,1.282206292313819,41879946.34192751,23423.344547988847
Colchester School District,0280011,2018,Salaries,25066213,2438,2,10281,251.1,1.282206292313819,32140056.033078454,13182.362891278373
Colchester School District,0280011,2018,Employee Benefits,6624219,2438,2,2717,251.1,1.282206292313819,8493615.283464754,3483.7544962166467
Colchester School District,0280011,2018,Purchased Services,3982765,2438,2,1634,251.1,1.282206292313819,5106726.3438072475,2095.1250816407805
Colchester School District,0280011,2018,Tuition,2658588,135,4,19693,251.1,1.282206292313819,3408858.262270012,25250.48851453604
Colchester School District,0280011,2018,Supplies,2042492,2438,2,838,251.1,1.282206292313819,2618896.094400637,1074.4888729589804
Colchester School District,0280011,2018,Property,246356,2438,2,101,251.1,1.282206292313819,315879.21334926324,129.50283552369572
Colchester School District,0280011,2018,Other,490597,2438,2,201,251.1,1.282206292313819,629046.5603902827,257.72346475507766
Colchester School District,0280011,2018,Total,41111229,2573,1,15978,251.1,1.282206292313819,52713076.508554354,20487.0921385902
Colebrook School District,0290011,2018,Salaries,1191422,87,2,13695,251.1,1.282206292313819,1527648.785201115,17559.815173237752
Colebrook School District,0290011,2018,Employee Benefits,245792,87,2,2825,251.1,1.282206292313819,315156.0490003982,3622.232775786539
Colebrook School District,0290011,2018,Purchased Services,358742,87,2,4123,251.1,1.282206292313819,459981.2497172441,5286.536543209876
Colebrook School District,0290011,2018,Tuition,104133,6,4,17355,251.1,1.282206292313819,133519.98783751493,22252.69020310633
Colebrook School District,0290011,2018,Supplies,70847,87,2,814,251.1,1.282206292313819,90840.46919155715,1043.7159219434488
Colebrook School District,0290011,2018,Property,10918,87,2,125,251.1,1.282206292313819,13999.128299482278,160.2757865392274
Colebrook School District,0290011,2018,Other,37563,87,2,432,251.1,1.282206292313819,48163.51495818399,553.9131182795699
Colebrook School District,0290011,2018,Total,2019417,93,1,21714,251.1,1.282206292313819,2589309.1842054958,27841.827431302267
Columbia School District,0300011,2018,Salaries,5451577,430,2,12678,251.1,1.282206292313819,6990046.332433293,16255.811373954599
Columbia School District,0300011,2018,Employee Benefits,1322573,430,2,3076,251.1,1.282206292313819,1695811.4226443646,3944.0665551573074
Columbia School District,0300011,2018,Purchased Services,1417357,430,2,3296,251.1,1.282206292313819,1817344.0638550378,4226.151939466347
Columbia School District,0300011,2018,Tuition,4394300,290,4,15153,251.1,1.282206292313819,5634399.110314615,19429.2719474313
Columbia School District,0300011,2018,Supplies,322935,430,2,751,251.1,1.282206292313819,414069.28900836315,962.9369255276781
Columbia School District,0300011,2018,Property,96413,430,2,224,251.1,1.282206292313819,123621.35526085224,287.21420947829546
Columbia School District,0300011,2018,Other,27257,430,2,63,251.1,1.282206292313819,34949.09690959777,80.7789964157706
Columbia School District,0300011,2018,Total,13032411,720,1,18101,251.1,1.282206292313819,16710239.388219832,23209.21609717244
Common Ground High School District,2680013,2018,Salaries,1975498,202,2,9780,251.1,1.282206292313819,2532995.966053365,12539.977538829151
Common Ground High School District,2680013,2018,Employee Benefits,349734,202,2,1731,251.1,1.282206292313819,448431.1354360812,2219.499091995221
Common Ground High School District,2680013,2018,Purchased Services,753355,202,2,3729,251.1,1.282206292313819,965956.5213460772,4781.3472640382315
Common Ground High School District,2680013,2018,Tuition,0,0,4,0,251.1,1.282206292313819,0.0,0.0
Common Ground High School District,2680013,2018,Supplies,64231,202,2,318,251.1,1.282206292313819,82357.39236160892,407.74160095579447
Common Ground High School District,2680013,2018,Property,43949,202,2,218,251.1,1.282206292313819,56351.684340900036,279.52097172441256
Common Ground High School District,2680013,2018,Other,15050,202,2,75,251.1,1.282206292313819,19297.204699322978,96.16547192353643
Common Ground High School District,2680013,2018,Total,3201816,202,1,15851,251.1,1.282206292313819,4105388.622031063,20324.251939466347
Connecticut Technical Education and Career System,9000016,2018,Salaries,0,10806,2,0,251.1,1.282206292313819,0.0,0.0
Connecticut Technical Education and Career System,9000016,2018,Employee Benefits,0,10806,2,0,251.1,1.282206292313819,0.0,0.0
Connecticut Technical Education and Career System,9000016,2018,Purchased Services,0,10806,2,0,251.1,1.282206292313819,0.0,0.0
Connecticut Technical Education and Career System,9000016,2018,Tuition,0,0,4,0,251.1,1.282206292313819,0.0,0.0
Connecticut Technical Education and Career System,9000016,2018,Supplies,0,10806,2,0,251.1,1.282206292313819,0.0,0.0
Connecticut Technical Education and Career System,9000016,2018,Property,0,10806,2,0,251.1,1.282206292313819,0.0,0.0
Connecticut Technical Education and Career System,9000016,2018,Other,0,10806,2,0,251.1,1.282206292313819,0.0,0.0
Connecticut Technical Education and Career System,9000016,2018,Total,0,10806,1,0,251.1,1.282206292313819,0.0,0.0
Cooperative Educational Services,2430014,2018,Salaries,18717093,1052,2,17792,251.1,1.282206292313819,23999174.418422937,22813.01435284747
Cooperative Educational Services,2430014,2018,Employee Benefits,4660775,1052,2,4430,251.1,1.282206292313819,5976075.03205894,5680.173874950218
Cooperative Educational Services,2430014,2018,Purchased Services,5512698,1052,2,5240,251.1,1.282206292313819,7068416.063225806,6718.760971724412
Cooperative Educational Services,2430014,2018,Tuition,0,0,4,0,251.1,1.282206292313819,0.0,0.0
Cooperative Educational Services,2430014,2018,Supplies,844394,1052,2,803,251.1,1.282206292313819,1082687.299992035,1029.6116527279967
Cooperative Educational Services,2430014,2018,Property,220920,1052,2,210,251.1,1.282206292313819,283265.01409796893,269.26332138590203
Cooperative Educational Services,2430014,2018,Other,22949,1052,2,22,251.1,1.282206292313819,29425.352202309834,28.20853843090402
Cooperative Educational Services,2430014,2018,Total,29978829,1052,1,28497,251.1,1.282206292313819,38439043.18,36539.0327120669
Cornwall School District,0310011,2018,Salaries,1809751,73,2,24791,251.1,1.282206292313819,2320474.1197212264,31787.17619275189
Cornwall School District,0310011,2018,Employee Benefits,480516,73,2,6582,251.1,1.282206292313819,616120.6387574672,8439.481816009556
Cornwall School District,0310011,2018,Purchased Services,511482,73,2,7007,251.1,1.282206292313819,655825.4388052569,8984.41949024293
Cornwall School District,0310011,2018,Supplies,116521,73,2,1596,251.1,1.282206292313819,149403.95938669852,2046.4012425328553
Cornwall School District,0310011,2018,Property,13224,73,2,181,251.1,1.282206292313819,16955.896009557942,232.07933890880125
Cornwall School District,0310011,2018,Other � Includes Tuition,45149,74,1,610,251.1,1.282206292313819,57890.33189167662,782.1458383114297
Cornwall School District,0310011,2018,Total,2976643,74,1,40225,251.1,1.282206292313819,3816670.3845718834,51576.74810832337
Coventry School District,0320011,2018,Salaries,17473073,1682,2,10388,251.1,1.282206292313819,22404084.1466587,13319.558964555952
Coventry School District,0320011,2018,Employee Benefits,4314884,1682,2,2565,251.1,1.282206292313819,5532571.415404221,3288.859139784946
Coventry School District,0320011,2018,Purchased Services,3713821,1682,2,2208,251.1,1.282206292313819,4761884.6547272,2831.1114934289126
Coventry School District,0320011,2018,Tuition,1564361,100,4,15644,251.1,1.282206292313819,2005833.5176503384,20058.835236957388
Coventry School District,0320011,2018,Supplies,1007992,1682,2,599,251.1,1.282206292313819,1292453.6850019912,768.0415690959776
Coventry School District,0320011,2018,Property,326368,1682,2,194,251.1,1.282206292313819,418471.1032098765,248.74802070888092
Coventry School District,0320011,2018,Other,164186,1682,2,98,251.1,1.282206292313819,210520.32230983672,125.65621664675427
Coventry School District,0320011,2018,Total,28564685,1782,1,16030,251.1,1.282206292313819,36625818.844962165,20553.76686579052
Cromwell School District,0330011,2018,Salaries,18979611,1961,2,9679,251.1,1.282206292313819,24335776.649868578,12410.474703305455
Cromwell School District,0330011,2018,Employee Benefits,4603494,1961,2,2348,251.1,1.282206292313819,5902628.973428912,3010.620374352847
Cromwell School District,0330011,2018,Purchased Services,3131931,1961,2,1597,251.1,1.282206292313819,4015781.6352927117,2047.683448825169
Cromwell School District,0330011,2018,Tuition,2306681,118,4,19548,251.1,1.282206292313819,2957640.8925607326,25064.568602150535
Cromwell School District,0330011,2018,Supplies,1382869,1961,2,705,251.1,1.282206292313819,1773123.3332457186,903.9554360812425
Cromwell School District,0330011,2018,Property,523304,1961,2,267,251.1,1.282206292313819,670983.6815929908,342.3490800477897
Cromwell School District,0330011,2018,Other,96763,1961,2,49,251.1,1.282206292313819,124070.12746316208,62.82810832337714
Cromwell School District,0330011,2018,Total,31024652,2079,1,14923,251.1,1.282206292313819,39780004.01124651,19134.36450019912
Danbury School District,0340011,2018,Salaries,96746941,11462,2,8441,251.1,1.282206292313819,124049536.51231381,10823.103313420947
Danbury School District,0340011,2018,Employee Benefits,28873891,11462,2,2519,251.1,1.282206292313819,37022284.72378335,3229.87765033851
Danbury School District,0340011,2018,Purchased Services,11827609,11462,2,1032,251.1,1.282206292313819,15165434.682827558,1323.2368936678613
Danbury School District,0340011,2018,Tuition,3419129,65,4,52602,251.1,1.282206292313819,4384028.718032656,67446.61538829151
Danbury School District,0340011,2018,Supplies,5704686,11462,2,498,251.1,1.282206292313819,7314584.284874552,638.5387335722819
Danbury School District,0340011,2018,Property,3184820,11462,2,278,251.1,1.282206292313819,4083596.2438868973,356.4533492632417
Danbury School District,0340011,2018,Other,525496,11462,2,46,251.1,1.282206292313819,673794.2777857427,58.98148944643568
Danbury School District,0340011,2018,Total,150282571,11527,1,13037,251.1,1.282206292313819,192693258.16129827,16716.12343289526
Darien School District,0350011,2018,Salaries,63284359,4789,2,13215,251.1,1.282206292313819,81143603.31484666,16944.35615292712
Darien School District,0350011,2018,Employee Benefits,14251046,4789,2,2976,251.1,1.282206292313819,18272780.85325368,3815.8459259259257
Darien School District,0350011,2018,Purchased Services,12323768,4789,2,2573,251.1,1.282206292313819,15801612.87461569,3299.1167901234567
Darien School District,0350011,2018,Tuition,6669302,50,4,133386,251.1,1.282206292313819,8551420.98974114,171028.36850657107
Darien School District,0350011,2018,Supplies,4138048,4789,2,864,251.1,1.282206292313819,5305831.183496615,1107.8262365591397
Darien School District,0350011,2018,Property,2516733,4789,2,526,251.1,1.282206292313819,3226970.888673835,674.4405097570689
Darien School District,0350011,2018,Other,16883,4789,2,4,251.1,1.282206292313819,21647.488833134208,5.128825169255276
Darien School District,0350011,2018,Total,103200140,4839,1,21327,251.1,1.282206292313819,132323868.87566705,27345.61359617682
Deep River School District,0360011,2018,Salaries,3598589,275,2,13086,251.1,1.282206292313819,4614133.459251294,16778.951541218637
Deep River School District,0360011,2018,Employee Benefits,972681,275,2,3537,251.1,1.282206292313819,1247177.698614098,4535.163655913978
Deep River School District,0360011,2018,Purchased Services,620394,275,2,2256,251.1,1.282206292313819,795473.0905137395,2892.6573954599758
Deep River School District,0360011,2018,Tuition,85009,16,4,5313,251.1,1.282206292313819,108999.07470330545,6812.3620310633205
Deep River School District,0360011,2018,Supplies,236125,275,2,859,251.1,1.282206292313819,302760.96077260055,1101.4152050975706
Deep River School District,0360011,2018,Property,0,275,2,0,251.1,1.282206292313819,0.0,0.0
Deep River School District,0360011,2018,Other,40474,275,2,147,251.1,1.282206292313819,51896.01747510951,188.4843249701314
Deep River School District,0360011,2018,Total,5553272,291,1,19083,251.1,1.282206292313819,7120440.301330147,24468.34267622461
Derby School District,0370011,2018,Salaries,13330974,1364,2,9773,251.1,1.282206292313819,17093058.74547192,12531.002094782954
Derby School District,0370011,2018,Employee Benefits,4274496,1364,2,3134,251.1,1.282206292313819,5480785.667670251,4018.4345201115093
Derby School District,0370011,2018,Purchased Services,4520079,1364,2,3314,251.1,1.282206292313819,5795673.735555555,4249.231652727996
Derby School District,0370011,2018,Tuition,2406166,126,4,19097,251.1,1.282206292313819,3085201.185551573,24486.293564317002
Derby School District,0370011,2018,Supplies,1282551,1364,2,940,251.1,1.282206292313819,1644494.962413381,1205.2739147749899
