"Student Counts by School and Race"
"All Districts, All Schools"
"2012-13"

"",,,,"Race",,,,,,,
,,"Bear Path School","=""0621211""",0,46,41,55,0,22,299,463
,,"Church Street School","=""0620211""",0,16,165,111,0,13,65,370
,,"Dunbar Hill School","=""0620311""",0,26,112,45,0,20,105,308
,,"Hamden Middle School","=""0625211""",0,61,283,137,0,28,390,899
,,"Ridge Hill School","=""0621111""",0,28,121,100,0,8,77,334
,,"Spring Glen School","=""0621011""",0,8,75,30,0,30,286,429
"Hartford School District","=""0640011""","Batchelder School","=""0640411""","*","*",88,398,0,9,16,520
,,"Betances Learning Lab Magnet School","=""0642811""","*",29,57,210,0,"*",22,323
,,"Betances STEM Magnet School","=""0643811""","*",12,16,43,0,"*",11,87
,,"Breakthrough Magnet School, South","=""0643311""","*",8,100,146,"*",7,90,355
,,"Bulkeley High School","=""0647111""","*",10,84,248,"*",41,20,407
,,"Bulkeley High School Lower School","=""0646111""","*","*",119,388,0,31,32,586
,,"Burns Latino Studies Academy","=""0640611""","*",6,92,474,"*",7,16,598
,,"Burr Middle School","=""0642311""","*",15,104,551,"*",15,41,729
,,"Culinary Arts Academy at Weaver High School","=""0646011""","*","*",141,89,0,7,"*",244
,,"Dwight-Bellizzi Dual Language Academy","=""0640711""","*","*",109,389,"*",12,37,556
,,"Environmental Sciences Magnet at Hooker School","=""0640911""","*",28,67,301,0,"*",160,570
,,"Expeditionary Learning Academy at Moylan School","=""0643211""",7,"*",116,537,"*",15,19,702
,,"Global Communications Academy","=""0643611""","*",0,288,120,0,9,"*",420
,,"Great Path Academy at CT State Manchester","=""0647911""","*","*",118,77,0,10,59,274
,,"HPHS Engineering and Green Technology Academy","=""0647211""","*",17,145,231,0,33,"*",438
,,"HPHS Nursing and Health Sciences Academy","=""0647511""","*",12,163,271,"*",31,10,489
,,"Hartford Magnet Trinity College Academy","=""0645411""","*",23,178,346,"*",23,237,820
,,"High School, Inc.","=""0647611""","*","*",178,145,"*",34,10,373
,,"Kennelly School","=""0641011""",8,"*",119,507,"*",15,46,703
,,"Kinsella Magnet School of Performing Arts: PK-8 Campus","=""0641111""","*",13,204,312,"*",25,201,760
,,"M. D. Fox School","=""0640811""","*",36,86,362,0,"*",31,533
,,"McDonough Middle School","=""0641211""","*","*",40,324,0,"*",10,385
,,"Milner Middle School","=""0641911""","*",0,192,163,"*",14,0,373
,,"Naylor/CCSU Leadership Academy","=""0641411""","*","*",75,440,0,49,151,723
,,"Parkville Community School","=""0641511""","*",15,81,423,0,"*",33,564
,,"Pathways Academy of Technology and Design","=""0646611""","*",6,113,122,"*",9,77,329
,,"Rawson School","=""0641711""","*","*",492,48,"*",18,7,572
,,"SAND School","=""0640111""","*",0,148,320,0,12,"*",484
,,"STEM Magnet at Annie Fisher School","=""0642511""","*",48,157,48,"*",9,92,356
,,"Sport and Medical Sciences Academy","=""0646511""","*",16,128,313,"*",55,177,692
,,"Webster Micro Society Magnet School","=""0642011""","*","*",258,171,0,22,153,626
,,"West Middle School","=""0642111""","*",79,287,240,0,15,"*",635
,,"Wish Museum School","=""0642211""","*","*",193,176,0,10,9,392
,,"Breakthrough Magnet School, North","=""0643511""",0,14,104,70,0,7,27,222
,,"Capital Preparatory Magnet School","=""0646911""",0,17,318,134,0,33,172,674
,,"Clark School","=""0642411""",0,"*",168,197,0,8,"*",379
,,"Classical Magnet School","=""0646411""",0,"*",275,194,"*",42,167,701
,,"Dr. Joseph Bellizzi Middle School","=""0645311""",0,"*",8,42,0,"*","*",57
,,"HPHS Law and Government Academy","=""0647411""",0,20,179,305,"*",18,"*",533
,,"Journalism and Media Academy","=""0647711""",0,10,120,54,0,"*","*",195
,,"M. L. King, Jr. Middle School","=""0641611""",0,"*",281,73,0,21,"*",382
,,"Montessori Magnet at Fisher School","=""0643711""",0,40,106,42,0,15,76,279
,,"Renzulli Gifted and Talented Academy","=""0644011""",0,6,70,38,0,"*","*",121
,,"Sanchez School","=""0643011""",0,"*",53,429,0,"*",6,494
,,"Simpson-Waverly School","=""0642611""",0,"*",212,100,0,10,"*",326
,,"University High School of Science and Engineering","=""0646711""",0,32,135,92,0,22,122,403
,,"Hartford Transitional Learning Academy (Elementary)","=""0649011""",0,0,"*",23,0,"*",0,40
,,"OPPortunity High School","=""0647811""",0,0,"*",67,0,"*",0,110
"Hartland School District","=""0650011""","Hartland School","=""0650111""","*","*","*","*",0,"*",201,214
"Hebron School District","=""0670011""","Gilead Hill School","=""0670211""","*","*","*",14,0,"*",328,352
,,"Hebron Elementary School","=""0670111""",0,"*","*",19,0,13,544,584
"Integrated Day Charter School District","=""2640013""","Integrated Day Charter School","=""2640113""","*","*",30,41,0,30,202,330
"Interdistrict School for Arts and Comm District","=""2650013""","Interdistrict School For Arts And Communication","=""2655113""","*","*",34,86,0,16,53,191
"Jumoke Academy District","=""2610013""","Jumoke Academy","=""2610113""","*",0,572,"*",8,"*","*",589
"Killingly School District","=""0690011""","Goodyear Early Childhood Center","=""0698011""","*","*",0,"*",0,"*",77,87
,,"Killingly Central School","=""0690111""",6,7,12,20,0,24,396,465
,,"Killingly High School","=""0696111""","*","*",22,21,0,41,786,893
,,"Killingly Intermediate School","=""0695211""",13,14,20,16,0,59,669,791
,,"Killingly Memorial School","=""0690311""","*",16,"*",29,0,22,364,436
"Learn","=""2450014""","Learn Special Education","=""2459014""","*","*","*","*",0,0,17,28
,,"Marine Science Magnet High School","=""2456114""","*","*",9,30,0,23,108,178
,,"Regional Multicultural Magnet School","=""2450114""","*",29,47,164,"*",74,231,549
,,"The Friendship School","=""2450214""","*",20,60,153,"*",39,237,513
,,"Connecticut River Academy at Goodwin University","=""2456014""",0,"*",100,116,0,"*",95,321
,,"Three Rivers Middle College Magnet School","=""2456214""",0,"*","*",6,0,"*",18,33
,,"Dual Language & Arts Magnet Middle School","=""2455014""",0,0,15,51,0,9,31,106
"Lebanon School District","=""0710011""","Lebanon Elementary School","=""0710111""","*",10,8,22,"*",0,390,438
,,"Lebanon Middle School","=""0715111""",7,"*","*",14,"*","*",337,368
,,"Lyman Memorial High School","=""0716211""",8,"*","*",12,0,0,396,423
"Ledyard School District","=""0720011""","Gales Ferry School","=""0720211""","*","*",10,19,0,30,158,225
,,"Gallup Hill School","=""0720411""",36,"*",23,35,"*",17,229,355
,,"Juliet W. Long School","=""0720311""","*",12,15,14,"*",11,227,284
,,"Ledyard Center School","=""0720111""",31,25,29,35,"*","*",291,418
,,"Ledyard High School","=""0726111""",44,42,52,70,"*","*",746,961
,,"Ledyard Middle School","=""0725111""",13,13,27,32,0,0,263,348
"Madison School District","=""0760011""","Dr. Robert H. Brown Elementary School","=""0760611""","*",21,"*",9,0,12,489,533
,,"J. Milton Jeffrey Elementary School","=""0760111""","*",17,"*",15,0,11,414,462
,,"Walter C. Polson Middle School","=""0765211""","*",21,"*",13,0,7,543,591
,,"Daniel Hand High School","=""0766111""",0,39,"*",26,"*",25,1152,1255
,,"Island Avenue Elementary School","=""0760211""",0,"*",0,12,0,"*",243,266
,,"Kathleen H. Ryerson Elementary School","=""0760311""",0,10,0,"*",0,"*",203,224
,,"Town Campus Learning Center","=""0769011""",0,"*",0,"*",0,"*",42,48
"Manchester School District","=""0770011""","Bowers School","=""0770111""","*","*",57,107,0,25,200,407
,,"Buckley School","=""0770311""","*",34,31,51,0,"*",195,332
,,"Elisabeth M. Bennet Academy","=""0771711""","*",27,92,109,0,"*",153,406
,,"Highland Park School","=""0770411""","*",12,53,46,"*",11,140,264
,,"Illing Middle School","=""0775311""","*",52,181,190,0,"*",337,796
,,"Manchester High School","=""0776111""","*",104,376,370,0,"*",802,1693
,,"Robertson School","=""0771011""","*",87,115,85,0,"*",50,355
,,"Washington School","=""0771411""",0,13,107,141,0,29,89,379
,,"Keeney School","=""0770611""",0,28,47,64,0,24,183,346
,,"Manchester Head Start","=""0778011""",0,19,56,58,0,12,47,192
,,"Martin School","=""0771611""",0,"*",55,63,0,"*",145,290
,,"Verplanck School","=""0771211""",0,32,107,129,0,12,50,330
,,"Waddell School","=""0771311""",0,54,64,89,0,22,123,352
,,"Manchester Regional Academy","=""0779011""",0,0,"*",24,0,"*",35,80
,,"Manchester Transition Center","=""0779111""",0,0,"*","*",0,0,7,14
"Meriden School District","=""0800011""","Thomas Hooker School","=""0801011""","*",26,17,179,"*","*",196,428
,,"Nathan Hale School","=""0800711""","*",22,68,290,"*",13,208,610
,,"Benjamin Franklin School","=""0800111""","*",15,54,225,"*",11,190,500
,,"Casimir Pulaski School","=""0801111""","*",22,88,322,"*",10,147,594
,,"Hanover School","=""0800311""","*",18,47,217,"*",11,269,569
,,"Israel Putnam School","=""0800411""",6,25,52,278,"*","*",197,564
,,"John Barry School","=""0800511""","*",24,63,281,"*",10,98,479
,,"Lincoln Middle School","=""0805211""","*",11,69,385,"*",18,265,755
,,"Roger Sherman School","=""0800811""","*",23,42,295,"*",9,125,500
,,"Washington Middle School","=""0805411""","*",21,100,365,"*",12,278,783
,,"Francis T. Maloney High School","=""0806111""",0,"*",164,573,"*",23,432,1217
,,"Orville H. Platt High School","=""0806211""",0,22,190,523,7,20,412,1174
"Middletown School District","=""0830011""","Beman Middle School","=""0835411""","*",24,153,100,0,"*",379,678
,,"Middletown High School","=""0836211""","*",70,302,176,"*",26,727,1307
,,"Moody School","=""0831211""","*",15,32,23,0,"*",202,290
,,"Bielefield School","=""0830211""",0,"*",60,81,"*",18,135,305
,,"Farm Hill School","=""0830511""",0,11,70,68,0,21,157,327
,,"Keigwin Middle School","=""0831511""",0,9,72,55,0,12,185,333
,,"Lawrence School","=""0831311""",0,45,54,33,0,24,171,327
,,"Middletown Transition Center","=""0839111""",0,"*","*","*",0,0,10,14
,,"Snow School","=""0831111""",0,21,81,58,0,30,172,362
,,"Spencer School","=""0830111""",0,15,53,41,0,16,221,346
,,"Wesley School","=""0831411""",0,"*",67,42,"*",17,188,329
"Milford School District","=""0840011""","Calf Pen Meadow School","=""0840111""","*",13,"*",16,0,0,231,269
,,"East Shore Middle School","=""0845111""","*",17,26,11,0,"*",435,492
,,"J. F. Kennedy School","=""0841911""","*",31,30,35,"*",0,302,400
,,"Jonathan Law High School","=""0846211""","*",62,"*",88,0,0,789,1001
,,"Joseph A. Foran High School","=""0846311""","*",45,26,56,0,"*",865,1000
,,"Live Oaks School","=""0841611""","*",28,10,9,0,"*",257,307
,,"Mathewson School","=""0841711""","*",88,"*",30,0,0,273,406
,,"Pumpkin Delight School","=""0841011""","*",27,31,26,"*",0,305,392
,,"Harborside Middle School","=""0845211""",0,61,31,"*","*",0,492,614
,,"Meadowside School","=""0840711""",0,67,22,"*","*",0,344,447
,,"Orange Avenue School","=""0840811""",0,33,"*",14,0,"*",333,395
,,"Orchard Hills School","=""0841811""",0,28,15,22,0,0,291,356
,,"West Shore Middle School","=""0845311""",0,43,"*",46,0,"*",448,564
"Monroe School District","=""0850011""","Fawn Hollow Elementary School","=""0850511""","*",18,"*",30,0,12,454,523
,,"Jockey Hollow School","=""0855211""","*",31,"*",55,0,29,723,853
,,"Masuk High School","=""0856111""","*",45,22,90,0,"*",1054,1227
,,"Monroe Elementary School","=""0850111""","*",11,"*",29,0,6,320,370
,,"Stepney Elementary School","=""0850311""","*",22,"*",27,0,13,434,503
"Montville School District","=""0860011""","Dr. Charles E. Murphy School","=""0860711""",6,9,"*",37,"*",49,260,364
,,"Leonard J. Tyl Middle School","=""0865111""","*",53,19,63,"*",52,400,597
,,"Mohegan School","=""0860111""",9,67,12,29,0,48,203,368
,,"Montville High School","=""0866111""","*",72,30,51,"*",43,512,721
,,"Oakdale School","=""0860511""",6,20,10,28,0,37,272,373
,,"The Palmer School","=""0869011""",0,0,0,"*",0,"*",18,23
"Naugatuck School District","=""0880011""","City Hill Middle School","=""0885111""","*",23,54,128,"*",28,467,703
,,"Hop Brook Elementary School","=""0880511""","*",13,21,68,0,"*",237,353
,,"Maple Hill School","=""0880311""","*",27,32,85,0,"*",359,521
,,"Andrew Avenue School","=""0880811""",0,13,21,61,0,16,136,247
,,"Cross Street Intermediate School","=""0880211""",0,13,14,54,0,12,159,252
,,"Head Start","=""0888111""",0,6,11,25,0,10,67,119
,,"Hillside Intermediate School","=""0880411""",0,7,21,79,0,17,290,414
,,"Naugatuck High School","=""0886111""",0,"*",113,221,"*",53,873,1299
,,"Salem School","=""0880611""",0,"*",21,79,"*",11,153,271
,,"Western School","=""0880711""",0,8,13,61,0,14,184,280
,,"Central Avenue Preschool","=""0888211""",0,0,"*","*",0,"*",12,20
"New Britain School District","=""0890011""","DiLoreto Elementary & Middle School","=""0891111""","*","*",44,722,0,8,123,901
,,"Jefferson Elementary School","=""0890711""","*",41,48,215,"*",13,162,482
,,"Lincoln Elementary School","=""0890811""","*",23,96,447,0,"*",168,754
,,"New Britain High School","=""0896111""","*",52,426,1434,"*",29,582,2530
,,"Pulaski Middle School","=""0895311""","*",17,73,336,0,"*",83,517
,,"Smalley Elementary School","=""0891211""","*","*",78,399,0,11,65,556
,,"Smith Elementary School","=""0891311""","*",19,113,430,"*",19,149,732
,,"Holmes Elementary School","=""0890611""",0,25,57,193,0,6,127,408
,,"Chamberlain Elementary School","=""0890311""",0,12,83,347,0,12,110,564
,,"Gaffney Elementary School","=""0890511""",0,17,65,292,0,10,195,579
,,"House of Arts Letters and Science (HALS) Academy","=""0895411""",0,7,27,51,0,7,77,169
,,"Northend Elementary School","=""0890911""",0,"*",22,90,0,"*",30,155
,,"Roosevelt Middle School","=""0895111""",0,"*",79,302,0,"*",36,427
,,"Slade Middle School","=""0895211""",0,14,137,425,0,16,134,726
,,"Vance Elementary School","=""0891511""",0,9,103,347,0,17,147,623
,,"Brookside School","=""0899111""",0,0,7,35,0,"*","*",48
,,"CLIMB","=""0899411""",0,0,"*",8,0,0,"*",13
,,"The Catalyst Academy","=""0899011""",0,0,8,29,0,0,10,47
"New Canaan School District","=""0900011""","East School","=""0900411""","*",39,"*",20,0,9,488,565
,,"New Canaan High School","=""0906111""","*",41,21,33,"*",14,1158,1275
,,"Saxe Middle School","=""0905111""","*",52,"*",46,0,21,1155,1288
,,"West School","=""0900311""","*",19,"*",12,0,8,489,531
,,"South School","=""0900211""",0,39,"*",24,0,"*",472,554
"New Fairfield School District","=""0910011""","Consolidated School","=""0910111""","*",10,"*",52,0,9,454,535
,,"New Fairfield Elementary School","=""0910211""","*",17,8,39,0,"*",526,599
,,"New Fairfield Middle School","=""0915211""","*",10,"*",46,0,15,579,654
,,"New Fairfield High School","=""0916111""",0,13,15,51,0,10,921,1010
"New Haven School District","=""0930011""","Nathan Hale School","=""0931411""","*",16,61,176,0,"*",300,557
,,"Benjamin Jepson Magnet School","=""0931811""","*","*",160,224,0,"*",170,561
,,"Celentano BioTech, Health and Medical Magnet School","=""0934811""","*",13,295,107,0,"*",36,453
,,"Conte/West Hills Magnet School","=""0933111""","*",6,297,263,0,"*",56,625
,,"Davis Academy for Arts & Design Innovation","=""0930911""","*",11,304,74,0,"*",114,511
,,"East Rock Community Magnet School","=""0934611""","*",15,200,176,0,"*",37,434
,,"Edgewood School","=""0931211""","*","*",243,71,0,"*",126,449
,,"Hill Regional Career High School","=""0936311""","*",51,315,218,0,"*",112,698
,,"James Hillhouse High School","=""0936211""","*","*",735,202,0,8,24,976
,,"John S. Martinez Sea and Sky STEM School","=""0930811""","*","*",63,454,0,0,16,537
,,"King/Robinson Magnet School","=""0933011""","*",15,417,69,0,"*",76,580
,,"Ross/Woodward School","=""0931011""","*",17,195,240,0,"*",139,596
,,"Truman School","=""0932911""","*","*",92,386,0,"*",11,496
,,"West Rock Authors Academy","=""0934911""","*","*",130,63,0,"*",28,226
,,"Worthington Hooker School","=""0933811""","*",108,62,25,"*","*",211,413
,,"Zigler PreK Center","=""0938311""","*","*",166,101,0,"*",11,281
,,"Barack H. Obama Magnet University School","=""0932811""",0,"*",237,186,0,"*",37,477
,,"Barnard Environmental Magnet School","=""0930211""",0,"*",321,131,0,"*",98,554
,,"Beecher School","=""0930311""",0,6,305,81,"*","*",86,486
,,"Betsy Ross Arts and Design Academy","=""0935511""",0,"*",192,143,0,"*",140,488
,,"Bishop Woods Architecture and Design Magnet School","=""0934311""",0,"*",209,225,0,"*",61,516
,,"Brennan Rogers School","=""0932111""",0,"*",276,95,0,"*",31,405
,,"Clinton Avenue School","=""0930611""",0,"*",119,414,0,0,"*",567
,,"Cooperative High School - Inter-District Magnet","=""0936411""",0,13,325,152,0,0,148,638
,,"Dwight Early Childhood Program","=""0938211""",0,"*",27,14,0,0,"*",46
,,"Early Learning Center","=""0938111""",0,"*",94,19,0,0,"*",117
,,"Engineering - Science University Magnet School","=""0931711""",0,"*",174,64,0,"*",118,387
,,"Fair Haven School","=""0931611""",0,6,107,540,0,0,52,705
,,"Family Academy of Multilingual Exploration","=""0934111""",0,"*",19,433,0,"*",11,467
,,"High School In The Community","=""0936611""",0,"*",111,88,0,"*",37,241
,,"Hill Central Music Academy","=""0930711""",0,"*",119,322,"*","*",16,463
,,"John C. Daniels","=""0931311""",0,"*",93,313,0,"*",91,508
,,"Lincoln-Bassett School","=""0932011""",0,7,303,66,0,0,8,384
,,"Mauro-Sheridan Magnet School","=""0931911""",0,"*",229,181,0,"*",120,546
,,"Metropolitan Business Academy","=""0936011""",0,12,165,137,0,0,70,384
,,"New Haven Academy","=""0937011""",0,"*",167,68,0,"*",45,287
,,"Quinnipiac Real World Math STEM School","=""0933511""",0,"*",90,143,0,"*",29,265
,,"Roberto Clemente Leadership Academy for Global Awareness","=""0934211""",0,"*",236,261,0,"*",25,525
,,"Sound School","=""0936711""",0,"*",34,74,0,"*",219,334
,,"Wilbur Cross High School","=""0936111""",0,"*",478,679,0,"*",169,1358
,,"ASPIRE","=""0935611""",0,0,30,"*",0,0,"*",41
,,"Augusta Lewis Troup School","=""0931511""",0,0,346,157,0,"*","*",513
,,"Cortlandt V.R. Creed Health and Sport Sciences High School","=""0936811""",0,0,146,34,0,0,17,197
,,"Lulac","=""0938011""",0,0,110,213,0,0,11,334
,,"Polly T. McCabe Center","=""0939211""",0,0,17,"*",0,0,"*",25
,,"Riverside Education Academy","=""0939111""",0,0,83,"*",0,0,"*",113
,,"Wexler/Grant - Lincoln/Bassett Community School","=""0933211""",0,0,334,55,0,"*","*",410
"New London School District","=""0950011""","Bennie Dover Jackson Middle School","=""0955111""","*",10,171,302,"*",24,79,593
,,"C.B. Jennings International Elementary Magnet","=""0950311""","*","*",63,426,0,19,19,530
,,"Nathan Hale Arts Magnet School","=""0950911""",11,8,124,207,0,45,71,466
,,"New London High School","=""0956111""",13,17,261,390,0,45,207,933
,,"Winthrop STEM Elementary Magnet School","=""0950811""","*",6,145,179,"*",61,132,528
,,"New London Clinical Day Program","=""0959111""",0,0,"*",13,0,0,"*",18
"New Milford School District","=""0960011""","Hill And Plain School","=""0960511""","*",23,"*",71,0,17,341,464
,,"Sarah Noble Intermediate School","=""0960911""","*",45,22,93,0,"*",856,1031
,,"John Pettibone School","=""0960711""",0,"*","*",47,0,17,342,419
,,"New Milford High School","=""0966111""",0,58,26,111,0,12,1273,1480
,,"Northville Elementary School","=""0960811""",0,8,7,31,0,17,418,481
,,"Schaghticoke Middle School","=""0965211""",0,30,18,82,0,20,564,714
,,"Litchfield Hills Transition Center","=""0969011""",0,0,0,"*",0,0,"*",11
"Newington School District","=""0940011""","Elizabeth Green School","=""0940211""","*",23,22,59,0,"*",184,304
,,"John Wallace Middle School","=""0945311""","*",69,38,108,0,"*",459,705
,,"Martin Kellogg Middle School","=""0945111""","*",53,23,104,"*",31,363,577
,,"Newington High School","=""0946111""","*",122,79,209,0,"*",973,1422
,,"Ruth Chaffee School","=""0940711""","*",38,25,76,0,"*",240,394
,,"Anna Reynolds School","=""0940611""",0,59,12,66,0,18,316,471
,,"John Paterson School","=""0940811""",0,34,29,60,0,24,302,449
"Newtown School District","=""0970011""","Newtown High School","=""0976111""","*",57,"*",91,0,28,1565,1760
,,"Hawley Elementary School","=""0970111""",0,10,0,23,0,8,320,361
,,"Head O'Meadow Elementary School","=""0970411""",0,10,"*",20,0,"*",305,339
,,"Middle Gate Elementary School","=""0970311""",0,17,"*",23,0,"*",390,451
,,"Newtown Middle School","=""0975111""",0,27,"*",39,0,"*",802,892
,,"Newtown Preschool","=""0978011""",0,"*",0,"*",0,"*",50,56
,,"Reed Intermediate School","=""0970511""",0,36,11,31,0,9,732,819
,,"Sandy Hook Elementary School","=""0970211""",0,23,"*",22,0,"*",389,454
,,"STARR","=""0979011""",0,0,0,0,0,0,"*","*"
"North Branford School District","=""0990011""","Jerome Harrison School","=""0990411""","*",9,14,19,0,"*",393,441
,,"North Branford Intermediate School","=""0995111""","*",12,"*",15,0,0,499,536
,,"North Branford High School","=""0996111""",0,18,"*",39,0,"*",562,636
,,"Totoket Valley Elementary School","=""0990611""",0,9,15,21,0,0,423,468
,,"School to Work Program","=""0999011""",0,0,"*",0,0,0,"*","*"
"North Haven School District","=""1010011""","Clintonville Elementary School","=""1010811""","*",19,"*",21,0,9,324,377
,,"Green Acres Elementary School","=""1010711""","*",42,"*",30,0,12,300,394
,,"North Haven High School","=""1016111""","*",77,83,88,"*",22,913,1187
,,"North Haven Middle School","=""1015211""","*",62,"*",38,0,24,627,773
,,"Montowese Elementary School","=""1010211""",0,19,"*",24,0,"*",310,365
,,"Ridge Road Elementary School","=""1010311""",0,30,11,18,0,17,328,404
"North Stonington School District","=""1020011""","North Stonington Elementary School","=""1020111""",6,7,6,16,0,6,344,385
,,"Wheeler High School","=""1026111""","*","*",9,"*",0,"*",186,203
,,"Wheeler Middle School","=""1025111""","*","*","*","*",0,"*",161,176
"Norwalk School District","=""1030011""","Brien McMahon High School","=""1036211""","*",87,424,603,0,"*",529,1658
,,"Jefferson Marine Science Elementary School","=""1030711""","*",65,112,311,0,"*",81,579
,,"Norwalk High School","=""1036111""","*",58,308,482,"*",10,679,1539
,,"Ponus Ridge STEAM Academy","=""1035311""","*",31,159,248,"*","*",166,611
,,"West Rocks Middle School","=""1035411""","*",33,142,234,0,"*",232,650
,,"Brookside Elementary School","=""1030211""",0,22,82,285,0,8,123,520
,,"Concord Magnet School","=""1030311""",0,31,78,63,0,7,149,328
,,"Cranbury Elementary School","=""1030411""",0,31,63,128,0,0,281,503
,,"Fox Run Elementary School","=""1032011""",0,25,71,130,0,13,217,456
,,"Kendall College & Career Academy","=""1030811""",0,31,126,298,0,6,87,548
,,"Marvin Elementary School","=""1032211""",0,18,73,205,0,12,176,484
,,"Naramake Elementary School","=""1032111""",0,"*",56,160,0,"*",218,462
,,"Nathan Hale Middle School","=""1035211""",0,"*",118,186,0,"*",274,610
,,"Roton Middle School","=""1035511""",0,"*",101,170,0,"*",155,445
,,"Rowayton School","=""1031311""",0,"*",62,100,0,"*",282,461
,,"Silvermine Dual Language Magnet School","=""1032311""",0,15,77,281,"*","*",81,470
,,"Tracey Magnet School","=""1031411""",0,18,93,194,0,12,77,394
,,"Wolfpit Integrated Arts Elementary School","=""1032411""",0,15,56,85,0,7,139,302
,,"Norwalk Pathways Academy at Briggs","=""1036311""",0,0,29,"*",0,0,"*",52
"Norwich Free Academy District","=""9010022""","Norwich Free Academy","=""9016122""",47,167,339,362,56,40,1253,2264
"Norwich School District","=""1040011""","Deborah-Tennant Zinewicz  School","=""1049111""","*",0,8,9,0,"*",17,36
,,"John B. Stanton School","=""1041411""","*","*",79,118,0,47,124,412
,,"Kelly STEAM Magnet Middle School","=""1045111""","*",37,125,170,"*",71,289,699
,,"Moriarty Magnet School","=""1042011""","*",18,105,115,"*",28,178,446
,,"Teachers' Memorial Middle School","=""1045211""","*",54,83,141,"*",42,123,451
,,"Thomas W. Mahan School","=""1041711""","*",59,44,85,"*",31,118,339
,,"Uncas Elementary School","=""1041911""","*",14,57,89,"*",42,68,277
,,"Veterans' Memorial School","=""1041811""","*","*",65,88,0,36,119,344
,,"Wequonnoc Magnet School","=""1041511""","*","*",56,82,"*",32,103,278
,,"Bishop School Early Learning Center","=""1040111""",0,"*",0,12,0,0,"*",16
,,"Samuel Huntington School","=""1040811""",0,21,70,79,0,42,251,463
,,"Hickory Street School","=""1049011""",0,0,"*","*",0,6,"*",16
,,"Virtual Learning Academy","=""1049211""",0,0,"*","*",0,0,8,14
"Odyssey Community School District","=""2630013""","Odyssey Community School","=""2635113""","*",30,74,47,"*",13,156,324
"Orange School District","=""1070011""","Turkey Hill School","=""1070411""","*",39,10,14,0,"*",251,316
,,"Mary L. Tracy School","=""1070211""",0,14,"*","*",0,8,148,175
,,"Peck Place School","=""1070511""",0,39,"*",14,0,"*",315,380
,,"Race Brook School","=""1070311""",0,45,"*",22,0,"*",299,376
"Oxford School District","=""1080011""","Great Oak Elementary School","=""1080111""","*",12,"*",24,0,11,450,507
,,"Quaker Farms School","=""1080311""","*",13,"*",34,0,8,412,470
,,"Oxford High School","=""1086011""",0,14,11,29,"*","*",525,589
,,"Oxford Middle School","=""1085111""",0,"*","*",26,0,12,481,529
"Plainfield School District","=""1090011""","Moosup Elementary School","=""1090111""","*",7,17,"*",0,0,324,358
,,"Plainfield Central School","=""1095111""",7,16,28,10,0,0,526,587
,,"Plainfield High School","=""1096111""","*",21,21,16,0,"*",666,740
,,"Plainfield Memorial School","=""1090311""","*",10,19,"*",0,"*",348,386
,,"Shepard Hill Elementary School","=""1090411""","*",7,30,7,"*",0,353,403
,,"Early Childhood Center","=""1098011""",0,"*",0,0,0,0,"*",18
"Plainville School District","=""1100011""","Frank T. Wheeler School","=""1100411""","*",11,17,48,0,"*",181,267
,,"Louis Toffolon School","=""1100511""","*","*",16,35,0,13,276,353
,,"Plainville High School","=""1106111""","*","*",41,80,0,21,582,741
,,"Linden Street School","=""1100211""",0,7,13,74,0,19,297,410
,,"Middle School of Plainville","=""1105211""",0,10,30,69,0,18,411,538
,,"Prekindergarten Program","=""1108011""",0,"*","*","*",0,"*",37,48
"Plymouth School District","=""1110011""","Eli Terry Jr. Middle School","=""1115111""","*","*",10,22,0,"*",383,422
,,"Harry S. Fisher Elementary School","=""1110411""","*",7,6,13,"*","*",304,334
,,"Terryville High School","=""1116111""","*",6,12,18,0,"*",449,490
,,"Plymouth Center School","=""1110211""",0,"*","*",19,0,"*",335,360
"Pomfret School District","=""1120011""","Pomfret Community School","=""1120111""","*",15,6,13,0,"*",435,472
"Portland School District","=""1130011""","Brownstone Intermediate School","=""1130511""","*","*",8,17,"*",11,202,244
,,"Gildersleeve School","=""1130411""",0,"*","*",13,0,"*",186,211
,,"Portland High School","=""1136111""",0,"*",12,17,0,"*",332,374
,,"Portland Middle School","=""1135111""",0,6,7,15,0,7,195,230
,,"Valley View School","=""1130211""",0,"*","*",34,0,15,254,316
"Preston School District","=""1140011""","Preston Plains School","=""1145111""","*","*","*","*","*","*",119,135
,,"Preston Veterans' Memorial School","=""1140411""",8,8,"*","*","*",6,236,271
"Putnam School District","=""1160011""","Helping Hands","=""1169011""","*",0,0,"*",0,0,"*","*"
,,"Putnam High School","=""1166111""","*","*","*",21,0,19,241,294
,,"Putnam Middle School","=""1165111""","*","*","*",12,0,20,261,299
,,"Putnam Elementary School","=""1160311""",0,9,"*",43,"*",20,588,665
"Redding School District","=""1170011""","John Read Middle School","=""1175111""","*",12,"*",25,"*",31,479,553
,,"Redding Elementary School","=""1170111""",0,19,6,21,0,39,494,579
"Regional School District 04","=""2040012""","Valley Regional High School","=""2046112""","*",8,"*",38,0,7,564,624
,,"John Winthrop Middle School","=""2045112""",0,6,10,18,0,6,326,366
"Regional School District 05","=""2050012""","Amity Middle School: Bethany","=""2055112""","*",44,10,13,"*","*",283,355
,,"Amity Middle School: Orange","=""2055212""","*",41,10,17,0,"*",294,372
