town_code,district_code,town,fiscal_year,entitlement,alliance_portion,education_diversity_portion,non_alliance_portion
147,147,VOLUNTOWN,2004,2170165,,,
148,148,WALLINGFORD,2004,17444851,,,
149,149,WARREN,2004,67510,,,
150,150,WASHINGTON,2004,158053,,,
151,151,WATERBURY,2004,91211122,,,
152,152,WATERFORD,2004,664718,,,
153,153,WATERTOWN,2004,9431475,,,
154,154,WESTBROOK,2004,276935,,,
155,155,WEST HARTFORD,2004,8796690,,,
156,156,WEST HAVEN,2004,35070083,,,
157,157,WESTON,2004,514586,,,
158,158,WESTPORT,2004,1042743,,,
159,159,WETHERSFIELD,2004,4083912,,,
160,160,WILLINGTON,2004,3022534,,,
161,161,WILTON,2004,812164,,,
162,162,WINCHESTER,2004,6372051,,,
163,163,WINDHAM,2004,20421173,,,
164,164,WINDSOR,2004,8416123,,,
165,165,WINDSOR LOCKS,2004,2433249,,,
166,166,WOLCOTT,2004,10591284,,,
167,167,WOODBRIDGE,2004,450175,,,
168,168,WOODBURY,2004,602988,,,
169,169,WOODSTOCK,2004,4351771,,,
1,1,ANDOVER,2005,1841892,,,
2,2,ANSONIA,2005,12250910,,,
3,3,ASHFORD,2005,3305321,,,
4,4,AVON,2005,763434,,,
5,5,BARKHAMSTED,2005,1171787,,,
6,6,BEACON FALLS,2005,3267657,,,
7,7,BERLIN,2005,4363230,,,
8,8,BETHANY,2005,1535633,,,
9,9,BETHEL,2005,7138053,,,
10,10,BETHLEHEM,2005,1170993,,,
11,11,BLOOMFIELD,2005,3536090,,,
12,12,BOLTON,2005,2481386,,,
13,13,BOZRAH,2005,1027166,,,
14,14,BRANFORD,2005,1320582,,,
15,15,BRIDGEPORT,2005,142435547,,,
16,16,BRIDGEWATER,2005,103190,,,
17,17,BRISTOL,2005,33692367,,,
18,18,BROOKFIELD,2005,1164318,,,
19,19,BROOKLYN,2005,5823363,,,
20,20,BURLINGTON,2005,3348907,,,
21,21,CANAAN,2005,184019,,,
22,22,CANTERBURY,2005,4205104,,,
23,23,CANTON,2005,2429660,,,
24,24,CHAPLIN,2005,1639229,,,
25,25,CHESHIRE,2005,7348603,,,
26,26,CHESTER,2005,590799,,,
27,27,CLINTON,2005,5743743,,,
28,28,COLCHESTER,2005,11106204,,,
29,29,COLEBROOK,2005,402228,,,
30,30,COLUMBIA,2005,2082730,,,
31,31,CORNWALL,2005,58995,,,
32,32,COVENTRY,2005,7473503,,,
33,33,CROMWELL,2005,3209185,,,
34,34,DANBURY,2005,16280329,,,
35,35,DARIEN,2005,998629,,,
36,36,DEEP RIVER,2005,1498954,,,
37,37,DERBY,2005,5877240,,,
38,38,DURHAM,2005,3298658,,,
39,39,EASTFORD,2005,929409,,,
40,40,EAST GRANBY,2005,765299,,,
41,41,EAST HADDAM,2005,3003434,,,
42,42,EAST HAMPTON,2005,6089176,,,
43,43,EAST HARTFORD,2005,33111495,,,
44,44,EAST HAVEN,2005,16262481,,,
45,45,EAST LYME,2005,6307809,,,
46,46,EASTON,2005,386611,,,
47,47,EAST WINDSOR,2005,4339446,,,
48,48,ELLINGTON,2005,7768586,,,
49,49,ENFIELD,2005,23220663,,,
50,50,ESSEX,2005,266414,,,
51,51,FAIRFIELD,2005,2335912,,,
52,52,FARMINGTON,2005,1057476,,,
53,53,FRANKLIN,2005,784061,,,
54,54,GLASTONBURY,2005,3754507,,,
55,55,GOSHEN,2005,159118,,,
56,56,GRANBY,2005,4016353,,,
57,57,GREENWICH,2005,2224275,,,
58,58,GRISWOLD,2005,9208415,,,
59,59,GROTON,2005,22541802,,,
60,60,GUILFORD,2005,2717437,,,
61,61,HADDAM,2005,1106666,,,
62,62,HAMDEN,2005,18406824,,,
63,63,HAMPTON,2005,1188238,,,
64,64,HARTFORD,2005,164710547,,,
65,65,HARTLAND,2005,1186871,,,
66,66,HARWINTON,2005,2311647,,,
67,67,HEBRON,2005,5454605,,,
68,68,KENT,2005,121362,,,
69,69,KILLINGLY,2005,13236337,,,
70,70,KILLINGWORTH,2005,1978765,,,
71,71,LEBANON,2005,4502497,,,
72,72,LEDYARD,2005,10209066,,,
73,73,LISBON,2005,3352797,,,
74,74,LITCHFIELD,2005,1110023,,,
75,75,LYME,2005,101870,,,
76,76,MADISON,2005,1074283,,,
77,77,MANCHESTER,2005,25405053,,,
78,78,MANSFIELD,2005,8524816,,,
79,79,MARLBOROUGH,2005,2654220,,,
80,80,MERIDEN,2005,44602319,,,
81,81,MIDDLEBURY,2005,419137,,,
82,82,MIDDLEFIELD,2005,1691918,,,
83,83,MIDDLETOWN,2005,12805754,,,
84,84,MILFORD,2005,9530651,,,
85,85,MONROE,2005,5503273,,,
86,86,MONTVILLE,2005,10432200,,,
87,87,MORRIS,2005,584510,,,
88,88,NAUGATUCK,2005,25075944,,,
89,89,NEW BRITAIN,2005,60651057,,,
90,90,NEW CANAAN,2005,943511,,,
91,91,NEW FAIRFIELD,2005,3890309,,,
92,92,NEW HARTFORD,2005,2624623,,,
93,93,NEW HAVEN,2005,124410395,,,
94,94,NEWINGTON,2005,9873784,,,
95,95,NEW LONDON,2005,20011436,,,
96,96,NEW MILFORD,2005,10400277,,,
97,97,NEWTOWN,2005,3803077,,,
98,98,NORFOLK,2005,338828,,,
99,99,NORTH BRANFORD,2005,6808105,,,
100,100,NORTH CANAAN,2005,1769435,,,
101,101,NORTH HAVEN,2005,1662364,,,
102,102,NORTH STONINGTON,2005,2569491,,,
103,103,NORWALK,2005,8435619,,,
104,104,NORWICH,2005,27218195,,,
105,105,OLD LYME,2005,432725,,,
106,106,OLD SAYBROOK,2005,450230,,,
107,107,ORANGE,2005,722720,,,
108,108,OXFORD,2005,3753686,,,
109,109,PLAINFIELD,2005,13079007,,,
110,110,PLAINVILLE,2005,8364722,,,
111,111,PLYMOUTH,2005,8165362,,,
112,112,POMFRET,2005,2559781,,,
113,113,PORTLAND,2005,3354830,,,
114,114,PRESTON,2005,2527683,,,
115,115,PROSPECT,2005,4282281,,,
116,116,PUTNAM,2005,7079015,,,
117,117,REDDING,2005,451707,,,
118,118,RIDGEFIELD,2005,1337884,,,
119,119,ROCKY HILL,2005,2174134,,,
120,120,ROXBURY,2005,114612,,,
121,121,SALEM,2005,2681493,,,
122,122,SALISBURY,2005,129419,,,
123,123,SCOTLAND,2005,1243697,,,
124,124,SEYMOUR,2005,8177461,,,
125,125,SHARON,2005,102195,,,
126,126,SHELTON,2005,4420284,,,
127,127,SHERMAN,2005,156877,,,
128,128,SIMSBURY,2005,2180766,,,
129,129,SOMERS,2005,4623626,,,
130,130,SOUTHBURY,2005,1210180,,,
131,131,SOUTHINGTON,2005,15627356,,,
132,132,SOUTH WINDSOR,2005,9691322,,,
133,133,SPRAGUE,2005,2289293,,,
134,134,STAFFORD,2005,8346406,,,
135,135,STAMFORD,2005,5698844,,,
136,136,STERLING,2005,2600935,,,
137,137,STONINGTON,2005,1831065,,,
138,138,STRATFORD,2005,15599182,,,
139,139,SUFFIELD,2005,4216030,,,
140,140,THOMASTON,2005,4625313,,,
141,141,THOMPSON,2005,6492720,,,
142,142,TOLLAND,2005,8540183,,,
143,143,TORRINGTON,2005,19515415,,,
144,144,TRUMBULL,2005,2188693,,,
145,145,UNION,2005,195963,,,
146,146,VERNON,2005,14954708,,,
147,147,VOLUNTOWN,2005,2253006,,,
148,148,WALLINGFORD,2005,18029067,,,
149,149,WARREN,2005,72665,,,
150,150,WASHINGTON,2005,175401,,,
151,151,WATERBURY,2005,93053342,,,
152,152,WATERFORD,2005,773842,,,
153,153,WATERTOWN,2005,9787334,,,
154,154,WESTBROOK,2005,301868,,,
155,155,WEST HARTFORD,2005,10584178,,,
156,156,WEST HAVEN,2005,35315574,,,
157,157,WESTON,2005,601493,,,
158,158,WESTPORT,2005,1236683,,,
159,159,WETHERSFIELD,2005,5078486,,,
160,160,WILLINGTON,2005,3152667,,,
161,161,WILTON,2005,972765,,,
162,162,WINCHESTER,2005,6646668,,,
163,163,WINDHAM,2005,20564121,,,
164,164,WINDSOR,2005,8855610,,,
165,165,WINDSOR LOCKS,2005,2895108,,,
166,166,WOLCOTT,2005,10850973,,,
167,167,WOODBRIDGE,2005,501356,,,
168,168,WOODBURY,2005,677898,,,
169,169,WOODSTOCK,2005,4411848,,,
1,1,ANDOVER,2006,1952852,,,
2,2,ANSONIA,2006,12798616,,,
3,3,ASHFORD,2006,3422816,,,
4,4,AVON,2006,786337,,,
5,5,BARKHAMSTED,2006,1223608,,,
6,6,BEACON FALLS,2006,3414494,,,
7,7,BERLIN,2006,4618099,,,
8,8,BETHANY,2006,1581702,,,
9,9,BETHEL,2006,7352195,,,
10,10,BETHLEHEM,2006,1206123,,,
11,11,BLOOMFIELD,2006,3896585,,,
12,12,BOLTON,2006,2555828,,,
13,13,BOZRAH,2006,1057981,,,
14,14,BRANFORD,2006,1360200,,,
15,15,BRIDGEPORT,2006,146708614,,,
16,16,BRIDGEWATER,2006,106286,,,
17,17,BRISTOL,2006,35166433,,,
18,18,BROOKFIELD,2006,1199247,,,
19,19,BROOKLYN,2006,5998064,,,
20,20,BURLINGTON,2006,3449374,,,
21,21,CANAAN,2006,189539,,,
22,22,CANTERBURY,2006,4331257,,,
23,23,CANTON,2006,2531225,,,
24,24,CHAPLIN,2006,1688406,,,
25,25,CHESHIRE,2006,7569061,,,
26,26,CHESTER,2006,608523,,,
27,27,CLINTON,2006,5916055,,,
28,28,COLCHESTER,2006,11465346,,,
29,29,COLEBROOK,2006,414295,,,
30,30,COLUMBIA,2006,2153193,,,
31,31,CORNWALL,2006,60765,,,
32,32,COVENTRY,2006,7697708,,,
33,33,CROMWELL,2006,3307963,,,
34,34,DANBURY,2006,17373813,,,
35,35,DARIEN,2006,1028588,,,
36,36,DEEP RIVER,2006,1543923,,,
37,37,DERBY,2006,6053557,,,
38,38,DURHAM,2006,3397618,,,
39,39,EASTFORD,2006,957291,,,
40,40,EAST GRANBY,2006,802419,,,
41,41,EAST HADDAM,2006,3098985,,,
42,42,EAST HAMPTON,2006,6389227,,,
43,43,EAST HARTFORD,2006,34849510,,,
44,44,EAST HAVEN,2006,16750356,,,
45,45,EAST LYME,2006,6497043,,,
46,46,EASTON,2006,398209,,,
47,47,EAST WINDSOR,2006,4550093,,,
48,48,ELLINGTON,2006,8001644,,,
49,49,ENFIELD,2006,24196003,,,
50,50,ESSEX,2006,274406,,,
51,51,FAIRFIELD,2006,2405989,,,
52,52,FARMINGTON,2006,1089201,,,
53,53,FRANKLIN,2006,807583,,,
54,54,GLASTONBURY,2006,3890636,,,
55,55,GOSHEN,2006,163891,,,
56,56,GRANBY,2006,4196968,,,
57,57,GREENWICH,2006,2291004,,,
58,58,GRISWOLD,2006,9484667,,,
59,59,GROTON,2006,23218056,,,
60,60,GUILFORD,2006,2798960,,,
61,61,HADDAM,2006,1167724,,,
62,62,HAMDEN,2006,19314594,,,
63,63,HAMPTON,2006,1223885,,,
64,64,HARTFORD,2006,169651864,,,
65,65,HARTLAND,2006,1222477,,,
66,66,HARWINTON,2006,2380996,,,
67,67,HEBRON,2006,5660157,,,
68,68,KENT,2006,125003,,,
69,69,KILLINGLY,2006,13633427,,,
70,70,KILLINGWORTH,2006,2038128,,,
71,71,LEBANON,2006,4637572,,,
72,72,LEDYARD,2006,10515338,,,
73,73,LISBON,2006,3453381,,,
74,74,LITCHFIELD,2006,1143323,,,
75,75,LYME,2006,104926,,,
76,76,MADISON,2006,1106512,,,
77,77,MANCHESTER,2006,26198826,,,
78,78,MANSFIELD,2006,8780560,,,
79,79,MARLBOROUGH,2006,2733846,,,
80,80,MERIDEN,2006,46345746,,,
81,81,MIDDLEBURY,2006,431711,,,
82,82,MIDDLEFIELD,2006,1756188,,,
83,83,MIDDLETOWN,2006,13485116,,,
84,84,MILFORD,2006,9816571,,,
85,85,MONROE,2006,5668371,,,
86,86,MONTVILLE,2006,10745166,,,
87,87,MORRIS,2006,602045,,,
88,88,NAUGATUCK,2006,25828222,,,
89,89,NEW BRITAIN,2006,63626013,,,
90,90,NEW CANAAN,2006,971816,,,
91,91,NEW FAIRFIELD,2006,4007018,,,
92,92,NEW HARTFORD,2006,2703361,,,
93,93,NEW HAVEN,2006,128142707,,,
94,94,NEWINGTON,2006,10317849,,,
95,95,NEW LONDON,2006,20611779,,,
96,96,NEW MILFORD,2006,10712286,,,
97,97,NEWTOWN,2006,3917170,,,
98,98,NORFOLK,2006,348993,,,
99,99,NORTH BRANFORD,2006,7018001,,,
100,100,NORTH CANAAN,2006,1822518,,,
101,101,NORTH HAVEN,2006,1724200,,,
102,102,NORTH STONINGTON,2006,2646576,,,
103,103,NORWALK,2006,8688687,,,
104,104,NORWICH,2006,28138332,,,
105,105,OLD LYME,2006,445707,,,
106,106,OLD SAYBROOK,2006,463737,,,
107,107,ORANGE,2006,744401,,,
108,108,OXFORD,2006,3866297,,,
109,109,PLAINFIELD,2006,13471377,,,
110,110,PLAINVILLE,2006,8627580,,,
111,111,PLYMOUTH,2006,8410323,,,
112,112,POMFRET,2006,2636575,,,
113,113,PORTLAND,2006,3486951,,,
114,114,PRESTON,2006,2603514,,,
115,115,PROSPECT,2006,4427291,,,
116,116,PUTNAM,2006,7291385,,,
117,117,REDDING,2006,465258,,,
118,118,RIDGEFIELD,2006,1378021,,,
119,119,ROCKY HILL,2006,2239358,,,
120,120,ROXBURY,2006,118050,,,
121,121,SALEM,2006,2761938,,,
122,122,SALISBURY,2006,133301,,,
123,123,SCOTLAND,2006,1281008,,,
124,124,SEYMOUR,2006,8422785,,,
125,125,SHARON,2006,105261,,,
126,126,SHELTON,2006,4552893,,,
127,127,SHERMAN,2006,161584,,,
128,128,SIMSBURY,2006,2377723,,,
129,129,SOMERS,2006,4814820,,,
130,130,SOUTHBURY,2006,1249319,,,
131,131,SOUTHINGTON,2006,16270900,,,
132,132,SOUTH WINDSOR,2006,10165142,,,
133,133,SPRAGUE,2006,2357972,,,
134,134,STAFFORD,2006,8596798,,,
135,135,STAMFORD,2006,5869809,,,
136,136,STERLING,2006,2678963,,,
137,137,STONINGTON,2006,1885997,,,
138,138,STRATFORD,2006,16460744,,,
139,139,SUFFIELD,2006,4479214,,,
140,140,THOMASTON,2006,4764072,,,
141,141,THOMPSON,2006,6687501,,,
142,142,TOLLAND,2006,8844164,,,
143,143,TORRINGTON,2006,20210996,,,
144,144,TRUMBULL,2006,2254354,,,
145,145,UNION,2006,201842,,,
146,146,VERNON,2006,15403349,,,
147,147,VOLUNTOWN,2006,2320596,,,
148,148,WALLINGFORD,2006,18569939,,,
149,149,WARREN,2006,74845,,,
150,150,WASHINGTON,2006,180663,,,
151,151,WATERBURY,2006,97175209,,,
152,152,WATERFORD,2006,797057,,,
153,153,WATERTOWN,2006,10080954,,,
154,154,WESTBROOK,2006,310924,,,
155,155,WEST HARTFORD,2006,11246227,,,
156,156,WEST HAVEN,2006,36375041,,,
157,157,WESTON,2006,619538,,,
158,158,WESTPORT,2006,1273784,,,
159,159,WETHERSFIELD,2006,5514489,,,
160,160,WILLINGTON,2006,3247247,,,
161,161,WILTON,2006,1001948,,,
162,162,WINCHESTER,2006,6846068,,,
163,163,WINDHAM,2006,21181044,,,
164,164,WINDSOR,2006,9175622,,,
165,165,WINDSOR LOCKS,2006,3205558,,,
166,166,WOLCOTT,2006,11361131,,,
167,167,WOODBRIDGE,2006,516397,,,
168,168,WOODBURY,2006,698235,,,
169,169,WOODSTOCK,2006,4578900,,,
1,1,ANDOVER,2007,1973606,,,
2,2,ANSONIA,2007,12883369,,,
3,3,ASHFORD,2007,3437204,,,
4,4,AVON,2007,788475,,,
5,5,BARKHAMSTED,2007,1231556,,,
6,6,BEACON FALLS,2007,3437310,,,
7,7,BERLIN,2007,4665028,,,
8,8,BETHANY,2007,1586002,,,
9,9,BETHEL,2007,7372181,,,
10,10,BETHLEHEM,2007,1209402,,,
11,11,BLOOMFIELD,2007,3977721,,,
12,12,BOLTON,2007,2562776,,,
13,13,BOZRAH,2007,1060857,,,
14,14,BRANFORD,2007,1363897,,,
15,15,BRIDGEPORT,2007,147107433,,,
16,16,BRIDGEWATER,2007,106575,,,
17,17,BRISTOL,2007,35390494,,,
18,18,BROOKFIELD,2007,1202507,,,
19,19,BROOKLYN,2007,6014369,,,
20,20,BURLINGTON,2007,3458751,,,
21,21,CANAAN,2007,190054,,,
22,22,CANTERBURY,2007,4343031,,,
23,23,CANTON,2007,2546057,,,
24,24,CHAPLIN,2007,1692996,,,
25,25,CHESHIRE,2007,7589637,,,
26,26,CHESTER,2007,610177,,,
27,27,CLINTON,2007,5932138,,,
28,28,COLCHESTER,2007,11503712,,,
29,29,COLEBROOK,2007,415422,,,
30,30,COLUMBIA,2007,2161259,,,
31,31,CORNWALL,2007,60930,,,
32,32,COVENTRY,2007,7718634,,,
33,33,CROMWELL,2007,3317649,,,
34,34,DANBURY,2007,17588819,,,
35,35,DARIEN,2007,1031384,,,
36,36,DEEP RIVER,2007,1548120,,,
37,37,DERBY,2007,6070014,,,
38,38,DURHAM,2007,3406854,,,
39,39,EASTFORD,2007,959893,,,
40,40,EAST GRANBY,2007,808527,,,
41,41,EAST HADDAM,2007,3108920,,,
42,42,EAST HAMPTON,2007,6439142,,,
43,43,EAST HARTFORD,2007,35150730,,,
44,44,EAST HAVEN,2007,16795891,,,
45,45,EAST LYME,2007,6514705,,,
46,46,EASTON,2007,399292,,,
47,47,EAST WINDSOR,2007,4584774,,,
48,48,ELLINGTON,2007,8023396,,,
49,49,ENFIELD,2007,24339063,,,
50,50,ESSEX,2007,275152,,,
51,51,FAIRFIELD,2007,2412530,,,
52,52,FARMINGTON,2007,1092162,,,
53,53,FRANKLIN,2007,809778,,,
54,54,GLASTONBURY,2007,3907727,,,
55,55,GOSHEN,2007,164337,,,
56,56,GRANBY,2007,4225049,,,
57,57,GREENWICH,2007,2297232,,,
58,58,GRISWOLD,2007,9510451,,,
59,59,GROTON,2007,23281173,,,
60,60,GUILFORD,2007,2806569,,,
61,61,HADDAM,2007,1178623,,,
62,62,HAMDEN,2007,19465692,,,
63,63,HAMPTON,2007,1227212,,,
64,64,HARTFORD,2007,170113053,,,
65,65,HARTLAND,2007,1225800,,,
66,66,HARWINTON,2007,2387469,,,
67,67,HEBRON,2007,5687166,,,
68,68,KENT,2007,125342,,,
69,69,KILLINGLY,2007,13670489,,,
70,70,KILLINGWORTH,2007,2043668,,,
71,71,LEBANON,2007,4650179,,,
72,72,LEDYARD,2007,10543923,,,
73,73,LISBON,2007,3462769,,,
74,74,LITCHFIELD,2007,1146431,,,
75,75,LYME,2007,105211,,,
76,76,MADISON,2007,1109520,,,
77,77,MANCHESTER,2007,26278814,,,
78,78,MANSFIELD,2007,8804430,,,
79,79,MARLBOROUGH,2007,2741278,,,
80,80,MERIDEN,2007,46584133,,,
81,81,MIDDLEBURY,2007,432884,,,
82,82,MIDDLEFIELD,2007,1764710,,,
83,83,MIDDLETOWN,2007,13603625,,,
84,84,MILFORD,2007,9843256,,,
85,85,MONROE,2007,5683780,,,
86,86,MONTVILLE,2007,10774376,,,
87,87,MORRIS,2007,603682,,,
88,88,NAUGATUCK,2007,25898435,,,
89,89,NEW BRITAIN,2007,64119355,,,
90,90,NEW CANAAN,2007,974458,,,
91,91,NEW FAIRFIELD,2007,4017911,,,
92,92,NEW HARTFORD,2007,2710710,,,
93,93,NEW HAVEN,2007,128491056,,,
94,94,NEWINGTON,2007,10386893,,,
95,95,NEW LONDON,2007,20667811,,,
96,96,NEW MILFORD,2007,10741407,,,
97,97,NEWTOWN,2007,3927818,,,
98,98,NORFOLK,2007,349942,,,
99,99,NORTH BRANFORD,2007,7038646,,,
100,100,NORTH CANAAN,2007,1827473,,,
101,101,NORTH HAVEN,2007,1732204,,,
102,102,NORTH STONINGTON,2007,2653770,,,
103,103,NORWALK,2007,8712307,,,
104,104,NORWICH,2007,28243549,,,
105,105,OLD LYME,2007,446919,,,
106,106,OLD SAYBROOK,2007,464998,,,
107,107,ORANGE,2007,746425,,,
108,108,OXFORD,2007,3876807,,,
109,109,PLAINFIELD,2007,13507998,,,
110,110,PLAINVILLE,2007,8654338,,,
111,111,PLYMOUTH,2007,8433186,,,
112,112,POMFRET,2007,2643742,,,
113,113,PORTLAND,2007,3505158,,,
114,114,PRESTON,2007,2610591,,,
115,115,PROSPECT,2007,4443912,,,
116,116,PUTNAM,2007,7311206,,,
117,117,REDDING,2007,466523,,,
118,118,RIDGEFIELD,2007,1381767,,,
119,119,ROCKY HILL,2007,2245446,,,
120,120,ROXBURY,2007,118371,,,
121,121,SALEM,2007,2769446,,,
122,122,SALISBURY,2007,133664,,,
123,123,SCOTLAND,2007,1284490,,,
124,124,SEYMOUR,2007,8445682,,,
125,125,SHARON,2007,105547,,,
126,126,SHELTON,2007,4565270,,,
127,127,SHERMAN,2007,162023,,,
128,128,SIMSBURY,2007,3218273,,,
129,129,SOMERS,2007,4842462,,,
130,130,SOUTHBURY,2007,1253501,,,
131,131,SOUTHINGTON,2007,16363579,,,
132,132,SOUTH WINDSOR,2007,10243540,,,
133,133,SPRAGUE,2007,2364382,,,
134,134,STAFFORD,2007,8620168,,,
135,135,STAMFORD,2007,5885766,,,
136,136,STERLING,2007,2686246,,,
137,137,STONINGTON,2007,1891124,,,
138,138,STRATFORD,2007,16614626,,,
139,139,SUFFIELD,2007,4529296,,,
140,140,THOMASTON,2007,4777023,,,
141,141,THOMPSON,2007,6705681,,,
142,142,TOLLAND,2007,8881453,,,
143,143,TORRINGTON,2007,20296473,,,
144,144,TRUMBULL,2007,2260482,,,
145,145,UNION,2007,202390,,,
146,146,VERNON,2007,15445222,,,
147,147,VOLUNTOWN,2007,2326904,,,
148,148,WALLINGFORD,2007,18620420,,,
149,149,WARREN,2007,75048,,,
150,150,WASHINGTON,2007,181154,,,
151,151,WATERBURY,2007,97808233,,,
152,152,WATERFORD,2007,799224,,,
153,153,WATERTOWN,2007,10108359,,,
154,154,WESTBROOK,2007,311769,,,
155,155,WEST HARTFORD,2007,11372329,,,
156,156,WEST HAVEN,2007,36473924,,,
157,157,WESTON,2007,621222,,,
158,158,WESTPORT,2007,1277247,,,
159,159,WETHERSFIELD,2007,5608130,,,
160,160,WILLINGTON,2007,3256074,,,
161,161,WILTON,2007,1004671,,,
162,162,WINCHESTER,2007,6864678,,,
163,163,WINDHAM,2007,21238624,,,
164,164,WINDSOR,2007,9215635,,,
165,165,WINDSOR LOCKS,2007,3276272,,,
166,166,WOLCOTT,2007,11443209,,,
167,167,WOODBRIDGE,2007,517800,,,
168,168,WOODBURY,2007,700133,,,
169,169,WOODSTOCK,2007,4600969,,,
1,1,ANDOVER,2008,2232621,,,
2,2,ANSONIA,2008,14398149,,,
3,3,ASHFORD,2008,3731867,,,
4,4,AVON,2008,1180736,,,
5,5,BARKHAMSTED,2008,1547770,,,
6,6,BEACON FALLS,2008,3874333,,,
7,7,BERLIN,2008,5909397,,,
8,8,BETHANY,2008,1945254,,,
9,9,BETHEL,2008,7814020,,,
10,10,BETHLEHEM,2008,1262616,,,
11,11,BLOOMFIELD,2008,5182323,,,
12,12,BOLTON,2008,2888563,,,
13,13,BOZRAH,2008,1177447,,,
14,14,BRANFORD,2008,1684957,,,
15,15,BRIDGEPORT,2008,157275234,,,
16,16,BRIDGEWATER,2008,131506,,,
17,17,BRISTOL,2008,39901642,,,
18,18,BROOKFIELD,2008,1466181,,,
19,19,BROOKLYN,2008,6684191,,,
20,20,BURLINGTON,2008,4114538,,,
21,21,CANAAN,2008,198416,,,
22,22,CANTERBURY,2008,4534124,,,
23,23,CANTON,2008,3207653,,,
24,24,CHAPLIN,2008,1801617,,,
25,25,CHESHIRE,2008,8906932,,,
26,26,CHESTER,2008,637025,,,
27,27,CLINTON,2008,6193152,,,
28,28,COLCHESTER,2008,12976275,,,
29,29,COLEBROOK,2008,469475,,,
30,30,COLUMBIA,2008,2442564,,,
31,31,CORNWALL,2008,81726,,,
32,32,COVENTRY,2008,8472884,,,
33,33,CROMWELL,2008,4131889,,,
34,34,DANBURY,2008,21894594,,,
35,35,DARIEN,2008,1547898,,,
36,36,DEEP RIVER,2008,1616237,,,
37,37,DERBY,2008,6576330,,,
38,38,DURHAM,2008,3788134,,,
39,39,EASTFORD,2008,1063097,,,
40,40,EAST GRANBY,2008,1246305,,,
41,41,EAST HADDAM,2008,3561516,,,
42,42,EAST HAMPTON,2008,7275594,,,
43,43,EAST HARTFORD,2008,39952890,,,
44,44,EAST HAVEN,2008,17973300,,,
45,45,EAST LYME,2008,6801352,,,
46,46,EASTON,2008,568839,,,
47,47,EAST WINDSOR,2008,5251087,,,
48,48,ELLINGTON,2008,9104327,,,
49,49,ENFIELD,2008,27184046,,,
50,50,ESSEX,2008,373273,,,
51,51,FAIRFIELD,2008,3438705,,,
52,52,FARMINGTON,2008,1543116,,,
53,53,FRANKLIN,2008,901415,,,
54,54,GLASTONBURY,2008,5939801,,,
55,55,GOSHEN,2008,208992,,,
56,56,GRANBY,2008,5166931,,,
57,57,GREENWICH,2008,3274561,,,
58,58,GRISWOLD,2008,10282590,,,
59,59,GROTON,2008,24305545,,,
60,60,GUILFORD,2008,2930058,,,
61,61,HADDAM,2008,1655757,,,
62,62,HAMDEN,2008,22060116,,,
63,63,HAMPTON,2008,1281209,,,
64,64,HARTFORD,2008,180052577,,,
65,65,HARTLAND,2008,1293905,,,
66,66,HARWINTON,2008,2613411,,,
67,67,HEBRON,2008,6583267,,,
68,68,KENT,2008,160289,,,
69,69,KILLINGLY,2008,14603097,,,
70,70,KILLINGWORTH,2008,2133589,,,
71,71,LEBANON,2008,5237197,,,
72,72,LEDYARD,2008,11523434,,,
73,73,LISBON,2008,3734902,,,
74,74,LITCHFIELD,2008,1417482,,,
75,75,LYME,2008,139421,,,
76,76,MADISON,2008,1509637,,,
77,77,MANCHESTER,2008,29328640,,,
78,78,MANSFIELD,2008,9646242,,,
79,79,MARLBOROUGH,2008,2992740,,,
80,80,MERIDEN,2008,51516965,,,
81,81,MIDDLEBURY,2008,610587,,,
82,82,MIDDLEFIELD,2008,2011723,,,
83,83,MIDDLETOWN,2008,15950561,,,
84,84,MILFORD,2008,10276359,,,
85,85,MONROE,2008,6295132,,,
86,86,MONTVILLE,2008,12020528,,,
87,87,MORRIS,2008,630244,,,
88,88,NAUGATUCK,2008,27980269,,,
89,89,NEW BRITAIN,2008,70813502,,,
90,90,NEW CANAAN,2008,1432571,,,
91,91,NEW FAIRFIELD,2008,4228049,,,
92,92,NEW HARTFORD,2008,3011400,,,
93,93,NEW HAVEN,2008,136503376,,,
94,94,NEWINGTON,2008,12100206,,,
95,95,NEW LONDON,2008,21973721,,,
96,96,NEW MILFORD,2008,11436386,,,
97,97,NEWTOWN,2008,4128013,,,
98,98,NORFOLK,2008,365339,,,
99,99,NORTH BRANFORD,2008,7775021,,,
100,100,NORTH CANAAN,2008,1977579,,,
101,101,NORTH HAVEN,2008,2665022,,,
102,102,NORTH STONINGTON,2008,2770536,,,
103,103,NORWALK,2008,9669666,,,
104,104,NORWICH,2008,30954543,,,
105,105,OLD LYME,2008,580063,,,
106,106,OLD SAYBROOK,2008,625170,,,
107,107,ORANGE,2008,1011408,,,
108,108,OXFORD,2008,4412702,,,
109,109,PLAINFIELD,2008,14706134,,,
110,110,PLAINVILLE,2008,9733576,,,
111,111,PLYMOUTH,2008,9332636,,,
112,112,POMFRET,2008,2962468,,,
113,113,PORTLAND,2008,4092200,,,
114,114,PRESTON,2008,2928185,,,
115,115,PROSPECT,2008,5095020,,,
116,116,PUTNAM,2008,7731658,,,
117,117,REDDING,2008,658748,,,
118,118,RIDGEFIELD,2008,1976833,,,
119,119,ROCKY HILL,2008,3213819,,,
120,120,ROXBURY,2008,151450,,,
121,121,SALEM,2008,2969056,,,
