"Smarter Balanced Assessments, 2022-23"
"All Districts, ELA and Math, All Grades Combined, High Needs (F/R, EL or SWD)"

"",,,,,,,,"Level 1Not Met",,"Level 2Approaching",,"Level 3Met",,"Level 4Exceeded",,"Level 3&4Met or Exceeded",
,,,"Y",1037,1011,97.5,1007,448,44.5,293,29.1,171,17.0,95,9.4,266,26.4
"Guilford School District","=""0600011""","ELA","N",1052,1048,99.6,1048,35,3.3,149,14.2,399,38.1,465,44.4,864,82.4
,,,"Y",353,347,98.3,347,94,27.1,99,28.5,91,26.2,63,18.2,154,44.4
,,"Math","N",1052,1047,99.5,1047,56,5.3,204,19.5,280,26.7,507,48.4,787,75.2
,,,"Y",353,347,98.3,347,118,34.0,92,26.5,78,22.5,59,17.0,137,39.5
"Hamden School District","=""0620011""","ELA","N",1002,996,99.4,995,145,14.6,208,20.9,324,32.6,318,32.0,642,64.5
,,,"Y",1374,1346,98.0,1344,696,51.8,298,22.2,243,18.1,107,8.0,350,26.0
,,"Math","N",1001,993,99.2,993,176,17.7,221,22.3,262,26.4,334,33.6,596,60.0
,,,"Y",1375,1343,97.7,1343,717,53.4,338,25.2,184,13.7,104,7.7,288,21.4
"Hampton School District","=""0630011""","ELA","N",15,15,"*",15,"*","*","*","*","*","*","*","*","*","*"
,,,"Y",18,18,"*",18,"*","*","*","*","*","*","*","*","*","*"
,,"Math","N",15,15,"*",15,"*","*","*","*","*","*","*","*","*","*"
,,,"Y",18,18,"*",18,"*","*","*","*","*","*","*","*","*","*"
"Hartford School District","=""0640011""","ELA","N",829,821,99.0,821,248,30.2,214,26.1,212,25.8,147,17.9,359,43.7
,,,"Y",6301,6224,98.8,6218,4159,66.9,1170,18.8,697,11.2,192,3.1,889,14.3
,,"Math","N",830,821,98.9,821,320,39.0,214,26.1,141,17.2,146,17.8,287,35.0
,,,"Y",6293,6163,97.9,6158,4357,70.8,1121,18.2,489,7.9,191,3.1,680,11.0
"Hartland School District","=""0650011""","ELA","N",57,57,100.0,57,"*","*","*","*",26,45.6,"*","*","*","*"
,,,"Y",26,25,96.2,25,"*","*","*","*",8,32.0,"*","*","*","*"
,,"Math","N",57,57,100.0,57,"*","*",15,26.3,"*","*","*","*","*","*"
,,,"Y",26,25,96.2,25,"*","*",10,40.0,"*","*","*","*","*","*"
"Hebron School District","=""0670011""","ELA","N",262,261,99.6,261,18,6.9,29,11.1,105,40.2,109,41.8,214,82.0
,,,"Y",87,86,98.9,86,35,40.7,14,16.3,17,19.8,20,23.3,37,43.0
,,"Math","N",262,261,99.6,261,12,4.6,65,24.9,90,34.5,94,36.0,184,70.5
,,,"Y",87,86,98.9,86,19,22.1,37,43.0,17,19.8,13,15.1,30,34.9
"Highville Charter School District","=""2860013""","ELA","N",38,38,100.0,38,18,47.4,"*","*",11,28.9,"*","*","*","*"
,,,"Y",162,162,100.0,162,103,63.6,32,19.8,"*","*","*","*",27,16.7
,,"Math","N",38,38,100.0,38,20,52.6,11,28.9,"*","*","*","*",7,18.4
,,,"Y",162,162,100.0,162,116,71.6,35,21.6,"*","*","*","*",11,6.8
"Integrated Day Charter School District","=""2640013""","ELA","N",95,95,100.0,95,9,9.5,28,29.5,38,40.0,20,21.1,58,61.1
,,,"Y",130,130,100.0,130,34,26.2,37,28.5,41,31.5,18,13.8,59,45.4
,,"Math","N",95,95,100.0,95,12,12.6,37,38.9,24,25.3,22,23.2,46,48.4
,,,"Y",130,129,99.2,129,50,38.8,37,28.7,22,17.1,20,15.5,42,32.6
"Interdistrict School for Arts and Comm District","=""2650013""","ELA","N",56,55,98.2,55,"*","*",16,29.1,30,54.5,"*","*","*","*"
,,,"Y",209,206,98.6,206,"*","*",70,34.0,49,23.8,"*","*","*","*"
,,"Math","N",56,55,98.2,55,9,16.4,23,41.8,16,29.1,7,12.7,23,41.8
,,,"Y",209,202,96.7,201,102,50.7,62,30.8,24,11.9,13,6.5,37,18.4
"Jumoke Academy District","=""2610013""","ELA","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
,,,"Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
,,"Math","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
,,,"Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Kent School District","=""0680011""","ELA","N",79,79,100.0,79,"*","*",10,12.7,29,36.7,"*","*","*","*"
,,,"Y",39,36,92.3,36,"*","*",11,30.6,12,33.3,"*","*","*","*"
,,"Math","N",79,79,100.0,79,"*","*","*","*",24,30.4,35,44.3,59,74.7
,,,"Y",39,36,92.3,36,"*","*",10,27.8,"*","*",11,30.6,"*","*"
"Killingly School District","=""0690011""","ELA","N",378,375,99.2,375,55,14.7,98,26.1,141,37.6,81,21.6,222,59.2
,,,"Y",626,616,98.4,615,258,42.0,172,28.0,141,22.9,44,7.2,185,30.1
,,"Math","N",378,372,98.4,372,75,20.2,144,38.7,87,23.4,66,17.7,153,41.1
,,,"Y",626,609,97.3,609,341,56.0,162,26.6,75,12.3,31,5.1,106,17.4
"Learn","=""2450014""","ELA","N",80,80,100.0,80,8,10.0,14,17.5,23,28.8,35,43.8,58,72.5
,,,"Y",180,178,98.9,178,86,48.3,40,22.5,35,19.7,17,9.6,52,29.2
,,"Math","N",80,80,100.0,80,14,17.5,18,22.5,25,31.3,23,28.8,48,60.0
,,,"Y",180,178,98.9,177,100,56.5,41,23.2,27,15.3,9,5.1,36,20.3
"Lebanon School District","=""0710011""","ELA","N",234,233,99.6,233,24,10.3,36,15.5,82,35.2,91,39.1,173,74.2
,,,"Y",165,162,98.2,162,65,40.1,40,24.7,33,20.4,24,14.8,57,35.2
,,"Math","N",234,233,99.6,233,16,6.9,45,19.3,81,34.8,91,39.1,172,73.8
,,,"Y",164,161,98.2,161,66,41.0,48,29.8,22,13.7,25,15.5,47,29.2
"Ledyard School District","=""0720011""","ELA","N",681,677,99.4,677,134,19.8,179,26.4,217,32.1,147,21.7,364,53.8
,,,"Y",386,378,97.9,378,181,47.9,83,22.0,87,23.0,27,7.1,114,30.2
,,"Math","N",681,676,99.3,676,128,18.9,208,30.8,161,23.8,179,26.5,340,50.3
,,,"Y",387,377,97.4,377,180,47.7,108,28.6,60,15.9,29,7.7,89,23.6
"Lisbon School District","=""0730011""","ELA","N",140,136,97.1,136,19,14.0,35,25.7,45,33.1,37,27.2,82,60.3
,,,"Y",120,113,94.2,113,37,32.7,28,24.8,35,31.0,13,11.5,48,42.5
,,"Math","N",140,136,97.1,136,14,10.3,33,24.3,37,27.2,52,38.2,89,65.4
,,,"Y",120,112,93.3,112,30,26.8,41,36.6,27,24.1,14,12.5,41,36.6
"Litchfield School District","=""0740011""","ELA","N",240,238,99.2,238,9,3.8,37,15.5,94,39.5,98,41.2,192,80.7
,,,"Y",131,131,100.0,131,35,26.7,28,21.4,43,32.8,25,19.1,68,51.9
,,"Math","N",240,238,99.2,238,10,4.2,34,14.3,68,28.6,126,52.9,194,81.5
,,,"Y",131,131,100.0,131,34,26.0,46,35.1,29,22.1,22,16.8,51,38.9
"Madison School District","=""0760011""","ELA","N",842,841,99.9,841,18,2.1,99,11.8,320,38.0,404,48.0,724,86.1
,,,"Y",193,190,98.4,190,43,22.6,63,33.2,57,30.0,27,14.2,84,44.2
,,"Math","N",842,841,99.9,841,14,1.7,97,11.5,252,30.0,478,56.8,730,86.8
,,,"Y",193,189,97.9,189,41,21.7,62,32.8,52,27.5,34,18.0,86,45.5
"Manchester School District","=""0770011""","ELA","N",959,953,99.4,953,265,27.8,217,22.8,283,29.7,188,19.7,471,49.4
,,,"Y",1728,1688,97.7,1688,1043,61.8,351,20.8,211,12.5,83,4.9,294,17.4
,,"Math","N",958,945,98.6,945,281,29.7,281,29.7,218,23.1,165,17.5,383,40.5
,,,"Y",1728,1674,96.9,1674,1102,65.8,347,20.7,151,9.0,74,4.4,225,13.4
"Mansfield School District","=""0780011""","ELA","N",396,390,98.5,389,13,3.3,54,13.9,127,32.6,195,50.1,322,82.8
,,,"Y",244,237,97.1,237,80,33.8,62,26.2,62,26.2,33,13.9,95,40.1
,,"Math","N",396,390,98.5,390,21,5.4,74,19.0,108,27.7,187,47.9,295,75.6
,,,"Y",243,234,96.3,234,95,40.6,61,26.1,41,17.5,37,15.8,78,33.3
"Marlborough School District","=""0790011""","ELA","N",183,183,100.0,183,12,6.6,40,21.9,58,31.7,73,39.9,131,71.6
,,,"Y",60,60,100.0,60,20,33.3,10,16.7,21,35.0,9,15.0,30,50.0
,,"Math","N",183,183,100.0,183,11,6.0,35,19.1,55,30.1,82,44.8,137,74.9
,,,"Y",60,60,100.0,60,15,25.0,13,21.7,18,30.0,14,23.3,32,53.3
"Meriden School District","=""0800011""","ELA","N",642,640,99.7,640,53,8.3,118,18.4,243,38.0,226,35.3,469,73.3
,,,"Y",3382,3335,98.6,3334,1240,37.2,816,24.5,840,25.2,438,13.1,1278,38.3
,,"Math","N",641,639,99.7,639,94,14.7,144,22.5,184,28.8,217,34.0,401,62.8
,,,"Y",3375,3308,98.0,3306,1437,43.5,845,25.6,614,18.6,410,12.4,1024,31.0
"Middletown School District","=""0830011""","ELA","N",904,899,99.4,899,173,19.2,202,22.5,268,29.8,256,28.5,524,58.3
,,,"Y",1112,1107,99.6,1107,548,49.5,258,23.3,209,18.9,92,8.3,301,27.2
,,"Math","N",905,899,99.3,899,254,28.3,249,27.7,211,23.5,185,20.6,396,44.0
,,,"Y",1109,1101,99.3,1099,650,59.1,268,24.4,122,11.1,59,5.4,181,16.5
"Milford School District","=""0840011""","ELA","N",1501,1492,99.4,1492,178,11.9,345,23.1,566,37.9,403,27.0,969,64.9
,,,"Y",833,818,98.2,817,322,39.4,208,25.5,203,24.8,84,10.3,287,35.1
,,"Math","N",1500,1492,99.5,1492,228,15.3,385,25.8,441,29.6,438,29.4,879,58.9
,,,"Y",833,816,98.0,814,355,43.6,229,28.1,142,17.4,88,10.8,230,28.3
"Monroe School District","=""0850011""","ELA","N",1087,1078,99.2,1078,33,3.1,143,13.3,391,36.3,511,47.4,902,83.7
,,,"Y",451,434,96.2,434,119,27.4,115,26.5,125,28.8,75,17.3,200,46.1
,,"Math","N",1087,1077,99.1,1077,61,5.7,201,18.7,368,34.2,447,41.5,815,75.7
,,,"Y",451,430,95.3,430,142,33.0,133,30.9,94,21.9,61,14.2,155,36.0
"Montville School District","=""0860011""","ELA","N",447,447,100.0,447,55,12.3,91,20.4,178,39.8,123,27.5,301,67.3
,,,"Y",498,495,99.4,495,172,34.7,141,28.5,122,24.6,60,12.1,182,36.8
,,"Math","N",447,447,100.0,447,69,15.4,114,25.5,140,31.3,124,27.7,264,59.1
,,,"Y",498,496,99.6,496,207,41.7,133,26.8,84,16.9,72,14.5,156,31.5
"Naugatuck School District","=""0880011""","ELA","N",626,624,99.7,624,95,15.2,148,23.7,218,34.9,163,26.1,381,61.1
,,,"Y",1309,1283,98.0,1283,552,43.0,359,28.0,274,21.4,98,7.6,372,29.0
,,"Math","N",626,624,99.7,624,111,17.8,180,28.8,181,29.0,152,24.4,333,53.4
,,,"Y",1310,1280,97.7,1279,677,52.9,358,28.0,173,13.5,71,5.6,244,19.1
"New Beginnings Inc Family Academy District","=""2800013""","ELA","Y",167,166,99.4,166,85,51.2,44,26.5,27,16.3,10,6.0,37,22.3
,,"Math","Y",167,166,99.4,166,101,60.8,40,24.1,"*","*","*","*",25,15.1
"New Britain School District","=""0890011""","ELA","N",689,687,99.7,686,290,42.3,175,25.5,145,21.1,76,11.1,221,32.2
,,,"Y",3730,3687,98.8,3685,2532,68.7,678,18.4,347,9.4,128,3.5,475,12.9
,,"Math","N",691,685,99.1,684,355,51.9,177,25.9,97,14.2,55,8.0,152,22.2
,,,"Y",3724,3644,97.9,3644,2754,75.6,600,16.5,209,5.7,81,2.2,290,8.0
"New Canaan School District","=""0900011""","ELA","N",1628,1623,99.7,1623,18,1.1,136,8.4,483,29.8,986,60.8,1469,90.5
,,,"Y",307,304,99.0,304,82,27.0,86,28.3,85,28.0,51,16.8,136,44.7
,,"Math","N",1628,1623,99.7,1623,19,1.2,149,9.2,349,21.5,1106,68.1,1455,89.6
,,,"Y",306,302,98.7,302,84,27.8,77,25.5,87,28.8,54,17.9,141,46.7
"New Fairfield School District","=""0910011""","ELA","N",629,629,100.0,629,23,3.7,128,20.3,236,37.5,242,38.5,478,76.0
,,,"Y",312,310,99.4,309,102,33.0,76,24.6,90,29.1,41,13.3,131,42.4
,,"Math","N",629,626,99.5,626,14,2.2,119,19.0,211,33.7,282,45.0,493,78.8
,,,"Y",312,309,99.0,309,97,31.4,77,24.9,71,23.0,64,20.7,135,43.7
"New Hartford School District","=""0920011""","ELA","N",153,152,99.3,152,13,8.6,35,23.0,48,31.6,56,36.8,104,68.4
,,,"Y",92,92,100.0,92,30,32.6,25,27.2,19,20.7,18,19.6,37,40.2
,,"Math","N",153,152,99.3,152,21,13.8,38,25.0,50,32.9,43,28.3,93,61.2
,,,"Y",91,91,100.0,91,31,34.1,32,35.2,20,22.0,8,8.8,28,30.8
"New Haven School District","=""0930011""","ELA","N",1324,1313,99.2,1313,322,24.5,309,23.5,375,28.6,307,23.4,682,51.9
,,,"Y",6815,6710,98.5,6710,4042,60.2,1579,23.5,860,12.8,229,3.4,1089,16.2
,,"Math","N",1324,1312,99.1,1312,473,36.1,367,28.0,216,16.5,256,19.5,472,36.0
,,,"Y",6810,6654,97.7,6652,4778,71.8,1271,19.1,472,7.1,131,2.0,603,9.1
"New London School District","=""0950011""","ELA","N",106,106,100.0,106,21,19.8,20,18.9,32,30.2,33,31.1,65,61.3
,,,"Y",1234,1216,98.5,1216,764,62.8,240,19.7,158,13.0,54,4.4,212,17.4
,,"Math","N",105,105,100.0,105,32,30.5,31,29.5,19,18.1,23,21.9,42,40.0
,,,"Y",1231,1212,98.5,1210,871,72.0,219,18.1,87,7.2,33,2.7,120,9.9
"New Milford School District","=""0960011""","ELA","N",797,784,98.4,784,140,17.9,221,28.2,283,36.1,140,17.9,423,54.0
,,,"Y",787,761,96.7,761,373,49.0,193,25.4,155,20.4,40,5.3,195,25.6
,,"Math","N",796,780,98.0,780,169,21.7,266,34.1,217,27.8,128,16.4,345,44.2
,,,"Y",787,754,95.8,754,381,50.5,232,30.8,97,12.9,44,5.8,141,18.7
"Newington School District","=""0940011""","ELA","N",944,941,99.7,941,102,10.8,228,24.2,334,35.5,277,29.4,611,64.9
,,,"Y",787,777,98.7,777,319,41.1,188,24.2,200,25.7,70,9.0,270,34.7
,,"Math","N",943,940,99.7,939,124,13.2,263,28.0,294,31.3,258,27.5,552,58.8
,,,"Y",787,768,97.6,768,323,42.1,225,29.3,154,20.1,66,8.6,220,28.6
"Newtown School District","=""0970011""","ELA","N",1297,1295,99.8,1295,64,4.9,205,15.8,491,37.9,535,41.3,1026,79.2
,,,"Y",471,461,97.9,461,143,31.0,152,33.0,112,24.3,54,11.7,166,36.0
,,"Math","N",1297,1294,99.8,1294,65,5.0,249,19.2,389,30.1,591,45.7,980,75.7
,,,"Y",471,459,97.5,459,149,32.5,152,33.1,89,19.4,69,15.0,158,34.4
"Norfolk School District","=""0980011""","ELA","N",17,17,"*",17,"*","*","*","*","*","*","*","*","*","*"
,,,"Y",18,18,"*",18,"*","*","*","*","*","*","*","*","*","*"
,,"Math","N",17,17,"*",17,"*","*","*","*","*","*","*","*","*","*"
,,,"Y",18,18,"*",18,"*","*","*","*","*","*","*","*","*","*"
"North Branford School District","=""0990011""","ELA","N",462,458,99.1,458,38,8.3,103,22.5,175,38.2,142,31.0,317,69.2
,,,"Y",252,246,97.6,246,77,31.3,64,26.0,64,26.0,41,16.7,105,42.7
,,"Math","N",462,458,99.1,458,31,6.8,120,26.2,153,33.4,154,33.6,307,67.0
,,,"Y",252,246,97.6,246,80,32.5,72,29.3,58,23.6,36,14.6,94,38.2
"North Canaan School District","=""1000011""","ELA","N",76,76,100.0,76,"*","*","*","*",22,28.9,37,48.7,59,77.6
,,,"Y",70,69,98.6,69,"*","*",20,29.0,20,29.0,"*","*","*","*"
,,"Math","N",76,76,100.0,76,"*","*","*","*",23,30.3,31,40.8,54,71.1
,,,"Y",70,69,98.6,69,"*","*",20,29.0,"*","*",14,20.3,"*","*"
"North Haven School District","=""1010011""","ELA","N",985,974,98.9,974,85,8.7,177,18.2,320,32.9,392,40.2,712,73.1
,,,"Y",482,474,98.3,474,157,33.1,117,24.7,121,25.5,79,16.7,200,42.2
,,"Math","N",985,973,98.8,973,82,8.4,224,23.0,276,28.4,391,40.2,667,68.6
,,,"Y",482,470,97.5,470,160,34.0,134,28.5,101,21.5,75,16.0,176,37.4
"North Stonington School District","=""1020011""","ELA","N",235,223,94.9,223,16,7.2,45,20.2,75,33.6,87,39.0,162,72.6
,,,"Y",113,107,94.7,107,28,26.2,26,24.3,35,32.7,18,16.8,53,49.5
,,"Math","N",235,223,94.9,223,"*","*","*","*",79,35.4,110,49.3,189,84.8
,,,"Y",113,107,94.7,107,"*","*",35,32.7,"*","*",25,23.4,"*","*"
"Norwalk School District","=""1030011""","ELA","N",1667,1658,99.5,1658,224,13.5,366,22.1,586,35.3,482,29.1,1068,64.4
,,,"Y",3241,3217,99.3,3214,1644,51.2,752,23.4,601,18.7,217,6.8,818,25.5
,,"Math","N",1667,1655,99.3,1655,291,17.6,451,27.3,413,25.0,500,30.2,913,55.2
,,,"Y",3240,3205,98.9,3201,1669,52.1,874,27.3,446,13.9,212,6.6,658,20.6
"Norwich School District","=""1040011""","ELA","N",507,505,99.6,505,154,30.5,146,28.9,130,25.7,75,14.9,205,40.6
,,,"Y",1604,1575,98.2,1572,914,58.1,346,22.0,229,14.6,83,5.3,312,19.8
,,"Math","N",507,501,98.8,501,195,38.9,153,30.5,93,18.6,60,12.0,153,30.5
,,,"Y",1605,1563,97.4,1563,1016,65.0,332,21.2,147,9.4,68,4.4,215,13.8
"Odyssey Community School District","=""2630013""","ELA","N",107,106,99.1,106,14,13.2,26,24.5,40,37.7,26,24.5,66,62.3
,,,"Y",111,110,99.1,110,35,31.8,39,35.5,22,20.0,14,12.7,36,32.7
,,"Math","N",107,106,99.1,106,17,16.0,27,25.5,32,30.2,30,28.3,62,58.5
,,,"Y",111,110,99.1,110,34,30.9,34,30.9,28,25.5,14,12.7,42,38.2
"Old Saybrook School District","=""1060011""","ELA","N",273,266,97.4,266,10,3.8,31,11.7,100,37.6,125,47.0,225,84.6
,,,"Y",192,190,99.0,190,56,29.5,55,28.9,54,28.4,25,13.2,79,41.6
,,"Math","N",273,266,97.4,266,21,7.9,53,19.9,80,30.1,112,42.1,192,72.2
,,,"Y",192,189,98.4,189,76,40.2,54,28.6,36,19.0,23,12.2,59,31.2
"Orange School District","=""1070011""","ELA","N",559,557,99.6,557,36,6.5,88,15.8,178,32.0,255,45.8,433,77.7
,,,"Y",161,158,98.1,154,48,31.2,45,29.2,38,24.7,23,14.9,61,39.6
,,"Math","N",559,556,99.5,556,23,4.1,122,21.9,176,31.7,235,42.3,411,73.9
,,,"Y",161,159,98.8,153,54,35.3,43,28.1,39,25.5,17,11.1,56,36.6
"Oxford School District","=""1080011""","ELA","N",550,539,98.0,539,47,8.7,117,21.7,216,40.1,159,29.5,375,69.6
,,,"Y",210,205,97.6,205,73,35.6,55,26.8,58,28.3,19,9.3,77,37.6
,,"Math","N",550,537,97.6,537,65,12.1,159,29.6,159,29.6,154,28.7,313,58.3
,,,"Y",210,204,97.1,204,77,37.7,71,34.8,35,17.2,21,10.3,56,27.5
"Park City Prep Charter School District","=""2830013""","ELA","N",77,77,100.0,77,15,19.5,16,20.8,23,29.9,23,29.9,46,59.7
,,,"Y",296,296,100.0,296,92,31.1,74,25.0,100,33.8,30,10.1,130,43.9
,,"Math","N",76,75,98.7,75,20,26.7,19,25.3,22,29.3,14,18.7,36,48.0
,,,"Y",296,290,98.0,290,110,37.9,88,30.3,59,20.3,33,11.4,92,31.7
"Plainfield School District","=""1090011""","ELA","N",297,297,100.0,297,41,13.8,75,25.3,100,33.7,81,27.3,181,60.9
,,,"Y",559,554,99.1,554,175,31.6,156,28.2,156,28.2,67,12.1,223,40.3
,,"Math","N",297,297,100.0,297,46,15.5,95,32.0,91,30.6,65,21.9,156,52.5
,,,"Y",559,552,98.7,552,227,41.1,182,33.0,95,17.2,48,8.7,143,25.9
"Plainville School District","=""1100011""","ELA","N",511,509,99.6,509,36,7.1,115,22.6,191,37.5,167,32.8,358,70.3
,,,"Y",524,521,99.4,521,186,35.7,152,29.2,113,21.7,70,13.4,183,35.1
,,"Math","N",511,508,99.4,508,39,7.7,140,27.6,165,32.5,164,32.3,329,64.8
,,,"Y",524,520,99.2,520,193,37.1,174,33.5,93,17.9,60,11.5,153,29.4
"Plymouth School District","=""1110011""","ELA","N",249,247,99.2,247,38,15.4,62,25.1,90,36.4,57,23.1,147,59.5
,,,"Y",337,331,98.2,331,126,38.1,90,27.2,82,24.8,33,10.0,115,34.7
,,"Math","N",249,247,99.2,247,27,10.9,80,32.4,87,35.2,53,21.5,140,56.7
,,,"Y",337,329,97.6,329,134,40.7,99,30.1,66,20.1,30,9.1,96,29.2
"Pomfret School District","=""1120011""","ELA","N",174,174,100.0,172,12,7.0,26,15.1,66,38.4,68,39.5,134,77.9
,,,"Y",73,73,100.0,73,13,17.8,22,30.1,22,30.1,16,21.9,38,52.1
,,"Math","N",174,174,100.0,172,7,4.1,28,16.3,69,40.1,68,39.5,137,79.7
,,,"Y",73,73,100.0,73,14,19.2,19,26.0,18,24.7,22,30.1,40,54.8
"Portland School District","=""1130011""","ELA","N",354,353,99.7,353,15,4.2,59,16.7,124,35.1,155,43.9,279,79.0
,,,"Y",269,267,99.3,267,98,36.7,66,24.7,69,25.8,34,12.7,103,38.6
,,"Math","N",354,353,99.7,353,23,6.5,69,19.5,107,30.3,154,43.6,261,73.9
,,,"Y",269,265,98.5,265,110,41.5,79,29.8,49,18.5,27,10.2,76,28.7
"Preston School District","=""1140011""","ELA","N",165,164,99.4,164,19,11.6,27,16.5,58,35.4,60,36.6,118,72.0
,,,"Y",101,101,100.0,100,28,28.0,23,23.0,32,32.0,17,17.0,49,49.0
,,"Math","N",165,165,100.0,165,11,6.7,60,36.4,49,29.7,45,27.3,94,57.0
,,,"Y",101,101,100.0,100,38,38.0,31,31.0,16,16.0,15,15.0,31,31.0
"Putnam School District","=""1160011""","ELA","N",198,196,99.0,196,42,21.4,57,29.1,64,32.7,33,16.8,97,49.5
,,,"Y",321,311,96.9,310,158,51.0,79,25.5,44,14.2,29,9.4,73,23.5
,,"Math","N",198,196,99.0,196,43,21.9,71,36.2,53,27.0,29,14.8,82,41.8
,,,"Y",321,309,96.3,309,159,51.5,85,27.5,47,15.2,18,5.8,65,21.0
"Redding School District","=""1170011""","ELA","N",418,414,99.0,414,20,4.8,59,14.3,147,35.5,188,45.4,335,80.9
,,,"Y",118,114,96.6,114,33,28.9,34,29.8,32,28.1,15,13.2,47,41.2
,,"Math","N",418,414,99.0,414,9,2.2,76,18.4,120,29.0,209,50.5,329,79.5
,,,"Y",118,113,95.8,113,33,29.2,33,29.2,30,26.5,17,15.0,47,41.6
"Regional School District 01","=""2010012""","ELA","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
,,"Math","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Regional School District 04","=""2040012""","ELA","N",144,143,99.3,143,14,9.8,28,19.6,64,44.8,37,25.9,101,70.6
,,,"Y",91,84,92.3,84,32,38.1,20,23.8,22,26.2,10,11.9,32,38.1
,,"Math","N",144,143,99.3,143,12,8.4,49,34.3,39,27.3,43,30.1,82,57.3
,,,"Y",91,87,95.6,86,32,37.2,25,29.1,15,17.4,14,16.3,29,33.7
"Regional School District 05","=""2050012""","ELA","N",535,531,99.3,531,24,4.5,67,12.6,203,38.2,237,44.6,440,82.9
,,,"Y",179,174,97.2,174,36,20.7,39,22.4,67,38.5,32,18.4,99,56.9
,,"Math","N",535,529,98.9,529,36,6.8,86,16.3,132,25.0,275,52.0,407,76.9
,,,"Y",179,171,95.5,171,53,31.0,41,24.0,42,24.6,35,20.5,77,45.0
"Regional School District 06","=""2060012""","ELA","N",197,196,99.5,196,"*","*","*","*",69,35.2,96,49.0,165,84.2
,,,"Y",109,107,98.2,107,"*","*",35,32.7,33,30.8,"*","*","*","*"
,,"Math","N",197,196,99.5,196,6,3.1,22,11.2,58,29.6,110,56.1,168,85.7
,,,"Y",109,105,96.3,105,28,26.7,29,27.6,34,32.4,14,13.3,48,45.7
"Regional School District 07","=""2070012""","ELA","N",156,155,99.4,155,"*","*","*","*",75,48.4,46,29.7,121,78.1
,,,"Y",106,100,94.3,100,"*","*",31,31.0,38,38.0,"*","*","*","*"
,,"Math","N",156,155,99.4,155,6,3.9,31,20.0,49,31.6,69,44.5,118,76.1
,,,"Y",106,101,95.3,101,31,30.7,29,28.7,22,21.8,19,18.8,41,40.6
"Regional School District 08","=""2080012""","ELA","N",266,264,99.2,264,28,10.6,70,26.5,121,45.8,45,17.0,166,62.9
,,,"Y",105,102,97.1,102,38,37.3,27,26.5,28,27.5,9,8.8,37,36.3
,,"Math","N",266,264,99.2,264,30,11.4,74,28.0,95,36.0,65,24.6,160,60.6
,,,"Y",105,102,97.1,102,41,40.2,31,30.4,17,16.7,13,12.7,30,29.4
"Regional School District 10","=""2100012""","ELA","N",688,683,99.3,683,46,6.7,138,20.2,259,37.9,240,35.1,499,73.1
,,,"Y",283,279,98.6,279,81,29.0,80,28.7,78,28.0,40,14.3,118,42.3
,,"Math","N",688,682,99.1,682,44,6.5,179,26.2,225,33.0,234,34.3,459,67.3
,,,"Y",284,279,98.2,279,92,33.0,79,28.3,68,24.4,40,14.3,108,38.7
"Regional School District 11","=""2110012""","ELA","N",56,56,100.0,56,6,10.7,12,21.4,28,50.0,10,17.9,38,67.9
,,,"Y",44,42,95.5,42,6,14.3,16,38.1,14,33.3,6,14.3,20,47.6
,,"Math","N",55,55,100.0,55,10,18.2,19,34.5,19,34.5,7,12.7,26,47.3
,,,"Y",44,42,95.5,42,15,35.7,13,31.0,6,14.3,8,19.0,14,33.3
"Regional School District 12","=""2120012""","ELA","N",186,185,99.5,185,"*","*","*","*",73,39.5,85,45.9,158,85.4
,,,"Y",98,97,99.0,97,"*","*",22,22.7,36,37.1,"*","*","*","*"
,,"Math","N",186,185,99.5,185,12,6.5,40,21.6,47,25.4,86,46.5,133,71.9
,,,"Y",98,96,98.0,96,23,24.0,33,34.4,22,22.9,18,18.8,40,41.7
"Regional School District 13","=""2130012""","ELA","N",412,410,99.5,410,30,7.3,70,17.1,164,40.0,146,35.6,310,75.6
,,,"Y",217,213,98.2,213,84,39.4,56,26.3,51,23.9,22,10.3,73,34.3
,,"Math","N",412,408,99.0,408,23,5.6,107,26.2,132,32.4,146,35.8,278,68.1
,,,"Y",217,210,96.8,210,108,51.4,50,23.8,40,19.0,12,5.7,52,24.8
"Regional School District 14","=""2140012""","ELA","N",359,358,99.7,358,27,7.5,70,19.6,132,36.9,129,36.0,261,72.9
,,,"Y",243,237,97.5,237,91,38.4,52,21.9,57,24.1,37,15.6,94,39.7
,,"Math","N",359,357,99.4,357,22,6.2,90,25.2,108,30.3,137,38.4,245,68.6
,,,"Y",243,236,97.1,236,89,37.7,62,26.3,46,19.5,39,16.5,85,36.0
"Regional School District 15","=""2150012""","ELA","N",1164,1163,99.9,1163,102,8.8,264,22.7,426,36.6,371,31.9,797,68.5
,,,"Y",440,433,98.4,433,156,36.0,128,29.6,109,25.2,40,9.2,149,34.4
,,"Math","N",1164,1160,99.7,1160,72,6.2,266,22.9,372,32.1,450,38.8,822,70.9
,,,"Y",440,432,98.2,432,152,35.2,138,31.9,86,19.9,56,13.0,142,32.9
