"Smarter Balanced Assessments, 2015-16"
"All Districts, ELA and Math, All Grades Combined, High Needs (F/R, EL or SWD)"

"",,,,,,,,"Level 1Not Met",,"Level 2Approaching",,"Level 3Met",,"Level 4Exceeded",,"Level 3&4Met or Exceeded",
"Hartland School District","=""0650011""","ELA","N",96,96,100.0,96,"*","*",16,16.7,44,45.8,"*","*","*","*"
,,,"Y",30,30,100.0,30,"*","*",10,33.3,7,23.3,"*","*","*","*"
,,"Math","N",96,96,100.0,96,8,8.3,28,29.2,"*","*","*","*","*","*"
,,,"Y",30,29,96.7,29,14,48.3,10,34.5,"*","*","*","*","*","*"
"Hebron School District","=""0670011""","ELA","N",352,352,100.0,352,29,8.2,67,19.0,154,43.8,102,29.0,256,72.7
,,,"Y",85,85,100.0,85,39,45.9,23,27.1,12,14.1,11,12.9,23,27.1
,,"Math","N",352,352,100.0,352,21,6.0,96,27.3,161,45.7,74,21.0,235,66.8
,,,"Y",85,85,100.0,85,35,41.2,28,32.9,16,18.8,6,7.1,22,25.9
"Highville Charter School District","=""2860013""","ELA","N",77,77,100.0,77,30,39.0,23,29.9,13,16.9,11,14.3,24,31.2
,,,"Y",154,154,100.0,154,51,33.1,50,32.5,44,28.6,9,5.8,53,34.4
,,"Math","N",77,77,100.0,77,34,44.2,22,28.6,"*","*","*","*",21,27.3
,,,"Y",154,154,100.0,154,68,44.2,61,39.6,"*","*","*","*",25,16.2
"Integrated Day Charter School District","=""2640013""","ELA","N",117,117,100.0,115,23,20.0,27,23.5,48,41.7,17,14.8,65,56.5
,,,"Y",82,82,100.0,81,27,33.3,22,27.2,23,28.4,9,11.1,32,39.5
,,"Math","N",117,113,96.6,112,33,29.5,40,35.7,28,25.0,11,9.8,39,34.8
,,,"Y",82,80,97.6,80,36,45.0,25,31.3,10,12.5,9,11.3,19,23.8
"Interdistrict School for Arts and Comm District","=""2650013""","ELA","N",64,64,100.0,64,12,18.8,16,25.0,27,42.2,9,14.1,36,56.3
,,,"Y",198,195,98.5,195,77,39.5,70,35.9,41,21.0,7,3.6,48,24.6
,,"Math","N",64,64,100.0,64,26,40.6,21,32.8,"*","*","*","*",17,26.6
,,,"Y",198,194,98.0,194,131,67.5,55,28.4,"*","*","*","*",8,4.1
"Jumoke Academy District","=""2610013""","ELA","N",132,132,100.0,132,25,18.9,38,28.8,43,32.6,26,19.7,69,52.3
,,,"Y",287,286,99.7,286,112,39.2,82,28.7,70,24.5,22,7.7,92,32.2
,,"Math","N",132,132,100.0,132,43,32.6,49,37.1,25,18.9,15,11.4,40,30.3
,,,"Y",287,287,100.0,287,150,52.3,92,32.1,38,13.2,7,2.4,45,15.7
"Kent School District","=""0680011""","ELA","N",128,121,94.5,121,"*","*","*","*",47,38.8,"*","*","*","*"
,,,"Y",30,30,100.0,30,"*","*","*","*",10,33.3,"*","*","*","*"
,,"Math","N",128,121,94.5,121,"*","*",26,21.5,52,43.0,"*","*","*","*"
,,,"Y",30,30,100.0,30,"*","*",9,30.0,8,26.7,"*","*","*","*"
"Killingly School District","=""0690011""","ELA","N",462,457,98.9,457,33,7.2,91,19.9,201,44.0,132,28.9,333,72.9
,,,"Y",550,525,95.5,525,127,24.2,158,30.1,174,33.1,66,12.6,240,45.7
,,"Math","N",462,456,98.7,456,73,16.0,173,37.9,145,31.8,65,14.3,210,46.1
,,,"Y",550,525,95.5,525,207,39.4,182,34.7,108,20.6,28,5.3,136,25.9
"Learn","=""2450014""","ELA","N",165,165,100.0,165,16,9.7,30,18.2,58,35.2,61,37.0,119,72.1
,,,"Y",253,248,98.0,248,83,33.5,74,29.8,60,24.2,31,12.5,91,36.7
,,"Math","N",165,165,100.0,165,35,21.2,57,34.5,41,24.8,32,19.4,73,44.2
,,,"Y",253,248,98.0,248,123,49.6,77,31.0,36,14.5,12,4.8,48,19.4
"Lebanon School District","=""0710011""","ELA","N",310,297,95.8,297,10,3.4,51,17.2,120,40.4,116,39.1,236,79.5
,,,"Y",148,142,95.9,142,41,28.9,45,31.7,28,19.7,28,19.7,56,39.4
,,"Math","N",310,297,95.8,297,17,5.7,72,24.2,120,40.4,88,29.6,208,70.0
,,,"Y",148,142,95.9,142,50,35.2,48,33.8,31,21.8,13,9.2,44,31.0
"Ledyard School District","=""0720011""","ELA","N",681,680,99.9,680,71,10.4,138,20.3,258,37.9,213,31.3,471,69.3
,,,"Y",329,324,98.5,323,122,37.8,82,25.4,92,28.5,27,8.4,119,36.8
,,"Math","N",681,680,99.9,680,62,9.1,235,34.6,213,31.3,170,25.0,383,56.3
,,,"Y",329,324,98.5,322,122,37.9,110,34.2,65,20.2,25,7.8,90,28.0
"Lisbon School District","=""0730011""","ELA","N",175,173,98.9,173,13,7.5,37,21.4,71,41.0,52,30.1,123,71.1
,,,"Y",77,76,98.7,76,19,25.0,26,34.2,14,18.4,17,22.4,31,40.8
,,"Math","N",175,173,98.9,173,"*","*",65,37.6,61,35.3,"*","*","*","*"
,,,"Y",77,76,98.7,76,32,42.1,29,38.2,"*","*","*","*",15,19.7
"Litchfield School District","=""0740011""","ELA","N",329,324,98.5,324,7,2.2,36,11.1,117,36.1,164,50.6,281,86.7
,,,"Y",108,108,100.0,108,28,25.9,26,24.1,32,29.6,22,20.4,54,50.0
,,"Math","N",329,324,98.5,324,10,3.1,62,19.1,101,31.2,151,46.6,252,77.8
,,,"Y",108,108,100.0,108,30,27.8,36,33.3,20,18.5,22,20.4,42,38.9
"Madison School District","=""0760011""","ELA","N",1112,1015,91.3,1015,63,6.2,160,15.8,398,39.2,394,38.8,792,78.0
,,,"Y",221,196,88.7,196,65,33.2,62,31.6,49,25.0,20,10.2,69,35.2
,,"Math","N",1112,1010,90.8,1010,58,5.7,241,23.9,366,36.2,345,34.2,711,70.4
,,,"Y",221,194,87.8,194,78,40.2,64,33.0,31,16.0,21,10.8,52,26.8
"Manchester School District","=""0770011""","ELA","N",979,970,99.1,970,149,15.4,220,22.7,334,34.4,267,27.5,601,62.0
,,,"Y",1699,1674,98.5,1673,827,49.4,381,22.8,340,20.3,125,7.5,465,27.8
,,"Math","N",979,969,99.0,969,177,18.3,316,32.6,280,28.9,196,20.2,476,49.1
,,,"Y",1699,1672,98.4,1671,912,54.6,452,27.0,227,13.6,80,4.8,307,18.4
"Mansfield School District","=""0780011""","ELA","N",535,495,92.5,495,12,2.4,38,7.7,165,33.3,280,56.6,445,89.9
,,,"Y",280,265,94.6,265,60,22.6,59,22.3,76,28.7,70,26.4,146,55.1
,,"Math","N",536,496,92.5,496,11,2.2,83,16.7,146,29.4,256,51.6,402,81.0
,,,"Y",280,265,94.6,265,57,21.5,73,27.5,73,27.5,62,23.4,135,50.9
"Marlborough School District","=""0790011""","ELA","N",288,287,99.7,287,15,5.2,41,14.3,91,31.7,140,48.8,231,80.5
,,,"Y",53,53,100.0,53,16,30.2,18,34.0,10,18.9,9,17.0,19,35.8
,,"Math","N",288,286,99.3,286,"*","*","*","*",92,32.2,138,48.3,230,80.4
,,,"Y",53,53,100.0,53,"*","*",14,26.4,15,28.3,"*","*","*","*"
"Meriden School District","=""0800011""","ELA","N",929,925,99.6,925,115,12.4,205,22.2,360,38.9,245,26.5,605,65.4
,,,"Y",2485,2468,99.3,2468,1079,43.7,632,25.6,557,22.6,200,8.1,757,30.7
,,"Math","N",929,918,98.8,918,189,20.6,332,36.2,240,26.1,157,17.1,397,43.2
,,,"Y",2481,2436,98.2,2435,1276,52.4,697,28.6,328,13.5,134,5.5,462,19.0
"Middletown School District","=""0830011""","ELA","N",1050,1050,100.0,1048,101,9.6,189,18.0,414,39.5,344,32.8,758,72.3
,,,"Y",1042,1040,99.8,1040,441,42.4,273,26.3,238,22.9,88,8.5,326,31.3
,,"Math","N",1050,1048,99.8,1048,160,15.3,279,26.6,322,30.7,287,27.4,609,58.1
,,,"Y",1041,1036,99.5,1035,525,50.7,315,30.4,145,14.0,50,4.8,195,18.8
"Milford School District","=""0840011""","ELA","N",1904,1868,98.1,1868,110,5.9,360,19.3,758,40.6,640,34.3,1398,74.8
,,,"Y",848,829,97.8,829,251,30.3,247,29.8,239,28.8,92,11.1,331,39.9
,,"Math","N",1904,1862,97.8,1862,168,9.0,528,28.4,624,33.5,542,29.1,1166,62.6
,,,"Y",847,827,97.6,827,327,39.5,279,33.7,157,19.0,64,7.7,221,26.7
"Monroe School District","=""0850011""","ELA","N",1197,1187,99.2,1187,30,2.5,142,12.0,444,37.4,571,48.1,1015,85.5
,,,"Y",251,249,99.2,249,71,28.5,66,26.5,72,28.9,40,16.1,112,45.0
,,"Math","N",1197,1186,99.1,1186,57,4.8,258,21.8,418,35.2,453,38.2,871,73.4
,,,"Y",252,250,99.2,250,100,40.0,62,24.8,51,20.4,37,14.8,88,35.2
"Montville School District","=""0860011""","ELA","N",552,550,99.6,550,31,5.6,111,20.2,212,38.5,196,35.6,408,74.2
,,,"Y",496,494,99.6,494,130,26.3,141,28.5,150,30.4,73,14.8,223,45.1
,,"Math","N",552,550,99.6,550,51,9.3,170,30.9,180,32.7,149,27.1,329,59.8
,,,"Y",495,493,99.6,493,167,33.9,170,34.5,116,23.5,40,8.1,156,31.6
"Naugatuck School District","=""0880011""","ELA","N",842,841,99.9,841,89,10.6,206,24.5,318,37.8,228,27.1,546,64.9
,,,"Y",1116,1110,99.5,1110,413,37.2,303,27.3,274,24.7,120,10.8,394,35.5
,,"Math","N",842,841,99.9,841,165,19.6,291,34.6,247,29.4,138,16.4,385,45.8
,,,"Y",1116,1110,99.5,1110,514,46.3,354,31.9,169,15.2,73,6.6,242,21.8
"New Beginnings Inc Family Academy District","=""2800013""","ELA","N",19,19,"*",19,"*","*","*","*","*","*","*","*","*","*"
,,,"Y",218,218,100.0,218,"*","*","*","*","*","*","*","*","*","*"
,,"Math","N",19,19,"*",19,"*","*","*","*","*","*","*","*","*","*"
,,,"Y",218,218,100.0,218,"*","*","*","*","*","*","*","*","*","*"
"New Britain School District","=""0890011""","ELA","N",614,611,99.5,611,166,27.2,160,26.2,180,29.5,105,17.2,285,46.6
,,,"Y",3739,3721,99.5,3720,2227,59.9,818,22.0,494,13.3,181,4.9,675,18.1
,,"Math","N",613,610,99.5,609,225,36.9,214,35.1,120,19.7,50,8.2,170,27.9
,,,"Y",3721,3694,99.3,3693,2480,67.2,840,22.7,289,7.8,84,2.3,373,10.1
"New Canaan School District","=""0900011""","ELA","N",1815,1806,99.5,1806,40,2.2,170,9.4,592,32.8,1004,55.6,1596,88.4
,,,"Y",216,210,97.2,210,53,25.2,73,34.8,67,31.9,17,8.1,84,40.0
,,"Math","N",1817,1808,99.5,1808,20,1.1,255,14.1,526,29.1,1007,55.7,1533,84.8
,,,"Y",216,209,96.8,209,67,32.1,80,38.3,34,16.3,28,13.4,62,29.7
"New Fairfield School District","=""0910011""","ELA","N",876,812,92.7,812,44,5.4,129,15.9,299,36.8,340,41.9,639,78.7
,,,"Y",195,173,88.7,173,51,29.5,51,29.5,48,27.7,23,13.3,71,41.0
,,"Math","N",876,806,92.0,806,59,7.3,207,25.7,267,33.1,273,33.9,540,67.0
,,,"Y",195,166,85.1,165,58,35.2,50,30.3,39,23.6,18,10.9,57,34.5
"New Hartford School District","=""0920011""","ELA","N",235,229,97.4,229,14,6.1,46,20.1,66,28.8,103,45.0,169,73.8
,,,"Y",60,54,90.0,54,11,20.4,15,27.8,18,33.3,10,18.5,28,51.9
,,"Math","N",235,229,97.4,229,"*","*",65,28.4,88,38.4,"*","*","*","*"
,,,"Y",60,54,90.0,54,19,35.2,23,42.6,"*","*","*","*",12,22.2
"New Haven School District","=""0930011""","ELA","N",2719,2686,98.8,2684,551,20.5,693,25.8,875,32.6,565,21.1,1440,53.7
,,,"Y",6344,6285,99.1,6276,3128,49.8,1712,27.3,1148,18.3,288,4.6,1436,22.9
,,"Math","N",2720,2682,98.6,2680,840,31.3,923,34.4,538,20.1,379,14.1,917,34.2
,,,"Y",6349,6275,98.8,6263,3690,58.9,1837,29.3,594,9.5,142,2.3,736,11.8
"New London School District","=""0950011""","ELA","N",190,188,98.9,188,36,19.1,51,27.1,53,28.2,48,25.5,101,53.7
,,,"Y",1263,1253,99.2,1251,627,50.1,314,25.1,231,18.5,79,6.3,310,24.8
,,"Math","N",191,189,99.0,189,45,23.8,60,31.7,51,27.0,33,17.5,84,44.4
,,,"Y",1263,1249,98.9,1245,711,57.1,363,29.2,134,10.8,37,3.0,171,13.7
"New Milford School District","=""0960011""","ELA","N",1327,1254,94.5,1254,176,14.0,281,22.4,457,36.4,340,27.1,797,63.6
,,,"Y",650,614,94.5,614,235,38.3,177,28.8,161,26.2,41,6.7,202,32.9
,,"Math","N",1327,1234,93.0,1234,159,12.9,376,30.5,393,31.8,306,24.8,699,56.6
,,,"Y",650,601,92.5,601,264,43.9,179,29.8,121,20.1,37,6.2,158,26.3
"Newington School District","=""0940011""","ELA","N",1309,1304,99.6,1304,141,10.8,285,21.9,492,37.7,386,29.6,878,67.3
,,,"Y",592,591,99.8,591,211,35.7,165,27.9,149,25.2,66,11.2,215,36.4
,,"Math","N",1309,1302,99.5,1302,161,12.4,368,28.3,422,32.4,351,27.0,773,59.4
,,,"Y",591,590,99.8,590,209,35.4,194,32.9,133,22.5,54,9.2,187,31.7
"Newtown School District","=""0970011""","ELA","N",1743,1736,99.6,1736,73,4.2,264,15.2,694,40.0,705,40.6,1399,80.6
,,,"Y",339,329,97.1,329,89,27.1,87,26.4,101,30.7,52,15.8,153,46.5
,,"Math","N",1743,1734,99.5,1734,62,3.6,344,19.8,549,31.7,779,44.9,1328,76.6
,,,"Y",339,328,96.8,328,103,31.4,94,28.7,82,25.0,49,14.9,131,39.9
"Norfolk School District","=""0980011""","ELA","N",40,40,100.0,40,"*","*","*","*","*","*","*","*","*","*"
,,,"Y",17,17,"*",17,"*","*","*","*","*","*","*","*","*","*"
,,"Math","N",40,40,100.0,40,"*","*","*","*","*","*","*","*","*","*"
,,,"Y",17,17,"*",17,"*","*","*","*","*","*","*","*","*","*"
"North Branford School District","=""0990011""","ELA","N",627,599,95.5,599,52,8.7,136,22.7,219,36.6,192,32.1,411,68.6
,,,"Y",250,243,97.2,243,81,33.3,66,27.2,65,26.7,31,12.8,96,39.5
,,"Math","N",627,599,95.5,599,82,13.7,185,30.9,189,31.6,143,23.9,332,55.4
,,,"Y",250,243,97.2,243,84,34.6,96,39.5,47,19.3,16,6.6,63,25.9
"North Canaan School District","=""1000011""","ELA","N",100,99,99.0,99,8,8.1,22,22.2,41,41.4,28,28.3,69,69.7
,,,"Y",57,56,98.2,56,21,37.5,13,23.2,10,17.9,12,21.4,22,39.3
,,"Math","N",100,99,99.0,99,12,12.1,32,32.3,39,39.4,16,16.2,55,55.6
,,,"Y",57,56,98.2,56,19,33.9,16,28.6,14,25.0,7,12.5,21,37.5
"North Haven School District","=""1010011""","ELA","N",1115,1089,97.7,1089,51,4.7,160,14.7,406,37.3,472,43.3,878,80.6
,,,"Y",366,355,97.0,355,102,28.7,104,29.3,95,26.8,54,15.2,149,42.0
,,"Math","N",1115,1086,97.4,1086,59,5.4,286,26.3,345,31.8,396,36.5,741,68.2
,,,"Y",366,354,96.7,354,122,34.5,108,30.5,76,21.5,48,13.6,124,35.0
"North Stonington School District","=""1020011""","ELA","N",274,272,99.3,272,14,5.1,33,12.1,109,40.1,116,42.6,225,82.7
,,,"Y",66,66,100.0,66,14,21.2,17,25.8,21,31.8,14,21.2,35,53.0
,,"Math","N",274,272,99.3,272,15,5.5,56,20.6,78,28.7,123,45.2,201,73.9
,,,"Y",66,65,98.5,65,14,21.5,19,29.2,16,24.6,16,24.6,32,49.2
"Norwalk School District","=""1030011""","ELA","N",1973,1954,99.0,1953,162,8.3,421,21.6,682,34.9,688,35.2,1370,70.1
,,,"Y",3109,3091,99.4,3081,1218,39.5,865,28.1,723,23.5,275,8.9,998,32.4
,,"Math","N",1972,1951,98.9,1950,292,15.0,600,30.8,545,27.9,513,26.3,1058,54.3
,,,"Y",3107,3081,99.2,3077,1490,48.4,942,30.6,481,15.6,164,5.3,645,21.0
"Norwich School District","=""1040011""","ELA","N",420,414,98.6,414,78,18.8,100,24.2,144,34.8,92,22.2,236,57.0
,,,"Y",1786,1753,98.2,1751,817,46.7,450,25.7,358,20.4,126,7.2,484,27.6
,,"Math","N",420,414,98.6,414,93,22.5,163,39.4,108,26.1,50,12.1,158,38.2
,,,"Y",1782,1749,98.1,1747,907,51.9,543,31.1,207,11.8,90,5.2,297,17.0
"Odyssey Community School District","=""2630013""","ELA","N",139,138,99.3,138,17,12.3,32,23.2,57,41.3,32,23.2,89,64.5
,,,"Y",77,77,100.0,77,25,32.5,21,27.3,21,27.3,10,13.0,31,40.3
,,"Math","N",139,138,99.3,138,"*","*",46,33.3,40,29.0,"*","*","*","*"
,,,"Y",77,77,100.0,77,36,46.8,20,26.0,"*","*","*","*",21,27.3
"Old Saybrook School District","=""1060011""","ELA","N",438,432,98.6,432,16,3.7,73,16.9,180,41.7,163,37.7,343,79.4
,,,"Y",179,178,99.4,178,46,25.8,49,27.5,61,34.3,22,12.4,83,46.6
,,"Math","N",438,432,98.6,432,26,6.0,132,30.6,138,31.9,136,31.5,274,63.4
,,,"Y",179,176,98.3,176,57,32.4,62,35.2,39,22.2,18,10.2,57,32.4
"Orange School District","=""1070011""","ELA","N",632,626,99.1,626,28,4.5,74,11.8,217,34.7,307,49.0,524,83.7
,,,"Y",102,94,92.2,94,33,35.1,28,29.8,22,23.4,11,11.7,33,35.1
,,"Math","N",632,626,99.1,626,25,4.0,129,20.6,250,39.9,222,35.5,472,75.4
,,,"Y",102,93,91.2,93,30,32.3,39,41.9,18,19.4,6,6.5,24,25.8
"Oxford School District","=""1080011""","ELA","N",769,758,98.6,758,43,5.7,167,22.0,307,40.5,241,31.8,548,72.3
,,,"Y",194,191,98.5,191,76,39.8,55,28.8,40,20.9,20,10.5,60,31.4
,,"Math","N",769,758,98.6,758,74,9.8,235,31.0,258,34.0,191,25.2,449,59.2
,,,"Y",194,189,97.4,189,84,44.4,51,27.0,37,19.6,17,9.0,54,28.6
"Park City Prep Charter School District","=""2830013""","ELA","N",78,78,100.0,78,16,20.5,18,23.1,30,38.5,14,17.9,44,56.4
,,,"Y",270,268,99.3,268,98,36.6,76,28.4,69,25.7,25,9.3,94,35.1
,,"Math","N",78,78,100.0,78,23,29.5,25,32.1,20,25.6,10,12.8,30,38.5
,,,"Y",270,268,99.3,268,126,47.0,96,35.8,29,10.8,17,6.3,46,17.2
"Plainfield School District","=""1090011""","ELA","N",430,429,99.8,429,31,7.2,88,20.5,176,41.0,134,31.2,310,72.3
,,,"Y",598,588,98.3,588,156,26.5,160,27.2,181,30.8,91,15.5,272,46.3
,,"Math","N",430,429,99.8,429,49,11.4,146,34.0,144,33.6,90,21.0,234,54.5
,,,"Y",598,588,98.3,588,172,29.3,220,37.4,144,24.5,52,8.8,196,33.3
"Plainville School District","=""1100011""","ELA","N",599,598,99.8,598,54,9.0,123,20.6,247,41.3,174,29.1,421,70.4
,,,"Y",444,444,100.0,444,145,32.7,116,26.1,131,29.5,52,11.7,183,41.2
,,"Math","N",600,599,99.8,599,78,13.0,207,34.6,182,30.4,132,22.0,314,52.4
,,,"Y",444,443,99.8,443,165,37.2,143,32.3,96,21.7,39,8.8,135,30.5
"Plymouth School District","=""1110011""","ELA","N",398,394,99.0,394,45,11.4,87,22.1,150,38.1,112,28.4,262,66.5
,,,"Y",266,263,98.9,263,96,36.5,67,25.5,62,23.6,38,14.4,100,38.0
,,"Math","N",398,394,99.0,394,44,11.2,130,33.0,127,32.2,93,23.6,220,55.8
,,,"Y",266,263,98.9,263,106,40.3,81,30.8,50,19.0,26,9.9,76,28.9
"Pomfret School District","=""1120011""","ELA","N",200,200,100.0,198,7,3.5,31,15.7,72,36.4,88,44.4,160,80.8
,,,"Y",78,78,100.0,77,16,20.8,23,29.9,25,32.5,13,16.9,38,49.4
,,"Math","N",200,200,100.0,198,10,5.1,44,22.2,64,32.3,80,40.4,144,72.7
,,,"Y",78,78,100.0,77,18,23.4,32,41.6,15,19.5,12,15.6,27,35.1
"Portland School District","=""1130011""","ELA","N",470,459,97.7,459,10,2.2,61,13.3,159,34.6,229,49.9,388,84.5
,,,"Y",174,170,97.7,170,37,21.8,45,26.5,56,32.9,32,18.8,88,51.8
,,"Math","N",470,459,97.7,459,19,4.1,101,22.0,162,35.3,177,38.6,339,73.9
,,,"Y",174,170,97.7,170,57,33.5,55,32.4,37,21.8,21,12.4,58,34.1
"Preston School District","=""1140011""","ELA","N",185,177,95.7,177,10,5.6,31,17.5,74,41.8,62,35.0,136,76.8
,,,"Y",96,92,95.8,92,23,25.0,26,28.3,26,28.3,17,18.5,43,46.7
,,"Math","N",185,177,95.7,177,6,3.4,55,31.1,59,33.3,57,32.2,116,65.5
,,,"Y",96,91,94.8,91,28,30.8,31,34.1,19,20.9,13,14.3,32,35.2
"Putnam School District","=""1160011""","ELA","N",197,197,100.0,196,16,8.2,40,20.4,81,41.3,59,30.1,140,71.4
,,,"Y",340,326,95.9,326,131,40.2,79,24.2,79,24.2,37,11.3,116,35.6
,,"Math","N",197,196,99.5,195,30,15.4,66,33.8,54,27.7,45,23.1,99,50.8
,,,"Y",339,325,95.9,325,141,43.4,94,28.9,64,19.7,26,8.0,90,27.7
"Redding School District","=""1170011""","ELA","N",556,552,99.3,552,17,3.1,62,11.2,200,36.2,273,49.5,473,85.7
,,,"Y",106,102,96.2,102,28,27.5,29,28.4,28,27.5,17,16.7,45,44.1
,,"Math","N",556,552,99.3,552,24,4.3,85,15.4,175,31.7,268,48.6,443,80.3
,,,"Y",106,102,96.2,102,27,26.5,34,33.3,26,25.5,15,14.7,41,40.2
"Regional School District 01","=""2010012""","ELA","Y",6,6,"*",6,"*","*","*","*","*","*","*","*","*","*"
,,"Math","Y",6,6,"*",6,"*","*","*","*","*","*","*","*","*","*"
"Regional School District 04","=""2040012""","ELA","N",229,227,99.1,227,12,5.3,39,17.2,110,48.5,66,29.1,176,77.5
,,,"Y",82,81,98.8,81,26,32.1,23,28.4,24,29.6,8,9.9,32,39.5
,,"Math","N",229,227,99.1,227,25,11.0,57,25.1,76,33.5,69,30.4,145,63.9
,,,"Y",82,81,98.8,81,36,44.4,23,28.4,14,17.3,8,9.9,22,27.2
"Regional School District 05","=""2050012""","ELA","N",638,625,98.0,625,16,2.6,65,10.4,282,45.1,262,41.9,544,87.0
,,,"Y",118,113,95.8,113,39,34.5,40,35.4,24,21.2,10,8.8,34,30.1
,,"Math","N",638,625,98.0,625,21,3.4,128,20.5,183,29.3,293,46.9,476,76.2
,,,"Y",118,113,95.8,113,49,43.4,38,33.6,15,13.3,11,9.7,26,23.0
"Regional School District 06","=""2060012""","ELA","N",241,230,95.4,230,16,7.0,35,15.2,100,43.5,79,34.3,179,77.8
,,,"Y",90,83,92.2,83,28,33.7,18,21.7,24,28.9,13,15.7,37,44.6
,,"Math","N",241,230,95.4,230,25,10.9,73,31.7,82,35.7,50,21.7,132,57.4
,,,"Y",90,83,92.2,83,37,44.6,21,25.3,15,18.1,10,12.0,25,30.1
"Regional School District 07","=""2070012""","ELA","N",266,255,95.9,255,"*","*",41,16.1,125,49.0,"*","*","*","*"
,,,"Y",59,57,96.6,57,22,38.6,"*","*",16,28.1,"*","*","*","*"
,,"Math","N",266,255,95.9,255,9,3.5,54,21.2,103,40.4,89,34.9,192,75.3
,,,"Y",59,57,96.6,57,30,52.6,11,19.3,10,17.5,6,10.5,16,28.1
"Regional School District 08","=""2080012""","ELA","N",466,461,98.9,458,17,3.7,80,17.5,239,52.2,122,26.6,361,78.8
,,,"Y",101,100,99.0,100,31,31.0,33,33.0,25,25.0,11,11.0,36,36.0
,,"Math","N",466,460,98.7,457,32,7.0,125,27.4,146,31.9,154,33.7,300,65.6
,,,"Y",101,101,100.0,101,43,42.6,30,29.7,16,15.8,12,11.9,28,27.7
"Regional School District 10","=""2100012""","ELA","N",964,957,99.3,957,61,6.4,180,18.8,359,37.5,357,37.3,716,74.8
,,,"Y",171,161,94.2,161,47,29.2,48,29.8,44,27.3,22,13.7,66,41.0
,,"Math","N",963,956,99.3,956,90,9.4,258,27.0,281,29.4,327,34.2,608,63.6
,,,"Y",171,161,94.2,161,68,42.2,44,27.3,27,16.8,22,13.7,49,30.4
"Regional School District 11","=""2110012""","ELA","N",55,55,100.0,55,"*","*",9,16.4,34,61.8,"*","*","*","*"
,,,"Y",36,35,97.2,35,"*","*",11,31.4,13,37.1,"*","*","*","*"
,,"Math","N",55,55,100.0,55,"*","*",25,45.5,13,23.6,"*","*","*","*"
,,,"Y",36,34,94.4,34,15,44.1,9,26.5,"*","*","*","*",10,29.4
"Regional School District 12","=""2120012""","ELA","N",240,239,99.6,239,9,3.8,26,10.9,100,41.8,104,43.5,204,85.4
,,,"Y",71,71,100.0,71,16,22.5,22,31.0,24,33.8,9,12.7,33,46.5
,,"Math","N",240,238,99.2,238,"*","*","*","*",96,40.3,88,37.0,184,77.3
,,,"Y",71,71,100.0,71,"*","*",23,32.4,17,23.9,"*","*","*","*"
"Regional School District 13","=""2130012""","ELA","N",657,653,99.4,653,34,5.2,127,19.4,263,40.3,229,35.1,492,75.3
,,,"Y",170,165,97.1,165,54,32.7,57,34.5,45,27.3,9,5.5,54,32.7
,,"Math","N",657,652,99.2,652,64,9.8,192,29.4,216,33.1,180,27.6,396,60.7
,,,"Y",170,165,97.1,165,71,43.0,63,38.2,23,13.9,8,4.8,31,18.8
"Regional School District 14","=""2140012""","ELA","N",499,496,99.4,496,35,7.1,111,22.4,185,37.3,165,33.3,350,70.6
,,,"Y",165,164,99.4,164,55,33.5,43,26.2,47,28.7,19,11.6,66,40.2
,,"Math","N",499,495,99.2,495,56,11.3,169,34.1,170,34.3,100,20.2,270,54.5
,,,"Y",165,164,99.4,164,65,39.6,64,39.0,28,17.1,7,4.3,35,21.3
"Regional School District 15","=""2150012""","ELA","N",1486,1471,99.0,1471,37,2.5,172,11.7,545,37.0,717,48.7,1262,85.8
,,,"Y",335,325,97.0,325,88,27.1,107,32.9,93,28.6,37,11.4,130,40.0
,,"Math","N",1486,1471,99.0,1471,63,4.3,333,22.6,485,33.0,590,40.1,1075,73.1
,,,"Y",335,322,96.1,322,118,36.6,113,35.1,62,19.3,29,9.0,91,28.3
"Regional School District 16","=""2160012""","ELA","N",782,734,93.9,734,47,6.4,141,19.2,285,38.8,261,35.6,546,74.4
,,,"Y",287,266,92.7,266,80,30.1,87,32.7,74,27.8,25,9.4,99,37.2
,,"Math","N",782,731,93.5,731,70,9.6,193,26.4,256,35.0,212,29.0,468,64.0
,,,"Y",287,265,92.3,264,88,33.3,109,41.3,46,17.4,21,8.0,67,25.4
"Regional School District 17","=""2170012""","ELA","N",808,804,99.5,804,38,4.7,99,12.3,286,35.6,381,47.4,667,83.0
,,,"Y",254,251,98.8,251,62,24.7,82,32.7,75,29.9,32,12.7,107,42.6
,,"Math","N",808,802,99.3,802,46,5.7,194,24.2,256,31.9,306,38.2,562,70.1
,,,"Y",253,248,98.0,248,77,31.0,96,38.7,47,19.0,28,11.3,75,30.2
"Regional School District 18","=""2180012""","ELA","N",504,498,98.8,498,11,2.2,52,10.4,199,40.0,236,47.4,435,87.3
,,,"Y",103,102,99.0,102,25,24.5,29,28.4,29,28.4,19,18.6,48,47.1
,,"Math","N",504,498,98.8,498,11,2.2,77,15.5,159,31.9,251,50.4,410,82.3
,,,"Y",103,102,99.0,102,20,19.6,40,39.2,26,25.5,16,15.7,42,41.2
"Ridgefield School District","=""1180011""","ELA","N",2090,2040,97.6,2040,48,2.4,196,9.6,688,33.7,1108,54.3,1796,88.0
,,,"Y",293,283,96.6,283,94,33.2,72,25.4,75,26.5,42,14.8,117,41.3
