"Smarter Balanced Assessments, 2016-17"
"All Districts, ELA and Math, All Grades Combined, High Needs (F/R, EL or SWD)"

"",,,,,,,,"Level 1Not Met",,"Level 2Approaching",,"Level 3Met",,"Level 4Exceeded",,"Level 3&4Met or Exceeded",
,,,"Y",21,21,100.0,21,"*","*","*","*","*","*","*","*","*","*"
"Hartford School District","=""0640011""","ELA","N",1199,1192,99.4,1192,301,25.3,275,23.1,377,31.6,239,20.1,616,51.7
,,,"Y",7857,7764,98.8,7761,4659,60.0,1755,22.6,1063,13.7,284,3.7,1347,17.4
,,"Math","N",1199,1190,99.2,1190,343,28.8,373,31.3,250,21.0,224,18.8,474,39.8
,,,"Y",7854,7635,97.2,7631,4954,64.9,1781,23.3,658,8.6,238,3.1,896,11.7
"Hartland School District","=""0650011""","ELA","N",99,99,100.0,99,"*","*",8,8.1,55,55.6,"*","*","*","*"
,,,"Y",30,30,100.0,30,"*","*",10,33.3,8,26.7,"*","*","*","*"
,,"Math","N",99,99,100.0,99,6,6.1,29,29.3,"*","*","*","*","*","*"
,,,"Y",29,29,100.0,28,12,42.9,13,46.4,"*","*","*","*","*","*"
"Hebron School District","=""0670011""","ELA","N",314,312,99.4,312,25,8.0,58,18.6,139,44.6,90,28.8,229,73.4
,,,"Y",89,89,100.0,89,35,39.3,20,22.5,24,27.0,10,11.2,34,38.2
,,"Math","N",314,312,99.4,312,13,4.2,63,20.2,124,39.7,112,35.9,236,75.6
,,,"Y",89,89,100.0,89,29,32.6,37,41.6,14,15.7,9,10.1,23,25.8
"Highville Charter School District","=""2860013""","ELA","N",57,57,100.0,57,"*","*",21,36.8,20,35.1,"*","*","*","*"
,,,"Y",156,156,100.0,156,73,46.8,47,30.1,"*","*","*","*",36,23.1
,,"Math","N",57,57,100.0,57,22,38.6,22,38.6,"*","*","*","*",13,22.8
,,,"Y",156,156,100.0,156,80,51.3,42,26.9,"*","*","*","*",34,21.8
"Integrated Day Charter School District","=""2640013""","ELA","N",112,112,100.0,111,17,15.3,21,18.9,42,37.8,31,27.9,73,65.8
,,,"Y",83,83,100.0,82,17,20.7,27,32.9,29,35.4,9,11.0,38,46.3
,,"Math","N",111,109,98.2,109,27,24.8,35,32.1,28,25.7,19,17.4,47,43.1
,,,"Y",83,81,97.6,81,35,43.2,21,25.9,18,22.2,7,8.6,25,30.9
"Interdistrict School for Arts and Comm District","=""2650013""","ELA","N",58,58,100.0,58,13,22.4,19,32.8,20,34.5,6,10.3,26,44.8
,,,"Y",204,204,100.0,204,77,37.7,68,33.3,50,24.5,9,4.4,59,28.9
,,"Math","N",58,58,100.0,58,24,41.4,20,34.5,"*","*","*","*",14,24.1
,,,"Y",204,204,100.0,204,125,61.3,63,30.9,"*","*","*","*",16,7.8
"Jumoke Academy District","=""2610013""","ELA","N",201,200,99.5,200,61,30.5,61,30.5,49,24.5,29,14.5,78,39.0
,,,"Y",215,212,98.6,212,93,43.9,63,29.7,46,21.7,10,4.7,56,26.4
,,"Math","N",201,200,99.5,200,77,38.5,66,33.0,38,19.0,19,9.5,57,28.5
,,,"Y",215,209,97.2,209,111,53.1,63,30.1,29,13.9,6,2.9,35,16.7
"Kent School District","=""0680011""","ELA","N",131,127,96.9,127,"*","*",16,12.6,49,38.6,"*","*","*","*"
,,,"Y",33,32,97.0,32,"*","*",8,25.0,12,37.5,"*","*","*","*"
,,"Math","N",131,127,96.9,127,"*","*","*","*",47,37.0,48,37.8,95,74.8
,,,"Y",33,32,97.0,32,"*","*",13,40.6,"*","*",0,0.0,"*","*"
"Killingly School District","=""0690011""","ELA","N",490,486,99.2,486,55,11.3,104,21.4,213,43.8,114,23.5,327,67.3
,,,"Y",513,505,98.4,505,162,32.1,154,30.5,143,28.3,46,9.1,189,37.4
,,"Math","N",490,485,99.0,485,97,20.0,204,42.1,128,26.4,56,11.5,184,37.9
,,,"Y",512,502,98.0,502,225,44.8,173,34.5,76,15.1,28,5.6,104,20.7
"Learn","=""2450014""","ELA","N",183,181,98.9,181,25,13.8,35,19.3,72,39.8,49,27.1,121,66.9
,,,"Y",304,301,99.0,299,128,42.8,71,23.7,71,23.7,29,9.7,100,33.4
,,"Math","N",183,181,98.9,181,32,17.7,61,33.7,50,27.6,38,21.0,88,48.6
,,,"Y",304,299,98.4,294,144,49.0,97,33.0,43,14.6,10,3.4,53,18.0
"Lebanon School District","=""0710011""","ELA","N",288,269,93.4,269,20,7.4,49,18.2,96,35.7,104,38.7,200,74.3
,,,"Y",144,139,96.5,139,45,32.4,33,23.7,45,32.4,16,11.5,61,43.9
,,"Math","N",289,270,93.4,270,17,6.3,80,29.6,85,31.5,88,32.6,173,64.1
,,,"Y",144,137,95.1,137,52,38.0,44,32.1,25,18.2,16,11.7,41,29.9
"Ledyard School District","=""0720011""","ELA","N",688,685,99.6,685,92,13.4,145,21.2,266,38.8,182,26.6,448,65.4
,,,"Y",345,342,99.1,340,129,37.9,99,29.1,80,23.5,32,9.4,112,32.9
,,"Math","N",688,683,99.3,683,102,14.9,225,32.9,186,27.2,170,24.9,356,52.1
,,,"Y",342,337,98.5,335,140,41.8,105,31.3,61,18.2,29,8.7,90,26.9
"Lisbon School District","=""0730011""","ELA","N",176,176,100.0,175,16,9.1,33,18.9,80,45.7,46,26.3,126,72.0
,,,"Y",90,89,98.9,88,29,33.0,22,25.0,24,27.3,13,14.8,37,42.0
,,"Math","N",176,176,100.0,175,"*","*",60,34.3,51,29.1,"*","*","*","*"
,,,"Y",90,89,98.9,88,37,42.0,32,36.4,"*","*","*","*",19,21.6
"Litchfield School District","=""0740011""","ELA","N",305,299,98.0,299,8,2.7,33,11.0,110,36.8,148,49.5,258,86.3
,,,"Y",104,104,100.0,104,34,32.7,31,29.8,24,23.1,15,14.4,39,37.5
,,"Math","N",306,301,98.4,301,10,3.3,50,16.6,90,29.9,151,50.2,241,80.1
,,,"Y",104,103,99.0,103,26,25.2,40,38.8,24,23.3,13,12.6,37,35.9
"Madison School District","=""0760011""","ELA","N",1055,959,90.9,959,84,8.8,170,17.7,345,36.0,360,37.5,705,73.5
,,,"Y",220,192,87.3,192,76,39.6,51,26.6,46,24.0,19,9.9,65,33.9
,,"Math","N",1055,949,90.0,949,69,7.3,214,22.6,321,33.8,345,36.4,666,70.2
,,,"Y",220,192,87.3,192,76,39.6,68,35.4,34,17.7,14,7.3,48,25.0
"Manchester School District","=""0770011""","ELA","N",1081,1066,98.6,1066,213,20.0,239,22.4,404,37.9,210,19.7,614,57.6
,,,"Y",1666,1623,97.4,1622,894,55.1,367,22.6,268,16.5,93,5.7,361,22.3
,,"Math","N",1081,1063,98.3,1063,218,20.5,317,29.8,304,28.6,224,21.1,528,49.7
,,,"Y",1665,1604,96.3,1604,898,56.0,421,26.2,208,13.0,77,4.8,285,17.8
"Mansfield School District","=""0780011""","ELA","N",526,498,94.7,498,17,3.4,52,10.4,163,32.7,266,53.4,429,86.1
,,,"Y",262,255,97.3,255,62,24.3,62,24.3,80,31.4,51,20.0,131,51.4
,,"Math","N",526,498,94.7,498,14,2.8,87,17.5,129,25.9,268,53.8,397,79.7
,,,"Y",262,254,96.9,254,55,21.7,77,30.3,65,25.6,57,22.4,122,48.0
"Marlborough School District","=""0790011""","ELA","N",276,275,99.6,275,15,5.5,41,14.9,94,34.2,125,45.5,219,79.6
,,,"Y",54,54,100.0,54,18,33.3,18,33.3,11,20.4,7,13.0,18,33.3
,,"Math","N",276,275,99.6,275,11,4.0,59,21.5,86,31.3,119,43.3,205,74.5
,,,"Y",54,54,100.0,54,15,27.8,18,33.3,12,22.2,9,16.7,21,38.9
"Meriden School District","=""0800011""","ELA","N",861,855,99.3,855,129,15.1,187,21.9,285,33.3,254,29.7,539,63.0
,,,"Y",2617,2587,98.9,2587,1171,45.3,650,25.1,537,20.8,229,8.9,766,29.6
,,"Math","N",860,853,99.2,853,150,17.6,260,30.5,269,31.5,174,20.4,443,51.9
,,,"Y",2616,2574,98.4,2572,1250,48.6,749,29.1,406,15.8,167,6.5,573,22.3
"Middletown School District","=""0830011""","ELA","N",1067,1066,99.9,1066,102,9.6,236,22.1,384,36.0,344,32.3,728,68.3
,,,"Y",1040,1037,99.7,1037,482,46.5,265,25.6,205,19.8,85,8.2,290,28.0
,,"Math","N",1065,1062,99.7,1062,157,14.8,291,27.4,301,28.3,313,29.5,614,57.8
,,,"Y",1040,1035,99.5,1034,517,50.0,316,30.6,151,14.6,50,4.8,201,19.4
"Milford School District","=""0840011""","ELA","N",1896,1862,98.2,1862,113,6.1,347,18.6,821,44.1,581,31.2,1402,75.3
,,,"Y",799,778,97.4,778,226,29.0,245,31.5,218,28.0,89,11.4,307,39.5
,,"Math","N",1897,1849,97.5,1849,157,8.5,450,24.3,579,31.3,663,35.9,1242,67.2
,,,"Y",799,775,97.0,774,271,35.0,272,35.1,139,18.0,92,11.9,231,29.8
"Monroe School District","=""0850011""","ELA","N",1211,1203,99.3,1203,32,2.7,138,11.5,443,36.8,590,49.0,1033,85.9
,,,"Y",262,254,96.9,254,63,24.8,59,23.2,95,37.4,37,14.6,132,52.0
,,"Math","N",1211,1201,99.2,1201,39,3.2,251,20.9,394,32.8,517,43.0,911,75.9
,,,"Y",262,254,96.9,254,88,34.6,72,28.3,60,23.6,34,13.4,94,37.0
"Montville School District","=""0860011""","ELA","N",553,549,99.3,549,41,7.5,110,20.0,207,37.7,191,34.8,398,72.5
,,,"Y",494,494,100.0,494,127,25.7,148,30.0,146,29.6,73,14.8,219,44.3
,,"Math","N",553,548,99.1,548,51,9.3,148,27.0,200,36.5,149,27.2,349,63.7
,,,"Y",494,494,100.0,494,150,30.4,154,31.2,134,27.1,56,11.3,190,38.5
"Naugatuck School District","=""0880011""","ELA","N",856,852,99.5,852,105,12.3,179,21.0,337,39.6,231,27.1,568,66.7
,,,"Y",1075,1069,99.4,1068,435,40.7,283,26.5,251,23.5,99,9.3,350,32.8
,,"Math","N",856,853,99.6,853,124,14.5,236,27.7,248,29.1,245,28.7,493,57.8
,,,"Y",1075,1064,99.0,1064,441,41.4,327,30.7,195,18.3,101,9.5,296,27.8
"New Beginnings Inc Family Academy District","=""2800013""","ELA","N",8,8,"*",8,"*","*","*","*","*","*","*","*","*","*"
,,,"Y",236,236,100.0,236,"*","*","*","*","*","*","*","*","*","*"
,,"Math","N",8,8,"*",8,"*","*","*","*","*","*","*","*","*","*"
,,,"Y",236,236,100.0,236,"*","*","*","*","*","*","*","*","*","*"
"New Britain School District","=""0890011""","ELA","N",554,544,98.2,544,169,31.1,144,26.5,140,25.7,91,16.7,231,42.5
,,,"Y",3943,3912,99.2,3912,2451,62.7,827,21.1,462,11.8,172,4.4,634,16.2
,,"Math","N",554,539,97.3,539,192,35.6,188,34.9,106,19.7,53,9.8,159,29.5
,,,"Y",3945,3904,99.0,3899,2626,67.4,891,22.9,295,7.6,87,2.2,382,9.8
"New Canaan School District","=""0900011""","ELA","N",1794,1785,99.5,1785,14,0.8,102,5.7,571,32.0,1098,61.5,1669,93.5
,,,"Y",234,231,98.7,230,46,20.0,81,35.2,67,29.1,36,15.7,103,44.8
,,"Math","N",1794,1782,99.3,1782,11,0.6,149,8.4,372,20.9,1250,70.1,1622,91.0
,,,"Y",234,230,98.3,230,53,23.0,87,37.8,52,22.6,38,16.5,90,39.1
"New Fairfield School District","=""0910011""","ELA","N",850,814,95.8,814,40,4.9,135,16.6,363,44.6,276,33.9,639,78.5
,,,"Y",164,156,95.1,156,61,39.1,38,24.4,40,25.6,17,10.9,57,36.5
,,"Math","N",850,811,95.4,811,55,6.8,187,23.1,270,33.3,299,36.9,569,70.2
,,,"Y",164,154,93.9,154,56,36.4,48,31.2,27,17.5,23,14.9,50,32.5
"New Hartford School District","=""0920011""","ELA","N",222,217,97.7,217,30,13.8,39,18.0,80,36.9,68,31.3,148,68.2
,,,"Y",56,54,96.4,54,19,35.2,16,29.6,13,24.1,6,11.1,19,35.2
,,"Math","N",222,217,97.7,217,"*","*",69,31.8,73,33.6,"*","*","*","*"
,,,"Y",56,54,96.4,54,22,40.7,17,31.5,"*","*","*","*",15,27.8
"New Haven School District","=""0930011""","ELA","N",2540,2517,99.1,2515,518,20.6,635,25.2,822,32.7,540,21.5,1362,54.2
,,,"Y",6779,6732,99.3,6730,3313,49.2,1872,27.8,1215,18.1,330,4.9,1545,23.0
,,"Math","N",2540,2510,98.8,2509,764,30.5,747,29.8,532,21.2,466,18.6,998,39.8
,,,"Y",6779,6710,99.0,6708,3913,58.3,1880,28.0,710,10.6,205,3.1,915,13.6
"New London School District","=""0950011""","ELA","N",159,157,98.7,156,31,19.9,37,23.7,53,34.0,35,22.4,88,56.4
,,,"Y",1420,1403,98.8,1400,732,52.3,330,23.6,233,16.6,105,7.5,338,24.1
,,"Math","N",159,157,98.7,157,42,26.8,45,28.7,39,24.8,31,19.7,70,44.6
,,,"Y",1416,1397,98.7,1395,784,56.2,408,29.2,147,10.5,56,4.0,203,14.6
"New Milford School District","=""0960011""","ELA","N",1268,1232,97.2,1231,166,13.5,308,25.0,457,37.1,300,24.4,757,61.5
,,,"Y",643,620,96.4,620,253,40.8,181,29.2,140,22.6,46,7.4,186,30.0
,,"Math","N",1268,1214,95.7,1214,148,12.2,379,31.2,373,30.7,314,25.9,687,56.6
,,,"Y",643,614,95.5,614,251,40.9,189,30.8,130,21.2,44,7.2,174,28.3
"Newington School District","=""0940011""","ELA","N",1289,1286,99.8,1286,163,12.7,298,23.2,494,38.4,331,25.7,825,64.2
,,,"Y",620,616,99.4,615,246,40.0,171,27.8,149,24.2,49,8.0,198,32.2
,,"Math","N",1289,1285,99.7,1285,136,10.6,394,30.7,423,32.9,332,25.8,755,58.8
,,,"Y",621,614,98.9,612,217,35.5,206,33.7,128,20.9,61,10.0,189,30.9
"Newtown School District","=""0970011""","ELA","N",1612,1598,99.1,1598,69,4.3,277,17.3,670,41.9,582,36.4,1252,78.3
,,,"Y",360,355,98.6,355,122,34.4,114,32.1,85,23.9,34,9.6,119,33.5
,,"Math","N",1612,1596,99.0,1596,48,3.0,330,20.7,507,31.8,711,44.5,1218,76.3
,,,"Y",360,354,98.3,354,126,35.6,114,32.2,74,20.9,40,11.3,114,32.2
"Norfolk School District","=""0980011""","ELA","N",29,29,100.0,29,"*","*","*","*","*","*","*","*","*","*"
,,,"Y",23,23,100.0,23,"*","*","*","*","*","*","*","*","*","*"
,,"Math","N",29,29,100.0,29,"*","*",14,48.3,"*","*","*","*","*","*"
,,,"Y",23,23,100.0,23,"*","*",6,26.1,"*","*","*","*","*","*"
"North Branford School District","=""0990011""","ELA","N",606,589,97.2,589,63,10.7,129,21.9,238,40.4,159,27.0,397,67.4
,,,"Y",234,224,95.7,224,72,32.1,63,28.1,70,31.3,19,8.5,89,39.7
,,"Math","N",606,589,97.2,589,67,11.4,180,30.6,179,30.4,163,27.7,342,58.1
,,,"Y",233,222,95.3,222,91,41.0,74,33.3,35,15.8,22,9.9,57,25.7
"North Canaan School District","=""1000011""","ELA","N",111,111,100.0,111,7,6.3,22,19.8,44,39.6,38,34.2,82,73.9
,,,"Y",59,59,100.0,59,24,40.7,12,20.3,14,23.7,9,15.3,23,39.0
,,"Math","N",111,111,100.0,111,10,9.0,37,33.3,41,36.9,23,20.7,64,57.7
,,,"Y",59,59,100.0,59,26,44.1,16,27.1,9,15.3,8,13.6,17,28.8
"North Haven School District","=""1010011""","ELA","N",1101,1085,98.5,1085,65,6.0,170,15.7,418,38.5,432,39.8,850,78.3
,,,"Y",332,324,97.6,324,107,33.0,93,28.7,75,23.1,49,15.1,124,38.3
,,"Math","N",1101,1083,98.4,1083,68,6.3,244,22.5,340,31.4,431,39.8,771,71.2
,,,"Y",330,320,97.0,320,111,34.7,105,32.8,60,18.8,44,13.8,104,32.5
"North Stonington School District","=""1020011""","ELA","N",294,293,99.7,293,18,6.1,40,13.7,124,42.3,111,37.9,235,80.2
,,,"Y",50,49,98.0,49,11,22.4,9,18.4,18,36.7,11,22.4,29,59.2
,,"Math","N",294,293,99.7,293,15,5.1,57,19.5,91,31.1,130,44.4,221,75.4
,,,"Y",50,49,98.0,49,10,20.4,16,32.7,11,22.4,12,24.5,23,46.9
"Norwalk School District","=""1030011""","ELA","N",1969,1954,99.2,1954,150,7.7,402,20.6,716,36.6,686,35.1,1402,71.8
,,,"Y",3198,3173,99.2,3171,1185,37.4,910,28.7,794,25.0,282,8.9,1076,33.9
,,"Math","N",1969,1954,99.2,1954,249,12.7,525,26.9,539,27.6,641,32.8,1180,60.4
,,,"Y",3195,3166,99.1,3161,1365,43.2,967,30.6,574,18.2,255,8.1,829,26.2
"Norwich School District","=""1040011""","ELA","N",385,382,99.2,382,53,13.9,97,25.4,141,36.9,91,23.8,232,60.7
,,,"Y",1800,1789,99.4,1788,805,45.0,492,27.5,334,18.7,157,8.8,491,27.5
,,"Math","N",385,382,99.2,382,70,18.3,138,36.1,92,24.1,82,21.5,174,45.5
,,,"Y",1801,1785,99.1,1782,917,51.5,506,28.4,235,13.2,124,7.0,359,20.1
"Odyssey Community School District","=""2630013""","ELA","N",138,138,100.0,138,"*","*",35,25.4,52,37.7,"*","*","*","*"
,,,"Y",74,74,100.0,74,25,33.8,26,35.1,"*","*","*","*",23,31.1
,,"Math","N",138,138,100.0,138,"*","*",41,29.7,37,26.8,"*","*","*","*"
,,,"Y",74,74,100.0,74,33,44.6,23,31.1,"*","*","*","*",18,24.3
"Old Saybrook School District","=""1060011""","ELA","N",408,399,97.8,399,11,2.8,79,19.8,171,42.9,138,34.6,309,77.4
,,,"Y",151,146,96.7,146,39,26.7,40,27.4,49,33.6,18,12.3,67,45.9
,,"Math","N",408,399,97.8,399,26,6.5,97,24.3,148,37.1,128,32.1,276,69.2
,,,"Y",151,146,96.7,146,47,32.2,51,34.9,33,22.6,15,10.3,48,32.9
"Orange School District","=""1070011""","ELA","N",564,561,99.5,561,"*","*",77,13.7,174,31.0,"*","*","*","*"
,,,"Y",110,104,94.5,104,45,43.3,30,28.8,"*","*","*","*",29,27.9
,,"Math","N",564,561,99.5,561,15,2.7,108,19.3,195,34.8,243,43.3,438,78.1
,,,"Y",110,104,94.5,104,46,44.2,34,32.7,16,15.4,8,7.7,24,23.1
"Oxford School District","=""1080011""","ELA","N",739,735,99.5,735,53,7.2,167,22.7,310,42.2,205,27.9,515,70.1
,,,"Y",183,180,98.4,180,66,36.7,51,28.3,42,23.3,21,11.7,63,35.0
,,"Math","N",739,732,99.1,732,66,9.0,218,29.8,259,35.4,189,25.8,448,61.2
,,,"Y",183,179,97.8,179,71,39.7,67,37.4,31,17.3,10,5.6,41,22.9
"Park City Prep Charter School District","=""2830013""","ELA","N",75,75,100.0,75,14,18.7,26,34.7,28,37.3,7,9.3,35,46.7
,,,"Y",268,267,99.6,267,104,39.0,69,25.8,72,27.0,22,8.2,94,35.2
,,"Math","N",75,74,98.7,74,33,44.6,21,28.4,14,18.9,6,8.1,20,27.0
,,,"Y",268,264,98.5,264,141,53.4,83,31.4,28,10.6,12,4.5,40,15.2
"Plainfield School District","=""1090011""","ELA","N",480,479,99.8,479,37,7.7,97,20.3,195,40.7,150,31.3,345,72.0
,,,"Y",543,531,97.8,530,143,27.0,150,28.3,178,33.6,59,11.1,237,44.7
,,"Math","N",480,479,99.8,479,36,7.5,163,34.0,154,32.2,126,26.3,280,58.5
,,,"Y",543,531,97.8,529,159,30.1,203,38.4,118,22.3,49,9.3,167,31.6
"Plainville School District","=""1100011""","ELA","N",648,644,99.4,644,57,8.9,156,24.2,266,41.3,165,25.6,431,66.9
,,,"Y",410,407,99.3,407,129,31.7,120,29.5,110,27.0,48,11.8,158,38.8
,,"Math","N",648,644,99.4,644,80,12.4,202,31.4,217,33.7,145,22.5,362,56.2
,,,"Y",409,405,99.0,405,164,40.5,127,31.4,75,18.5,39,9.6,114,28.1
"Plymouth School District","=""1110011""","ELA","N",400,398,99.5,398,41,10.3,96,24.1,155,38.9,106,26.6,261,65.6
,,,"Y",270,269,99.6,269,91,33.8,69,25.7,68,25.3,41,15.2,109,40.5
,,"Math","N",400,398,99.5,398,38,9.5,118,29.6,143,35.9,99,24.9,242,60.8
,,,"Y",271,270,99.6,270,93,34.4,82,30.4,64,23.7,31,11.5,95,35.2
"Pomfret School District","=""1120011""","ELA","N",195,194,99.5,190,11,5.8,42,22.1,78,41.1,59,31.1,137,72.1
,,,"Y",61,60,98.4,57,20,35.1,15,26.3,13,22.8,9,15.8,22,38.6
,,"Math","N",195,194,99.5,190,"*","*",46,24.2,61,32.1,"*","*","*","*"
,,,"Y",61,61,100.0,57,18,31.6,20,35.1,"*","*","*","*",19,33.3
"Portland School District","=""1130011""","ELA","N",455,444,97.6,444,17,3.8,65,14.6,179,40.3,183,41.2,362,81.5
,,,"Y",172,169,98.3,169,44,26.0,41,24.3,57,33.7,27,16.0,84,49.7
,,"Math","N",455,443,97.4,443,22,5.0,99,22.3,145,32.7,177,40.0,322,72.7
,,,"Y",172,168,97.7,168,45,26.8,62,36.9,37,22.0,24,14.3,61,36.3
"Preston School District","=""1140011""","ELA","N",183,181,98.9,181,8,4.4,31,17.1,89,49.2,53,29.3,142,78.5
,,,"Y",99,99,100.0,98,29,29.6,27,27.6,26,26.5,16,16.3,42,42.9
,,"Math","N",184,182,98.9,182,14,7.7,56,30.8,63,34.6,49,26.9,112,61.5
,,,"Y",99,99,100.0,98,35,35.7,32,32.7,19,19.4,12,12.2,31,31.6
"Putnam School District","=""1160011""","ELA","N",198,198,100.0,198,17,8.6,42,21.2,74,37.4,65,32.8,139,70.2
,,,"Y",344,341,99.1,338,115,34.0,87,25.7,100,29.6,36,10.7,136,40.2
,,"Math","N",197,193,98.0,193,27,14.0,62,32.1,58,30.1,46,23.8,104,53.9
,,,"Y",344,333,96.8,332,135,40.7,102,30.7,63,19.0,32,9.6,95,28.6
"Redding School District","=""1170011""","ELA","N",538,536,99.6,536,12,2.2,82,15.3,199,37.1,243,45.3,442,82.5
,,,"Y",93,91,97.8,91,28,30.8,27,29.7,22,24.2,14,15.4,36,39.6
,,"Math","N",538,536,99.6,536,21,3.9,79,14.7,172,32.1,264,49.3,436,81.3
,,,"Y",93,91,97.8,91,25,27.5,29,31.9,27,29.7,10,11.0,37,40.7
"Regional School District 01","=""2010012""","ELA","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
,,"Math","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Regional School District 04","=""2040012""","ELA","N",252,251,99.6,251,"*","*","*","*",115,45.8,89,35.5,204,81.3
,,,"Y",80,78,97.5,78,"*","*",32,41.0,21,26.9,"*","*","*","*"
,,"Math","N",252,248,98.4,248,19,7.7,66,26.6,66,26.6,97,39.1,163,65.7
,,,"Y",80,76,95.0,76,29,38.2,19,25.0,14,18.4,14,18.4,28,36.8
"Regional School District 05","=""2050012""","ELA","N",650,637,98.0,637,11,1.7,81,12.7,278,43.6,267,41.9,545,85.6
,,,"Y",125,122,97.6,122,31,25.4,40,32.8,38,31.1,13,10.7,51,41.8
,,"Math","N",650,638,98.2,637,20,3.1,116,18.2,170,26.7,331,52.0,501,78.6
,,,"Y",125,122,97.6,122,47,38.5,38,31.1,26,21.3,11,9.0,37,30.3
"Regional School District 06","=""2060012""","ELA","N",225,210,93.3,210,11,5.2,31,14.8,89,42.4,79,37.6,168,80.0
,,,"Y",89,80,89.9,80,26,32.5,25,31.3,19,23.8,10,12.5,29,36.3
,,"Math","N",225,209,92.9,209,14,6.7,58,27.8,85,40.7,52,24.9,137,65.6
,,,"Y",89,79,88.8,79,35,44.3,22,27.8,14,17.7,8,10.1,22,27.8
"Regional School District 07","=""2070012""","ELA","N",268,262,97.8,262,15,5.7,33,12.6,138,52.7,76,29.0,214,81.7
,,,"Y",76,74,97.4,74,34,45.9,21,28.4,13,17.6,6,8.1,19,25.7
,,"Math","N",268,262,97.8,262,23,8.8,69,26.3,92,35.1,78,29.8,170,64.9
,,,"Y",76,74,97.4,74,35,47.3,22,29.7,11,14.9,6,8.1,17,23.0
"Regional School District 08","=""2080012""","ELA","N",416,413,99.3,413,17,4.1,90,21.8,211,51.1,95,23.0,306,74.1
,,,"Y",99,93,93.9,93,36,38.7,23,24.7,26,28.0,8,8.6,34,36.6
,,"Math","N",416,412,99.0,412,18,4.4,95,23.1,130,31.6,169,41.0,299,72.6
,,,"Y",99,93,93.9,93,43,46.2,21,22.6,13,14.0,16,17.2,29,31.2
"Regional School District 10","=""2100012""","ELA","N",960,955,99.5,955,44,4.6,174,18.2,376,39.4,361,37.8,737,77.2
,,,"Y",177,172,97.2,172,60,34.9,49,28.5,39,22.7,24,14.0,63,36.6
,,"Math","N",960,953,99.3,953,46,4.8,212,22.2,304,31.9,391,41.0,695,72.9
,,,"Y",177,171,96.6,171,56,32.7,57,33.3,38,22.2,20,11.7,58,33.9
"Regional School District 11","=""2110012""","ELA","N",56,56,100.0,56,"*","*",11,19.6,29,51.8,"*","*","*","*"
,,,"Y",40,40,100.0,40,"*","*",11,27.5,13,32.5,"*","*","*","*"
,,"Math","N",56,56,100.0,56,12,21.4,23,41.1,"*","*","*","*",21,37.5
,,,"Y",40,40,100.0,40,16,40.0,17,42.5,"*","*","*","*",7,17.5
"Regional School District 12","=""2120012""","ELA","N",235,234,99.6,230,6,2.6,26,11.3,97,42.2,101,43.9,198,86.1
,,,"Y",59,58,98.3,58,19,32.8,13,22.4,15,25.9,11,19.0,26,44.8
,,"Math","N",235,233,99.1,229,9,3.9,40,17.5,76,33.2,104,45.4,180,78.6
,,,"Y",59,57,96.6,57,15,26.3,20,35.1,12,21.1,10,17.5,22,38.6
"Regional School District 13","=""2130012""","ELA","N",638,634,99.4,634,37,5.8,124,19.6,276,43.5,197,31.1,473,74.6
,,,"Y",171,166,97.1,166,52,31.3,59,35.5,48,28.9,7,4.2,55,33.1
,,"Math","N",638,634,99.4,634,48,7.6,166,26.2,206,32.5,214,33.8,420,66.2
,,,"Y",171,166,97.1,166,60,36.1,67,40.4,33,19.9,6,3.6,39,23.5
"Regional School District 14","=""2140012""","ELA","N",531,529,99.6,529,48,9.1,114,21.6,221,41.8,146,27.6,367,69.4
,,,"Y",173,170,98.3,170,58,34.1,55,32.4,48,28.2,9,5.3,57,33.5
,,"Math","N",531,529,99.6,529,"*","*",186,35.2,168,31.8,"*","*","*","*"
,,,"Y",173,170,98.3,170,90,52.9,53,31.2,"*","*","*","*",27,15.9
"Regional School District 15","=""2150012""","ELA","N",1423,1405,98.7,1405,58,4.1,174,12.4,578,41.1,595,42.3,1173,83.5
,,,"Y",315,306,97.1,306,94,30.7,79,25.8,95,31.0,38,12.4,133,43.5
,,"Math","N",1423,1405,98.7,1405,59,4.2,268,19.1,403,28.7,675,48.0,1078,76.7
,,,"Y",315,304,96.5,304,122,40.1,81,26.6,62,20.4,39,12.8,101,33.2
"Regional School District 16","=""2160012""","ELA","N",767,746,97.3,746,44,5.9,149,20.0,292,39.1,261,35.0,553,74.1
,,,"Y",257,239,93.0,239,84,35.1,63,26.4,65,27.2,27,11.3,92,38.5
,,"Math","N",767,743,96.9,743,56,7.5,190,25.6,248,33.4,249,33.5,497,66.9
,,,"Y",257,236,91.8,236,81,34.3,84,35.6,47,19.9,24,10.2,71,30.1
"Regional School District 17","=""2170012""","ELA","N",798,794,99.5,794,30,3.8,109,13.7,322,40.6,333,41.9,655,82.5
,,,"Y",234,232,99.1,232,65,28.0,67,28.9,65,28.0,35,15.1,100,43.1
,,"Math","N",798,792,99.2,792,42,5.3,177,22.3,255,32.2,318,40.2,573,72.3
,,,"Y",234,230,98.3,230,70,30.4,85,37.0,43,18.7,32,13.9,75,32.6
"Regional School District 18","=""2180012""","ELA","N",455,450,98.9,450,9,2.0,52,11.6,177,39.3,212,47.1,389,86.4
