District,District Code,fiscal_year,ppe_total,cpi_u,deflator,ppe_total_real
Regional School District 16,2160012.0,2023,20158.0,304.703,1.056642041594602,21299.790274463987
Regional School District 16,2160012.0,2024,20848.0,313.698,1.026343808376209,21397.215717027208
Regional School District 16,2160012.0,2025,21735.0,321.962,1.0,21735.0
Regional School District 17,2170012.0,2007,12433.0,207.344,1.5527914962574272,19305.85667296859
Regional School District 17,2170012.0,2008,12834.0,215.254,1.4957306252148626,19196.206844007545
Regional School District 17,2170012.0,2009,13192.0,214.565,1.5005336378253675,19795.03975019225
Regional School District 17,2170012.0,2010,13752.0,218.076,1.4763752086428583,20303.11186925659
Regional School District 17,2170012.0,2011,14492.0,224.923,1.431432090093054,20744.31384962854
Regional School District 17,2170012.0,2012,15254.0,229.586,1.402359028860645,21391.584626240277
Regional School District 17,2170012.0,2013,15619.0,232.952,1.3820958824135443,21586.95558741715
Regional School District 17,2170012.0,2014,16175.0,236.715,1.3601250448851994,22000.0226010181
Regional School District 17,2170012.0,2015,17220.0,237.002,1.3584779875275312,23392.990945224086
Regional School District 17,2170012.0,2016,18347.0,240.005,1.3414803858252953,24612.14063873669
Regional School District 17,2170012.0,2017,18571.0,245.121,1.3134819130143889,24392.67260659021
Regional School District 17,2170012.0,2018,18995.0,251.1,1.282206292313819,24355.508522500997
Regional School District 17,2170012.0,2019,19556.0,255.653,1.2593711006716135,24628.261244734076
Regional School District 17,2170012.0,2020,20345.0,258.856,1.2437880520443798,25304.86791884291
Regional School District 17,2170012.0,2021,21536.0,270.973,1.1881700390813843,25588.429961656693
Regional School District 17,2170012.0,2022,23429.0,292.626,1.1002508321201807,25777.776745743715
Regional School District 17,2170012.0,2023,24145.0,304.703,1.056642041594602,25512.622094301667
Regional School District 17,2170012.0,2024,25947.0,313.698,1.026343808376209,26630.542795937497
Regional School District 17,2170012.0,2025,28369.0,321.962,1.0,28369.0
Regional School District 18,2180012.0,2007,15753.0,207.344,1.5527914962574272,24461.12444054325
Regional School District 18,2180012.0,2008,16144.0,215.254,1.4957306252148626,24147.075213468743
Regional School District 18,2180012.0,2009,17981.0,214.565,1.5005336378253675,26981.09534173793
Regional School District 18,2180012.0,2010,17312.0,218.076,1.4763752086428583,25559.00761202517
Regional School District 18,2180012.0,2011,17768.0,224.923,1.431432090093054,25433.68537677338
Regional School District 18,2180012.0,2012,18323.0,229.586,1.402359028860645,25695.424485813597
Regional School District 18,2180012.0,2013,18297.0,232.952,1.3820958824135443,25288.20836052062
Regional School District 18,2180012.0,2014,18844.0,236.715,1.3601250448851994,25630.196345816697
Regional School District 18,2180012.0,2015,19910.0,237.002,1.3584779875275312,27047.29673167315
Regional School District 18,2180012.0,2016,20619.0,240.005,1.3414803858252953,27659.98407533176
Regional School District 18,2180012.0,2017,21305.0,245.121,1.3134819130143889,27983.73215677155
Regional School District 18,2180012.0,2018,22554.0,251.1,1.282206292313819,28918.88071684588
Regional School District 18,2180012.0,2019,23629.0,255.653,1.2593711006716135,29757.679737769555
Regional School District 18,2180012.0,2020,22897.0,258.856,1.2437880520443798,28479.015027660163
Regional School District 18,2180012.0,2021,23778.0,270.973,1.1881700390813843,28252.307189277155
Regional School District 18,2180012.0,2022,23905.0,292.626,1.1002508321201807,26301.49614183292
Regional School District 18,2180012.0,2023,24303.0,304.703,1.056642041594602,25679.571536873613
Regional School District 18,2180012.0,2024,24634.0,313.698,1.026343808376209,25282.95337553953
Regional School District 18,2180012.0,2025,26038.0,321.962,1.0,26038.0
Regional School District 19,2190012.0,2007,13711.0,207.344,1.5527914962574272,21290.324205185585
Regional School District 19,2190012.0,2008,14768.0,215.254,1.4957306252148626,22088.94987317309
Regional School District 19,2190012.0,2009,15613.0,214.565,1.5005336378253675,23427.831687367463
Regional School District 19,2190012.0,2010,15562.0,218.076,1.4763752086428583,22975.350996900164
Regional School District 19,2190012.0,2011,15980.0,224.923,1.431432090093054,22874.284799687
Regional School District 19,2190012.0,2012,15840.0,229.586,1.402359028860645,22213.36701715261
Regional School District 19,2190012.0,2013,16000.0,232.952,1.3820958824135443,22113.53411861671
Regional School District 19,2190012.0,2014,16486.0,236.715,1.3601250448851994,22423.0214899774
Regional School District 19,2190012.0,2015,17351.0,237.002,1.3584779875275312,23570.951561590195
Regional School District 19,2190012.0,2016,17968.0,240.005,1.3414803858252953,24103.719572508904
Regional School District 19,2190012.0,2017,18408.0,245.121,1.3134819130143889,24178.575054768866
Regional School District 19,2190012.0,2018,18530.0,251.1,1.282206292313819,23759.282596575067
Regional School District 19,2190012.0,2019,19474.0,255.653,1.2593711006716135,24524.992814479003
Regional School District 19,2190012.0,2020,19681.0,258.856,1.2437880520443798,24478.99265228544
Regional School District 19,2190012.0,2021,19749.0,270.973,1.1881700390813843,23465.170101818258
Regional School District 19,2190012.0,2022,19802.0,292.626,1.1002508321201807,21787.166977643818
Regional School District 19,2190012.0,2023,21115.0,304.703,1.056642041594602,22310.996708270024
Regional School District 19,2190012.0,2024,22736.0,313.698,1.026343808376209,23334.95282724149
Regional School District 19,2190012.0,2025,24196.0,321.962,1.0,24196.0
Regional School District 20,2200012.0,2025,26590.0,321.962,1.0,26590.0
Ridgefield School District,1180011.0,2007,12660.0,207.344,1.5527914962574272,19658.340342619027
Ridgefield School District,1180011.0,2008,13457.0,215.254,1.4957306252148626,20128.047023516407
Ridgefield School District,1180011.0,2009,13906.0,214.565,1.5005336378253675,20866.42076759956
Ridgefield School District,1180011.0,2010,14555.0,218.076,1.4763752086428583,21488.641161796804
Ridgefield School District,1180011.0,2011,15065.0,224.923,1.431432090093054,21564.524437251857
Ridgefield School District,1180011.0,2012,15243.0,229.586,1.402359028860645,21376.158676922805
Ridgefield School District,1180011.0,2013,16004.0,232.952,1.3820958824135443,22119.062502146364
Ridgefield School District,1180011.0,2014,16329.0,236.715,1.3601250448851994,22209.48185793042
Ridgefield School District,1180011.0,2015,17130.0,237.002,1.3584779875275312,23270.72792634661
Ridgefield School District,1180011.0,2016,17653.0,240.005,1.3414803858252953,23681.153250973937
Ridgefield School District,1180011.0,2017,18634.0,245.121,1.3134819130143889,24475.42196711012
Ridgefield School District,1180011.0,2018,19258.0,251.1,1.282206292313819,24692.72877737953
Ridgefield School District,1180011.0,2019,20130.0,255.653,1.2593711006716135,25351.14025651958
Ridgefield School District,1180011.0,2020,21019.0,258.856,1.2437880520443798,26143.18106592082
Ridgefield School District,1180011.0,2021,22355.0,270.973,1.1881700390813843,26561.541223664342
Ridgefield School District,1180011.0,2022,22793.0,292.626,1.1002508321201807,25078.01721651528
Ridgefield School District,1180011.0,2023,23827.0,304.703,1.056642041594602,25176.609925074583
Ridgefield School District,1180011.0,2024,25292.0,313.698,1.026343808376209,25958.28760145108
Ridgefield School District,1180011.0,2025,26267.0,321.962,1.0,26267.0
Rocky Hill School District,1190011.0,2007,11046.0,207.344,1.5527914962574272,17152.13486765954
Rocky Hill School District,1190011.0,2008,11678.0,215.254,1.4957306252148626,17467.142241259164
Rocky Hill School District,1190011.0,2009,11965.0,214.565,1.5005336378253675,17953.88497658052
Rocky Hill School District,1190011.0,2010,12451.0,218.076,1.4763752086428583,18382.347722812232
Rocky Hill School District,1190011.0,2011,12984.0,224.923,1.431432090093054,18585.714257768213
Rocky Hill School District,1190011.0,2012,13231.0,229.586,1.402359028860645,18554.61231085519
Rocky Hill School District,1190011.0,2013,13713.0,232.952,1.3820958824135443,18952.68083553693
Rocky Hill School District,1190011.0,2014,14668.0,236.715,1.3601250448851994,19950.314158376103
Rocky Hill School District,1190011.0,2015,14847.0,237.002,1.3584779875275312,20169.322680821257
Rocky Hill School District,1190011.0,2016,14880.0,240.005,1.3414803858252953,19961.228141080395
Rocky Hill School District,1190011.0,2017,15388.0,245.121,1.3134819130143889,20211.85967746541
Rocky Hill School District,1190011.0,2018,15423.0,251.1,1.282206292313819,19775.46764635603
Rocky Hill School District,1190011.0,2019,15770.0,255.653,1.2593711006716135,19860.282257591345
Rocky Hill School District,1190011.0,2020,16358.0,258.856,1.2437880520443798,20345.884955341964
Rocky Hill School District,1190011.0,2021,17269.0,270.973,1.1881700390813843,20518.508404896427
Rocky Hill School District,1190011.0,2022,19065.0,292.626,1.1002508321201807,20976.282114371246
Rocky Hill School District,1190011.0,2023,19869.0,304.703,1.056642041594602,20994.42072444315
Rocky Hill School District,1190011.0,2024,20343.0,313.698,1.026343808376209,20878.912093797226
Rocky Hill School District,1190011.0,2025,21151.0,321.962,1.0,21151.0
Salem School District,1210011.0,2007,13162.0,207.344,1.5527914962574272,20437.84167374025
Salem School District,1210011.0,2008,14457.0,215.254,1.4957306252148626,21623.77764873127
Salem School District,1210011.0,2009,14731.0,214.565,1.5005336378253675,22104.361018805488
Salem School District,1210011.0,2010,16096.0,218.076,1.4763752086428583,23763.73535831545
Salem School District,1210011.0,2011,16436.0,224.923,1.431432090093054,23527.017832769438
Salem School District,1210011.0,2012,16839.0,229.586,1.402359028860645,23614.3236869844
Salem School District,1210011.0,2013,17751.0,232.952,1.3820958824135443,24533.584008722824
Salem School District,1210011.0,2014,20807.0,236.715,1.3601250448851994,28300.121808926346
Salem School District,1210011.0,2015,20291.0,237.002,1.3584779875275312,27564.87684492113
Salem School District,1210011.0,2016,20688.0,240.005,1.3414803858252953,27752.546221953708
Salem School District,1210011.0,2017,19498.0,245.121,1.3134819130143889,25610.27033995455
Salem School District,1210011.0,2018,17374.0,251.1,1.282206292313819,22277.05212266029
Salem School District,1210011.0,2019,17845.0,255.653,1.2593711006716135,22473.47729148494
Salem School District,1210011.0,2020,17109.0,258.856,1.2437880520443798,21279.96978242729
Salem School District,1210011.0,2021,19481.0,270.973,1.1881700390813843,23146.740531344447
Salem School District,1210011.0,2022,19951.0,292.626,1.1002508321201807,21951.104351629725
Salem School District,1210011.0,2023,20212.0,304.703,1.056642041594602,21356.8489447101
Salem School District,1210011.0,2024,20816.0,313.698,1.026343808376209,21364.37271515917
Salem School District,1210011.0,2025,21747.0,321.962,1.0,21747.0
Salisbury School District,1220011.0,2007,16461.0,207.344,1.5527914962574272,25560.50081989351
Salisbury School District,1220011.0,2008,17815.0,215.254,1.4957306252148626,26646.441088202777
Salisbury School District,1220011.0,2009,18395.0,214.565,1.5005336378253675,27602.31626779764
Salisbury School District,1220011.0,2010,19252.0,218.076,1.4763752086428583,28423.17551679231
Salisbury School District,1220011.0,2011,20277.0,224.923,1.431432090093054,29025.148490816853
Salisbury School District,1220011.0,2012,20483.0,229.586,1.402359028860645,28724.519988152584
Salisbury School District,1220011.0,2013,20212.0,232.952,1.3820958824135443,27934.92197534256
Salisbury School District,1220011.0,2014,23220.0,236.715,1.3601250448851994,31582.10354223433
Salisbury School District,1220011.0,2015,24526.0,237.002,1.3584779875275312,33318.031122100234
Salisbury School District,1220011.0,2016,24610.0,240.005,1.3414803858252953,33013.832295160515
Salisbury School District,1220011.0,2017,25805.0,245.121,1.3134819130143889,33894.4007653363
Salisbury School District,1220011.0,2018,22909.0,251.1,1.282206292313819,29374.06395061728
Salisbury School District,1220011.0,2019,24428.0,255.653,1.2593711006716135,30763.917247206176
Salisbury School District,1220011.0,2020,25096.0,258.856,1.2437880520443798,31214.104954105755
Salisbury School District,1220011.0,2021,24239.0,270.973,1.1881700390813843,28800.053577293675
Salisbury School District,1220011.0,2022,25885.0,292.626,1.1002508321201807,28479.99278943088
Salisbury School District,1220011.0,2023,28116.0,304.703,1.056642041594602,29708.547641473837
Salisbury School District,1220011.0,2024,27587.0,313.698,1.026343808376209,28313.74664167448
Salisbury School District,1220011.0,2025,30989.0,321.962,1.0,30989.0
Scotland School District,1230011.0,2007,11955.0,207.344,1.5527914962574272,18563.62233775754
Scotland School District,1230011.0,2008,12435.0,215.254,1.4957306252148626,18599.41032454681
Scotland School District,1230011.0,2009,13627.0,214.565,1.5005336378253675,20447.771882646284
Scotland School District,1230011.0,2010,15781.0,218.076,1.4763752086428583,23298.677167592952
Scotland School District,1230011.0,2011,17578.0,224.923,1.431432090093054,25161.7132796557
Scotland School District,1230011.0,2012,19055.0,229.586,1.402359028860645,26721.951294939583
Scotland School District,1230011.0,2013,20333.0,232.952,1.3820958824135443,28102.1555771146
Scotland School District,1230011.0,2014,19700.0,236.715,1.3601250448851994,26794.46338423843
Scotland School District,1230011.0,2015,20373.0,237.002,1.3584779875275312,27676.272039898395
Scotland School District,1230011.0,2016,21931.0,240.005,1.3414803858252953,29420.00634153455
Scotland School District,1230011.0,2017,20963.0,245.121,1.3134819130143889,27534.52134252063
Scotland School District,1230011.0,2018,20618.0,251.1,1.282206292313819,26436.529334926323
Scotland School District,1230011.0,2019,22720.0,255.653,1.2593711006716135,28612.91140725906
Scotland School District,1230011.0,2020,22162.0,258.856,1.2437880520443798,27564.830809407544
Scotland School District,1230011.0,2021,27754.0,270.973,1.1881700390813843,32976.47126466474
Scotland School District,1230011.0,2022,25188.0,292.626,1.1002508321201807,27713.117959443112
Scotland School District,1230011.0,2023,26551.0,304.703,1.056642041594602,28054.90284637828
Scotland School District,1230011.0,2024,24010.0,313.698,1.026343808376209,24642.51483911278
Scotland School District,1230011.0,2025,26826.0,321.962,1.0,26826.0
Seymour School District,1240011.0,2007,10153.0,207.344,1.5527914962574272,15765.492061501658
Seymour School District,1240011.0,2008,10911.0,215.254,1.4957306252148626,16319.916851719365
Seymour School District,1240011.0,2009,11443.0,214.565,1.5005336378253675,17170.60641763568
Seymour School District,1240011.0,2010,12176.0,218.076,1.4763752086428583,17976.344540435446
Seymour School District,1240011.0,2011,12179.0,224.923,1.431432090093054,17433.411425243303
Seymour School District,1240011.0,2012,13216.0,229.586,1.402359028860645,18533.57692542228
Seymour School District,1240011.0,2013,13377.0,232.952,1.3820958824135443,18488.29661904598
Seymour School District,1240011.0,2014,13712.0,236.715,1.3601250448851994,18650.03461546585
Seymour School District,1240011.0,2015,14362.0,237.002,1.3584779875275312,19510.4608568704
Seymour School District,1240011.0,2016,15055.0,240.005,1.3414803858252953,20195.98720859982
Seymour School District,1240011.0,2017,15448.0,245.121,1.3134819130143889,20290.668592246275
Seymour School District,1240011.0,2018,15409.0,251.1,1.282206292313819,19757.51675826364
Seymour School District,1240011.0,2019,15897.0,255.653,1.2593711006716135,20020.22238737664
Seymour School District,1240011.0,2020,15956.0,258.856,1.2437880520443798,19845.882158420125
Seymour School District,1240011.0,2021,17395.0,270.973,1.1881700390813843,20668.21782982068
Seymour School District,1240011.0,2022,18133.0,292.626,1.1002508321201807,19950.84833883524
Seymour School District,1240011.0,2023,18691.0,304.703,1.056642041594602,19749.696399444707
Seymour School District,1240011.0,2024,18869.0,313.698,1.026343808376209,19366.08132025069
Seymour School District,1240011.0,2025,19784.0,321.962,1.0,19784.0
Sharon School District,1250011.0,2007,16970.0,207.344,1.5527914962574272,26350.87169148854
Sharon School District,1250011.0,2008,19427.0,215.254,1.4957306252148626,29057.55885604913
Sharon School District,1250011.0,2009,22591.0,214.565,1.5005336378253675,33898.55541211288
Sharon School District,1250011.0,2010,21392.0,218.076,1.4763752086428583,31582.61846328803
Sharon School District,1250011.0,2011,22966.0,224.923,1.431432090093054,32874.26938107708
Sharon School District,1250011.0,2012,23521.0,229.586,1.402359028860645,32984.88671783122
Sharon School District,1250011.0,2013,24424.0,232.952,1.3820958824135443,33756.30983206841
Sharon School District,1250011.0,2014,27350.0,236.715,1.3601250448851994,37199.4199776102
Sharon School District,1250011.0,2015,27682.0,237.002,1.3584779875275312,37605.38765073712
Sharon School District,1250011.0,2016,30904.0,240.005,1.3414803858252953,41457.10984354493
Sharon School District,1250011.0,2017,33108.0,245.121,1.3134819130143889,43486.75917608038
Sharon School District,1250011.0,2018,35721.0,251.1,1.282206292313819,45801.69096774193
Sharon School District,1250011.0,2019,43273.0,255.653,1.2593711006716135,54496.76563936273
Sharon School District,1250011.0,2020,46735.0,258.856,1.2437880520443798,58128.43461229409
Sharon School District,1250011.0,2021,45587.0,270.973,1.1881700390813843,54165.10757160307
Sharon School District,1250011.0,2022,60918.0,292.626,1.1002508321201807,67025.08019109716
Sharon School District,1250011.0,2023,51470.0,304.703,1.056642041594602,54385.36588087417
Sharon School District,1250011.0,2024,47607.0,313.698,1.026343808376209,48861.14968536619
Sharon School District,1250011.0,2025,48747.0,321.962,1.0,48747.0
Shelton School District,1260011.0,2007,10816.0,207.344,1.5527914962574272,16794.992823520333
Shelton School District,1260011.0,2008,11346.0,215.254,1.4957306252148626,16970.55967368783
Shelton School District,1260011.0,2009,12036.0,214.565,1.5005336378253675,18060.422864866123
Shelton School District,1260011.0,2010,12105.0,218.076,1.4763752086428583,17871.521900621803
Shelton School District,1260011.0,2011,12379.0,224.923,1.431432090093054,17719.697843261914
Shelton School District,1260011.0,2012,12617.0,229.586,1.402359028860645,17693.563867134755
Shelton School District,1260011.0,2013,12969.0,232.952,1.3820958824135443,17924.401499021256
Shelton School District,1260011.0,2014,13503.0,236.715,1.3601250448851994,18365.768481084848
Shelton School District,1260011.0,2015,13793.0,237.002,1.3584779875275312,18737.48688196724
Shelton School District,1260011.0,2016,13973.0,240.005,1.3414803858252953,18744.50543113685
Shelton School District,1260011.0,2017,14477.0,245.121,1.3134819130143889,19015.277654709305
Shelton School District,1260011.0,2018,15437.0,251.1,1.282206292313819,19793.418534448425
Shelton School District,1260011.0,2019,15824.0,255.653,1.2593711006716135,19928.28829702761
Shelton School District,1260011.0,2020,15773.0,258.856,1.2437880520443798,19618.268944896005
Shelton School District,1260011.0,2021,17402.0,270.973,1.1881700390813843,20676.53502009425
Shelton School District,1260011.0,2022,18210.0,292.626,1.1002508321201807,20035.56765290849
Shelton School District,1260011.0,2023,17911.0,304.703,1.056642041594602,18925.51560700092
Shelton School District,1260011.0,2024,19042.0,313.698,1.026343808376209,19543.63879909977
Shelton School District,1260011.0,2025,20097.0,321.962,1.0,20097.0
Sherman School District,1270011.0,2007,10669.0,207.344,1.5527914962574272,16566.73247357049
Sherman School District,1270011.0,2008,11888.0,215.254,1.4957306252148626,17781.245672554287
Sherman School District,1270011.0,2009,12613.0,214.565,1.5005336378253675,18926.23077389136
Sherman School District,1270011.0,2010,12787.0,218.076,1.4763752086428583,18878.40979291623
Sherman School District,1270011.0,2011,14473.0,224.923,1.431432090093054,20717.11663991677
Sherman School District,1270011.0,2012,14068.0,229.586,1.402359028860645,19728.38681801155
Sherman School District,1270011.0,2013,17169.0,232.952,1.3820958824135443,23729.20420515814
Sherman School District,1270011.0,2014,18025.0,236.715,1.3601250448851994,24516.25393405572
Sherman School District,1270011.0,2015,19992.0,237.002,1.3584779875275312,27158.691926650405
Sherman School District,1270011.0,2016,20567.0,240.005,1.3414803858252953,27590.22709526885
Sherman School District,1270011.0,2017,22399.0,245.121,1.3134819130143889,29420.68136960929
Sherman School District,1270011.0,2018,20339.0,251.1,1.282206292313819,26078.793779370768
Sherman School District,1270011.0,2019,22354.0,255.653,1.2593711006716135,28151.98158441325
Sherman School District,1270011.0,2020,23008.0,258.856,1.2437880520443798,28617.07550143709
Sherman School District,1270011.0,2021,24842.0,270.973,1.1881700390813843,29516.52011085975
Sherman School District,1270011.0,2022,24893.0,292.626,1.1002508321201807,27388.54396396766
Sherman School District,1270011.0,2023,25082.0,304.703,1.056642041594602,26502.69568727581
Sherman School District,1270011.0,2024,27183.0,313.698,1.026343808376209,27899.10374309049
Sherman School District,1270011.0,2025,29686.0,321.962,1.0,29686.0
Side By Side Charter School District,2700013.0,2007,9795.0,207.344,1.5527914962574272,15209.5927058415
Side By Side Charter School District,2700013.0,2008,10813.0,215.254,1.4957306252148626,16173.335250448308
Side By Side Charter School District,2700013.0,2009,11174.0,214.565,1.5005336378253675,16766.962869060655
Side By Side Charter School District,2700013.0,2010,10599.0,218.076,1.4763752086428583,15648.100836405658
Side By Side Charter School District,2700013.0,2011,11040.0,224.923,1.431432090093054,15803.010274627317
Side By Side Charter School District,2700013.0,2012,11722.0,229.586,1.402359028860645,16438.452536304478
Side By Side Charter School District,2700013.0,2013,11739.0,232.952,1.3820958824135443,16224.423563652595
Side By Side Charter School District,2700013.0,2014,12104.0,236.715,1.3601250448851994,16462.953543290452
Side By Side Charter School District,2700013.0,2015,11899.0,237.002,1.3584779875275312,16164.529573590096
Side By Side Charter School District,2700013.0,2016,14412.0,240.005,1.3414803858252953,19333.41532051416
Side By Side Charter School District,2700013.0,2017,12265.0,245.121,1.3134819130143889,16109.855663121476
Side By Side Charter School District,2700013.0,2018,12518.0,251.1,1.282206292313819,16050.658367184387
Side By Side Charter School District,2700013.0,2019,13451.0,255.653,1.2593711006716135,16939.800675133873
Side By Side Charter School District,2700013.0,2020,12546.0,258.856,1.2437880520443798,15604.56490094879
Side By Side Charter School District,2700013.0,2021,13505.0,270.973,1.1881700390813843,16046.236377794095
Side By Side Charter School District,2700013.0,2022,14729.0,292.626,1.1002508321201807,16205.59450629814
Side By Side Charter School District,2700013.0,2023,14735.0,304.703,1.056642041594602,15569.620482896462
Side By Side Charter School District,2700013.0,2024,16296.0,313.698,1.026343808376209,16725.298701298703
Side By Side Charter School District,2700013.0,2025,15744.0,321.962,1.0,15744.0
Simsbury School District,1280011.0,2007,11426.0,207.344,1.5527914962574272,17742.195636237364
Simsbury School District,1280011.0,2008,11917.0,215.254,1.4957306252148626,17824.62186068552
Simsbury School District,1280011.0,2009,12414.0,214.565,1.5005336378253675,18627.62457996411
Simsbury School District,1280011.0,2010,13072.0,218.076,1.4763752086428583,19299.176727379447
Simsbury School District,1280011.0,2011,13221.0,224.923,1.431432090093054,18924.963663120267
Simsbury School District,1280011.0,2012,13769.0,229.586,1.402359028860645,19309.081468382217
Simsbury School District,1280011.0,2013,14256.0,232.952,1.3820958824135443,19703.15889968749
Simsbury School District,1280011.0,2014,15234.0,236.715,1.3601250448851994,20720.14493378113
Simsbury School District,1280011.0,2015,15527.0,237.002,1.3584779875275312,21093.087712339977
Simsbury School District,1280011.0,2016,16174.0,240.005,1.3414803858252953,21697.103760338327
Simsbury School District,1280011.0,2017,16725.0,245.121,1.3134819130143889,21967.98499516565
Simsbury School District,1280011.0,2018,17117.0,251.1,1.282206292313819,21947.52510553564
Simsbury School District,1280011.0,2019,17338.0,255.653,1.2593711006716135,21834.976143444437
Simsbury School District,1280011.0,2020,17992.0,258.856,1.2437880520443798,22378.23463238248
Simsbury School District,1280011.0,2021,19222.0,270.973,1.1881700390813843,22839.004491222368
Simsbury School District,1280011.0,2022,19472.0,292.626,1.1002508321201807,21424.08420304416
Simsbury School District,1280011.0,2023,20177.0,304.703,1.056642041594602,21319.86647325429
Simsbury School District,1280011.0,2024,20807.0,313.698,1.026343808376209,21355.135620883782
Simsbury School District,1280011.0,2025,22059.0,321.962,1.0,22059.0
Somers School District,1290011.0,2007,10312.0,207.344,1.5527914962574272,16012.385909406588
Somers School District,1290011.0,2008,11049.0,215.254,1.4957306252148626,16526.327677999016
Somers School District,1290011.0,2009,11646.0,214.565,1.5005336378253675,17475.21474611423
Somers School District,1290011.0,2010,12043.0,218.076,1.4763752086428583,17779.986637685946
Somers School District,1290011.0,2011,12689.0,224.923,1.431432090093054,18163.44179119076
Somers School District,1290011.0,2012,12788.0,229.586,1.402359028860645,17933.367261069925
Somers School District,1290011.0,2013,13151.0,232.952,1.3820958824135443,18175.942949620523
Somers School District,1290011.0,2014,14025.0,236.715,1.3601250448851994,19075.75375451492
Somers School District,1290011.0,2015,14533.0,237.002,1.3584779875275312,19742.76059273761
Somers School District,1290011.0,2016,15367.0,240.005,1.3414803858252953,20614.529088977317
Somers School District,1290011.0,2017,16032.0,245.121,1.3134819130143889,21057.74202944668
Somers School District,1290011.0,2018,16007.0,251.1,1.282206292313819,20524.2761210673
Somers School District,1290011.0,2019,16839.0,255.653,1.2593711006716135,21206.5499642093
Somers School District,1290011.0,2020,17794.0,258.856,1.2437880520443798,22131.96459807769
Somers School District,1290011.0,2021,19363.0,270.973,1.1881700390813843,23006.536466732843
Somers School District,1290011.0,2022,19417.0,292.626,1.1002508321201807,21363.570407277548
Somers School District,1290011.0,2023,20674.0,304.703,1.056642041594602,21845.017567926803
Somers School District,1290011.0,2024,21032.0,313.698,1.026343808376209,21586.06297776843
Somers School District,1290011.0,2025,21773.0,321.962,1.0,21773.0
South Windsor School District,1320011.0,2007,10986.0,207.344,1.5527914962574272,17058.967377884095
South Windsor School District,1320011.0,2008,11704.0,215.254,1.4957306252148626,17506.03123751475
South Windsor School District,1320011.0,2009,12527.0,214.565,1.5005336378253675,18797.184881038374
South Windsor School District,1320011.0,2010,13180.0,218.076,1.4763752086428583,19458.625249912875
South Windsor School District,1320011.0,2011,14144.0,224.923,1.431432090093054,20246.175482276158
South Windsor School District,1320011.0,2012,15168.0,229.586,1.402359028860645,21270.98174975826
South Windsor School District,1320011.0,2013,15462.0,232.952,1.3820958824135443,21369.96653387822
South Windsor School District,1320011.0,2014,16061.0,236.715,1.3601250448851994,21844.968345901187
South Windsor School District,1320011.0,2015,16401.0,237.002,1.3584779875275312,22280.39747343904
South Windsor School District,1320011.0,2016,17195.0,240.005,1.3414803858252953,23066.75523426595
South Windsor School District,1320011.0,2017,17324.0,245.121,1.3134819130143889,22754.760661061267
South Windsor School District,1320011.0,2018,16794.0,251.1,1.282206292313819,21533.37247311828
South Windsor School District,1320011.0,2019,17012.0,255.653,1.2593711006716135,21424.421164625488
South Windsor School District,1320011.0,2020,16601.0,258.856,1.2437880520443798,20648.125451988748
South Windsor School District,1320011.0,2021,16867.0,270.973,1.1881700390813843,20040.864049185708
South Windsor School District,1320011.0,2022,16601.0,292.626,1.1002508321201807,18265.26406402712
South Windsor School District,1320011.0,2023,17234.0,304.703,1.056642041594602,18210.16894484137
South Windsor School District,1320011.0,2024,18218.0,313.698,1.026343808376209,18697.931500997776
South Windsor School District,1320011.0,2025,18815.0,321.962,1.0,18815.0
Southington School District,1310011.0,2007,10894.0,207.344,1.5527914962574272,16916.11056022841
Southington School District,1310011.0,2008,11332.0,215.254,1.4957306252148626,16949.619444934822
Southington School District,1310011.0,2009,11833.0,214.565,1.5005336378253675,17755.814536387574
Southington School District,1310011.0,2010,12374.0,218.076,1.4763752086428583,18268.66683174673
Southington School District,1310011.0,2011,12284.0,224.923,1.431432090093054,17583.711794703075
Southington School District,1310011.0,2012,12500.0,229.586,1.402359028860645,17529.487860758058
Southington School District,1310011.0,2013,12763.0,232.952,1.3820958824135443,17639.689747244065
Southington School District,1310011.0,2014,13193.0,236.715,1.3601250448851994,17944.129717170435
Southington School District,1310011.0,2015,13580.0,237.002,1.3584779875275312,18448.131070623876
Southington School District,1310011.0,2016,14086.0,240.005,1.3414803858252953,18896.09271473511
Southington School District,1310011.0,2017,14492.0,245.121,1.3134819130143889,19034.97988340452
Southington School District,1310011.0,2018,14656.0,251.1,1.282206292313819,18792.01542015133
Southington School District,1310011.0,2019,15378.0,255.653,1.2593711006716135,19366.608786128072
Southington School District,1310011.0,2020,15706.0,258.856,1.2437880520443798,19534.93514540903
Southington School District,1310011.0,2021,16988.0,270.973,1.1881700390813843,20184.63262391456
Southington School District,1310011.0,2022,17251.0,292.626,1.1002508321201807,18980.42710490524
Southington School District,1310011.0,2023,17952.0,304.703,1.056642041594602,18968.837930706297
Southington School District,1310011.0,2024,18965.0,313.698,1.026343808376209,19464.610325854806
Southington School District,1310011.0,2025,19961.0,321.962,1.0,19961.0
Sprague School District,1330011.0,2007,13742.0,207.344,1.5527914962574272,21338.460741569565
Sprague School District,1330011.0,2008,13267.0,215.254,1.4957306252148626,19843.85820472558
Sprague School District,1330011.0,2009,13698.0,214.565,1.5005336378253675,20554.309770931883
Sprague School District,1330011.0,2010,13907.0,218.076,1.4763752086428583,20531.950026596234
Sprague School District,1330011.0,2011,14015.0,224.923,1.431432090093054,20061.52074265415
