District,District Code,fiscal_year,enrollment_total,n_black,n_hispanic,n_white,n_native_american,n_asian,n_two_or_more,n_pacific_islander,n_ell,n_free_lunch,n_reduced_lunch,n_sped,n_frpl,n_black_hispanic,pct_white,pct_black,pct_hispanic,pct_asian,pct_native_american,pct_two_or_more,pct_pacific_islander,pct_black_hispanic,pct_ell,pct_free_lunch,pct_frpl,pct_sped,pct_nonwhite
Canterbury School District,0220011,2020,475.0,,27.0,432.0,,,6.0,0.0,0.0,133.0,30.0,60.0,163.0,30.0,90.94736842105263,,5.684210526315789,,,1.263157894736842,0.0,6.315789473684211,0.0,28.000000000000004,34.31578947368421,12.631578947368421,9.05263157894737
Canton School District,0230011,2020,1574.0,92.0,115.0,1285.0,0.0,44.0,,,12.0,216.0,36.0,216.0,252.0,207.0,81.63913595933926,5.844980940279543,7.306226175349428,2.7954256670902162,0.0,,,13.15120711562897,0.7623888182973316,13.722998729351971,16.010165184243967,13.722998729351971,18.360864040660744
Capital Preparatory Harbor School District,2970013,2020,760.0,539.0,211.0,,0.0,0.0,,0.0,50.0,531.0,57.0,77.0,588.0,750.0,,70.92105263157895,27.76315789473684,0.0,0.0,,0.0,98.68421052631578,6.578947368421052,69.86842105263158,77.36842105263158,10.131578947368421,
Capitol Region Education Council,2410014,2020,8657.0,2549.0,3297.0,1917.0,19.0,504.0,360.0,11.0,646.0,4478.0,871.0,1607.0,5349.0,5846.0,22.14392976781795,29.44438027030149,38.08478687767125,5.821878248815987,0.2194755689037773,4.158484463439991,0.12706480304955528,67.52916714797273,7.462169342728428,51.726926186900776,61.7881483192792,18.56301259096685,77.85607023218205
Chaplin School District,0240011,2020,140.0,,8.0,122.0,0.0,,,0.0,,,,30.0,,11.0,87.14285714285714,,5.714285714285714,,0.0,,0.0,7.857142857142857,,,,21.428571428571427,12.857142857142861
Cheshire School District,0250011,2020,4199.0,119.0,255.0,3307.0,7.0,395.0,116.0,0.0,54.0,488.0,139.0,546.0,627.0,374.0,78.75684686830198,2.834008097165992,6.0728744939271255,9.407001667063588,0.16670635865682304,2.7625625148844963,0.0,8.906882591093117,1.2860204810669207,11.621814717789949,14.93212669683258,13.003095975232199,21.243153131698023
Chester School District,0260011,2020,186.0,,15.0,163.0,0.0,,6.0,0.0,,34.0,7.0,24.0,41.0,18.0,87.63440860215054,,8.064516129032258,,0.0,3.225806451612903,0.0,9.67741935483871,,18.27956989247312,22.043010752688172,12.903225806451612,12.365591397849457
Clinton School District,0270011,2020,1682.0,11.0,304.0,1290.0,,48.0,24.0,,103.0,459.0,169.0,241.0,628.0,315.0,76.69441141498217,0.6539833531510106,18.07372175980975,2.853745541022592,,1.426872770511296,,18.72770511296076,6.1236623067776454,27.288941736028537,37.33650416171225,14.328180737217597,23.30558858501783
Colchester School District,0280011,2020,2322.0,35.0,162.0,1976.0,,52.0,95.0,,12.0,430.0,133.0,400.0,563.0,197.0,85.09905254091301,1.5073212747631353,6.976744186046512,2.239448751076658,,4.091300602928509,,8.484065460809646,0.516795865633075,18.51851851851852,24.246339362618432,17.226528854435834,14.900947459086993
Colebrook School District,0290011,2020,74.0,0.0,,68.0,0.0,0.0,,0.0,0.0,,,18.0,,3.0,91.8918918918919,0.0,,0.0,0.0,,0.0,4.054054054054054,0.0,,,24.324324324324326,8.108108108108098
Columbia School District,0300011,2020,410.0,,28.0,365.0,,,12.0,0.0,,88.0,18.0,46.0,106.0,31.0,89.02439024390245,,6.829268292682928,,,2.9268292682926833,0.0,7.560975609756097,,21.463414634146343,25.853658536585368,11.219512195121952,10.975609756097555
Common Ground High School District,2680013,2020,223.0,84.0,90.0,,0.0,0.0,,0.0,11.0,129.0,12.0,55.0,141.0,174.0,,37.66816143497758,40.35874439461883,0.0,0.0,,0.0,78.02690582959642,4.932735426008969,57.847533632286996,63.22869955156951,24.663677130044842,
Connecticut Technical Education and Career System,9000016,2020,10995.0,1293.0,4402.0,4677.0,25.0,150.0,434.0,14.0,485.0,6068.0,288.0,1237.0,6356.0,5695.0,42.537517053206,11.759890859481583,40.03638017280582,1.364256480218281,0.22737608003638018,3.9472487494315596,0.1273306048203729,51.7962710322874,4.411095952705776,55.188722146430194,57.8080945884493,11.250568440200091,57.462482946794
Cooperative Educational Services,2430014,2020,859.0,203.0,329.0,250.0,,34.0,41.0,,43.0,318.0,99.0,355.0,417.0,532.0,29.103608847497092,23.63213038416764,38.30034924330617,3.958090803259604,,4.772991850989523,,61.9324796274738,5.005820721769499,37.0197904540163,48.544819557625146,41.327124563445864,70.8963911525029
Cornwall School District,0310011,2020,87.0,0.0,12.0,66.0,0.0,,,0.0,6.0,6.0,10.0,12.0,16.0,12.0,75.86206896551724,0.0,13.793103448275861,,0.0,,0.0,13.793103448275861,6.896551724137931,6.896551724137931,18.39080459770115,13.793103448275861,24.13793103448276
Coventry School District,0320011,2020,1678.0,,116.0,1457.0,,21.0,72.0,0.0,13.0,351.0,93.0,230.0,444.0,119.0,86.82955899880811,,6.912991656734207,1.2514898688915377,,4.290822407628129,0.0,7.091775923718712,0.7747318235995232,20.917759237187127,26.460071513706794,13.706793802145413,13.17044100119189
Cromwell School District,0330011,2020,1982.0,155.0,233.0,1388.0,,126.0,74.0,,94.0,422.0,100.0,237.0,522.0,388.0,70.03027245206862,7.820383451059536,11.755802219979818,6.357214934409687,,3.733602421796166,,19.576185671039354,4.742684157416751,21.291624621594348,26.337033299697275,11.957618567103935,29.969727547931384
Danbury School District,0340011,2020,11928.0,866.0,5942.0,4074.0,11.0,759.0,270.0,6.0,3331.0,5083.0,1177.0,1653.0,6260.0,6808.0,34.154929577464785,7.260228034875922,49.81556002682763,6.3631790744466805,0.09221998658618377,2.2635814889336014,0.05030181086519115,57.075788061703555,27.92588866532528,42.6140174379611,52.48155600268276,13.85814889336016,65.84507042253522
Darien School District,0350011,2020,4765.0,,266.0,4038.0,,247.0,158.0,0.0,63.0,78.0,51.0,807.0,129.0,269.0,84.74291710388248,,5.5823714585519415,5.183630640083946,,3.3158447009443863,0.0,5.6453305351521506,1.3221406086044072,1.6369359916054567,2.707240293809024,16.935991605456454,15.257082896117524
Deep River School District,0360011,2020,235.0,,16.0,197.0,,,13.0,0.0,,65.0,21.0,33.0,86.0,19.0,83.82978723404256,,6.808510638297872,,,5.531914893617021,0.0,8.085106382978724,,27.659574468085108,36.59574468085106,14.042553191489363,16.170212765957444
Derby School District,0370011,2020,1295.0,249.0,450.0,478.0,0.0,,94.0,,27.0,635.0,95.0,265.0,730.0,699.0,36.91119691119691,19.227799227799228,34.74903474903475,,0.0,7.258687258687259,,53.97683397683398,2.084942084942085,49.034749034749034,56.37065637065637,20.463320463320464,63.08880308880309
East Granby School District,0400011,2020,836.0,67.0,59.0,614.0,,60.0,32.0,,15.0,134.0,0.0,125.0,134.0,126.0,73.44497607655502,8.014354066985646,7.057416267942583,7.177033492822966,,3.827751196172249,,15.07177033492823,1.7942583732057416,16.028708133971293,16.028708133971293,14.952153110047847,26.555023923444978
East Haddam School District,0410011,2020,997.0,,37.0,913.0,,15.0,20.0,0.0,,199.0,58.0,129.0,257.0,40.0,91.57472417251755,,3.711133400200602,1.5045135406218655,,2.0060180541624875,0.0,4.012036108324975,,19.95987963891675,25.77733199598796,12.938816449348046,8.425275827482452
East Hampton School District,0420011,2020,1842.0,18.0,114.0,1634.0,,23.0,50.0,,,297.0,67.0,264.0,364.0,132.0,88.70792616720955,0.9771986970684038,6.188925081433225,1.248642779587405,,2.714440825190011,,7.166123778501629,,16.123778501628664,19.76112920738328,14.332247557003258,11.29207383279045
East Hartford School District,0430011,2020,6793.0,2039.0,3362.0,784.0,14.0,301.0,287.0,6.0,910.0,3786.0,469.0,1389.0,4255.0,5401.0,11.541292506992493,30.016193139997053,49.49212424554689,4.431031944648903,0.20609450905343737,4.224937435595466,0.08832621816575888,79.50831738554395,13.396143088473428,55.73384366259385,62.638009715884,20.44751950537318,88.45870749300751
East Haven School District,0440011,2020,2894.0,153.0,862.0,1675.0,,119.0,80.0,,265.0,1292.0,358.0,453.0,1650.0,1015.0,57.87836903939184,5.286800276434001,29.78576364892882,4.111955770559779,,2.7643400138217,,35.07256392536282,9.156876295784382,44.64409122322046,57.01451278507257,15.653075328265375,42.12163096060816
East Lyme School District,0450011,2020,2693.0,44.0,206.0,2055.0,,239.0,143.0,,51.0,488.0,126.0,425.0,614.0,250.0,76.30894912736726,1.6338655774229482,7.649461567025622,8.874860750092834,,5.310063126624582,,9.28332714444857,1.8937987374675083,18.12105458596361,22.799851466765688,15.78165614556257,23.691050872632744
East Windsor School District,0470011,2020,1079.0,138.0,231.0,591.0,,61.0,,0.0,66.0,475.0,110.0,211.0,585.0,369.0,54.77293790546802,12.78962001853568,21.408711770157556,5.653382761816497,,,0.0,34.19833178869324,6.116774791473587,44.02224281742354,54.21686746987952,19.555143651529193,45.22706209453198
Eastern Connecticut Regional Educational Service Center (EASTCONN),2530014,2020,474.0,21.0,100.0,321.0,,,28.0,0.0,16.0,237.0,29.0,195.0,266.0,121.0,67.72151898734177,4.430379746835443,21.09704641350211,,,5.9071729957805905,0.0,25.52742616033755,3.375527426160337,50.0,56.118143459915615,41.139240506329116,32.27848101265823
Eastford School District,0390011,2020,151.0,0.0,10.0,129.0,0.0,0.0,12.0,0.0,0.0,47.0,0.0,33.0,47.0,10.0,85.43046357615894,0.0,6.622516556291391,0.0,0.0,7.9470198675496695,0.0,6.622516556291391,0.0,31.125827814569533,31.125827814569533,21.85430463576159,14.569536423841058
Easton School District,0460011,2020,885.0,19.0,66.0,719.0,0.0,62.0,,,18.0,66.0,28.0,143.0,94.0,85.0,81.24293785310735,2.1468926553672314,7.457627118644068,7.005649717514125,0.0,,,9.6045197740113,2.0338983050847457,7.457627118644068,10.621468926553671,16.158192090395477,18.75706214689265
EdAdvance,2420014,2020,265.0,17.0,82.0,140.0,7.0,9.0,,,,210.0,6.0,74.0,216.0,99.0,52.83018867924528,6.415094339622642,30.943396226415093,3.3962264150943398,2.6415094339622645,,,37.35849056603773,,79.24528301886792,81.50943396226415,27.92452830188679,47.16981132075472
Ellington School District,0480011,2020,2681.0,110.0,151.0,2035.0,,298.0,82.0,,46.0,375.0,97.0,366.0,472.0,261.0,75.90451324132786,4.102946661693398,5.632226781051846,11.115255501678478,,3.058560238716897,,9.735173442745245,1.7157776948899663,13.987318164863858,17.605371130175307,13.651622528907122,24.095486758672138
Elm City College Preparatory School District,2890013,2020,767.0,522.0,213.0,21.0,,,9.0,0.0,53.0,512.0,42.0,70.0,554.0,735.0,2.737940026075619,68.0573663624511,27.77053455019557,,,1.1734028683181226,0.0,95.82790091264668,6.910039113428944,66.7535853976532,72.22946544980444,9.126466753585397,97.26205997392438
Elm City Montessori School District,2910013,2020,229.0,92.0,53.0,68.0,0.0,,,0.0,6.0,89.0,0.0,13.0,89.0,145.0,29.694323144104807,40.174672489082965,23.144104803493452,,0.0,,0.0,63.31877729257642,2.6200873362445414,38.864628820960704,38.864628820960704,5.676855895196507,70.3056768558952
Enfield School District,0490011,2020,5045.0,342.0,868.0,3420.0,11.0,162.0,235.0,7.0,129.0,2063.0,389.0,888.0,2452.0,1210.0,67.78989098116948,6.778989098116947,17.205153617443013,3.2111000991080276,0.2180376610505451,4.658077304261645,0.13875123885034688,23.984142715559962,2.5569871159563924,40.89197224975223,48.6025768087215,17.601585728444004,32.21010901883052
Essex School District,0500011,2020,331.0,,25.0,281.0,0.0,,17.0,0.0,8.0,58.0,17.0,61.0,75.0,28.0,84.89425981873111,,7.552870090634441,,0.0,5.13595166163142,0.0,8.459214501510575,2.416918429003021,17.522658610271904,22.658610271903324,18.429003021148034,15.105740181268885
Explorations District,2720013,2020,93.0,,10.0,76.0,0.0,0.0,,0.0,0.0,55.0,11.0,38.0,66.0,13.0,81.72043010752688,,10.75268817204301,0.0,0.0,,0.0,13.978494623655912,0.0,59.13978494623656,70.96774193548387,40.86021505376344,18.27956989247312
Fairfield School District,0510011,2020,9671.0,235.0,1129.0,7260.0,,585.0,455.0,,240.0,1233.0,348.0,1448.0,1581.0,1364.0,75.06979629821114,2.429945196980664,11.674077137834765,6.049012511632716,,4.7047875090476685,,14.104022334815427,2.4816461586185503,12.749457139902804,16.3478440698997,14.97259849033192,24.930203701788855
Farmington School District,0520011,2020,4159.0,195.0,357.0,2495.0,6.0,933.0,173.0,0.0,180.0,551.0,167.0,499.0,718.0,552.0,59.99038230343833,4.688627073815821,8.58379418129358,22.43327723010339,0.1442654484251022,4.15965376292378,0.0,13.272421255109402,4.327963452753066,13.248377013705218,17.263765328203895,11.998076460687665,40.00961769656167
Franklin School District,0530011,2020,160.0,,12.0,135.0,,,7.0,0.0,,26.0,6.0,8.0,32.0,15.0,84.375,,7.5,,,4.375,0.0,9.375,,16.25,20.0,5.0,15.625
Glastonbury School District,0540011,2020,5835.0,190.0,617.0,3996.0,,711.0,310.0,,146.0,639.0,165.0,685.0,804.0,807.0,68.48329048843188,3.2562125107112254,10.574121679520138,12.185089974293058,,5.312767780634105,,13.830334190231364,2.5021422450728363,10.951156812339331,13.778920308483292,11.739502999143102,31.516709511568124
Granby School District,0560011,2020,1799.0,101.0,70.0,1526.0,,34.0,60.0,,,195.0,49.0,266.0,244.0,171.0,84.8249027237354,5.614230127848805,3.8910505836575875,1.8899388549193996,,3.3351862145636466,,9.505280711506392,,10.839355197331852,13.563090605892162,14.785992217898833,15.175097276264594
Great Oaks Charter School District,2940013,2020,555.0,266.0,250.0,32.0,,0.0,,,66.0,367.0,50.0,93.0,417.0,516.0,5.7657657657657655,47.927927927927925,45.04504504504504,0.0,,,,92.97297297297298,11.891891891891893,66.12612612612612,75.13513513513513,16.756756756756758,94.23423423423424
Greenwich School District,0570011,2020,9048.0,215.0,2022.0,5558.0,,763.0,471.0,,413.0,1382.0,472.0,1124.0,1854.0,2237.0,61.427939876215746,2.376215738284704,22.347480106100797,8.432802829354554,,5.205570291777188,,24.7236958443855,4.5645446507515475,15.274093722369583,20.49071618037135,12.42263483642794,38.572060123784254
Griswold School District,0580011,2020,1772.0,46.0,166.0,1378.0,,27.0,133.0,,22.0,698.0,195.0,334.0,893.0,212.0,77.76523702031602,2.595936794582393,9.367945823927764,1.5237020316027088,,7.505643340857787,,11.963882618510159,1.2415349887133182,39.39051918735892,50.395033860045146,18.848758465011286,22.23476297968398
Groton School District,0590011,2020,4272.0,334.0,945.0,2250.0,36.0,261.0,427.0,19.0,158.0,1574.0,544.0,793.0,2118.0,1279.0,52.6685393258427,7.818352059925093,22.120786516853933,6.109550561797753,0.8426966292134831,9.995318352059925,0.4447565543071161,29.93913857677903,3.698501872659176,36.844569288389515,49.57865168539326,18.562734082397004,47.3314606741573
Guilford School District,0600011,2020,3259.0,,247.0,2700.0,0.0,139.0,133.0,,68.0,317.0,118.0,374.0,435.0,250.0,82.84749923289353,,7.5790119668610005,4.26511199754526,0.0,4.081006443694385,,7.671064743786438,2.086529610309911,9.726910095121202,13.347652654188401,11.475912856704511,17.152500767106474
Hamden School District,0620011,2020,5495.0,1685.0,1224.0,1866.0,,409.0,296.0,,348.0,2185.0,504.0,1003.0,2689.0,2909.0,33.95814376706097,30.664240218380346,22.274795268425844,7.4431301182893534,,5.3867151956323935,,52.93903548680618,6.333030027297543,39.76342129208371,48.93539581437671,18.252957233848953,66.04185623293904
Hampton School District,0630011,2020,90.0,0.0,,79.0,,0.0,,0.0,0.0,26.0,7.0,15.0,33.0,3.0,87.77777777777777,0.0,,0.0,,,0.0,3.3333333333333335,0.0,28.888888888888886,36.666666666666664,16.666666666666664,12.222222222222229
Hartford School District,0640011,2020,18880.0,5559.0,10270.0,1733.0,67.0,824.0,395.0,32.0,4011.0,14444.0,528.0,3714.0,14972.0,15829.0,9.179025423728813,29.443855932203387,54.396186440677965,4.364406779661016,0.3548728813559322,2.0921610169491527,0.1694915254237288,83.84004237288136,21.24470338983051,76.50423728813558,79.30084745762713,19.671610169491522,90.82097457627118
Hartland School District,0650011,2020,157.0,,7.0,135.0,0.0,0.0,11.0,,,26.0,8.0,30.0,34.0,10.0,85.98726114649682,,4.45859872611465,0.0,0.0,7.006369426751593,,6.369426751592357,,16.560509554140125,21.656050955414013,19.10828025477707,14.01273885350318
Hebron School District,0670011,2020,658.0,7.0,25.0,604.0,0.0,10.0,12.0,0.0,,75.0,28.0,85.0,103.0,32.0,91.7933130699088,1.0638297872340425,3.7993920972644375,1.5197568389057752,0.0,1.82370820668693,0.0,4.86322188449848,,11.398176291793312,15.653495440729484,12.917933130699089,8.206686930091195
Highville Charter School District,2860013,2020,460.0,426.0,20.0,6.0,,0.0,,,,274.0,62.0,24.0,336.0,446.0,1.3043478260869565,92.6086956521739,4.3478260869565215,0.0,,,,96.95652173913044,,59.56521739130435,73.04347826086956,5.217391304347826,98.69565217391305
Integrated Day Charter School District,2640013,2020,352.0,,63.0,166.0,,49.0,37.0,0.0,29.0,102.0,41.0,32.0,143.0,66.0,47.159090909090914,,17.897727272727273,13.920454545454545,,10.511363636363637,0.0,18.75,8.238636363636363,28.97727272727273,40.625,9.090909090909092,52.840909090909086
Interdistrict School for Arts and Comm District,2650013,2020,279.0,42.0,174.0,49.0,,6.0,0.0,,55.0,156.0,26.0,51.0,182.0,216.0,17.562724014336915,15.053763440860216,62.365591397849464,2.1505376344086025,,0.0,,77.41935483870968,19.71326164874552,55.91397849462365,65.23297491039428,18.27956989247312,82.43727598566309
Jumoke Academy District,2610013,2020,706.0,650.0,39.0,,,,8.0,0.0,6.0,410.0,35.0,42.0,445.0,689.0,,92.06798866855524,5.524079320113314,,,1.13314447592068,0.0,97.59206798866855,0.84985835694051,58.07365439093485,63.03116147308781,5.94900849858357,
Kent School District,0680011,2020,205.0,,15.0,173.0,0.0,,7.0,0.0,,,,21.0,,18.0,84.39024390243902,,7.317073170731707,,0.0,3.414634146341464,0.0,8.780487804878048,,,,10.24390243902439,15.609756097560975
Killingly School District,0690011,2020,2490.0,47.0,237.0,1974.0,,59.0,153.0,,58.0,1047.0,210.0,426.0,1257.0,284.0,79.27710843373494,1.887550200803213,9.518072289156626,2.3694779116465865,,6.144578313253012,,11.405622489959839,2.3293172690763053,42.04819277108434,50.48192771084338,17.10843373493976,20.722891566265062
Learn,2450014,2020,2518.0,392.0,1008.0,814.0,,67.0,225.0,,245.0,1310.0,267.0,405.0,1577.0,1400.0,32.32724384432089,15.567911040508339,40.031771247021446,2.660841938046068,,8.935663224781573,,55.59968228752978,9.729944400317713,52.02541699761716,62.62907069102462,16.08419380460683,67.67275615567911
Lebanon School District,0710011,2020,991.0,14.0,58.0,879.0,8.0,17.0,9.0,6.0,10.0,228.0,68.0,171.0,296.0,72.0,88.69828456104945,1.4127144298688195,5.852674066599395,1.7154389505549947,0.8072653884964682,0.9081735620585267,0.6054490413723511,7.265388496468214,1.0090817356205852,23.007063572149345,29.868819374369327,17.255297679112008,11.301715438950552
Ledyard School District,0720011,2020,2426.0,118.0,263.0,1759.0,71.0,86.0,119.0,10.0,34.0,508.0,126.0,462.0,634.0,381.0,72.50618301731245,4.863973619126134,10.840890354492991,3.544929925803792,2.926628194558945,4.905193734542457,0.4122011541632316,15.704863973619126,1.4014839241549877,20.93981863149217,26.133553173948886,19.0436933223413,27.493816982687548
Lisbon School District,0730011,2020,421.0,,48.0,327.0,0.0,6.0,32.0,,8.0,117.0,38.0,64.0,155.0,51.0,77.67220902612827,,11.401425178147269,1.4251781472684086,0.0,7.600950118764846,,12.114014251781473,1.9002375296912115,27.790973871733964,36.81710213776722,15.201900237529692,22.32779097387173
Litchfield School District,0740011,2020,889.0,7.0,45.0,800.0,0.0,17.0,11.0,9.0,,162.0,51.0,146.0,213.0,52.0,89.98875140607424,0.7874015748031495,5.061867266591676,1.9122609673790776,0.0,1.2373453318335208,1.0123734533183353,5.849268841394826,,18.222722159730033,23.95950506186727,16.42294713160855,10.011248593925757
Madison School District,0760011,2020,2626.0,15.0,130.0,2270.0,,101.0,104.0,,37.0,67.0,31.0,396.0,98.0,145.0,86.44325971058645,0.5712109672505713,4.9504950495049505,3.8461538461538463,,3.9603960396039604,,5.521706016755521,1.408987052551409,2.551408987052551,3.7319116527037317,15.07996953541508,13.556740289413554
Manchester School District,0770011,2020,6309.0,1561.0,1887.0,2126.0,21.0,541.0,161.0,12.0,449.0,3407.0,576.0,1080.0,3983.0,3448.0,33.69789190045966,24.74243144713901,29.909652876842607,8.575051513710571,0.33285782215882076,2.5519099698842926,0.1902044698050404,54.65208432398161,7.116817245205262,54.00221905214772,63.13203360278966,17.118402282453637,66.30210809954033
Mansfield School District,0780011,2020,1133.0,,149.0,740.0,,154.0,54.0,0.0,52.0,283.0,55.0,147.0,338.0,152.0,65.31332744924978,,13.150926743159753,13.592233009708737,,4.766107678729038,0.0,13.415710503089143,4.5895851721094445,24.97793468667255,29.832303618711386,12.97440423654016,34.68667255075022
Marlborough School District,0790011,2020,448.0,,28.0,388.0,,8.0,15.0,0.0,6.0,48.0,25.0,52.0,73.0,31.0,86.60714285714286,,6.25,1.7857142857142856,,3.3482142857142856,0.0,6.919642857142858,1.3392857142857142,10.714285714285714,16.294642857142858,11.607142857142858,13.392857142857139
Meriden School District,0800011,2020,8163.0,830.0,4636.0,2158.0,,188.0,337.0,,1372.0,5345.0,896.0,1712.0,6241.0,5466.0,26.436359181673403,10.16783045448977,56.79284576748744,2.3030748499326226,,4.128384172485606,,66.96067622197721,16.807546245252972,65.47837804728654,76.45473477888032,20.972681612152392,73.5636408183266
Middletown School District,0830011,2020,4620.0,916.0,925.0,2102.0,9.0,234.0,424.0,10.0,179.0,2007.0,289.0,673.0,2296.0,1841.0,45.497835497835496,19.826839826839826,20.02164502164502,5.0649350649350655,0.19480519480519481,9.177489177489177,0.21645021645021645,39.84848484848485,3.874458874458874,43.44155844155844,49.696969696969695,14.567099567099568,54.502164502164504
Milford School District,0840011,2020,5621.0,252.0,683.0,3996.0,7.0,521.0,155.0,7.0,157.0,1312.0,339.0,878.0,1651.0,935.0,71.0905532823341,4.483188044831881,12.150862835794344,9.26881337840242,0.12453300124533001,2.7575164561465932,0.12453300124533001,16.634050880626223,2.793097313645259,23.34104251912471,29.371997865148554,15.61999644191425,28.9094467176659
Monroe School District,0850011,2020,3136.0,66.0,341.0,2458.0,,157.0,111.0,,33.0,289.0,105.0,411.0,394.0,407.0,78.38010204081633,2.1045918367346936,10.873724489795919,5.006377551020408,,3.5395408163265305,,12.978316326530612,1.0522959183673468,9.215561224489797,12.563775510204081,13.105867346938776,21.619897959183675
Montville School District,0860011,2020,2064.0,62.0,292.0,1287.0,,158.0,243.0,,95.0,772.0,168.0,374.0,940.0,354.0,62.354651162790695,3.003875968992248,14.147286821705427,7.655038759689922,,11.773255813953488,,17.151162790697676,4.602713178294573,37.4031007751938,45.542635658914726,18.120155038759687,37.645348837209305
Naugatuck School District,0880011,2020,4372.0,406.0,1274.0,2312.0,,126.0,239.0,,312.0,2419.0,328.0,771.0,2747.0,1680.0,52.88197621225984,9.28636779505947,29.139981701738332,2.8819762122598354,,5.466605672461116,,38.426349496797805,7.136322049405306,55.32936870997255,62.83165599268069,17.63494967978042,47.11802378774016
New Beginnings Inc Family Academy District,2800013,2020,505.0,298.0,175.0,21.0,,,6.0,,9.0,388.0,46.0,47.0,434.0,473.0,4.158415841584159,59.009900990099005,34.65346534653465,,,1.188118811881188,,93.66336633663367,1.782178217821782,76.83168316831683,85.94059405940594,9.306930693069306,95.84158415841584
New Britain School District,0890011,2020,10093.0,1117.0,6731.0,1655.0,,234.0,343.0,,1714.0,6810.0,622.0,2193.0,7432.0,7848.0,16.3975032200535,11.067076191419796,66.68978499950461,2.318438521747746,,3.3983949271772516,,77.7568611909244,16.982066778955712,67.47250569701774,73.6351927078173,21.72793024868721,83.6024967799465
New Canaan School District,0900011,2020,4221.0,66.0,216.0,3468.0,,295.0,165.0,,48.0,0.0,0.0,531.0,0.0,282.0,82.16062544420754,1.5636105188343994,5.11727078891258,6.988865197820422,,3.9090262970859984,,6.680881307746979,1.1371712864250179,0.0,0.0,12.57995735607676,17.83937455579246
New Fairfield School District,0910011,2020,2186.0,34.0,287.0,1778.0,,34.0,45.0,,83.0,227.0,73.0,329.0,300.0,321.0,81.33577310155535,1.555352241537054,13.12900274473925,1.555352241537054,,2.058554437328454,,14.684354986276304,3.796889295516926,10.384263494967978,13.72369624885636,15.050320219579142,18.664226898444653
New Hartford School District,0920011,2020,437.0,,8.0,410.0,0.0,,15.0,0.0,6.0,66.0,11.0,59.0,77.0,11.0,93.82151029748283,,1.8306636155606408,,0.0,3.4324942791762014,0.0,2.517162471395881,1.3729977116704806,15.102974828375288,17.620137299771166,13.501144164759726,6.178489702517169
New Haven School District,0930011,2020,20675.0,7529.0,9649.0,2557.0,40.0,522.0,367.0,11.0,3584.0,12496.0,1132.0,3220.0,13628.0,17178.0,12.367593712212816,36.41596130592503,46.66989117291415,2.524788391777509,0.19347037484885127,1.7750906892382103,0.053204353083434096,83.08585247883917,17.334945586457074,60.44014510278114,65.91535671100362,15.574365175332527,87.63240628778718
New London School District,0950011,2020,3440.0,605.0,1791.0,578.0,,40.0,395.0,,743.0,2476.0,314.0,614.0,2790.0,2396.0,16.80232558139535,17.587209302325583,52.06395348837209,1.1627906976744187,,11.482558139534884,,69.65116279069767,21.598837209302328,71.97674418604652,81.1046511627907,17.848837209302324,83.19767441860465
New Milford School District,0960011,2020,3948.0,,621.0,2921.0,,130.0,163.0,0.0,190.0,1052.0,297.0,602.0,1349.0,624.0,73.98682877406281,,15.729483282674773,3.2928064842958458,,4.128672745694022,0.0,15.80547112462006,4.812563323201621,26.646403242147926,34.16919959473151,15.24822695035461,26.013171225937185
Newington School District,0940011,2020,4015.0,240.0,888.0,2290.0,,365.0,224.0,,244.0,997.0,317.0,569.0,1314.0,1128.0,57.03611457036114,5.9775840597758405,22.11706102117061,9.090909090909092,,5.579078455790785,,28.09464508094645,6.077210460772105,24.831880448318806,32.72727272727273,14.171855541718555,42.96388542963886
Newtown School District,0970011,2020,4188.0,,334.0,3577.0,,133.0,73.0,0.0,17.0,414.0,169.0,596.0,583.0,337.0,85.41069723018147,,7.975167144221586,3.1757402101241645,,1.7430754536771726,0.0,8.046800382043935,0.4059216809933142,9.885386819484241,13.920725883476601,14.231136580706782,14.58930276981853
Norfolk School District,0980011,2020,74.0,0.0,,62.0,0.0,0.0,,0.0,,,,22.0,,3.0,83.78378378378379,0.0,,0.0,0.0,,0.0,4.054054054054054,,,,29.72972972972973,16.21621621621621
North Branford School District,0990011,2020,1700.0,35.0,134.0,1473.0,,32.0,,0.0,16.0,301.0,107.0,261.0,408.0,169.0,86.6470588235294,2.0588235294117645,7.882352941176471,1.8823529411764703,,,0.0,9.941176470588236,0.9411764705882352,17.705882352941178,24.0,15.352941176470589,13.352941176470594
North Canaan School District,1000011,2020,253.0,,32.0,206.0,0.0,,12.0,0.0,9.0,90.0,30.0,40.0,120.0,35.0,81.42292490118577,,12.648221343873518,,0.0,4.743083003952568,0.0,13.83399209486166,3.557312252964427,35.573122529644266,47.43083003952569,15.810276679841898,18.577075098814234
North Haven School District,1010011,2020,3181.0,138.0,302.0,2399.0,6.0,224.0,112.0,0.0,100.0,508.0,158.0,390.0,666.0,440.0,75.41653568060357,4.33825840930525,9.49386985224772,7.041810751336058,0.1886199308393587,3.520905375668029,0.0,13.83212826155297,3.143665513989312,15.969820811065702,20.936812323168816,12.260295504558314,24.583464319396427
North Stonington School District,1020011,2020,747.0,,33.0,652.0,11.0,17.0,19.0,,0.0,120.0,40.0,75.0,160.0,36.0,87.28246318607763,,4.417670682730924,2.2757697456492636,1.4725568942436411,2.5435073627844713,,4.819277108433735,0.0,16.06425702811245,21.4190093708166,10.040160642570282,12.717536813922365
