District,District Code,fiscal_year,enrollment_total,n_black,n_hispanic,n_white,n_native_american,n_asian,n_two_or_more,n_pacific_islander,n_ell,n_free_lunch,n_reduced_lunch,n_sped,n_frpl,n_black_hispanic,pct_white,pct_black,pct_hispanic,pct_asian,pct_native_american,pct_two_or_more,pct_pacific_islander,pct_black_hispanic,pct_ell,pct_free_lunch,pct_frpl,pct_sped,pct_nonwhite
Madison School District,0760011,2024,2434.0,18.0,163.0,2067.0,,84.0,96.0,,32.0,61.0,30.0,390.0,91.0,181.0,84.92193919474117,0.7395234182415776,6.696795398520954,3.451109285127362,,3.9441248972884138,,7.436318816762531,1.314708299096138,2.506162695152013,3.7387017255546424,16.02300739523418,15.07806080525883
Manchester School District,0770011,2024,6167.0,1517.0,2195.0,1674.0,34.0,519.0,212.0,16.0,572.0,3234.0,413.0,1181.0,3647.0,3712.0,27.14447867682828,24.59867034214367,35.59267066645046,8.415761310199448,0.5513215501864764,3.437652018809794,0.25944543538187126,60.19134100859414,9.275174314901898,52.44040862656073,59.13734392735528,19.15031619912437,72.85552132317171
Mansfield School District,0780011,2024,1002.0,,177.0,625.0,,124.0,38.0,0.0,68.0,266.0,51.0,140.0,317.0,180.0,62.37524950099801,,17.664670658682635,12.375249500998004,,3.792415169660679,0.0,17.964071856287426,6.786427145708583,26.546906187624753,31.636726546906186,13.972055888223553,37.62475049900199
Marlborough School District,0790011,2024,445.0,,40.0,374.0,,13.0,12.0,0.0,6.0,59.0,25.0,59.0,84.0,43.0,84.04494382022472,,8.98876404494382,2.9213483146067416,,2.696629213483146,0.0,9.662921348314606,1.348314606741573,13.258426966292136,18.876404494382022,13.258426966292136,15.955056179775283
Meriden School District,0800011,2024,8789.0,1012.0,5434.0,1736.0,,149.0,443.0,,1643.0,5829.0,1044.0,1882.0,6873.0,6446.0,19.751962680623507,11.514392991239049,61.82728410513142,1.6953009443622709,,5.040391398338833,,73.34167709637046,18.69382182273296,66.32153828649449,78.20002275571737,21.413130048924792,80.2480373193765
Middletown School District,0830011,2024,4378.0,951.0,921.0,1787.0,18.0,230.0,455.0,16.0,237.0,1834.0,281.0,768.0,2115.0,1872.0,40.817724988579265,21.722247601644586,21.03700319780722,5.253540429419826,0.4111466423024212,10.392873458200091,0.3654636820465966,42.759250799451806,5.413430790315212,41.89127455459114,48.30973047053449,17.542256738236638,59.182275011420735
Milford School District,0840011,2024,5327.0,268.0,868.0,3466.0,,447.0,270.0,,155.0,1269.0,331.0,958.0,1600.0,1136.0,65.06476440773419,5.0309742819598275,16.29434954007884,8.391214567298668,,5.068518866153558,,21.325323822038673,2.9097052750140793,23.82203867092172,30.035667354984042,17.983855828796695,34.93523559226581
Monroe School District,0850011,2024,3470.0,126.0,567.0,2436.0,,194.0,140.0,,90.0,351.0,98.0,556.0,449.0,693.0,70.20172910662824,3.631123919308357,16.340057636887607,5.590778097982709,,4.034582132564841,,19.971181556195965,2.5936599423631126,10.115273775216139,12.939481268011527,16.02305475504323,29.798270893371765
Montville School District,0860011,2024,2021.0,93.0,339.0,1217.0,,124.0,231.0,,99.0,735.0,181.0,430.0,916.0,432.0,60.217714002968826,4.601682335477486,16.773874319643742,6.135576447303316,,11.429985155863434,,21.375556655121226,4.898565066798614,36.368134586838195,45.32409698169223,21.27659574468085,39.782285997031174
Naugatuck School District,0880011,2024,4231.0,533.0,1645.0,1744.0,,86.0,209.0,,507.0,2065.0,436.0,844.0,2501.0,2178.0,41.219569841645,12.597494682108248,38.87969747104703,2.032616402741669,,4.939730560151265,,51.47719215315528,11.98298274639565,48.80642874025053,59.111321200661784,19.948002836208932,58.780430158355
New Beginnings Inc Family Academy District,2800013,2024,392.0,214.0,169.0,,0.0,,,0.0,45.0,295.0,24.0,36.0,319.0,383.0,,54.59183673469388,43.11224489795919,,0.0,,0.0,97.70408163265306,11.479591836734695,75.25510204081633,81.37755102040816,9.183673469387756,
New Britain School District,0890011,2024,9900.0,1035.0,6801.0,1341.0,13.0,207.0,496.0,7.0,1890.0,6803.0,665.0,2341.0,7468.0,7836.0,13.545454545454547,10.454545454545453,68.6969696969697,2.090909090909091,0.13131313131313133,5.01010101010101,0.0707070707070707,79.15151515151516,19.090909090909093,68.71717171717172,75.43434343434343,23.646464646464647,86.45454545454545
New Canaan School District,0900011,2024,4109.0,54.0,284.0,3244.0,,293.0,223.0,,32.0,0.0,0.0,559.0,0.0,338.0,78.94864930640058,1.3141883669992698,6.911657337551716,7.130688732051595,,5.427111219274763,,8.225845704550986,0.7787782915551229,0.0,0.0,13.604283280603552,21.051350693599417
New Fairfield School District,0910011,2024,2154.0,54.0,381.0,1621.0,,25.0,64.0,,81.0,264.0,84.0,393.0,348.0,435.0,75.25533890436398,2.5069637883008355,17.68802228412256,1.160631383472609,,2.971216341689879,,20.194986072423397,3.7604456824512535,12.256267409470752,16.15598885793872,18.245125348189415,24.74466109563602
New Hartford School District,0920011,2024,455.0,0.0,32.0,408.0,0.0,,,0.0,7.0,76.0,14.0,94.0,90.0,32.0,89.67032967032968,0.0,7.032967032967033,,0.0,,0.0,7.032967032967033,1.5384615384615385,16.7032967032967,19.78021978021978,20.659340659340657,10.329670329670321
New Haven School District,0930011,2024,18966.0,6287.0,9355.0,1871.0,39.0,740.0,668.0,6.0,4252.0,13074.0,1414.0,3017.0,14488.0,15642.0,9.865021617631552,33.14879257618897,49.325108088157755,3.9017188653379735,0.2056311293894337,3.5220921649267107,0.03163555836760519,82.47390066434673,22.419065696509545,68.9338816830117,76.38932827164399,15.907413265844141,90.13497838236844
New London School District,0950011,2024,2922.0,499.0,1711.0,338.0,16.0,31.0,320.0,7.0,928.0,2188.0,308.0,607.0,2496.0,2210.0,11.567419575633128,17.07734428473648,58.55578370978781,1.0609171800136894,0.5475701574264202,10.951403148528405,0.23956194387405885,75.6331279945243,31.759069130732374,74.88021902806297,85.42094455852155,20.773442847364816,88.43258042436688
New Milford School District,0960011,2024,3602.0,120.0,898.0,2368.0,,125.0,82.0,,302.0,949.0,243.0,610.0,1192.0,1018.0,65.74125485841199,3.3314825097168237,24.9305941143809,3.4702942809550246,,2.2765130483064966,,28.262076624097727,8.38423098278734,26.34647418101055,33.09272626318712,16.93503609106052,34.25874514158801
Newington School District,0940011,2024,3893.0,221.0,1027.0,2019.0,,405.0,213.0,,370.0,1135.0,304.0,620.0,1439.0,1248.0,51.86231697919342,5.676855895196507,26.380683277677885,10.40328795273568,,5.471358849216543,,32.057539172874385,9.504238376573337,29.1548933984074,36.96378114564603,15.926021063447212,48.13768302080658
Newtown School District,0970011,2024,3951.0,93.0,533.0,3164.0,,88.0,65.0,,66.0,381.0,143.0,620.0,524.0,626.0,80.08099215388509,2.3538344722854974,13.4902556314857,2.2272842318400405,,1.645153125790939,,15.844090103771197,1.6704631738800304,9.643128321943811,13.262465198683879,15.692229815236649,19.91900784611491
Norfolk School District,0980011,2024,56.0,0.0,,49.0,0.0,,,0.0,,,,14.0,,3.0,87.5,0.0,,,0.0,,0.0,5.357142857142857,,,,25.0,12.5
North Branford School District,0990011,2024,1541.0,,163.0,1284.0,,28.0,44.0,0.0,23.0,300.0,79.0,244.0,379.0,166.0,83.32251784555483,,10.577547047371837,1.8170019467878002,,2.855288773523686,0.0,10.772225827384815,1.4925373134328357,19.46787800129786,24.594419208306295,15.83387410772226,16.677482154445173
North Canaan School District,1000011,2024,244.0,10.0,39.0,187.0,,0.0,,0.0,13.0,85.0,19.0,36.0,104.0,49.0,76.63934426229508,4.098360655737705,15.983606557377051,0.0,,,0.0,20.081967213114755,5.327868852459016,34.83606557377049,42.62295081967213,14.754098360655737,23.360655737704917
North Haven School District,1010011,2024,3236.0,174.0,444.0,2207.0,,275.0,127.0,,192.0,595.0,220.0,470.0,815.0,618.0,68.20148331273177,5.377008652657602,13.720642768850432,8.498145859085291,,3.9245982694684796,,19.097651421508036,5.933250927070458,18.38689740420272,25.185414091470953,14.524103831891225,31.798516687268233
North Stonington School District,1020011,2024,741.0,14.0,34.0,667.0,,8.0,12.0,,,107.0,45.0,106.0,152.0,48.0,90.01349527665316,1.8893387314439947,4.588394062078273,1.0796221322537112,,1.6194331983805668,,6.477732793522267,,14.439946018893387,20.51282051282051,14.304993252361673,9.98650472334684
Norwalk School District,1030011,2024,11520.0,1544.0,6521.0,2592.0,18.0,425.0,410.0,10.0,2484.0,4856.0,1049.0,1959.0,5905.0,8065.0,22.5,13.402777777777777,56.60590277777777,3.689236111111111,0.15625,3.5590277777777777,0.08680555555555555,70.00868055555556,21.5625,42.15277777777778,51.25868055555556,17.005208333333332,77.5
Norwich Free Academy District,9010022,2024,2071.0,302.0,607.0,887.0,24.0,111.0,132.0,8.0,276.0,1017.0,142.0,248.0,1159.0,909.0,42.82955094157412,14.582327378078222,29.309512312892323,5.3597295992274265,1.158860453887011,6.373732496378561,0.386286817962337,43.89183969097055,13.326895219700626,49.10671173346209,55.96330275229357,11.974891356832448,57.17044905842588
Norwich School District,1040011,2024,3336.0,617.0,1305.0,873.0,9.0,206.0,314.0,12.0,767.0,2177.0,336.0,740.0,2513.0,1922.0,26.169064748201436,18.495203836930454,39.118705035971225,6.175059952038369,0.2697841726618705,9.412470023980815,0.3597122302158274,57.613908872901675,22.991606714628297,65.25779376498801,75.32973621103118,22.18225419664269,73.83093525179856
Odyssey Community School District,2630013,2024,370.0,86.0,71.0,98.0,,89.0,,0.0,47.0,131.0,36.0,34.0,167.0,157.0,26.486486486486488,23.243243243243246,19.18918918918919,24.054054054054056,,,0.0,42.432432432432435,12.702702702702704,35.4054054054054,45.13513513513514,9.18918918918919,73.51351351351352
Old Saybrook School District,1060011,2024,1030.0,,159.0,795.0,0.0,35.0,33.0,,77.0,207.0,40.0,161.0,247.0,162.0,77.18446601941747,,15.436893203883495,3.3980582524271843,0.0,3.203883495145631,,15.728155339805824,7.475728155339806,20.097087378640776,23.980582524271846,15.63106796116505,22.81553398058253
Orange School District,1070011,2024,1281.0,,105.0,929.0,0.0,160.0,60.0,,69.0,134.0,40.0,144.0,174.0,108.0,72.52146760343481,,8.19672131147541,12.49024199843872,0.0,4.683840749414521,,8.430913348946136,5.386416861826698,10.460577673692429,13.583138173302109,11.241217798594848,27.478532396565186
Oxford School District,1080011,2024,1667.0,40.0,187.0,1352.0,,51.0,29.0,,28.0,239.0,33.0,266.0,272.0,227.0,81.10377924415117,2.399520095980804,11.217756448710258,3.059388122375525,,1.7396520695860829,,13.617276544691062,1.6796640671865628,14.337132573485304,16.316736652669466,15.956808638272346,18.89622075584883
Park City Prep Charter School District,2830013,2024,403.0,190.0,178.0,23.0,,,,0.0,62.0,257.0,48.0,38.0,305.0,368.0,5.707196029776675,47.146401985111666,44.168734491315135,,,,0.0,91.3151364764268,15.384615384615385,63.77171215880894,75.68238213399503,9.429280397022332,94.29280397022333
Plainfield School District,1090011,2024,1895.0,60.0,195.0,1541.0,15.0,27.0,48.0,9.0,25.0,927.0,188.0,380.0,1115.0,255.0,81.31926121372032,3.16622691292876,10.29023746701847,1.424802110817942,0.79155672823219,2.5329815303430077,0.47493403693931396,13.456464379947231,1.3192612137203166,48.91820580474934,58.839050131926115,20.052770448548813,18.680738786279676
Plainville School District,1100011,2024,2255.0,130.0,552.0,1407.0,,59.0,99.0,,172.0,740.0,213.0,339.0,953.0,682.0,62.394678492239464,5.764966740576496,24.47893569844789,2.616407982261641,,4.390243902439024,,30.24390243902439,7.62749445676275,32.8159645232816,42.26164079822616,15.033259423503326,37.605321507760536
Plymouth School District,1110011,2024,1279.0,28.0,205.0,955.0,,,69.0,0.0,42.0,480.0,153.0,316.0,633.0,233.0,74.6677091477717,2.18921032056294,16.028146989835808,,,5.394839718530102,0.0,18.21735731039875,3.2838154808444098,37.52931978107897,49.49179046129789,24.70680218921032,25.332290852228297
Pomfret School District,1120011,2024,349.0,,10.0,325.0,0.0,,6.0,0.0,6.0,60.0,13.0,54.0,73.0,13.0,93.12320916905445,,2.865329512893983,,0.0,1.7191977077363898,0.0,3.7249283667621778,1.7191977077363898,17.191977077363894,20.916905444126073,15.472779369627506,6.876790830945552
Portland School District,1130011,2024,1243.0,52.0,217.0,895.0,0.0,17.0,62.0,0.0,44.0,312.0,60.0,268.0,372.0,269.0,72.00321802091713,4.18342719227675,17.45776347546259,1.3676588897827837,0.0,4.98793242156074,0.0,21.64119066773934,3.5398230088495577,25.1005631536605,29.92759452936444,21.560740144810943,27.99678197908287
Preston School District,1140011,2024,450.0,8.0,43.0,363.0,,10.0,19.0,,11.0,104.0,41.0,69.0,145.0,51.0,80.66666666666666,1.7777777777777777,9.555555555555555,2.2222222222222223,,4.222222222222222,,11.333333333333332,2.4444444444444446,23.11111111111111,32.22222222222222,15.333333333333332,19.333333333333343
Putnam School District,1160011,2024,1181.0,16.0,204.0,872.0,,15.0,71.0,,57.0,596.0,87.0,237.0,683.0,220.0,73.83573243014393,1.3547840812870449,17.27349703640982,1.2701100762066047,,6.011854360711261,,18.62828111769687,4.8264182895850976,50.46570702794242,57.832345469940726,20.067739204064353,26.164267569856065
Redding School District,1170011,2024,865.0,11.0,113.0,687.0,,21.0,30.0,,15.0,69.0,7.0,142.0,76.0,124.0,79.42196531791907,1.2716763005780347,13.0635838150289,2.4277456647398843,,3.4682080924855487,,14.335260115606937,1.7341040462427744,7.976878612716763,8.786127167630058,16.416184971098264,20.578034682080926
Regional School District 01,2010012,2024,314.0,,35.0,253.0,0.0,,16.0,0.0,7.0,69.0,27.0,56.0,96.0,38.0,80.57324840764332,,11.146496815286625,,0.0,5.095541401273886,0.0,12.101910828025478,2.229299363057325,21.97452229299363,30.573248407643312,17.8343949044586,19.42675159235668
Regional School District 04,2040012,2024,723.0,8.0,74.0,603.0,,,29.0,0.0,18.0,154.0,58.0,141.0,212.0,82.0,83.40248962655602,1.1065006915629323,10.235131396957122,,,4.011065006915629,0.0,11.341632088520056,2.4896265560165975,21.300138312586444,29.322268326417706,19.502074688796682,16.59751037344398
Regional School District 05,2050012,2024,2112.0,,201.0,1433.0,,307.0,88.0,0.0,30.0,235.0,67.0,279.0,302.0,204.0,67.85037878787878,,9.517045454545455,14.535984848484848,,4.166666666666666,0.0,9.659090909090908,1.4204545454545454,11.12689393939394,14.299242424242426,13.210227272727273,32.14962121212122
Regional School District 06,2060012,2024,848.0,14.0,44.0,757.0,0.0,,31.0,,13.0,166.0,65.0,147.0,231.0,58.0,89.26886792452831,1.650943396226415,5.188679245283019,,0.0,3.6556603773584904,,6.839622641509433,1.5330188679245282,19.57547169811321,27.240566037735846,17.33490566037736,10.731132075471692
Regional School District 07,2070012,2024,831.0,,35.0,769.0,,7.0,15.0,0.0,,162.0,68.0,194.0,230.0,38.0,92.53910950661853,,4.21179302045728,0.842358604091456,,1.8050541516245486,0.0,4.57280385078219,,19.494584837545126,27.67749699157641,23.345367027677497,7.46089049338147
Regional School District 08,2080012,2024,1162.0,18.0,107.0,985.0,,11.0,39.0,,,153.0,40.0,185.0,193.0,125.0,84.76764199655766,1.549053356282272,9.208261617900172,0.9466437177280551,,3.356282271944923,,10.757314974182444,,13.166953528399311,16.609294320137693,15.920826161790016,15.232358003442343
Regional School District 09,2090012,2024,749.0,18.0,70.0,594.0,0.0,36.0,31.0,0.0,,77.0,19.0,118.0,96.0,88.0,79.30574098798398,2.403204272363151,9.345794392523365,4.806408544726302,0.0,4.138851802403204,0.0,11.748998664886514,,10.2803738317757,12.817089452603472,15.7543391188251,20.69425901201602
Regional School District 10,2100012,2024,2121.0,10.0,159.0,1467.0,0.0,18.0,467.0,0.0,36.0,247.0,73.0,362.0,320.0,169.0,69.16548797736917,0.4714757190004715,7.4964639321074955,0.8486562942008486,0.0,22.017916077322017,0.0,7.967939651107968,1.6973125884016973,11.645450259311646,15.087223008015089,17.06742102781707,30.834512022630832
Regional School District 11,2110012,2024,212.0,6.0,17.0,183.0,0.0,,,0.0,0.0,67.0,24.0,48.0,91.0,23.0,86.32075471698113,2.8301886792452833,8.018867924528301,,0.0,,0.0,10.849056603773585,0.0,31.60377358490566,42.924528301886795,22.641509433962266,13.679245283018872
Regional School District 12,2120012,2024,797.0,,84.0,673.0,,,32.0,0.0,10.0,115.0,38.0,117.0,153.0,87.0,84.44165621079046,,10.53952321204517,,,4.0150564617314926,0.0,10.915934755332497,1.2547051442910917,14.429109159347552,19.196988707653702,14.68005018820577,15.558343789209545
Regional School District 13,2130012,2024,1350.0,,102.0,1177.0,,18.0,43.0,0.0,21.0,184.0,39.0,306.0,223.0,105.0,87.18518518518519,,7.555555555555555,1.3333333333333335,,3.185185185185185,0.0,7.777777777777778,1.5555555555555556,13.62962962962963,16.51851851851852,22.666666666666664,12.81481481481481
Regional School District 14,2140012,2024,1581.0,23.0,173.0,1309.0,,19.0,53.0,,24.0,274.0,87.0,315.0,361.0,196.0,82.79569892473118,1.454775458570525,10.942441492726122,1.2017710309930425,,3.3523086654016447,,12.397216951296649,1.5180265654648957,17.33080328905756,22.833649588867804,19.924098671726757,17.204301075268816
Regional School District 15,2150012,2024,3435.0,80.0,327.0,2738.0,,165.0,120.0,,74.0,419.0,124.0,635.0,543.0,407.0,79.70887918486171,2.3289665211062593,9.519650655021834,4.8034934497816595,,3.4934497816593884,,11.848617176128093,2.1542940320232895,12.197962154294032,15.807860262008733,18.486171761280932,20.291120815138285
Regional School District 16,2160012,2024,1931.0,76.0,211.0,1566.0,,,51.0,0.0,45.0,390.0,112.0,310.0,502.0,287.0,81.09787674779906,3.9357845675815644,10.926980838943551,,,2.641118591403418,0.0,14.862765406525117,2.330398757120663,20.196789228379078,25.99689280165717,16.053858104609013,18.902123252200937
Regional School District 17,2170012,2024,1770.0,,85.0,1578.0,,33.0,52.0,0.0,15.0,207.0,46.0,307.0,253.0,88.0,89.15254237288136,,4.80225988700565,1.864406779661017,,2.937853107344633,0.0,4.971751412429379,0.847457627118644,11.694915254237289,14.293785310734464,17.34463276836158,10.847457627118644
Regional School District 18,2180012,2024,1292.0,6.0,89.0,1105.0,0.0,37.0,55.0,0.0,35.0,136.0,28.0,185.0,164.0,95.0,85.52631578947368,0.46439628482972134,6.888544891640867,2.863777089783282,0.0,4.256965944272446,0.0,7.352941176470589,2.708978328173375,10.526315789473683,12.693498452012383,14.318885448916408,14.473684210526315
Regional School District 19,2190012,2024,1084.0,39.0,160.0,788.0,,75.0,,0.0,20.0,246.0,66.0,196.0,312.0,199.0,72.69372693726937,3.5977859778597785,14.760147601476014,6.918819188191883,,,0.0,18.357933579335793,1.8450184501845017,22.693726937269375,28.782287822878228,18.081180811808117,27.306273062730625
Ridgefield School District,1180011,2024,4474.0,36.0,415.0,3530.0,,281.0,203.0,,88.0,239.0,79.0,796.0,318.0,451.0,78.90031291908807,0.8046490835940991,9.275815824765312,6.280733124720609,,4.537326776933393,,10.08046490835941,1.9669199821189094,5.3419758605274925,7.107733571747876,17.79168529280286,21.099687080911934
Rocky Hill School District,1190011,2024,2530.0,98.0,286.0,1264.0,,770.0,108.0,,256.0,467.0,115.0,372.0,582.0,384.0,49.9604743083004,3.8735177865612647,11.304347826086957,30.434782608695656,,4.2687747035573125,,15.177865612648223,10.118577075098814,18.458498023715414,23.00395256916996,14.703557312252965,50.0395256916996
Salem School District,1210011,2024,386.0,,36.0,314.0,,,27.0,0.0,,73.0,19.0,71.0,92.0,39.0,81.34715025906736,,9.32642487046632,,,6.994818652849741,0.0,10.103626943005182,,18.911917098445596,23.83419689119171,18.393782383419687,18.652849740932638
