"Smarter Balanced Assessments, 2015-16"
"All Districts, ELA and Math, All Grades Combined, All Students"

"",,,,,,,"Level 1Not Met",,"Level 2Approaching",,"Level 3Met",,"Level 4Exceeded",,"Level 3&4Met or Exceeded",
"Regional School District 07","=""2070012""","ELA",325,312,96.0,312,36,11.5,57,18.3,141,45.2,78,25.0,219,70.2
,,"Math",325,312,96.0,312,39,12.5,65,20.8,113,36.2,95,30.4,208,66.7
"Regional School District 08","=""2080012""","ELA",567,561,98.9,558,48,8.6,113,20.3,264,47.3,133,23.8,397,71.1
,,"Math",567,561,98.9,558,75,13.4,155,27.8,162,29.0,166,29.7,328,58.8
"Regional School District 10","=""2100012""","ELA",1135,1118,98.5,1118,108,9.7,228,20.4,403,36.0,379,33.9,782,69.9
,,"Math",1134,1117,98.5,1117,158,14.1,302,27.0,308,27.6,349,31.2,657,58.8
"Regional School District 11","=""2110012""","ELA",91,90,98.9,90,9,10.0,20,22.2,47,52.2,14,15.6,61,67.8
,,"Math",91,89,97.8,89,22,24.7,34,38.2,20,22.5,13,14.6,33,37.1
"Regional School District 12","=""2120012""","ELA",311,310,99.7,310,25,8.1,48,15.5,124,40.0,113,36.5,237,76.5
,,"Math",311,309,99.4,309,26,8.4,72,23.3,113,36.6,98,31.7,211,68.3
"Regional School District 13","=""2130012""","ELA",827,818,98.9,818,88,10.8,184,22.5,308,37.7,238,29.1,546,66.7
,,"Math",827,817,98.8,817,135,16.5,255,31.2,239,29.3,188,23.0,427,52.3
"Regional School District 14","=""2140012""","ELA",664,660,99.4,660,90,13.6,154,23.3,232,35.2,184,27.9,416,63.0
,,"Math",664,659,99.2,659,121,18.4,233,35.4,198,30.0,107,16.2,305,46.3
"Regional School District 15","=""2150012""","ELA",1821,1796,98.6,1796,125,7.0,279,15.5,638,35.5,754,42.0,1392,77.5
,,"Math",1821,1793,98.5,1793,181,10.1,446,24.9,547,30.5,619,34.5,1166,65.0
"Regional School District 16","=""2160012""","ELA",1069,1000,93.5,1000,127,12.7,228,22.8,359,35.9,286,28.6,645,64.5
,,"Math",1069,996,93.2,995,158,15.9,302,30.4,302,30.4,233,23.4,535,53.8
"Regional School District 17","=""2170012""","ELA",1062,1055,99.3,1055,100,9.5,181,17.2,361,34.2,413,39.1,774,73.4
,,"Math",1061,1050,99.0,1050,123,11.7,290,27.6,303,28.9,334,31.8,637,60.7
"Regional School District 18","=""2180012""","ELA",607,600,98.8,600,36,6.0,81,13.5,228,38.0,255,42.5,483,80.5
,,"Math",607,600,98.8,600,31,5.2,117,19.5,185,30.8,267,44.5,452,75.3
"Ridgefield School District","=""1180011""","ELA",2383,2323,97.5,2323,142,6.1,268,11.5,763,32.8,1150,49.5,1913,82.4
,,"Math",2383,2318,97.3,2318,205,8.8,478,20.6,714,30.8,921,39.7,1635,70.5
"Rocky Hill School District","=""1190011""","ELA",1139,1134,99.6,1134,140,12.3,226,19.9,383,33.8,385,34.0,768,67.7
,,"Math",1139,1133,99.5,1133,174,15.4,315,27.8,285,25.2,359,31.7,644,56.8
"Salem School District","=""1210011""","ELA",246,246,100.0,246,16,6.5,28,11.4,83,33.7,119,48.4,202,82.1
,,"Math",246,246,100.0,246,20,8.1,53,21.5,68,27.6,105,42.7,173,70.3
"Salisbury School District","=""1220011""","ELA",160,160,100.0,160,8,5.0,22,13.8,58,36.3,72,45.0,130,81.3
,,"Math",160,160,100.0,160,11,6.9,35,21.9,45,28.1,69,43.1,114,71.3
"Scotland School District","=""1230011""","ELA",57,55,96.5,55,7,12.7,12,21.8,18,32.7,18,32.7,36,65.5
,,"Math",57,55,96.5,55,10,18.2,23,41.8,11,20.0,11,20.0,22,40.0
"Seymour School District","=""1240011""","ELA",1063,1056,99.3,1056,208,19.7,263,24.9,376,35.6,209,19.8,585,55.4
,,"Math",1063,1055,99.2,1055,218,20.7,326,30.9,290,27.5,221,20.9,511,48.4
"Sharon School District","=""1250011""","ELA",104,102,98.1,102,26,25.5,25,24.5,29,28.4,22,21.6,51,50.0
,,"Math",104,102,98.1,102,34,33.3,28,27.5,28,27.5,12,11.8,40,39.2
"Shelton School District","=""1260011""","ELA",2315,2291,99.0,2290,256,11.2,413,18.0,804,35.1,817,35.7,1621,70.8
,,"Math",2315,2286,98.7,2286,357,15.6,636,27.8,677,29.6,616,26.9,1293,56.6
"Sherman School District","=""1270011""","ELA",222,174,78.4,174,22,12.6,31,17.8,65,37.4,56,32.2,121,69.5
,,"Math",222,174,78.4,174,23,13.2,41,23.6,54,31.0,56,32.2,110,63.2
"Side By Side Charter School District","=""2700013""","ELA",129,129,100.0,129,18,14.0,35,27.1,55,42.6,21,16.3,76,58.9
,,"Math",129,128,99.2,128,21,16.4,48,37.5,33,25.8,26,20.3,59,46.1
"Simsbury School District","=""1280011""","ELA",1935,1930,99.7,1930,119,6.2,259,13.4,621,32.2,931,48.2,1552,80.4
,,"Math",1925,1917,99.6,1917,193,10.1,428,22.3,558,29.1,738,38.5,1296,67.6
"Somers School District","=""1290011""","ELA",688,665,96.7,665,84,12.6,132,19.8,225,33.8,224,33.7,449,67.5
,,"Math",688,663,96.4,663,101,15.2,209,31.5,184,27.8,169,25.5,353,53.2
"South Windsor School District","=""1320011""","ELA",1864,1845,99.0,1845,146,7.9,285,15.4,667,36.2,747,40.5,1414,76.6
,,"Math",1864,1841,98.8,1841,162,8.8,398,21.6,494,26.8,787,42.7,1281,69.6
"Southington School District","=""1310011""","ELA",3110,3087,99.3,3087,404,13.1,644,20.9,1152,37.3,887,28.7,2039,66.1
,,"Math",3108,3083,99.2,3083,449,14.6,884,28.7,980,31.8,770,25.0,1750,56.8
"Sprague School District","=""1330011""","ELA",220,219,99.5,219,52,23.7,52,23.7,84,38.4,31,14.2,115,52.5
,,"Math",220,219,99.5,219,56,25.6,86,39.3,55,25.1,22,10.0,77,35.2
"Stafford School District","=""1340011""","ELA",680,669,98.4,669,93,13.9,145,21.7,269,40.2,162,24.2,431,64.4
,,"Math",680,669,98.4,669,99,14.8,229,34.2,214,32.0,127,19.0,341,51.0
"Stamford School District","=""1350011""","ELA",7055,6992,99.1,6992,1868,26.7,1649,23.6,2043,29.2,1432,20.5,3475,49.7
,,"Math",7056,6985,99.0,6985,2170,31.1,1949,27.9,1527,21.9,1339,19.2,2866,41.0
"Sterling School District","=""1360011""","ELA",286,279,97.6,279,52,18.6,72,25.8,97,34.8,58,20.8,155,55.6
,,"Math",286,279,97.6,279,96,34.4,107,38.4,52,18.6,24,8.6,76,27.2
"Stonington School District","=""1370011""","ELA",995,972,97.7,972,123,12.7,157,16.2,333,34.3,359,36.9,692,71.2
,,"Math",996,972,97.6,972,131,13.5,228,23.5,282,29.0,331,34.1,613,63.1
"Stratford School District","=""1380011""","ELA",3229,3207,99.3,3205,803,25.1,813,25.4,1013,31.6,576,18.0,1589,49.6
,,"Math",3229,3200,99.1,3200,1193,37.3,1042,32.6,635,19.8,330,10.3,965,30.2
"Suffield School District","=""1390011""","ELA",1032,1010,97.9,1010,123,12.2,197,19.5,351,34.8,339,33.6,690,68.3
,,"Math",1032,1007,97.6,1006,188,18.7,313,31.1,292,29.0,213,21.2,505,50.2
"The Bridge Academy District","=""2690013""","ELA",98,98,100.0,98,44,44.9,37,37.8,"*","*","*","*",17,17.3
,,"Math",98,98,100.0,98,52,53.1,41,41.8,"*","*","*","*","*","*"
"The Gilbert School District","=""9020022""","ELA",172,168,97.7,168,38,22.6,52,31.0,57,33.9,21,12.5,78,46.4
,,"Math",172,167,97.1,167,72,43.1,49,29.3,32,19.2,14,8.4,46,27.5
"Thomaston School District","=""1400011""","ELA",456,452,99.1,452,104,23.0,112,24.8,150,33.2,86,19.0,236,52.2
,,"Math",456,453,99.3,453,96,21.2,160,35.3,128,28.3,69,15.2,197,43.5
"Thompson School District","=""1410011""","ELA",500,476,95.2,476,145,30.5,159,33.4,128,26.9,44,9.2,172,36.1
,,"Math",500,477,95.4,477,177,37.1,176,36.9,94,19.7,30,6.3,124,26.0
"Tolland School District","=""1420011""","ELA",1213,1206,99.4,1206,113,9.4,240,19.9,437,36.2,416,34.5,853,70.7
,,"Math",1211,1204,99.4,1204,104,8.6,300,24.9,442,36.7,358,29.7,800,66.4
"Torrington School District","=""1430011""","ELA",2076,1999,96.3,1999,532,26.6,576,28.8,607,30.4,284,14.2,891,44.6
,,"Math",2078,1990,95.8,1990,702,35.3,762,38.3,398,20.0,128,6.4,526,26.4
"Trailblazers Academy District","=""2780013""","ELA",129,124,96.1,124,85,68.5,25,20.2,"*","*","*","*",14,11.3
,,"Math",129,120,93.0,120,94,78.3,"*","*","*","*",0,0.0,"*","*"
"Trumbull School District","=""1440011""","ELA",3006,2965,98.6,2964,164,5.5,376,12.7,946,31.9,1478,49.9,2424,81.8
,,"Math",3006,2964,98.6,2963,188,6.3,513,17.3,865,29.2,1397,47.1,2262,76.3
"Unified School District #2","=""3470015""","ELA",31,31,100.0,30,25,83.3,"*","*","*","*",0,0.0,"*","*"
,,"Math",31,31,100.0,31,31,100.0,0,0.0,0,0.0,0,0.0,0,0.0
"Union School District","=""1450011""","ELA",49,49,100.0,49,8,16.3,10,20.4,16,32.7,15,30.6,31,63.3
,,"Math",49,49,100.0,49,8,16.3,12,24.5,17,34.7,12,24.5,29,59.2
"Vernon School District","=""1460011""","ELA",1410,1390,98.6,1389,424,30.5,345,24.8,400,28.8,220,15.8,620,44.6
,,"Math",1412,1388,98.3,1387,467,33.7,461,33.2,316,22.8,143,10.3,459,33.1
"Voluntown School District","=""1470011""","ELA",174,174,100.0,174,23,13.2,39,22.4,67,38.5,45,25.9,112,64.4
,,"Math",174,174,100.0,174,24,13.8,51,29.3,66,37.9,33,19.0,99,56.9
"Wallingford School District","=""1480011""","ELA",2694,2666,99.0,2666,469,17.6,680,25.5,970,36.4,547,20.5,1517,56.9
,,"Math",2694,2664,98.9,2664,549,20.6,874,32.8,792,29.7,449,16.9,1241,46.6
"Waterbury School District","=""1510011""","ELA",8436,8395,99.5,8394,3954,47.1,2185,26.0,1631,19.4,624,7.4,2255,26.9
,,"Math",8437,8398,99.5,8398,4813,57.3,2242,26.7,1040,12.4,303,3.6,1343,16.0
"Waterford School District","=""1520011""","ELA",1214,1213,99.9,1213,163,13.4,249,20.5,431,35.5,370,30.5,801,66.0
,,"Math",1215,1214,99.9,1214,230,18.9,367,30.2,329,27.1,288,23.7,617,50.8
"Watertown School District","=""1530011""","ELA",1319,1306,99.0,1306,195,14.9,313,24.0,458,35.1,340,26.0,798,61.1
,,"Math",1318,1305,99.0,1305,327,25.1,466,35.7,345,26.4,167,12.8,512,39.2
"West Hartford School District","=""1550011""","ELA",4424,4395,99.3,4391,520,11.8,747,17.0,1458,33.2,1666,37.9,3124,71.1
,,"Math",4421,4380,99.1,4377,733,16.7,1109,25.3,1266,28.9,1269,29.0,2535,57.9
"West Haven School District","=""1560011""","ELA",2637,2612,99.1,2612,734,28.1,656,25.1,793,30.4,429,16.4,1222,46.8
,,"Math",2632,2607,99.1,2607,787,30.2,858,32.9,620,23.8,342,13.1,962,36.9
"Westbrook School District","=""1540011""","ELA",323,322,99.7,322,28,8.7,55,17.1,108,33.5,131,40.7,239,74.2
,,"Math",323,322,99.7,322,29,9.0,90,28.0,89,27.6,114,35.4,203,63.0
"Weston School District","=""1570011""","ELA",1109,1085,97.8,1085,71,6.5,154,14.2,423,39.0,437,40.3,860,79.3
,,"Math",1108,1083,97.7,1083,79,7.3,226,20.9,380,35.1,398,36.7,778,71.8
"Westport School District","=""1580011""","ELA",2661,2603,97.8,2598,131,5.0,330,12.7,895,34.4,1242,47.8,2137,82.3
,,"Math",2661,2599,97.7,2593,206,7.9,457,17.6,756,29.2,1174,45.3,1930,74.4
"Wethersfield School District","=""1590011""","ELA",1624,1603,98.7,1603,227,14.2,310,19.3,569,35.5,497,31.0,1066,66.5
,,"Math",1626,1605,98.7,1605,260,16.2,408,25.4,465,29.0,472,29.4,937,58.4
"Willington School District","=""1600011""","ELA",288,276,95.8,276,55,19.9,62,22.5,109,39.5,50,18.1,159,57.6
,,"Math",288,274,95.1,274,49,17.9,93,33.9,83,30.3,49,17.9,132,48.2
"Wilton School District","=""1610011""","ELA",1987,1949,98.1,1949,114,5.8,280,14.4,723,37.1,832,42.7,1555,79.8
,,"Math",1988,1949,98.0,1948,177,9.1,470,24.1,622,31.9,679,34.9,1301,66.8
"Winchester School District","=""1620011""","ELA",333,326,97.9,326,96,29.4,93,28.5,90,27.6,47,14.4,137,42.0
,,"Math",333,323,97.0,323,125,38.7,103,31.9,68,21.1,27,8.4,95,29.4
"Windham School District","=""1630011""","ELA",1575,1564,99.3,1564,606,38.7,390,24.9,386,24.7,182,11.6,568,36.3
,,"Math",1577,1561,99.0,1558,680,43.6,485,31.1,265,17.0,128,8.2,393,25.2
"Windsor Locks School District","=""1650011""","ELA",720,713,99.0,713,179,25.1,187,26.2,220,30.9,127,17.8,347,48.7
,,"Math",720,700,97.2,700,222,31.7,218,31.1,168,24.0,92,13.1,260,37.1
"Windsor School District","=""1640011""","ELA",1367,1353,99.0,1353,400,29.6,334,24.7,382,28.2,237,17.5,619,45.8
,,"Math",1371,1352,98.6,1352,422,31.2,401,29.7,326,24.1,203,15.0,529,39.1
"Wolcott School District","=""1660011""","ELA",1090,1084,99.4,1084,126,11.6,230,21.2,414,38.2,314,29.0,728,67.2
,,"Math",1090,1084,99.4,1084,124,11.4,334,30.8,329,30.4,297,27.4,626,57.7
"Woodbridge School District","=""1670011""","ELA",438,417,95.2,417,31,7.4,52,12.5,126,30.2,208,49.9,334,80.1
,,"Math",438,416,95.0,416,37,8.9,83,20.0,130,31.3,166,39.9,296,71.2
"Woodstock School District","=""1690011""","ELA",587,565,96.3,565,68,12.0,102,18.1,212,37.5,183,32.4,395,69.9
,,"Math",587,563,95.9,563,90,16.0,184,32.7,181,32.1,108,19.2,289,51.3

