"Smarter Balanced Assessments, 2016-17"
"All Districts, ELA and Math, All Grades Combined, All Students"

"",,,,,,,"Level 1Not Met",,"Level 2Approaching",,"Level 3Met",,"Level 4Exceeded",,"Level 3&4Met or Exceeded",
,,"Math",775,760,98.1,759,67,8.8,154,20.3,196,25.8,342,45.1,538,70.9
"Regional School District 06","=""2060012""","ELA",314,290,92.4,290,37,12.8,56,19.3,108,37.2,89,30.7,197,67.9
,,"Math",314,288,91.7,288,49,17.0,80,27.8,99,34.4,60,20.8,159,55.2
"Regional School District 07","=""2070012""","ELA",344,336,97.7,336,49,14.6,54,16.1,151,44.9,82,24.4,233,69.3
,,"Math",344,336,97.7,336,58,17.3,91,27.1,103,30.7,84,25.0,187,55.7
"Regional School District 08","=""2080012""","ELA",515,506,98.3,506,53,10.5,113,22.3,237,46.8,103,20.4,340,67.2
,,"Math",515,505,98.1,505,61,12.1,116,23.0,143,28.3,185,36.6,328,65.0
"Regional School District 10","=""2100012""","ELA",1137,1127,99.1,1127,104,9.2,223,19.8,415,36.8,385,34.2,800,71.0
,,"Math",1137,1124,98.9,1124,102,9.1,269,23.9,342,30.4,411,36.6,753,67.0
"Regional School District 11","=""2110012""","ELA",96,96,100.0,96,15,15.6,22,22.9,42,43.8,17,17.7,59,61.5
,,"Math",96,96,100.0,96,28,29.2,40,41.7,13,13.5,15,15.6,28,29.2
"Regional School District 12","=""2120012""","ELA",294,292,99.3,288,25,8.7,39,13.5,112,38.9,112,38.9,224,77.8
,,"Math",294,290,98.6,286,24,8.4,60,21.0,88,30.8,114,39.9,202,70.6
"Regional School District 13","=""2130012""","ELA",809,800,98.9,800,89,11.1,183,22.9,324,40.5,204,25.5,528,66.0
,,"Math",809,800,98.9,800,108,13.5,233,29.1,239,29.9,220,27.5,459,57.4
"Regional School District 14","=""2140012""","ELA",704,699,99.3,699,106,15.2,169,24.2,269,38.5,155,22.2,424,60.7
,,"Math",704,699,99.3,699,173,24.7,239,34.2,191,27.3,96,13.7,287,41.1
"Regional School District 15","=""2150012""","ELA",1738,1711,98.4,1711,152,8.9,253,14.8,673,39.3,633,37.0,1306,76.3
,,"Math",1738,1709,98.3,1709,181,10.6,349,20.4,465,27.2,714,41.8,1179,69.0
"Regional School District 16","=""2160012""","ELA",1024,985,96.2,985,128,13.0,212,21.5,357,36.2,288,29.2,645,65.5
,,"Math",1024,979,95.6,979,137,14.0,274,28.0,295,30.1,273,27.9,568,58.0
"Regional School District 17","=""2170012""","ELA",1032,1026,99.4,1026,95,9.3,176,17.2,387,37.7,368,35.9,755,73.6
,,"Math",1032,1022,99.0,1022,112,11.0,262,25.6,298,29.2,350,34.2,648,63.4
"Regional School District 18","=""2180012""","ELA",562,555,98.8,555,37,6.7,75,13.5,210,37.8,233,42.0,443,79.8
,,"Math",562,553,98.4,553,33,6.0,88,15.9,160,28.9,272,49.2,432,78.1
"Ridgefield School District","=""1180011""","ELA",2343,2270,96.9,2270,139,6.1,324,14.3,764,33.7,1043,45.9,1807,79.6
,,"Math",2343,2263,96.6,2263,189,8.4,494,21.8,661,29.2,919,40.6,1580,69.8
"Rocky Hill School District","=""1190011""","ELA",1171,1170,99.9,1170,123,10.5,222,19.0,413,35.3,412,35.2,825,70.5
,,"Math",1171,1170,99.9,1170,158,13.5,299,25.6,306,26.2,407,34.8,713,60.9
"Salem School District","=""1210011""","ELA",262,262,100.0,262,16,6.1,35,13.4,106,40.5,105,40.1,211,80.5
,,"Math",262,262,100.0,262,25,9.5,54,20.6,83,31.7,100,38.2,183,69.8
"Salisbury School District","=""1220011""","ELA",171,169,98.8,169,13,7.7,37,21.9,48,28.4,71,42.0,119,70.4
,,"Math",171,169,98.8,169,16,9.5,42,24.9,52,30.8,59,34.9,111,65.7
"Scotland School District","=""1230011""","ELA",58,58,100.0,58,"*","*","*","*",23,39.7,18,31.0,41,70.7
,,"Math",58,58,100.0,58,8,13.8,19,32.8,18,31.0,13,22.4,31,53.4
"Seymour School District","=""1240011""","ELA",1066,1057,99.2,1057,217,20.5,250,23.7,376,35.6,214,20.2,590,55.8
,,"Math",1065,1054,99.0,1054,249,23.6,320,30.4,252,23.9,233,22.1,485,46.0
"Sharon School District","=""1250011""","ELA",101,101,100.0,101,23,22.8,25,24.8,33,32.7,20,19.8,53,52.5
,,"Math",100,100,100.0,100,23,23.0,40,40.0,28,28.0,9,9.0,37,37.0
"Shelton School District","=""1260011""","ELA",2177,2165,99.4,2163,253,11.7,407,18.8,774,35.8,729,33.7,1503,69.5
,,"Math",2177,2163,99.4,2161,332,15.4,578,26.7,578,26.7,673,31.1,1251,57.9
"Sherman School District","=""1270011""","ELA",206,184,89.3,184,19,10.3,34,18.5,83,45.1,48,26.1,131,71.2
,,"Math",206,182,88.3,182,16,8.8,54,29.7,48,26.4,64,35.2,112,61.5
"Side By Side Charter School District","=""2700013""","ELA",128,128,100.0,128,21,16.4,35,27.3,49,38.3,23,18.0,72,56.3
,,"Math",128,128,100.0,128,15,11.7,39,30.5,40,31.3,34,26.6,74,57.8
"Simsbury School District","=""1280011""","ELA",1863,1849,99.2,1849,134,7.2,231,12.5,635,34.3,849,45.9,1484,80.3
,,"Math",1860,1839,98.9,1838,162,8.8,402,21.9,487,26.5,787,42.8,1274,69.3
"Somers School District","=""1290011""","ELA",670,662,98.8,662,118,17.8,134,20.2,240,36.3,170,25.7,410,61.9
,,"Math",670,660,98.5,660,118,17.9,211,32.0,173,26.2,158,23.9,331,50.2
"South Windsor School District","=""1320011""","ELA",1900,1886,99.3,1886,172,9.1,299,15.9,683,36.2,732,38.8,1415,75.0
,,"Math",1900,1884,99.2,1884,173,9.2,398,21.1,484,25.7,829,44.0,1313,69.7
"Southington School District","=""1310011""","ELA",3059,3035,99.2,3035,348,11.5,646,21.3,1151,37.9,890,29.3,2041,67.2
,,"Math",3060,3033,99.1,3033,415,13.7,830,27.4,935,30.8,853,28.1,1788,59.0
"Sprague School District","=""1330011""","ELA",194,193,99.5,193,57,29.5,58,30.1,56,29.0,22,11.4,78,40.4
,,"Math",194,193,99.5,193,57,29.5,78,40.4,37,19.2,21,10.9,58,30.1
"Stafford School District","=""1340011""","ELA",690,675,97.8,674,116,17.2,162,24.0,241,35.8,155,23.0,396,58.8
,,"Math",689,673,97.7,672,146,21.7,231,34.4,198,29.5,97,14.4,295,43.9
"Stamford School District","=""1350011""","ELA",7170,7081,98.8,7081,1950,27.5,1728,24.4,1988,28.1,1415,20.0,3403,48.1
,,"Math",7169,7068,98.6,7068,2115,29.9,1848,26.1,1555,22.0,1550,21.9,3105,43.9
"Sterling School District","=""1360011""","ELA",282,274,97.2,274,65,23.7,73,26.6,81,29.6,55,20.1,136,49.6
,,"Math",282,273,96.8,273,109,39.9,90,33.0,56,20.5,18,6.6,74,27.1
"Stonington School District","=""1370011""","ELA",958,947,98.9,947,104,11.0,136,14.4,353,37.3,354,37.4,707,74.7
,,"Math",958,947,98.9,946,144,15.2,180,19.0,279,29.5,343,36.3,622,65.8
"Stratford School District","=""1380011""","ELA",3254,3237,99.5,3237,846,26.1,833,25.7,1000,30.9,558,17.2,1558,48.1
,,"Math",3253,3234,99.4,3234,1188,36.7,1041,32.2,671,20.7,334,10.3,1005,31.1
"Suffield School District","=""1390011""","ELA",991,967,97.6,967,126,13.0,203,21.0,364,37.6,274,28.3,638,66.0
,,"Math",991,962,97.1,962,174,18.1,281,29.2,274,28.5,233,24.2,507,52.7
"The Bridge Academy District","=""2690013""","ELA",90,90,100.0,90,34,37.8,30,33.3,"*","*","*","*",26,28.9
,,"Math",89,89,100.0,89,44,49.4,35,39.3,"*","*","*","*",10,11.2
"The Gilbert School District","=""9020022""","ELA",166,165,99.4,165,40,24.2,53,32.1,57,34.5,15,9.1,72,43.6
,,"Math",166,164,98.8,164,91,55.5,43,26.2,23,14.0,7,4.3,30,18.3
"Thomaston School District","=""1400011""","ELA",436,432,99.1,432,81,18.8,86,19.9,163,37.7,102,23.6,265,61.3
,,"Math",436,432,99.1,432,101,23.4,142,32.9,119,27.5,70,16.2,189,43.8
"Thompson School District","=""1410011""","ELA",496,479,96.6,479,132,27.6,136,28.4,152,31.7,59,12.3,211,44.1
,,"Math",496,479,96.6,479,139,29.0,194,40.5,111,23.2,35,7.3,146,30.5
"Tolland School District","=""1420011""","ELA",1150,1138,99.0,1138,107,9.4,239,21.0,441,38.8,351,30.8,792,69.6
,,"Math",1149,1137,99.0,1137,136,12.0,305,26.8,359,31.6,337,29.6,696,61.2
"Torrington School District","=""1430011""","ELA",2041,1987,97.4,1987,549,27.6,579,29.1,571,28.7,288,14.5,859,43.2
,,"Math",2043,1984,97.1,1984,769,38.8,673,33.9,405,20.4,137,6.9,542,27.3
"Trailblazers Academy District","=""2780013""","ELA",133,122,91.7,122,89,73.0,26,21.3,"*","*","*","*",7,5.7
,,"Math",133,126,94.7,125,100,80.0,"*","*","*","*",0,0.0,"*","*"
"Trumbull School District","=""1440011""","ELA",3077,3050,99.1,3050,185,6.1,381,12.5,1051,34.5,1433,47.0,2484,81.4
,,"Math",3077,3046,99.0,3046,183,6.0,509,16.7,842,27.6,1512,49.6,2354,77.3
"Unified School District #2","=""3470015""","ELA",25,24,96.0,24,16,66.7,"*","*","*","*","*","*","*","*"
,,"Math",25,23,92.0,23,17,73.9,"*","*","*","*",0,0.0,"*","*"
"Union School District","=""1450011""","ELA",46,46,100.0,46,6,13.0,11,23.9,15,32.6,14,30.4,29,63.0
,,"Math",46,46,100.0,46,10,21.7,12,26.1,11,23.9,13,28.3,24,52.2
"Vernon School District","=""1460011""","ELA",1414,1399,98.9,1399,342,24.4,361,25.8,439,31.4,257,18.4,696,49.7
,,"Math",1414,1396,98.7,1396,378,27.1,434,31.1,341,24.4,243,17.4,584,41.8
"Voluntown School District","=""1470011""","ELA",177,177,100.0,177,24,13.6,30,16.9,71,40.1,52,29.4,123,69.5
,,"Math",177,177,100.0,177,27,15.3,37,20.9,62,35.0,51,28.8,113,63.8
"Wallingford School District","=""1480011""","ELA",2636,2600,98.6,2600,501,19.3,716,27.5,898,34.5,485,18.7,1383,53.2
,,"Math",2635,2594,98.4,2594,588,22.7,874,33.7,681,26.3,451,17.4,1132,43.6
"Waterbury School District","=""1510011""","ELA",8531,8492,99.5,8491,4090,48.2,2188,25.8,1660,19.6,553,6.5,2213,26.1
,,"Math",8527,8482,99.5,8481,4703,55.5,2288,27.0,1079,12.7,411,4.8,1490,17.6
"Waterford School District","=""1520011""","ELA",1196,1195,99.9,1194,158,13.2,252,21.1,460,38.5,324,27.1,784,65.7
,,"Math",1197,1195,99.8,1194,198,16.6,360,30.2,330,27.6,306,25.6,636,53.3
"Watertown School District","=""1530011""","ELA",1286,1269,98.7,1269,159,12.5,308,24.3,479,37.7,323,25.5,802,63.2
,,"Math",1285,1265,98.4,1265,250,19.8,427,33.8,357,28.2,231,18.3,588,46.5
"West Hartford School District","=""1550011""","ELA",4492,4454,99.2,4445,564,12.7,723,16.3,1547,34.8,1611,36.2,3158,71.0
,,"Math",4491,4444,99.0,4440,709,16.0,1017,22.9,1267,28.5,1447,32.6,2714,61.1
"West Haven School District","=""1560011""","ELA",2667,2647,99.3,2647,688,26.0,747,28.2,805,30.4,407,15.4,1212,45.8
,,"Math",2666,2643,99.1,2643,735,27.8,868,32.8,641,24.3,399,15.1,1040,39.3
"Westbrook School District","=""1540011""","ELA",330,329,99.7,329,37,11.2,49,14.9,115,35.0,128,38.9,243,73.9
,,"Math",330,329,99.7,329,27,8.2,66,20.1,101,30.7,135,41.0,236,71.7
"Weston School District","=""1570011""","ELA",1106,1090,98.6,1090,91,8.3,188,17.2,434,39.8,377,34.6,811,74.4
,,"Math",1106,1087,98.3,1087,80,7.4,213,19.6,359,33.0,435,40.0,794,73.0
"Westport School District","=""1580011""","ELA",2645,2559,96.7,2559,167,6.5,326,12.7,855,33.4,1211,47.3,2066,80.7
,,"Math",2645,2554,96.6,2554,206,8.1,451,17.7,679,26.6,1218,47.7,1897,74.3
"Wethersfield School District","=""1590011""","ELA",1605,1587,98.9,1587,227,14.3,319,20.1,549,34.6,492,31.0,1041,65.6
,,"Math",1604,1585,98.8,1584,233,14.7,418,26.4,414,26.1,519,32.8,933,58.9
"Willington School District","=""1600011""","ELA",281,275,97.9,274,55,20.1,67,24.5,91,33.2,61,22.3,152,55.5
,,"Math",281,275,97.9,274,47,17.2,85,31.0,90,32.8,52,19.0,142,51.8
"Wilton School District","=""1610011""","ELA",1893,1854,97.9,1854,135,7.3,312,16.8,704,38.0,703,37.9,1407,75.9
,,"Math",1893,1852,97.8,1852,186,10.0,387,20.9,557,30.1,722,39.0,1279,69.1
"Winchester School District","=""1620011""","ELA",324,319,98.5,318,114,35.8,74,23.3,85,26.7,45,14.2,130,40.9
,,"Math",323,317,98.1,316,114,36.1,112,35.4,59,18.7,31,9.8,90,28.5
"Windham School District","=""1630011""","ELA",1582,1572,99.4,1570,598,38.1,379,24.1,409,26.1,184,11.7,593,37.8
,,"Math",1582,1568,99.1,1567,660,42.1,477,30.4,263,16.8,167,10.7,430,27.4
"Windsor Locks School District","=""1650011""","ELA",690,683,99.0,683,184,26.9,163,23.9,226,33.1,110,16.1,336,49.2
,,"Math",690,683,99.0,681,207,30.4,196,28.8,175,25.7,103,15.1,278,40.8
"Windsor School District","=""1640011""","ELA",1378,1363,98.9,1363,389,28.5,334,24.5,390,28.6,250,18.3,640,47.0
,,"Math",1378,1359,98.6,1357,399,29.4,384,28.3,330,24.3,244,18.0,574,42.3
"Wolcott School District","=""1660011""","ELA",1028,1018,99.0,1018,136,13.4,248,24.4,380,37.3,254,25.0,634,62.3
,,"Math",1028,1018,99.0,1018,128,12.6,294,28.9,306,30.1,290,28.5,596,58.5
"Woodbridge School District","=""1670011""","ELA",434,423,97.5,423,41,9.7,59,13.9,114,27.0,209,49.4,323,76.4
,,"Math",434,422,97.2,422,42,10.0,78,18.5,119,28.2,183,43.4,302,71.6
"Woodstock School District","=""1690011""","ELA",594,572,96.3,572,81,14.2,131,22.9,219,38.3,141,24.7,360,62.9
,,"Math",594,568,95.6,567,118,20.8,213,37.6,162,28.6,74,13.1,236,41.6

