"Smarter Balanced Assessments, 2022-23"
"All Districts, ELA and Math, All Grades Combined, All Students"

"",,,,,,,"Level 1Not Met",,"Level 2Approaching",,"Level 3Met",,"Level 4Exceeded",,"Level 3&4Met or Exceeded",
"Regional School District 04","=""2040012""","ELA",235,227,96.6,227,46,20.3,48,21.1,86,37.9,47,20.7,133,58.6
,,"Math",235,230,97.9,229,44,19.2,74,32.3,54,23.6,57,24.9,111,48.5
"Regional School District 05","=""2050012""","ELA",714,705,98.7,705,60,8.5,106,15.0,270,38.3,269,38.2,539,76.5
,,"Math",714,700,98.0,700,89,12.7,127,18.1,174,24.9,310,44.3,484,69.1
"Regional School District 06","=""2060012""","ELA",306,303,99.0,303,24,7.9,62,20.5,102,33.7,115,38.0,217,71.6
,,"Math",306,301,98.4,301,34,11.3,51,16.9,92,30.6,124,41.2,216,71.8
"Regional School District 07","=""2070012""","ELA",262,255,97.3,255,21,8.2,62,24.3,113,44.3,59,23.1,172,67.5
,,"Math",262,256,97.7,256,37,14.5,60,23.4,71,27.7,88,34.4,159,62.1
"Regional School District 08","=""2080012""","ELA",371,366,98.7,366,66,18.0,97,26.5,149,40.7,54,14.8,203,55.5
,,"Math",371,366,98.7,366,71,19.4,105,28.7,112,30.6,78,21.3,190,51.9
"Regional School District 10","=""2100012""","ELA",971,962,99.1,962,127,13.2,218,22.7,337,35.0,280,29.1,617,64.1
,,"Math",972,961,98.9,961,136,14.2,258,26.8,293,30.5,274,28.5,567,59.0
"Regional School District 11","=""2110012""","ELA",100,98,98.0,98,12,12.2,28,28.6,42,42.9,16,16.3,58,59.2
,,"Math",99,97,98.0,97,25,25.8,32,33.0,25,25.8,15,15.5,40,41.2
"Regional School District 12","=""2120012""","ELA",284,282,99.3,282,20,7.1,48,17.0,109,38.7,105,37.2,214,75.9
,,"Math",284,281,98.9,281,35,12.5,73,26.0,69,24.6,104,37.0,173,61.6
"Regional School District 13","=""2130012""","ELA",629,623,99.0,623,114,18.3,126,20.2,215,34.5,168,27.0,383,61.5
,,"Math",629,618,98.3,618,131,21.2,157,25.4,172,27.8,158,25.6,330,53.4
"Regional School District 14","=""2140012""","ELA",602,595,98.8,595,118,19.8,122,20.5,189,31.8,166,27.9,355,59.7
,,"Math",602,593,98.5,593,111,18.7,152,25.6,154,26.0,176,29.7,330,55.6
"Regional School District 15","=""2150012""","ELA",1604,1596,99.5,1596,258,16.2,392,24.6,535,33.5,411,25.8,946,59.3
,,"Math",1604,1592,99.3,1592,224,14.1,404,25.4,458,28.8,506,31.8,964,60.6
"Regional School District 16","=""2160012""","ELA",880,874,99.3,874,141,16.1,179,20.5,285,32.6,269,30.8,554,63.4
,,"Math",879,873,99.3,873,117,13.4,220,25.2,241,27.6,295,33.8,536,61.4
"Regional School District 17","=""2170012""","ELA",803,798,99.4,798,82,10.3,133,16.7,301,37.7,282,35.3,583,73.1
,,"Math",803,796,99.1,796,110,13.8,195,24.5,235,29.5,256,32.2,491,61.7
"Regional School District 18","=""2180012""","ELA",530,529,99.8,527,54,10.2,100,19.0,179,34.0,194,36.8,373,70.8
,,"Math",530,529,99.8,527,43,8.2,98,18.6,159,30.2,227,43.1,386,73.2
"Ridgefield School District","=""1180011""","ELA",2047,2019,98.6,2018,122,6.0,295,14.6,687,34.0,914,45.3,1601,79.3
,,"Math",2046,2004,97.9,2003,126,6.3,361,18.0,582,29.1,934,46.6,1516,75.7
"Rocky Hill School District","=""1190011""","ELA",1170,1164,99.5,1164,139,11.9,233,20.0,342,29.4,450,38.7,792,68.0
,,"Math",1170,1162,99.3,1162,151,13.0,240,20.7,287,24.7,484,41.7,771,66.4
"Salem School District","=""1210011""","ELA",267,263,98.5,263,48,18.3,59,22.4,88,33.5,68,25.9,156,59.3
,,"Math",267,263,98.5,263,45,17.1,78,29.7,69,26.2,71,27.0,140,53.2
"Salisbury School District","=""1220011""","ELA",185,185,100.0,185,22,11.9,43,23.2,53,28.6,67,36.2,120,64.9
,,"Math",185,185,100.0,185,29,15.7,42,22.7,46,24.9,68,36.8,114,61.6
"Scotland School District","=""1230011""","ELA",45,43,95.6,43,"*","*",12,27.9,16,37.2,"*","*","*","*"
,,"Math",45,43,95.6,43,"*","*",19,44.2,12,27.9,"*","*","*","*"
"Seymour School District","=""1240011""","ELA",951,946,99.5,946,224,23.7,229,24.2,310,32.8,183,19.3,493,52.1
,,"Math",951,945,99.4,945,223,23.6,268,28.4,237,25.1,217,23.0,454,48.0
"Sharon School District","=""1250011""","ELA",63,63,100.0,63,13,20.6,10,15.9,23,36.5,17,27.0,40,63.5
,,"Math",63,63,100.0,63,11,17.5,22,34.9,16,25.4,14,22.2,30,47.6
"Shelton School District","=""1260011""","ELA",2129,2123,99.7,2123,405,19.1,552,26.0,672,31.7,494,23.3,1166,54.9
,,"Math",2129,2117,99.4,2117,419,19.8,538,25.4,555,26.2,605,28.6,1160,54.8
"Sherman School District","=""1270011""","ELA",167,156,93.4,156,13,8.3,28,17.9,61,39.1,54,34.6,115,73.7
,,"Math",167,155,92.8,154,19,12.3,33,21.4,52,33.8,50,32.5,102,66.2
"Side By Side Charter School District","=""2700013""","ELA",130,130,100.0,130,27,20.8,38,29.2,47,36.2,18,13.8,65,50.0
,,"Math",130,130,100.0,130,29,22.3,31,23.8,40,30.8,30,23.1,70,53.8
"Simsbury School District","=""1280011""","ELA",1879,1850,98.5,1850,173,9.4,278,15.0,617,33.4,782,42.3,1399,75.6
,,"Math",1879,1848,98.4,1848,201,10.9,325,17.6,524,28.4,798,43.2,1322,71.5
"Somers School District","=""1290011""","ELA",615,608,98.9,608,94,15.5,134,22.0,219,36.0,161,26.5,380,62.5
,,"Math",615,608,98.9,608,104,17.1,179,29.4,171,28.1,154,25.3,325,53.5
"South Windsor School District","=""1320011""","ELA",2354,2343,99.5,2343,310,13.2,409,17.5,679,29.0,945,40.3,1624,69.3
,,"Math",2351,2327,99.0,2327,325,14.0,425,18.3,548,23.5,1029,44.2,1577,67.8
"Southington School District","=""1310011""","ELA",2792,2768,99.1,2768,394,14.2,636,23.0,942,34.0,796,28.8,1738,62.8
,,"Math",2791,2762,99.0,2762,383,13.9,690,25.0,810,29.3,879,31.8,1689,61.2
"Sprague School District","=""1330011""","ELA",173,173,100.0,173,76,43.9,42,24.3,44,25.4,11,6.4,55,31.8
,,"Math",173,172,99.4,172,87,50.6,41,23.8,33,19.2,11,6.4,44,25.6
"Stafford School District","=""1340011""","ELA",614,608,99.0,608,151,24.8,154,25.3,207,34.0,96,15.8,303,49.8
,,"Math",613,604,98.5,604,151,25.0,207,34.3,160,26.5,86,14.2,246,40.7
"Stamford Charter School for Excellence District","=""2960013""","ELA",298,297,99.7,297,29,9.8,44,14.8,91,30.6,133,44.8,224,75.4
,,"Math",298,297,99.7,297,34,11.4,50,16.8,63,21.2,150,50.5,213,71.7
"Stamford School District","=""1350011""","ELA",7199,7118,98.9,7117,2937,41.3,1492,21.0,1595,22.4,1093,15.4,2688,37.8
,,"Math",7196,7094,98.6,7094,3084,43.5,1713,24.1,1228,17.3,1069,15.1,2297,32.4
"Sterling School District","=""1360011""","ELA",200,196,98.0,195,68,34.9,53,27.2,49,25.1,25,12.8,74,37.9
,,"Math",200,196,98.0,195,95,48.7,53,27.2,29,14.9,18,9.2,47,24.1
"Stonington School District","=""1370011""","ELA",766,756,98.7,756,90,11.9,126,16.7,251,33.2,289,38.2,540,71.4
,,"Math",766,756,98.7,755,100,13.2,140,18.5,192,25.4,323,42.8,515,68.2
"Stratford School District","=""1380011""","ELA",3004,2983,99.3,2982,1102,37.0,727,24.4,715,24.0,438,14.7,1153,38.7
,,"Math",3004,2951,98.2,2947,1324,44.9,798,27.1,497,16.9,328,11.1,825,28.0
"Suffield School District","=""1390011""","ELA",872,867,99.4,867,156,18.0,180,20.8,301,34.7,230,26.5,531,61.2
,,"Math",872,865,99.2,865,123,14.2,220,25.4,263,30.4,259,29.9,522,60.3
"The Bridge Academy District","=""2690013""","ELA",96,96,100.0,96,35,36.5,30,31.3,"*","*","*","*",31,32.3
,,"Math",96,96,100.0,96,57,59.4,24,25.0,"*","*","*","*",15,15.6
"The Gilbert School District","=""9020022""","ELA",136,136,100.0,136,40,29.4,36,26.5,46,33.8,14,10.3,60,44.1
,,"Math",136,135,99.3,135,54,40.0,42,31.1,30,22.2,9,6.7,39,28.9
"Thomaston School District","=""1400011""","ELA",385,383,99.5,383,105,27.4,93,24.3,111,29.0,74,19.3,185,48.3
,,"Math",385,381,99.0,381,109,28.6,106,27.8,111,29.1,55,14.4,166,43.6
"Thompson School District","=""1410011""","ELA",429,421,98.1,421,153,36.3,105,24.9,97,23.0,66,15.7,163,38.7
,,"Math",428,416,97.2,416,131,31.5,139,33.4,86,20.7,60,14.4,146,35.1
"Tolland School District","=""1420011""","ELA",986,948,96.1,947,119,12.6,206,21.8,345,36.4,277,29.3,622,65.7
,,"Math",986,946,95.9,945,103,10.9,201,21.3,266,28.1,375,39.7,641,67.8
"Torrington School District","=""1430011""","ELA",1865,1841,98.7,1836,584,31.8,505,27.5,503,27.4,244,13.3,747,40.7
,,"Math",1864,1834,98.4,1827,797,43.6,545,29.8,295,16.1,190,10.4,485,26.5
"Trumbull School District","=""1440011""","ELA",3086,3075,99.6,3074,257,8.4,529,17.2,999,32.5,1289,41.9,2288,74.4
,,"Math",3086,3072,99.5,3071,342,11.1,529,17.2,842,27.4,1358,44.2,2200,71.6
"Unified School District #2","=""3470015""","ELA","*",22,"*",22,17,77.3,"*","*","*","*",0,0.0,"*","*"
,,"Math","*",21,"*",21,21,100.0,0,0.0,0,0.0,0,0.0,0,0.0
"Union School District","=""1450011""","ELA",38,37,97.4,37,"*","*","*","*",16,43.2,9,24.3,25,67.6
,,"Math",38,37,97.4,37,"*","*",12,32.4,12,32.4,"*","*","*","*"
"Vernon School District","=""1460011""","ELA",1353,1335,98.7,1335,316,23.7,318,23.8,404,30.3,297,22.2,701,52.5
,,"Math",1354,1334,98.5,1334,350,26.2,397,29.8,313,23.5,274,20.5,587,44.0
"Voluntown School District","=""1470011""","ELA",141,141,100.0,141,30,21.3,36,25.5,50,35.5,25,17.7,75,53.2
,,"Math",141,141,100.0,141,35,24.8,44,31.2,37,26.2,25,17.7,62,44.0
"Wallingford School District","=""1480011""","ELA",2278,2266,99.5,2265,579,25.6,601,26.5,662,29.2,423,18.7,1085,47.9
,,"Math",2278,2253,98.9,2252,662,29.4,671,29.8,522,23.2,397,17.6,919,40.8
"Waterbury School District","=""1510011""","ELA",8151,8091,99.3,8091,4403,54.4,1857,23.0,1343,16.6,488,6.0,1831,22.6
,,"Math",8140,8055,99.0,8055,5099,63.3,1812,22.5,762,9.5,382,4.7,1144,14.2
"Waterford School District","=""1520011""","ELA",1036,1031,99.5,1031,192,18.6,270,26.2,329,31.9,240,23.3,569,55.2
,,"Math",1034,1027,99.3,1027,191,18.6,292,28.4,274,26.7,270,26.3,544,53.0
"Watertown School District","=""1530011""","ELA",1197,1181,98.7,1181,285,24.1,312,26.4,381,32.3,203,17.2,584,49.4
,,"Math",1197,1180,98.6,1180,284,24.1,357,30.3,321,27.2,218,18.5,539,45.7
"West Hartford School District","=""1550011""","ELA",4018,4000,99.6,3997,712,17.8,723,18.1,1155,28.9,1407,35.2,2562,64.1
,,"Math",4015,3984,99.2,3982,806,20.2,810,20.3,910,22.9,1456,36.6,2366,59.4
"West Haven School District","=""1560011""","ELA",2591,2568,99.1,2566,845,32.9,743,29.0,665,25.9,313,12.2,978,38.1
,,"Math",2592,2555,98.6,2551,964,37.8,738,28.9,515,20.2,334,13.1,849,33.3
"Westbrook School District","=""1540011""","ELA",238,236,99.2,236,41,17.4,49,20.8,78,33.1,68,28.8,146,61.9
,,"Math",238,236,99.2,236,29,12.3,51,21.6,64,27.1,92,39.0,156,66.1
"Weston School District","=""1570011""","ELA",983,981,99.8,981,60,6.1,140,14.3,331,33.7,450,45.9,781,79.6
,,"Math",983,981,99.8,981,63,6.4,174,17.7,269,27.4,475,48.4,744,75.8
"Westport School District","=""1580011""","ELA",2399,2379,99.2,2379,184,7.7,333,14.0,798,33.5,1064,44.7,1862,78.3
,,"Math",2399,2375,99.0,2375,173,7.3,313,13.2,616,25.9,1273,53.6,1889,79.5
"Wethersfield School District","=""1590011""","ELA",1630,1625,99.7,1620,307,19.0,365,22.5,522,32.2,426,26.3,948,58.5
,,"Math",1630,1621,99.4,1616,402,24.9,455,28.2,396,24.5,363,22.5,759,47.0
"Willington School District","=""1600011""","ELA",263,259,98.5,259,81,31.3,65,25.1,72,27.8,41,15.8,113,43.6
,,"Math",263,259,98.5,259,61,23.6,81,31.3,69,26.6,48,18.5,117,45.2
"Wilton School District","=""1610011""","ELA",1671,1634,97.8,1634,105,6.4,235,14.4,571,34.9,723,44.2,1294,79.2
,,"Math",1672,1629,97.4,1629,90,5.5,251,15.4,424,26.0,864,53.0,1288,79.1
"Winchester School District","=""1620011""","ELA",324,320,98.8,320,97,30.3,85,26.6,75,23.4,63,19.7,138,43.1
,,"Math",324,320,98.8,320,85,26.6,93,29.1,80,25.0,62,19.4,142,44.4
"Windham School District","=""1630011""","ELA",1533,1518,99.0,1518,752,49.5,335,22.1,301,19.8,130,8.6,431,28.4
,,"Math",1532,1510,98.6,1509,770,51.0,386,25.6,225,14.9,128,8.5,353,23.4
"Windsor Locks School District","=""1650011""","ELA",672,666,99.1,666,180,27.0,182,27.3,188,28.2,116,17.4,304,45.6
,,"Math",671,665,99.1,665,222,33.4,191,28.7,140,21.1,112,16.8,252,37.9
"Windsor School District","=""1640011""","ELA",1389,1373,98.8,1373,480,35.0,332,24.2,343,25.0,218,15.9,561,40.9
,,"Math",1389,1357,97.7,1357,531,39.1,356,26.2,269,19.8,201,14.8,470,34.6
"Wolcott School District","=""1660011""","ELA",958,952,99.4,952,148,15.5,216,22.7,341,35.8,247,25.9,588,61.8
,,"Math",957,950,99.3,950,168,17.7,258,27.2,286,30.1,238,25.1,524,55.2
"Woodbridge School District","=""1670011""","ELA",485,469,96.7,469,32,6.8,54,11.5,117,24.9,266,56.7,383,81.7
,,"Math",485,471,97.1,471,35,7.4,56,11.9,132,28.0,248,52.7,380,80.7
"Woodstock School District","=""1690011""","ELA",521,509,97.7,509,82,16.1,129,25.3,177,34.8,121,23.8,298,58.5
,,"Math",521,509,97.7,509,135,26.5,164,32.2,127,25.0,83,16.3,210,41.3

