"Smarter Balanced Assessments, 2024-25"
"All Districts, ELA and Math, All Grades Combined, All Students"

"",,,,,,,"Level 1Not Met",,"Level 2Approaching",,"Level 3Met",,"Level 4Exceeded",,"Level 3&4Met or Exceeded",
"Regional School District 05","=""2050012""","ELA",757,746,98.5,746,72,9.7,132,17.7,267,35.8,275,36.9,542,72.7
,,"Math",757,742,98.0,742,88,11.9,142,19.1,167,22.5,345,46.5,512,69.0
"Regional School District 07","=""2070012""","ELA",225,219,97.3,219,37,16.9,39,17.8,94,42.9,49,22.4,143,65.3
,,"Math",225,219,97.3,219,33,15.1,60,27.4,67,30.6,59,26.9,126,57.5
"Regional School District 08","=""2080012""","ELA",350,345,98.6,345,44,12.8,90,26.1,148,42.9,63,18.3,211,61.2
,,"Math",350,343,98.0,343,62,18.1,87,25.4,88,25.7,106,30.9,194,56.6
"Regional School District 10","=""2100012""","ELA",973,961,98.8,961,108,11.2,227,23.6,348,36.2,278,28.9,626,65.1
,,"Math",973,960,98.7,960,140,14.6,240,25.0,266,27.7,314,32.7,580,60.4
"Regional School District 11","=""2110012""","ELA",67,67,100.0,67,18,26.9,20,29.9,21,31.3,8,11.9,29,43.3
,,"Math",66,66,100.0,66,32,48.5,15,22.7,13,19.7,6,9.1,19,28.8
"Regional School District 12","=""2120012""","ELA",286,286,100.0,285,26,9.1,57,20.0,84,29.5,118,41.4,202,70.9
,,"Math",286,286,100.0,285,33,11.6,59,20.7,76,26.7,117,41.1,193,67.7
"Regional School District 13","=""2130012""","ELA",624,608,97.4,608,112,18.4,116,19.1,197,32.4,183,30.1,380,62.5
,,"Math",624,607,97.3,607,125,20.6,184,30.3,153,25.2,145,23.9,298,49.1
"Regional School District 14","=""2140012""","ELA",587,581,99.0,581,75,12.9,130,22.4,201,34.6,175,30.1,376,64.7
,,"Math",587,580,98.8,580,94,16.2,153,26.4,156,26.9,177,30.5,333,57.4
"Regional School District 15","=""2150012""","ELA",1626,1618,99.5,1618,275,17.0,393,24.3,563,34.8,387,23.9,950,58.7
,,"Math",1626,1615,99.3,1615,237,14.7,387,24.0,483,29.9,508,31.5,991,61.4
"Regional School District 16","=""2160012""","ELA",850,843,99.2,843,95,11.3,189,22.4,294,34.9,265,31.4,559,66.3
,,"Math",850,843,99.2,843,103,12.2,188,22.3,224,26.6,328,38.9,552,65.5
"Regional School District 17","=""2170012""","ELA",841,835,99.3,835,92,11.0,149,17.8,313,37.5,281,33.7,594,71.1
,,"Math",841,834,99.2,834,100,12.0,186,22.3,240,28.8,308,36.9,548,65.7
"Regional School District 18","=""2180012""","ELA",551,549,99.6,549,47,8.6,81,14.8,195,35.5,226,41.2,421,76.7
,,"Math",551,549,99.6,549,51,9.3,88,16.0,148,27.0,262,47.7,410,74.7
"Regional School District 20","=""2200012""","ELA",673,669,99.4,669,83,12.4,118,17.6,269,40.2,199,29.7,468,70.0
,,"Math",673,666,99.0,666,87,13.1,165,24.8,189,28.4,225,33.8,414,62.2
"Ridgefield School District","=""1180011""","ELA",2061,2032,98.6,2031,131,6.5,297,14.6,665,32.7,938,46.2,1603,78.9
,,"Math",2061,2028,98.4,2028,118,5.8,321,15.8,521,25.7,1068,52.7,1589,78.4
"Rocky Hill School District","=""1190011""","ELA",1195,1189,99.5,1189,146,12.3,205,17.2,405,34.1,433,36.4,838,70.5
,,"Math",1195,1187,99.3,1187,137,11.5,257,21.7,315,26.5,478,40.3,793,66.8
"Salem School District","=""1210011""","ELA",254,249,98.0,249,54,21.7,64,25.7,75,30.1,56,22.5,131,52.6
,,"Math",254,246,96.9,246,60,24.4,68,27.6,68,27.6,50,20.3,118,48.0
"Salisbury School District","=""1220011""","ELA",178,178,100.0,178,22,12.4,25,14.0,51,28.7,80,44.9,131,73.6
,,"Math",178,178,100.0,178,20,11.2,30,16.9,52,29.2,76,42.7,128,71.9
"Scotland School District","=""1230011""","ELA",47,44,93.6,44,"*","*",13,29.5,17,38.6,"*","*","*","*"
,,"Math",47,44,93.6,44,12,27.3,11,25.0,13,29.5,8,18.2,21,47.7
"Seymour School District","=""1240011""","ELA",953,933,97.9,933,215,23.0,232,24.9,286,30.7,200,21.4,486,52.1
,,"Math",953,934,98.0,934,205,21.9,236,25.3,252,27.0,241,25.8,493,52.8
"Sharon School District","=""1250011""","ELA",56,56,100.0,56,11,19.6,12,21.4,21,37.5,12,21.4,33,58.9
,,"Math",56,56,100.0,56,12,21.4,23,41.1,12,21.4,9,16.1,21,37.5
"Shelton School District","=""1260011""","ELA",2068,2063,99.8,2063,472,22.9,508,24.6,618,30.0,465,22.5,1083,52.5
,,"Math",2069,2062,99.7,2062,409,19.8,514,24.9,503,24.4,636,30.8,1139,55.2
"Sherman School District","=""1270011""","ELA",142,138,97.2,137,11,8.0,16,11.7,56,40.9,54,39.4,110,80.3
,,"Math",142,138,97.2,136,10,7.4,26,19.1,43,31.6,57,41.9,100,73.5
"Side By Side Charter School District","=""2700013""","ELA",131,131,100.0,131,28,21.4,31,23.7,53,40.5,19,14.5,72,55.0
,,"Math",131,131,100.0,131,32,24.4,35,26.7,28,21.4,36,27.5,64,48.9
"Simsbury School District","=""1280011""","ELA",1955,1931,98.8,1931,166,8.6,249,12.9,624,32.3,892,46.2,1516,78.5
,,"Math",1955,1930,98.7,1930,196,10.2,312,16.2,503,26.1,919,47.6,1422,73.7
"Somers School District","=""1290011""","ELA",656,649,98.9,649,109,16.8,171,26.3,210,32.4,159,24.5,369,56.9
,,"Math",656,649,98.9,649,133,20.5,182,28.0,184,28.4,150,23.1,334,51.5
"South Windsor School District","=""1320011""","ELA",2425,2409,99.3,2409,308,12.8,395,16.4,756,31.4,950,39.4,1706,70.8
,,"Math",2422,2402,99.2,2401,307,12.8,434,18.1,533,22.2,1127,46.9,1660,69.1
"Southington School District","=""1310011""","ELA",2763,2738,99.1,2738,344,12.6,563,20.6,982,35.9,849,31.0,1831,66.9
,,"Math",2763,2734,99.0,2733,328,12.0,583,21.3,756,27.7,1066,39.0,1822,66.7
"Sprague School District","=""1330011""","ELA",168,167,99.4,167,73,43.7,35,21.0,36,21.6,23,13.8,59,35.3
,,"Math",168,166,98.8,166,78,47.0,51,30.7,25,15.1,12,7.2,37,22.3
"Stafford School District","=""1340011""","ELA",560,560,100.0,560,168,30.0,141,25.2,167,29.8,84,15.0,251,44.8
,,"Math",560,558,99.6,558,147,26.3,188,33.7,140,25.1,83,14.9,223,40.0
"Stamford Charter School for Excellence District","=""2960013""","ELA",337,337,100.0,337,27,8.0,49,14.5,99,29.4,162,48.1,261,77.4
,,"Math",337,336,99.7,336,28,8.3,56,16.7,74,22.0,178,53.0,252,75.0
"Stamford School District","=""1350011""","ELA",7024,6959,99.1,6956,2821,40.6,1605,23.1,1514,21.8,1016,14.6,2530,36.4
,,"Math",7022,6936,98.8,6935,2898,41.8,1765,25.5,1187,17.1,1085,15.6,2272,32.8
"Sterling School District","=""1360011""","ELA",189,188,99.5,188,60,31.9,51,27.1,48,25.5,29,15.4,77,41.0
,,"Math",189,188,99.5,188,68,36.2,57,30.3,42,22.3,21,11.2,63,33.5
"Stonington School District","=""1370011""","ELA",750,747,99.6,747,85,11.4,127,17.0,263,35.2,272,36.4,535,71.6
,,"Math",750,746,99.5,746,98,13.1,146,19.6,183,24.5,319,42.8,502,67.3
"Stratford School District","=""1380011""","ELA",2873,2858,99.5,2858,1103,38.6,738,25.8,649,22.7,368,12.9,1017,35.6
,,"Math",2871,2852,99.3,2852,1219,42.7,799,28.0,487,17.1,347,12.2,834,29.2
"Suffield School District","=""1390011""","ELA",928,924,99.6,923,139,15.1,201,21.8,315,34.1,268,29.0,583,63.2
,,"Math",927,922,99.5,922,111,12.0,188,20.4,292,31.7,331,35.9,623,67.6
"The Bridge Academy District","=""2690013""","ELA",94,94,100.0,94,39,41.5,27,28.7,"*","*","*","*",28,29.8
,,"Math",94,94,100.0,94,53,56.4,25,26.6,9,9.6,7,7.4,16,17.0
"The Gilbert School District","=""9020022""","ELA",179,179,100.0,179,67,37.4,44,24.6,53,29.6,15,8.4,68,38.0
,,"Math",179,179,100.0,179,65,36.3,58,32.4,28,15.6,28,15.6,56,31.3
"Thomaston School District","=""1400011""","ELA",380,378,99.5,378,103,27.2,88,23.3,123,32.5,64,16.9,187,49.5
,,"Math",380,378,99.5,378,112,29.6,117,31.0,102,27.0,47,12.4,149,39.4
"Thompson School District","=""1410011""","ELA",415,410,98.8,410,95,23.2,101,24.6,141,34.4,73,17.8,214,52.2
,,"Math",415,409,98.6,409,95,23.2,130,31.8,105,25.7,79,19.3,184,45.0
"Tolland School District","=""1420011""","ELA",950,926,97.5,926,103,11.1,175,18.9,343,37.0,305,32.9,648,70.0
,,"Math",950,924,97.3,924,92,10.0,183,19.8,266,28.8,383,41.5,649,70.2
"Torrington School District","=""1430011""","ELA",1878,1835,97.7,1835,633,34.5,412,22.5,483,26.3,307,16.7,790,43.1
,,"Math",1880,1832,97.4,1832,731,39.9,530,28.9,361,19.7,210,11.5,571,31.2
"Trumbull School District","=""1440011""","ELA",3166,3151,99.5,3151,283,9.0,503,16.0,1053,33.4,1312,41.6,2365,75.1
,,"Math",3167,3151,99.5,3151,304,9.6,537,17.0,771,24.5,1539,48.8,2310,73.3
"Unified School District #2","=""3470015""","ELA",26,24,92.3,24,20,83.3,"*","*","*","*","*","*","*","*"
,,"Math",26,24,92.3,24,"*","*","*","*",0,0.0,0,0.0,0,0.0
"Union School District","=""1450011""","ELA",20,20,100.0,20,"*","*",7,35.0,8,40.0,"*","*","*","*"
,,"Math",20,20,100.0,20,"*","*",7,35.0,7,35.0,"*","*","*","*"
"Vernon School District","=""1460011""","ELA",1363,1344,98.6,1344,310,23.1,294,21.9,384,28.6,356,26.5,740,55.1
,,"Math",1362,1340,98.4,1340,356,26.6,377,28.1,285,21.3,322,24.0,607,45.3
"Voluntown School District","=""1470011""","ELA",120,119,99.2,119,36,30.3,23,19.3,38,31.9,22,18.5,60,50.4
,,"Math",120,119,99.2,119,26,21.8,33,27.7,29,24.4,31,26.1,60,50.4
"Wallingford School District","=""1480011""","ELA",2241,2226,99.3,2226,534,24.0,526,23.6,706,31.7,460,20.7,1166,52.4
,,"Math",2241,2223,99.2,2223,559,25.1,608,27.4,554,24.9,502,22.6,1056,47.5
"Waterbury School District","=""1510011""","ELA",8259,8228,99.6,8228,3973,48.3,1997,24.3,1600,19.4,658,8.0,2258,27.4
,,"Math",8244,8189,99.3,8189,4609,56.3,2006,24.5,1053,12.9,521,6.4,1574,19.2
"Waterford School District","=""1520011""","ELA",1008,998,99.0,998,180,18.0,255,25.6,309,31.0,254,25.5,563,56.4
,,"Math",1007,996,98.9,996,154,15.5,265,26.6,279,28.0,298,29.9,577,57.9
"Watertown School District","=""1530011""","ELA",1204,1190,98.8,1190,315,26.5,329,27.6,348,29.2,198,16.6,546,45.9
,,"Math",1200,1184,98.7,1184,314,26.5,361,30.5,297,25.1,212,17.9,509,43.0
"West Hartford School District","=""1550011""","ELA",4047,4020,99.3,4019,652,16.2,707,17.6,1155,28.7,1505,37.4,2660,66.2
,,"Math",4047,4012,99.1,4011,704,17.6,802,20.0,947,23.6,1558,38.8,2505,62.5
"West Haven School District","=""1560011""","ELA",2600,2578,99.2,2578,789,30.6,678,26.3,760,29.5,351,13.6,1111,43.1
,,"Math",2596,2569,99.0,2569,847,33.0,703,27.4,583,22.7,436,17.0,1019,39.7
"Westbrook School District","=""1540011""","ELA",252,249,98.8,249,42,16.9,61,24.5,67,26.9,79,31.7,146,58.6
,,"Math",252,249,98.8,249,33,13.3,48,19.3,70,28.1,98,39.4,168,67.5
"Weston School District","=""1570011""","ELA",956,954,99.8,954,45,4.7,121,12.7,316,33.1,472,49.5,788,82.6
,,"Math",956,953,99.7,953,44,4.6,137,14.4,259,27.2,513,53.8,772,81.0
"Westport School District","=""1580011""","ELA",2406,2388,99.3,2388,150,6.3,302,12.6,762,31.9,1174,49.2,1936,81.1
,,"Math",2406,2385,99.1,2385,144,6.0,335,14.0,581,24.4,1325,55.6,1906,79.9
"Wethersfield School District","=""1590011""","ELA",1552,1544,99.5,1542,276,17.9,350,22.7,516,33.5,400,25.9,916,59.4
,,"Math",1552,1543,99.4,1541,334,21.7,433,28.1,346,22.5,428,27.8,774,50.2
"Willington School District","=""1600011""","ELA",234,226,96.6,226,55,24.3,58,25.7,82,36.3,31,13.7,113,50.0
,,"Math",234,225,96.2,225,41,18.2,68,30.2,58,25.8,58,25.8,116,51.6
"Wilton School District","=""1610011""","ELA",1674,1658,99.0,1658,87,5.2,249,15.0,554,33.4,768,46.3,1322,79.7
,,"Math",1674,1652,98.7,1652,75,4.5,238,14.4,382,23.1,957,57.9,1339,81.1
"Winchester School District","=""1620011""","ELA",322,322,100.0,321,100,31.2,86,26.8,73,22.7,62,19.3,135,42.1
,,"Math",322,320,99.4,320,99,30.9,93,29.1,71,22.2,57,17.8,128,40.0
"Windham School District","=""1630011""","ELA",1540,1529,99.3,1529,697,45.6,370,24.2,324,21.2,138,9.0,462,30.2
,,"Math",1538,1525,99.2,1524,711,46.7,400,26.2,256,16.8,157,10.3,413,27.1
"Windsor Locks School District","=""1650011""","ELA",605,602,99.5,602,180,29.9,178,29.6,165,27.4,79,13.1,244,40.5
,,"Math",604,597,98.8,596,194,32.6,184,30.9,130,21.8,88,14.8,218,36.6
"Windsor School District","=""1640011""","ELA",1376,1354,98.4,1354,424,31.3,309,22.8,384,28.4,237,17.5,621,45.9
,,"Math",1376,1354,98.4,1354,449,33.2,377,27.8,274,20.2,254,18.8,528,39.0
"Wolcott School District","=""1660011""","ELA",942,938,99.6,937,123,13.1,207,22.1,339,36.2,268,28.6,607,64.8
,,"Math",942,937,99.5,937,145,15.5,224,23.9,273,29.1,295,31.5,568,60.6
"Woodbridge School District","=""1670011""","ELA",504,498,98.8,498,36,7.2,66,13.3,125,25.1,271,54.4,396,79.5
,,"Math",504,496,98.4,496,23,4.6,77,15.5,107,21.6,289,58.3,396,79.8
"Woodstock School District","=""1690011""","ELA",520,507,97.5,507,107,21.1,129,25.4,158,31.2,113,22.3,271,53.5
,,"Math",520,506,97.3,506,129,25.5,174,34.4,122,24.1,81,16.0,203,40.1

