"Smarter Balanced Assessments, 2014-15"
"All Districts, ELA and Math, All Grades Combined, All Students"

"",,,,,,,"Level 1Not Met",,"Level 2Approaching",,"Level 3Met",,"Level 4Exceeded",,"Level 3&4Met or Exceeded",
"Regional School District 01","=""2010012""","ELA",112,96,85.7,96,15,15.6,27,28.1,34,35.4,20,20.8,54,56.3
,,"Math",112,105,93.8,103,34,33.0,35,34.0,26,25.2,8,7.8,34,33.0
"Regional School District 04","=""2040012""","ELA",481,471,97.9,469,26,5.5,89,19.0,230,49.0,124,26.4,354,75.5
,,"Math",481,470,97.7,470,96,20.4,151,32.1,147,31.3,76,16.2,223,47.4
"Regional School District 05","=""2050012""","ELA",1158,1096,94.6,1096,164,15.0,173,15.8,424,38.7,335,30.6,759,69.3
,,"Math",1158,1101,95.1,1099,236,21.5,253,23.0,265,24.1,345,31.4,610,55.5
"Regional School District 06","=""2060012""","ELA",446,409,91.7,408,43,10.5,109,26.7,151,37.0,105,25.7,256,62.7
,,"Math",446,401,89.9,401,114,28.4,129,32.2,102,25.4,56,14.0,158,39.4
"Regional School District 07","=""2070012""","ELA",524,501,95.6,498,97,19.5,101,20.3,179,35.9,121,24.3,300,60.2
,,"Math",524,498,95.0,496,127,25.6,111,22.4,140,28.2,118,23.8,258,52.0
"Regional School District 08","=""2080012""","ELA",821,814,99.1,808,90,11.1,164,20.3,348,43.1,206,25.5,554,68.6
,,"Math",821,814,99.1,808,178,22.0,204,25.2,220,27.2,206,25.5,426,52.7
"Regional School District 09","=""2090012""","ELA",251,74,29.5,73,"*","*","*","*",25,34.2,37,50.7,62,84.9
,,"Math",251,92,36.7,92,12,13.0,17,18.5,31,33.7,32,34.8,63,68.5
"Regional School District 10","=""2100012""","ELA",1358,1337,98.5,1335,107,8.0,244,18.3,523,39.2,461,34.5,984,73.7
,,"Math",1358,1335,98.3,1335,163,12.2,377,28.2,426,31.9,369,27.6,795,59.6
"Regional School District 11","=""2110012""","ELA",143,142,99.3,140,28,20.0,31,22.1,63,45.0,18,12.9,81,57.9
,,"Math",143,139,97.2,139,70,50.4,48,34.5,"*","*","*","*",21,15.1
"Regional School District 12","=""2120012""","ELA",411,405,98.5,403,36,8.9,73,18.1,155,38.5,139,34.5,294,73.0
,,"Math",413,407,98.5,403,70,17.4,122,30.3,116,28.8,95,23.6,211,52.4
"Regional School District 13","=""2130012""","ELA",1007,994,98.7,994,110,11.1,241,24.2,384,38.6,259,26.1,643,64.7
,,"Math",1009,992,98.3,992,214,21.6,332,33.5,266,26.8,180,18.1,446,45.0
"Regional School District 14","=""2140012""","ELA",899,878,97.7,878,128,14.6,196,22.3,334,38.0,220,25.1,554,63.1
,,"Math",899,877,97.6,877,197,22.5,296,33.8,233,26.6,151,17.2,384,43.8
"Regional School District 15","=""2150012""","ELA",2171,2129,98.1,2124,150,7.1,301,14.2,842,39.6,831,39.1,1673,78.8
,,"Math",2170,2122,97.8,2121,258,12.2,604,28.5,659,31.1,600,28.3,1259,59.4
"Regional School District 16","=""2160012""","ELA",1260,1219,96.7,1218,217,17.8,307,25.2,452,37.1,242,19.9,694,57.0
,,"Math",1260,1194,94.8,1193,301,25.2,368,30.8,341,28.6,183,15.3,524,43.9
"Regional School District 17","=""2170012""","ELA",1248,1238,99.2,1238,105,8.5,234,18.9,479,38.7,420,33.9,899,72.6
,,"Math",1248,1239,99.3,1239,233,18.8,366,29.5,328,26.5,312,25.2,640,51.7
"Regional School District 18","=""2180012""","ELA",754,736,97.6,734,41,5.6,123,16.8,273,37.2,297,40.5,570,77.7
,,"Math",755,729,96.6,728,79,10.9,156,21.4,219,30.1,274,37.6,493,67.7
"Regional School District 19","=""2190012""","ELA",277,53,19.1,53,13,24.5,15,28.3,17,32.1,8,15.1,25,47.2
,,"Math",277,52,18.8,52,21,40.4,14,26.9,11,21.2,6,11.5,17,32.7
"Ridgefield School District","=""1180011""","ELA",2837,2560,90.2,2558,124,4.8,336,13.1,866,33.9,1232,48.2,2098,82.0
,,"Math",2837,2522,88.9,2522,243,9.6,608,24.1,823,32.6,848,33.6,1671,66.3
"Rocky Hill School District","=""1190011""","ELA",1313,1208,92.0,1207,123,10.2,192,15.9,457,37.9,435,36.0,892,73.9
,,"Math",1314,1210,92.1,1210,216,17.9,348,28.8,343,28.3,303,25.0,646,53.4
"Salem School District","=""1210011""","ELA",266,266,100.0,266,23,8.6,43,16.2,102,38.3,98,36.8,200,75.2
,,"Math",266,266,100.0,266,27,10.2,49,18.4,96,36.1,94,35.3,190,71.4
"Salisbury School District","=""1220011""","ELA",165,162,98.2,162,8,4.9,19,11.7,49,30.2,86,53.1,135,83.3
,,"Math",165,163,98.8,163,21,12.9,40,24.5,51,31.3,51,31.3,102,62.6
"Scotland School District","=""1230011""","ELA",68,68,100.0,68,8,11.8,16,23.5,22,32.4,22,32.4,44,64.7
,,"Math",68,67,98.5,67,12,17.9,21,31.3,17,25.4,17,25.4,34,50.7
"Seymour School District","=""1240011""","ELA",1261,1242,98.5,1242,247,19.9,297,23.9,440,35.4,258,20.8,698,56.2
,,"Math",1261,1240,98.3,1238,356,28.8,377,30.5,282,22.8,223,18.0,505,40.8
"Sharon School District","=""1250011""","ELA",109,87,79.8,87,28,32.2,19,21.8,26,29.9,14,16.1,40,46.0
,,"Math",109,87,79.8,87,25,28.7,33,37.9,22,25.3,7,8.0,29,33.3
"Shelton School District","=""1260011""","ELA",2738,2702,98.7,2701,339,12.6,523,19.4,990,36.7,849,31.4,1839,68.1
,,"Math",2735,2705,98.9,2704,531,19.6,839,31.0,771,28.5,563,20.8,1334,49.3
"Sherman School District","=""1270011""","ELA",224,119,53.1,117,18,15.4,21,17.9,45,38.5,33,28.2,78,66.7
,,"Math",224,120,53.6,117,22,18.8,35,29.9,39,33.3,21,17.9,60,51.3
"Side By Side Charter School District","=""2700013""","ELA",129,129,100.0,129,12,9.3,36,27.9,53,41.1,28,21.7,81,62.8
,,"Math",129,129,100.0,129,26,20.2,47,36.4,37,28.7,19,14.7,56,43.4
"Simsbury School District","=""1280011""","ELA",2335,2301,98.5,2300,140,6.1,322,14.0,760,33.0,1078,46.9,1838,79.9
,,"Math",2332,2301,98.7,2299,289,12.6,520,22.6,690,30.0,800,34.8,1490,64.8
"Somers School District","=""1290011""","ELA",834,828,99.3,827,91,11.0,179,21.6,321,38.8,236,28.5,557,67.4
,,"Math",832,827,99.4,826,172,20.8,266,32.2,239,28.9,149,18.0,388,47.0
"South Windsor School District","=""1320011""","ELA",2208,2017,91.3,2016,215,10.7,369,18.3,699,34.7,733,36.4,1432,71.0
,,"Math",2208,2016,91.3,2015,285,14.1,492,24.4,546,27.1,692,34.3,1238,61.4
"Southington School District","=""1310011""","ELA",3544,3502,98.8,3496,437,12.5,731,20.9,1325,37.9,1003,28.7,2328,66.6
,,"Math",3542,3501,98.8,3498,574,16.4,1000,28.6,1172,33.5,752,21.5,1924,55.0
"Sprague School District","=""1330011""","ELA",230,227,98.7,227,42,18.5,64,28.2,87,38.3,34,15.0,121,53.3
,,"Math",231,230,99.6,230,61,26.5,97,42.2,48,20.9,24,10.4,72,31.3
"Stafford School District","=""1340011""","ELA",816,803,98.4,803,105,13.1,170,21.2,313,39.0,215,26.8,528,65.8
,,"Math",815,802,98.4,802,159,19.8,268,33.4,250,31.2,125,15.6,375,46.8
"Stamford Academy District","=""2820013""","ELA",34,19,55.9,18,"*","*","*","*","*","*","*","*","*","*"
,,"Math",34,21,61.8,21,"*","*","*","*",0,0.0,0,0.0,0,0.0
"Stamford School District","=""1350011""","ELA",8056,7786,96.6,7774,1968,25.3,1988,25.6,2359,30.3,1459,18.8,3818,49.1
,,"Math",8057,7850,97.4,7842,2869,36.6,2080,26.5,1661,21.2,1232,15.7,2893,36.9
"Sterling School District","=""1360011""","ELA",315,312,99.0,311,74,23.8,95,30.5,97,31.2,45,14.5,142,45.7
,,"Math",315,310,98.4,310,128,41.3,122,39.4,50,16.1,10,3.2,60,19.4
"Stonington School District","=""1370011""","ELA",1194,1009,84.5,1005,135,13.4,206,20.5,319,31.7,345,34.3,664,66.1
,,"Math",1195,1001,83.8,1000,183,18.3,252,25.2,299,29.9,266,26.6,565,56.5
"Stratford School District","=""1380011""","ELA",3774,3697,98.0,3692,794,21.5,984,26.7,1226,33.2,688,18.6,1914,51.8
,,"Math",3771,3701,98.1,3698,1618,43.8,1221,33.0,617,16.7,242,6.5,859,23.2
"Suffield School District","=""1390011""","ELA",1273,1232,96.8,1228,125,10.2,232,18.9,478,38.9,393,32.0,871,70.9
,,"Math",1273,1227,96.4,1227,238,19.4,403,32.8,375,30.6,211,17.2,586,47.8
"The Bridge Academy District","=""2690013""","ELA",136,135,99.3,135,"*","*",60,44.4,37,27.4,"*","*","*","*"
,,"Math",136,135,99.3,135,71,52.6,52,38.5,"*","*","*","*",12,8.9
"The Gilbert School District","=""9020022""","ELA",284,230,81.0,230,79,34.3,78,33.9,66,28.7,7,3.0,73,31.7
,,"Math",285,237,83.2,237,124,52.3,71,30.0,31,13.1,11,4.6,42,17.7
"The Woodstock Academy District","=""9030022""","ELA",242,54,22.3,53,"*","*","*","*",17,32.1,24,45.3,41,77.4
,,"Math",242,54,22.3,53,9,17.0,13,24.5,14,26.4,17,32.1,31,58.5
"Thomaston School District","=""1400011""","ELA",508,502,98.8,501,87,17.4,131,26.1,198,39.5,85,17.0,283,56.5
,,"Math",508,505,99.4,503,120,23.9,168,33.4,138,27.4,77,15.3,215,42.7
"Thompson School District","=""1410011""","ELA",574,549,95.6,547,110,20.1,160,29.3,207,37.8,70,12.8,277,50.6
,,"Math",575,548,95.3,547,216,39.5,200,36.6,99,18.1,32,5.9,131,23.9
"Tolland School District","=""1420011""","ELA",1471,1423,96.7,1423,161,11.3,263,18.5,542,38.1,457,32.1,999,70.2
,,"Math",1470,1426,97.0,1424,152,10.7,383,26.9,511,35.9,378,26.5,889,62.4
"Torrington School District","=""1430011""","ELA",2332,2165,92.8,2157,538,24.9,599,27.8,718,33.3,302,14.0,1020,47.3
,,"Math",2334,2153,92.2,2150,873,40.6,759,35.3,406,18.9,112,5.2,518,24.1
"Trailblazers Academy District","=""2780013""","ELA",133,132,99.2,131,84,64.1,29,22.1,"*","*","*","*",18,13.7
,,"Math",133,131,98.5,131,108,82.4,16,12.2,"*","*","*","*",7,5.3
"Trumbull School District","=""1440011""","ELA",3566,3166,88.8,3162,324,10.2,592,18.7,1128,35.7,1118,35.4,2246,71.0
,,"Math",3566,3168,88.8,3167,455,14.4,800,25.3,944,29.8,968,30.6,1912,60.4
"Unified School District #2","=""3470015""","ELA",71,57,80.3,49,39,79.6,7,14.3,"*","*","*","*","*","*"
,,"Math",73,56,76.7,51,"*","*","*","*",0,0.0,0,0.0,0,0.0
"Union School District","=""1450011""","ELA",54,54,100.0,54,"*","*",15,27.8,24,44.4,"*","*","*","*"
,,"Math",54,54,100.0,54,9,16.7,16,29.6,18,33.3,11,20.4,29,53.7
"Vernon School District","=""1460011""","ELA",1601,1553,97.0,1551,441,28.4,423,27.3,447,28.8,240,15.5,687,44.3
,,"Math",1603,1552,96.8,1552,586,37.8,529,34.1,323,20.8,114,7.3,437,28.2
"Voluntown School District","=""1470011""","ELA",195,194,99.5,194,26,13.4,36,18.6,76,39.2,56,28.9,132,68.0
,,"Math",195,194,99.5,194,38,19.6,60,30.9,66,34.0,30,15.5,96,49.5
"Wallingford School District","=""1480011""","ELA",3256,3184,97.8,3182,564,17.7,785,24.7,1170,36.8,663,20.8,1833,57.6
,,"Math",3258,3194,98.0,3194,775,24.3,1078,33.8,829,26.0,512,16.0,1341,42.0
"Waterbury School District","=""1510011""","ELA",9485,9273,97.8,9250,4474,48.4,2383,25.8,1794,19.4,599,6.5,2393,25.9
,,"Math",9492,9344,98.4,9338,5858,62.7,2258,24.2,973,10.4,249,2.7,1222,13.1
"Waterford School District","=""1520011""","ELA",1406,1394,99.1,1392,170,12.2,303,21.8,554,39.8,365,26.2,919,66.0
,,"Math",1406,1395,99.2,1395,354,25.4,461,33.0,347,24.9,233,16.7,580,41.6
"Watertown School District","=""1530011""","ELA",1531,1383,90.3,1382,217,15.7,332,24.0,531,38.4,302,21.9,833,60.3
,,"Math",1526,1373,90.0,1373,402,29.3,475,34.6,332,24.2,164,11.9,496,36.1
"West Hartford School District","=""1550011""","ELA",5222,4973,95.2,4961,510,10.3,862,17.4,1766,35.6,1823,36.7,3589,72.3
,,"Math",5224,4955,94.9,4949,935,18.9,1309,26.4,1425,28.8,1280,25.9,2705,54.7
"West Haven School District","=""1560011""","ELA",3074,3008,97.9,3007,848,28.2,824,27.4,923,30.7,412,13.7,1335,44.4
,,"Math",3076,3014,98.0,3012,1283,42.6,999,33.2,533,17.7,197,6.5,730,24.2
"Westbrook School District","=""1540011""","ELA",398,336,84.4,336,18,5.4,47,14.0,124,36.9,147,43.8,271,80.7
,,"Math",398,337,84.7,337,35,10.4,97,28.8,112,33.2,93,27.6,205,60.8
"Weston School District","=""1570011""","ELA",1349,1239,91.8,1235,78,6.3,190,15.4,496,40.2,471,38.1,967,78.3
,,"Math",1350,1237,91.6,1235,104,8.4,267,21.6,398,32.2,466,37.7,864,70.0
"Westport School District","=""1580011""","ELA",3177,2780,87.5,2780,113,4.1,300,10.8,1007,36.2,1360,48.9,2367,85.1
,,"Math",3178,2784,87.6,2784,251,9.0,506,18.2,799,28.7,1228,44.1,2027,72.8
"Wethersfield School District","=""1590011""","ELA",1932,1794,92.9,1788,329,18.4,443,24.8,615,34.4,401,22.4,1016,56.8
,,"Math",1932,1804,93.4,1803,466,25.8,567,31.4,483,26.8,287,15.9,770,42.7
"Willington School District","=""1600011""","ELA",282,274,97.2,274,54,19.7,71,25.9,96,35.0,53,19.3,149,54.4
,,"Math",282,275,97.5,274,54,19.7,93,33.9,83,30.3,44,16.1,127,46.4
"Wilton School District","=""1610011""","ELA",2370,2320,97.9,2318,222,9.6,390,16.8,966,41.7,740,31.9,1706,73.6
,,"Math",2370,2316,97.7,2315,315,13.6,674,29.1,725,31.3,601,26.0,1326,57.3
"Winchester School District","=""1620011""","ELA",315,310,98.4,306,87,28.4,84,27.5,75,24.5,60,19.6,135,44.1
,,"Math",314,313,99.7,310,129,41.6,89,28.7,61,19.7,31,10.0,92,29.7
"Windham School District","=""1630011""","ELA",1580,1538,97.3,1532,684,44.6,426,27.8,316,20.6,106,6.9,422,27.5
,,"Math",1581,1544,97.7,1538,835,54.3,428,27.8,192,12.5,83,5.4,275,17.9
"Windsor Locks School District","=""1650011""","ELA",878,862,98.2,861,243,28.2,235,27.3,272,31.6,111,12.9,383,44.5
,,"Math",880,867,98.5,864,308,35.6,313,36.2,185,21.4,58,6.7,243,28.1
"Windsor School District","=""1640011""","ELA",1606,1430,89.0,1428,409,28.6,366,25.6,423,29.6,230,16.1,653,45.7
,,"Math",1605,1437,89.5,1433,535,37.3,424,29.6,288,20.1,186,13.0,474,33.1
"Wolcott School District","=""1660011""","ELA",1336,1330,99.6,1330,194,14.6,324,24.4,503,37.8,309,23.2,812,61.1
,,"Math",1337,1333,99.7,1332,272,20.4,447,33.6,386,29.0,227,17.0,613,46.0
"Woodbridge School District","=""1670011""","ELA",446,421,94.4,420,38,9.0,76,18.1,130,31.0,176,41.9,306,72.9
,,"Math",446,422,94.6,422,53,12.6,111,26.3,109,25.8,149,35.3,258,61.1
"Woodstock School District","=""1690011""","ELA",597,583,97.7,581,70,12.0,101,17.4,219,37.7,191,32.9,410,70.6
,,"Math",597,582,97.5,581,108,18.6,197,33.9,165,28.4,111,19.1,276,47.5

