District,District Code,fiscal_year,rev_local,rev_state,rev_federal,rev_tuition_other,rev_total,pct_local,pct_state,pct_federal,pct_tuition_other
Regional School District 05,2050012,2021,43523286.0,2817701.0,995123.0,122210.0,47458319.0,91.7,5.9,2.1,0.3
Regional School District 06,2060012,2021,16120899.0,1353156.0,456977.0,1652340.0,19583372.0,82.3,6.9,2.3,8.4
Regional School District 07,2070012,2021,17048189.0,3249016.0,848218.0,1037738.0,22183161.0,76.9,14.6,3.8,4.7
Regional School District 08,2080012,2021,20716919.0,6334305.0,405638.0,46000.0,27502861.0,75.3,23.0,1.5,0.2
Regional School District 09,2090012,2021,21255758.0,796392.0,352695.0,38983.0,22443828.0,94.7,3.5,1.6,0.2
Regional School District 10,2100012,2021,32040281.0,7227760.0,885730.0,95272.0,40249043.0,79.6,18.0,2.2,0.2
Regional School District 11,2110012,2021,4673186.0,1844775.0,261384.0,23914.0,6803258.0,68.7,27.1,3.8,0.4
Regional School District 12,2120012,2021,20156763.0,303315.0,535172.0,1144703.0,22139953.0,91.0,1.4,2.4,5.2
Regional School District 13,2130012,2021,30313118.0,5361516.0,895206.0,82093.0,36651933.0,82.7,14.6,2.4,0.2
Regional School District 14,2140012,2021,27814950.0,4340896.0,885456.0,1797470.0,34838772.0,79.8,12.5,2.5,5.2
Regional School District 15,2150012,2021,66515520.0,6548359.0,1608617.0,115362.0,74787858.0,88.9,8.8,2.2,0.2
Regional School District 16,2160012,2021,28852169.0,9313602.0,1073014.0,96641.0,39335425.0,73.3,23.7,2.7,0.2
Regional School District 17,2170012,2021,34930960.0,4743534.0,727148.0,0.0,40401642.0,86.5,11.7,1.8,0.0
Regional School District 18,2180012,2021,29292476.0,347636.0,900364.0,109500.0,30649976.0,95.6,1.1,2.9,0.4
Regional School District 19,2190012,2021,12806519.0,5942183.0,739821.0,2689976.0,22178500.0,57.7,26.8,3.3,12.1
Ridgefield School District,1180011,2021,99552151.0,1294619.0,1303962.0,56195.0,102206927.0,97.4,1.3,1.3,0.1
Rocky Hill School District,1190011,2021,41441566.0,5555136.0,1091428.0,125947.0,48214078.0,86.0,11.5,2.3,0.3
Salem School District,1210011,2021,8405427.0,2731250.0,390810.0,82924.0,11610411.0,72.4,23.5,3.4,0.7
Salisbury School District,1220011,2021,7349699.0,17531.0,195449.0,0.0,7562679.0,97.2,0.2,2.6,0.0
Scotland School District,1230011,2021,1654885.0,834888.0,108840.0,65818.0,2664431.0,62.1,31.3,4.1,2.5
Seymour School District,1240011,2021,24122071.0,11257592.0,2662551.0,0.0,38042214.0,63.4,29.6,7.0,0.0
Sharon School District,1250011,2021,4897344.0,9942.0,198505.0,0.0,5105791.0,95.9,0.2,3.9,0.0
Shelton School District,1260011,2021,67317544.0,8201354.0,4059257.0,54121.0,79632275.0,84.5,10.3,5.1,0.1
Sherman School District,1270011,2021,9068378.0,160926.0,165330.0,20350.0,9414984.0,96.3,1.7,1.8,0.2
Side By Side Charter School District,2700013,2021,122342.0,2746950.0,197806.0,106603.0,3173701.0,3.9,86.6,6.2,3.4
Simsbury School District,1280011,2021,66041010.0,10004141.0,2163478.0,1428771.0,79637400.0,82.9,12.6,2.7,1.8
Somers School District,1290011,2021,19267013.0,6030784.0,583194.0,65850.0,25946841.0,74.3,23.2,2.2,0.3
South Windsor School District,1320011,2021,64214682.0,13246395.0,2098623.0,691436.0,80251136.0,80.0,16.5,2.6,0.9
Southington School District,1310011,2021,78331697.0,23479343.0,3577882.0,1790010.0,107178931.0,73.1,21.9,3.3,1.7
Sprague School District,1330011,2021,3738346.0,2916941.0,241120.0,8453.0,6904860.0,54.1,42.2,3.5,0.1
Stafford School District,1340011,2021,17803063.0,10341899.0,1541090.0,192204.0,29878256.0,59.6,34.6,5.2,0.6
Stamford Charter School for Excellence District,2960013,2021,169707.0,3533294.0,676641.0,0.0,4379642.0,3.9,80.7,15.4,0.0
Stamford School District,1350011,2021,266701571.0,39389811.0,14275245.0,710723.0,321077352.0,83.1,12.3,4.4,0.2
Sterling School District,1360011,2021,4062903.0,3439767.0,556311.0,81000.0,8139981.0,49.9,42.3,6.8,1.0
Stonington School District,1370011,2021,37246867.0,2053993.0,1292513.0,49491.0,40642864.0,91.6,5.1,3.2,0.1
Stratford School District,1380011,2021,95514761.0,27483985.0,6646133.0,104430.0,129749310.0,73.6,21.2,5.1,0.1
Suffield School District,1390011,2021,28967886.0,7832151.0,1389708.0,1297552.0,39487296.0,73.4,19.8,3.5,3.3
The Bridge Academy District,2690013,2021,315281.0,3157245.0,359799.0,11950.0,3844275.0,8.2,82.1,9.4,0.3
Thomaston School District,1400011,2021,9745611.0,6222938.0,1094037.0,58080.0,17120666.0,56.9,36.3,6.4,0.3
Thompson School District,1410011,2021,11768380.0,8149578.0,1193736.0,35980.0,21147674.0,55.6,38.5,5.6,0.2
Tolland School District,1420011,2021,30341196.0,10030216.0,683203.0,0.0,41054615.0,73.9,24.4,1.7,0.0
Torrington School District,1430011,2021,50116813.0,29301446.0,2869422.0,167105.0,82454786.0,60.8,35.5,3.5,0.2
Trumbull School District,1440011,2021,108478828.0,4607666.0,4355891.0,1818399.0,119260783.0,91.0,3.9,3.7,1.5
Union School District,1450011,2021,1672692.0,211728.0,106906.0,0.0,1991326.0,84.0,10.6,5.4,0.0
Vernon School District,1460011,2021,35837883.0,21652451.0,2730076.0,847519.0,61067929.0,58.7,35.5,4.5,1.4
Voluntown School District,1470011,2021,4559694.0,2427201.0,370296.0,15.0,7357205.0,62.0,33.0,5.0,0.0
Wallingford School District,1480011,2021,85957213.0,24247156.0,4650946.0,1438750.0,116294064.0,73.9,20.8,4.0,1.2
Waterbury School District,1510011,2021,86703344.0,185604076.0,36209621.0,1125837.0,309642878.0,28.0,59.9,11.7,0.4
Waterford School District,1520011,2021,50308268.0,807010.0,1840408.0,174200.0,53129887.0,94.7,1.5,3.5,0.3
Watertown School District,1530011,2021,37792675.0,12859906.0,1982422.0,111126.0,52746129.0,71.7,24.4,3.8,0.2
West Hartford School District,1550011,2021,149319584.0,28166228.0,5714338.0,1657692.0,184857842.0,80.8,15.2,3.1,0.9
West Haven School District,1560011,2021,48628219.0,54435099.0,8226323.0,93926.0,111383567.0,43.7,48.9,7.4,0.1
Westbrook School District,1540011,2021,17401162.0,468163.0,940044.0,44456.0,18853825.0,92.3,2.5,5.0,0.2
Weston School District,1570011,2021,52527912.0,1252369.0,1002840.0,157723.0,54940844.0,95.6,2.3,1.8,0.3
Westport School District,1580011,2021,123503618.0,1567370.0,2587608.0,423253.0,128081849.0,96.4,1.2,2.0,0.3
Wethersfield School District,1590011,2021,51983268.0,13569330.0,1732774.0,533277.0,67818649.0,76.7,20.0,2.6,0.8
Willington School District,1600011,2021,6616234.0,2537793.0,581032.0,0.0,9735059.0,68.0,26.1,6.0,0.0
Wilton School District,1610011,2021,83054710.0,1886799.0,1384310.0,564331.0,86890150.0,95.6,2.2,1.6,0.6
Winchester School District,1620011,2021,12436112.0,10095903.0,683409.0,44328.0,23259752.0,53.5,43.4,2.9,0.2
Windham School District,1630011,2021,20390447.0,36834152.0,6285072.0,1728352.0,65238023.0,31.3,56.5,9.6,2.6
Windsor Locks School District,1650011,2021,27168161.0,6579072.0,1453695.0,2131079.0,37332007.0,72.8,17.6,3.9,5.7
Windsor School District,1640011,2021,61148949.0,13864734.0,2934899.0,0.0,77948582.0,78.4,17.8,3.8,0.0
Wolcott School District,1660011,2021,22787649.0,13196717.0,1113394.0,2952.0,37100712.0,61.4,35.6,3.0,0.0
Woodbridge School District,1670011,2021,14638588.0,459576.0,272959.0,24185.0,15395308.0,95.1,3.0,1.8,0.2
Woodstock School District,1690011,2021,14650201.0,5254319.0,1281474.0,54134.0,21240128.0,69.0,24.7,6.0,0.3
Achievement First Bridgeport Academy District,2850013,2022,367500.0,13291322.0,2180580.0,0.0,15839402.0,2.3,83.9,13.8,0.0
Achievement First Hartford Academy District,2880013,2022,1615467.0,13110233.0,2225323.0,0.0,16951023.0,9.5,77.3,13.1,0.0
Amistad Academy District,2790013,2022,331767.0,13839312.0,2021285.0,422305.0,16614669.0,2.0,83.3,12.2,2.5
Andover School District,10011,2022,3042365.0,1064575.0,169689.0,138353.0,4414982.0,68.9,24.1,3.8,3.1
Ansonia School District,20011,2022,17811777.0,22193652.0,4616518.0,275518.0,44897466.0,39.7,49.4,10.3,0.6
Area Cooperative Educational Services,2440014,2022,6971444.0,17834630.0,2867705.0,67172754.0,94846533.0,7.4,18.8,3.0,70.8
Ashford School District,30011,2022,5531534.0,2726436.0,370606.0,2950.0,8631527.0,64.1,31.6,4.3,0.0
Avon School District,40011,2022,58150432.0,2591806.0,1667988.0,2251237.0,64661463.0,89.9,4.0,2.6,3.5
Barkhamsted School District,50011,2022,3695640.0,784716.0,230981.0,37606.0,4748943.0,77.8,16.5,4.9,0.8
Berlin School District,70011,2022,47215919.0,7870191.0,1155721.0,956839.0,57198671.0,82.5,13.8,2.0,1.7
Bethany School District,80011,2022,6135230.0,1047121.0,407287.0,49939.0,7639578.0,80.3,13.7,5.3,0.7
Bethel School District,90011,2022,44945978.0,8559609.0,2974474.0,22396.0,56502457.0,79.5,15.1,5.3,0.0
Bloomfield School District,110011,2022,40183075.0,14119169.0,4461532.0,1484822.0,60248598.0,66.7,23.4,7.4,2.5
Bolton School District,120011,2022,11267007.0,3080165.0,504434.0,479260.0,15330866.0,73.5,20.1,3.3,3.1
Booker T. Washington Academy District,2950013,2022,310493.0,5729280.0,781563.0,255303.0,7076639.0,4.4,81.0,11.0,3.6
Bozrah School District,130011,2022,5049140.0,1235055.0,362788.0,0.0,6646983.0,76.0,18.6,5.5,0.0
Branford School District,140011,2022,55744701.0,4329490.0,2508476.0,125366.0,62708033.0,88.9,6.9,4.0,0.2
Brass City Charter School District,2900013,2022,539792.0,4126346.0,594044.0,14689.0,5274871.0,10.2,78.2,11.3,0.3
Bridgeport School District,150011,2022,67230259.0,226043912.0,70305017.0,3387106.0,366966294.0,18.3,61.6,19.2,0.9
Bristol School District,170011,2022,82690795.0,54924736.0,13514619.0,216660.0,151346810.0,54.6,36.3,8.9,0.1
Brookfield School District,180011,2022,47459258.0,1740553.0,1547362.0,148247.0,50895420.0,93.2,3.4,3.0,0.3
Brooklyn School District,190011,2022,12502160.0,7372542.0,1375042.0,44150.0,21293894.0,58.7,34.6,6.5,0.2
Canaan School District,210011,2022,2460580.0,80951.0,79490.0,1287.0,2622308.0,93.8,3.1,3.0,0.0
Canterbury School District,220011,2022,7104394.0,4205570.0,806398.0,54732.0,12171094.0,58.4,34.6,6.6,0.4
Canton School District,230011,2022,24926068.0,5066665.0,804273.0,422595.0,31219601.0,79.8,16.2,2.6,1.4
Capital Preparatory Harbor School District,2970013,2022,690128.0,7893487.0,1593558.0,25100.0,10202273.0,6.8,77.4,15.6,0.2
Capitol Region Education Council,2410014,2022,2521432.0,119639156.0,17666820.0,96891491.0,236718899.0,1.1,50.5,7.5,40.9
Chaplin School District,240011,2022,2833251.0,1116882.0,184897.0,30380.0,4165410.0,68.0,26.8,4.4,0.7
Cheshire School District,250011,2022,68279921.0,10396507.0,2026850.0,376215.0,81079492.0,84.2,12.8,2.5,0.5
Chester School District,260011,2022,4499128.0,439751.0,224785.0,0.0,5163664.0,87.1,8.5,4.4,0.0
Clinton School District,270011,2022,27617381.0,5592939.0,1465387.0,103621.0,34779329.0,79.4,16.1,4.2,0.3
Colchester School District,280011,2022,28531259.0,12812353.0,2200103.0,1019968.0,44563684.0,64.0,28.8,4.9,2.3
Colebrook School District,290011,2022,1991675.0,198980.0,88860.0,0.0,2279515.0,87.4,8.7,3.9,0.0
Columbia School District,300011,2022,10378517.0,2418783.0,341247.0,65447.0,13203994.0,78.6,18.3,2.6,0.5
Common Ground High School District,2680013,2022,0.0,2516784.0,952366.0,1419128.0,4888279.0,0.0,51.5,19.5,29.0
Connecticut Technical Education and Career System,9000016,2022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cooperative Educational Services,2430014,2022,6279385.0,6418876.0,976353.0,26679160.0,40353774.0,15.6,15.9,2.4,66.1
Cornwall School District,310011,2022,3073011.0,8847.0,145102.0,29745.0,3256705.0,94.4,0.3,4.5,0.9
Coventry School District,320011,2022,20550558.0,8798465.0,1044495.0,32444.0,30425962.0,67.5,28.9,3.4,0.1
Cromwell School District,330011,2022,27940280.0,7231043.0,1909647.0,330819.0,37411788.0,74.7,19.3,5.1,0.9
Danbury School District,340011,2022,122470842.0,48800681.0,18310618.0,1062493.0,190644634.0,64.2,25.6,9.6,0.6
Darien School District,350011,2022,106213396.0,3315096.0,2054416.0,632403.0,112215312.0,94.7,3.0,1.8,0.6
Deep River School District,360011,2022,4687292.0,713483.0,310889.0,0.0,5711663.0,82.1,12.5,5.4,0.0
Derby School District,370011,2022,16819507.0,10631086.0,3370119.0,1649.0,30822361.0,54.6,34.5,10.9,0.0
East Granby School District,400011,2022,16055017.0,2172053.0,530611.0,456144.0,19213825.0,83.6,11.3,2.8,2.4
East Haddam School District,410011,2022,17427609.0,3924620.0,524212.0,846666.0,22723106.0,76.7,17.3,2.3,3.7
East Hampton School District,420011,2022,27048079.0,7721469.0,856289.0,74717.0,35700554.0,75.8,21.6,2.4,0.2
East Hartford School District,430011,2022,51922924.0,64995533.0,11991576.0,5667114.0,134577146.0,38.6,48.3,8.9,4.2
East Haven School District,440011,2022,30329073.0,21364308.0,8829497.0,641989.0,61164867.0,49.6,34.9,14.4,1.0
East Lyme School District,450011,2022,43451680.0,6384133.0,2206663.0,2829094.0,54871570.0,79.2,11.6,4.0,5.2
East Windsor School District,470011,2022,18537712.0,6531671.0,2075356.0,711201.0,27855940.0,66.5,23.4,7.5,2.6
Eastern Connecticut Regional Educational Service Center (EASTCONN),2530014,2022,0.0,2900350.0,5322603.0,15318636.0,23541590.0,0.0,12.3,22.6,65.1
Eastford School District,390011,2022,3095324.0,1164688.0,187728.0,34577.0,4482318.0,69.1,26.0,4.2,0.8
Easton School District,460011,2022,17166297.0,330324.0,474566.0,86201.0,18057388.0,95.1,1.8,2.6,0.5
EdAdvance,2420014,2022,9769427.0,100000.0,3004946.0,65790.0,12940164.0,75.5,0.8,23.2,0.5
Ellington School District,480011,2022,31950700.0,11620447.0,954791.0,986301.0,45512240.0,70.2,25.5,2.1,2.2
Elm City College Preparatory School District,2890013,2022,137093.0,8791111.0,1482252.0,1735015.0,12145471.0,1.1,72.4,12.2,14.3
Elm City Montessori School District,2910013,2022,3028603.0,801000.0,10000.0,0.0,3839603.0,78.9,20.9,0.3,0.0
Enfield School District,490011,2022,50390374.0,32182698.0,11022249.0,1472235.0,95067556.0,53.0,33.9,11.6,1.5
Essex School District,500011,2022,7525186.0,107504.0,213559.0,0.0,7846249.0,95.9,1.4,2.7,0.0
Explorations District,2720013,2022,287089.0,1097701.0,168142.0,192175.0,1745107.0,16.5,62.9,9.6,11.0
Fairfield School District,510011,2022,196987892.0,5415165.0,4997127.0,457429.0,207857614.0,94.8,2.6,2.4,0.2
Farmington School District,520011,2022,74193348.0,2455388.0,2447202.0,2587925.0,81683863.0,90.8,3.0,3.0,3.2
Franklin School District,530011,2022,4413450.0,741064.0,138145.0,0.0,5292659.0,83.4,14.0,2.6,0.0
Glastonbury School District,540011,2022,106429245.0,7594504.0,3783183.0,1529123.0,119336055.0,89.2,6.4,3.2,1.3
Goodwin University Educational Services (GUES),2310018,2022,169149.0,11707128.0,910120.0,5158888.0,17945284.0,0.9,65.2,5.1,28.7
Granby School District,560011,2022,25990474.0,6569250.0,1015733.0,1327535.0,34902993.0,74.5,18.8,2.9,3.8
Great Oaks Charter School District,2940013,2022,727738.0,7053524.0,2102573.0,185653.0,10069488.0,7.2,70.0,20.9,1.8
Greenwich School District,570011,2022,215333415.0,2209278.0,8116975.0,2152203.0,227811871.0,94.5,1.0,3.6,0.9
Griswold School District,580011,2022,14774352.0,12272991.0,1699867.0,2444380.0,31191589.0,47.4,39.3,5.4,7.8
Groton School District,590011,2022,52079956.0,26967719.0,5622693.0,38543.0,84708911.0,61.5,31.8,6.6,0.0
Guilford School District,600011,2022,61031010.0,2943127.0,1349963.0,180368.0,65504468.0,93.2,4.5,2.1,0.3
Hamden School District,620011,2022,99433125.0,34650869.0,8828673.0,54970.0,142967637.0,69.5,24.2,6.2,0.0
Hampton School District,630011,2022,1378664.0,678255.0,197773.0,12698.0,2267390.0,60.8,29.9,8.7,0.6
Hartford School District,640011,2022,78941412.0,295633041.0,59790671.0,17695660.0,452060784.0,17.5,65.4,13.2,3.9
Hartland School District,650011,2022,4443979.0,1071908.0,154959.0,8650.0,5679496.0,78.2,18.9,2.7,0.2
Hebron School District,670011,2022,9111560.0,3418627.0,391797.0,11807.0,12933791.0,70.4,26.4,3.0,0.1
Highville Charter School District,2860013,2022,86996.0,4754377.0,1007509.0,93232.0,5942115.0,1.5,80.0,17.0,1.6
Integrated Day Charter School District,2640013,2022,348762.0,4069238.0,265227.0,90791.0,4774018.0,7.3,85.2,5.6,1.9
Interdistrict School for Arts and Comm District,2650013,2022,863414.0,3068273.0,719898.0,18898.0,4670482.0,18.5,65.7,15.4,0.4
Jumoke Academy District,2610013,2022,655465.0,7506719.0,1613843.0,248945.0,10024972.0,6.5,74.9,16.1,2.5
Kent School District,680011,2022,5592252.0,25129.0,319591.0,75932.0,6012903.0,93.0,0.4,5.3,1.3
Killingly School District,690011,2022,22676037.0,17717130.0,2631848.0,2959674.0,45984689.0,49.3,38.5,5.7,6.4
Learn,2450014,2022,1388673.0,12316945.0,3203100.0,16982387.0,33891106.0,4.1,36.3,9.5,50.1
Lebanon School District,710011,2022,14678505.0,5267357.0,414930.0,843155.0,21203947.0,69.2,24.8,2.0,4.0
Ledyard School District,720011,2022,25638785.0,13485200.0,2399463.0,942911.0,42466360.0,60.4,31.8,5.7,2.2
Lisbon School District,730011,2022,7026103.0,3243977.0,532655.0,79910.0,10882646.0,64.6,29.8,4.9,0.7
Litchfield School District,740011,2022,17663388.0,1410225.0,579182.0,0.0,19652795.0,89.9,7.2,2.9,0.0
Madison School District,760011,2022,55640922.0,1331190.0,1617225.0,409100.0,58998437.0,94.3,2.3,2.7,0.7
Manchester School District,770011,2022,86702018.0,43371125.0,19618558.0,2724084.0,152415785.0,56.9,28.5,12.9,1.8
Mansfield School District,780011,2022,18111732.0,6377868.0,854293.0,0.0,25343893.0,71.5,25.2,3.4,0.0
Marlborough School District,790011,2022,6373939.0,1663100.0,347209.0,12885.0,8397133.0,75.9,19.8,4.1,0.2
Meriden School District,800011,2022,47436680.0,76225612.0,18332443.0,1534308.0,143529042.0,33.1,53.1,12.8,1.1
Middletown School District,830011,2022,70566781.0,27363425.0,3643762.0,777236.0,102351205.0,68.9,26.7,3.6,0.8
Milford School District,840011,2022,108123476.0,11646787.0,5407715.0,55643.0,125233620.0,86.3,9.3,4.3,0.0
Monroe School District,850011,2022,55209071.0,5606210.0,1797718.0,117923.0,62730922.0,88.0,8.9,2.9,0.2
Montville School District,860011,2022,26907884.0,13281496.0,1856032.0,198043.0,42243454.0,63.7,31.4,4.4,0.5
Naugatuck School District,880011,2022,36691340.0,33798668.0,9599047.0,291914.0,80380969.0,45.6,42.0,11.9,0.4
New Beginnings Inc Family Academy District,2800013,2022,310796.0,5849975.0,998676.0,900873.0,8060320.0,3.9,72.6,12.4,11.2
New Britain School District,890011,2022,49842749.0,114687502.0,37494918.0,2659010.0,204684179.0,24.4,56.0,18.3,1.3
New Canaan School District,900011,2022,92538749.0,1421359.0,1698561.0,701532.0,96360201.0,96.0,1.5,1.8,0.7
New Fairfield School District,910011,2022,38678765.0,3936821.0,3055853.0,713216.0,46384655.0,83.4,8.5,6.6,1.5
New Hartford School District,920011,2022,7404764.0,1542213.0,250656.0,35885.0,9233518.0,80.2,16.7,2.7,0.4
New Haven School District,930011,2022,105289381.0,220381352.0,60292468.0,3748341.0,389711541.0,27.0,56.5,15.5,1.0
New London School District,950011,2022,19866893.0,40262476.0,9459930.0,2737593.0,72326892.0,27.5,55.7,13.1,3.8
New Milford School District,960011,2022,51199486.0,12207629.0,2399529.0,1193720.0,67000364.0,76.4,18.2,3.6,1.8
Newington School District,940011,2022,62372422.0,16465123.0,2613697.0,898357.0,82349599.0,75.7,20.0,3.2,1.1
Newtown School District,970011,2022,75469770.0,6149652.0,2612618.0,729045.0,84961086.0,88.8,7.2,3.1,0.9
Norfolk School District,980011,2022,2529756.0,15271.0,68045.0,6814.0,2619887.0,96.6,0.6,2.6,0.3
North Branford School District,990011,2022,24877627.0,7913847.0,1080451.0,0.0,33871926.0,73.4,23.4,3.2,0.0
North Canaan School District,1000011,2022,4147873.0,1280521.0,396258.0,4597.0,5829248.0,71.2,22.0,6.8,0.1
North Haven School District,1010011,2022,55565699.0,5125551.0,2802599.0,19879.0,63513729.0,87.5,8.1,4.4,0.0
North Stonington School District,1020011,2022,11272229.0,2617052.0,477534.0,0.0,14366816.0,78.5,18.2,3.3,0.0
Norwalk School District,1030011,2022,202333879.0,28007954.0,25662225.0,1451489.0,257455547.0,78.6,10.9,10.0,0.6
Norwich School District,1040011,2022,50774885.0,46125861.0,11966648.0,475286.0,109342679.0,46.4,42.2,10.9,0.4
Odyssey Community School District,2630013,2022,320990.0,3805358.0,333841.0,628416.0,5088605.0,6.3,74.8,6.6,12.3
Old Saybrook School District,1060011,2022,26227769.0,459344.0,877417.0,195721.0,27760251.0,94.5,1.7,3.2,0.7
Orange School District,1070011,2022,21827438.0,778673.0,566862.0,0.0,23172973.0,94.2,3.4,2.4,0.0
Oxford School District,1080011,2022,28997947.0,4415557.0,537455.0,190545.0,34141504.0,84.9,12.9,1.6,0.6
Park City Prep Charter School District,2830013,2022,327330.0,4538206.0,1097083.0,0.0,5962619.0,5.5,76.1,18.4,0.0
Plainfield School District,1090011,2022,19957482.0,15999049.0,3770545.0,1314027.0,41041103.0,48.6,39.0,9.2,3.2
Plainville School District,1100011,2022,29146064.0,13983671.0,2849282.0,86787.0,46065804.0,63.3,30.4,6.2,0.2
Plymouth School District,1110011,2022,14670628.0,10736258.0,1623830.0,47196.0,27077912.0,54.2,39.6,6.0,0.2
Pomfret School District,1120011,2022,7550158.0,2998375.0,283899.0,0.0,10832432.0,69.7,27.7,2.6,0.0
Portland School District,1130011,2022,17830612.0,5434770.0,1189846.0,25141.0,24480369.0,72.8,22.2,4.9,0.1
Preston School District,1140011,2022,9029880.0,3007625.0,631737.0,105494.0,12774736.0,70.7,23.5,4.9,0.8
Putnam School District,1160011,2022,10688486.0,9768593.0,2241719.0,287256.0,22986053.0,46.5,42.5,9.8,1.2
Redding School District,1170011,2022,22628043.0,295154.0,522229.0,205972.0,23651397.0,95.7,1.2,2.2,0.9
Regional School District 01,2010012,2022,9057907.0,1410066.0,609021.0,54779.0,11131772.0,81.4,12.7,5.5,0.5
Regional School District 04,2040012,2022,17578367.0,1746023.0,464943.0,0.0,19789332.0,88.8,8.8,2.3,0.0
Regional School District 05,2050012,2022,42786824.0,2502611.0,849931.0,64917.0,46204283.0,92.6,5.4,1.8,0.1
Regional School District 06,2060012,2022,16859689.0,1714195.0,699326.0,1364211.0,20637421.0,81.7,8.3,3.4,6.6
Regional School District 07,2070012,2022,17345391.0,3280152.0,454891.0,1025544.0,22105979.0,78.5,14.8,2.1,4.6
Regional School District 08,2080012,2022,21275849.0,5748294.0,815519.0,83703.0,27923365.0,76.2,20.6,2.9,0.3
Regional School District 09,2090012,2022,22719107.0,690192.0,274773.0,46690.0,23730762.0,95.7,2.9,1.2,0.2
Regional School District 10,2100012,2022,32826209.0,7278277.0,1111925.0,275757.0,41492169.0,79.1,17.5,2.7,0.7
Regional School District 11,2110012,2022,4673758.0,1661325.0,387627.0,10779.0,6733489.0,69.4,24.7,5.8,0.2
Regional School District 12,2120012,2022,20011213.0,672923.0,417304.0,1378243.0,22479683.0,89.0,3.0,1.9,6.1
Regional School District 13,2130012,2022,30544331.0,5308008.0,916927.0,106159.0,36875425.0,82.8,14.4,2.5,0.3
Regional School District 14,2140012,2022,28234380.0,5182682.0,1051166.0,2045359.0,36513587.0,77.3,14.2,2.9,5.6
Regional School District 15,2150012,2022,68835352.0,7675424.0,1578154.0,166021.0,78254951.0,88.0,9.8,2.0,0.2
Regional School District 16,2160012,2022,28665278.0,9594230.0,1028837.0,49669.0,39338014.0,72.9,24.4,2.6,0.1
Regional School District 17,2170012,2022,35925748.0,4998473.0,1388349.0,0.0,42312570.0,84.9,11.8,3.3,0.0
Regional School District 18,2180012,2022,29539070.0,492616.0,999375.0,140815.0,31171876.0,94.8,1.6,3.2,0.5
Regional School District 19,2190012,2022,12247555.0,6600598.0,942384.0,3100443.0,22890980.0,53.5,28.8,4.1,13.5
Ridgefield School District,1180011,2022,101111237.0,1867561.0,1599666.0,62073.0,104640537.0,96.6,1.8,1.5,0.1
Rocky Hill School District,1190011,2022,43096425.0,6021967.0,2170626.0,90012.0,51379030.0,83.9,11.7,4.2,0.2
Salem School District,1210011,2022,8386017.0,2732983.0,303975.0,68523.0,11491498.0,73.0,23.8,2.6,0.6
Salisbury School District,1220011,2022,7438216.0,20911.0,430186.0,5696.0,7895010.0,94.2,0.3,5.4,0.1
Scotland School District,1230011,2022,1619880.0,883208.0,205069.0,37295.0,2745452.0,59.0,32.2,7.5,1.4
Seymour School District,1240011,2022,25432394.0,11517172.0,2072291.0,0.0,39021857.0,65.2,29.5,5.3,0.0
Sharon School District,1250011,2022,4984018.0,12011.0,850093.0,2036.0,5848158.0,85.2,0.2,14.5,0.0
Shelton School District,1260011,2022,70522354.0,8825801.0,4198627.0,54977.0,83601760.0,84.4,10.6,5.0,0.1
Sherman School District,1270011,2022,9201892.0,177263.0,252563.0,26652.0,9658371.0,95.3,1.8,2.6,0.3
Side By Side Charter School District,2700013,2022,116648.0,2855128.0,353998.0,150341.0,3476115.0,3.4,82.1,10.2,4.3
Simsbury School District,1280011,2022,68136448.0,10059846.0,2079041.0,1800056.0,82075391.0,83.0,12.3,2.5,2.2
Somers School District,1290011,2022,19941268.0,6039580.0,732892.0,62424.0,26776164.0,74.5,22.6,2.7,0.2
South Windsor School District,1320011,2022,66437655.0,13840800.0,1722156.0,856868.0,82857479.0,80.2,16.7,2.1,1.0
Southington School District,1310011,2022,77826834.0,24862756.0,5056885.0,2071774.0,109818249.0,70.9,22.6,4.6,1.9
Sprague School District,1330011,2022,3857046.0,2887703.0,719308.0,10507.0,7474565.0,51.6,38.6,9.6,0.1
Stafford School District,1340011,2022,20021528.0,10310046.0,1392327.0,178646.0,31902547.0,62.8,32.3,4.4,0.6
Stamford Charter School for Excellence District,2960013,2022,199320.0,4996320.0,166614.0,0.0,5362253.0,3.7,93.2,3.1,0.0
Stamford School District,1350011,2022,279769951.0,40449860.0,25397948.0,1336873.0,346954631.0,80.6,11.7,7.3,0.4
Sterling School District,1360011,2022,4455991.0,3437668.0,484994.0,114374.0,8493027.0,52.5,40.5,5.7,1.3
Stonington School District,1370011,2022,37542476.0,1871398.0,1980568.0,36650.0,41431092.0,90.6,4.5,4.8,0.1
Stratford School District,1380011,2022,96491213.0,29050293.0,10469903.0,204432.0,136215841.0,70.8,21.3,7.7,0.2
Suffield School District,1390011,2022,28501124.0,8051243.0,2250315.0,1515730.0,40318412.0,70.7,20.0,5.6,3.8
The Bridge Academy District,2690013,2022,325468.0,3154006.0,993349.0,80900.0,4553723.0,7.1,69.3,21.8,1.8
Thomaston School District,1400011,2022,9906515.0,6281814.0,1013580.0,52559.0,17254469.0,57.4,36.4,5.9,0.3
Thompson School District,1410011,2022,12321244.0,8023735.0,1608312.0,49840.0,22003131.0,56.0,36.5,7.3,0.2
Tolland School District,1420011,2022,32102698.0,9927452.0,975829.0,0.0,43005979.0,74.6,23.1,2.3,0.0
