School Year,Type,DistrictName,Count*,Percent*
2023-24,Private Schools or Other Settings,Somers School District,9.0,4.3
2023-24,Private Schools or Other Settings,South Windsor School District,18.0,2.9
2023-24,Private Schools or Other Settings,Southington School District,47.0,4.8
2023-24,Private Schools or Other Settings,Sprague School District,10.0,12.8
2023-24,Private Schools or Other Settings,Stafford School District,8.0,3.2
2023-24,Private Schools or Other Settings,Stamford School District,116.0,4.7
2023-24,Private Schools or Other Settings,State Total,3919.0,4.6
2023-24,Private Schools or Other Settings,Sterling School District,8.0,9.4
2023-24,Private Schools or Other Settings,Stonington School District,37.0,12.5
2023-24,Private Schools or Other Settings,Stratford School District,57.0,4.8
2023-24,Private Schools or Other Settings,Suffield School District,13.0,4.5
2023-24,Private Schools or Other Settings,Thomaston School District,,
2023-24,Private Schools or Other Settings,Thompson School District,13.0,7.6
2023-24,Private Schools or Other Settings,Tolland School District,15.0,4.3
2023-24,Private Schools or Other Settings,Torrington School District,52.0,6.6
2023-24,Private Schools or Other Settings,Trumbull School District,36.0,3.7
2023-24,Private Schools or Other Settings,Unified School District #2,15.0,23.4
2023-24,Private Schools or Other Settings,Union School District,0.0,0.0
2023-24,Private Schools or Other Settings,Vernon School District,14.0,2.3
2023-24,Private Schools or Other Settings,Voluntown School District,,
2023-24,Private Schools or Other Settings,Wallingford School District,41.0,4.4
2023-24,Private Schools or Other Settings,Waterbury School District,147.0,4.1
2023-24,Private Schools or Other Settings,Waterford School District,23.0,5.5
2023-24,Private Schools or Other Settings,Watertown School District,25.0,5.7
2023-24,Private Schools or Other Settings,West Hartford School District,171.0,10.4
2023-24,Private Schools or Other Settings,West Haven School District,68.0,5.7
2023-24,Private Schools or Other Settings,Westbrook School District,,
2023-24,Private Schools or Other Settings,Weston School District,17.0,5.3
2023-24,Private Schools or Other Settings,Westport School District,25.0,3.4
2023-24,Private Schools or Other Settings,Wethersfield School District,26.0,4.6
2023-24,Private Schools or Other Settings,Willington School District,,
2023-24,Private Schools or Other Settings,Wilton School District,16.0,2.6
2023-24,Private Schools or Other Settings,Winchester School District,16.0,8.8
2023-24,Private Schools or Other Settings,Windham School District,24.0,3.7
2023-24,Private Schools or Other Settings,Windsor Locks School District,12.0,4.3
2023-24,Private Schools or Other Settings,Windsor School District,46.0,6.1
2023-24,Private Schools or Other Settings,Wolcott School District,11.0,3.3
2023-24,Private Schools or Other Settings,Woodbridge School District,,
2023-24,Private Schools or Other Settings,Woodstock School District,,
2023-24,Public Schools in Other Districts,Andover School District,,
2023-24,Public Schools in Other Districts,Ansonia School District,41.0,9.6
2023-24,Public Schools in Other Districts,Ashford School District,,
2023-24,Public Schools in Other Districts,Avon School District,12.0,3.3
2023-24,Public Schools in Other Districts,Berlin School District,8.0,2.1
2023-24,Public Schools in Other Districts,Bethel School District,12.0,2.4
2023-24,Public Schools in Other Districts,Bloomfield School District,142.0,31.4
2023-24,Public Schools in Other Districts,Bolton School District,,
2023-24,Public Schools in Other Districts,Bozrah School District,17.0,40.5
2023-24,Public Schools in Other Districts,Branford School District,15.0,4.2
2023-24,Public Schools in Other Districts,Bridgeport School District,579.0,14.2
2023-24,Public Schools in Other Districts,Bristol School District,76.0,4.6
2023-24,Public Schools in Other Districts,Brookfield School District,20.0,5.3
2023-24,Public Schools in Other Districts,Brooklyn School District,40.0,19.9
2023-24,Public Schools in Other Districts,Canterbury School District,16.0,19.8
2023-24,Public Schools in Other Districts,Canton School District,11.0,4.1
2023-24,Public Schools in Other Districts,Chaplin School District,0.0,0.0
2023-24,Public Schools in Other Districts,Cheshire School District,13.0,2.2
2023-24,Public Schools in Other Districts,Chester School District,,
2023-24,Public Schools in Other Districts,Clinton School District,17.0,7.3
2023-24,Public Schools in Other Districts,Colchester School District,18.0,4.8
2023-24,Public Schools in Other Districts,Colebrook School District,,
2023-24,Public Schools in Other Districts,Columbia School District,26.0,32.9
2023-24,Public Schools in Other Districts,Cornwall School District,,
2023-24,Public Schools in Other Districts,Coventry School District,10.0,4.6
2023-24,Public Schools in Other Districts,Cromwell School District,27.0,10.0
2023-24,Public Schools in Other Districts,Danbury School District,16.0,1.0
2023-24,Public Schools in Other Districts,Darien School District,6.0,0.7
2023-24,Public Schools in Other Districts,Deep River School District,7.0,17.9
2023-24,Public Schools in Other Districts,Department of Mental Health and Addiction Services,0.0,0.0
2023-24,Public Schools in Other Districts,Derby School District,26.0,8.5
2023-24,Public Schools in Other Districts,East Granby School District,6.0,5.5
2023-24,Public Schools in Other Districts,East Haddam School District,,
2023-24,Public Schools in Other Districts,East Hampton School District,13.0,4.5
2023-24,Public Schools in Other Districts,East Hartford School District,299.0,18.6
2023-24,Public Schools in Other Districts,East Haven School District,52.0,9.5
2023-24,Public Schools in Other Districts,East Lyme School District,10.0,2.2
2023-24,Public Schools in Other Districts,East Windsor School District,15.0,6.9
2023-24,Public Schools in Other Districts,Eastford School District,8.0,25.8
2023-24,Public Schools in Other Districts,Ellington School District,9.0,2.2
2023-24,Public Schools in Other Districts,Enfield School District,38.0,4.0
2023-24,Public Schools in Other Districts,Essex School District,0.0,0.0
2023-24,Public Schools in Other Districts,Fairfield School District,16.0,1.0
2023-24,Public Schools in Other Districts,Farmington School District,16.0,2.9
2023-24,Public Schools in Other Districts,Franklin School District,7.0,31.8
2023-24,Public Schools in Other Districts,Glastonbury School District,28.0,4.1
2023-24,Public Schools in Other Districts,Granby School District,18.0,6.6
2023-24,Public Schools in Other Districts,Greenwich School District,6.0,0.5
2023-24,Public Schools in Other Districts,Griswold School District,11.0,3.9
2023-24,Public Schools in Other Districts,Groton School District,49.0,6.2
2023-24,Public Schools in Other Districts,Guilford School District,12.0,2.7
2023-24,Public Schools in Other Districts,Hamden School District,192.0,16.4
2023-24,Public Schools in Other Districts,Hampton School District,,
2023-24,Public Schools in Other Districts,Hartford School District,1166.0,28.9
2023-24,Public Schools in Other Districts,Hartland School District,13.0,37.1
2023-24,Public Schools in Other Districts,Hebron School District,,
2023-24,Public Schools in Other Districts,Killingly School District,22.0,4.8
2023-24,Public Schools in Other Districts,Lebanon School District,,
2023-24,Public Schools in Other Districts,Ledyard School District,15.0,3.4
2023-24,Public Schools in Other Districts,Lisbon School District,20.0,19.2
2023-24,Public Schools in Other Districts,Litchfield School District,,
2023-24,Public Schools in Other Districts,Madison School District,11.0,3.0
2023-24,Public Schools in Other Districts,Manchester School District,170.0,13.6
2023-24,Public Schools in Other Districts,Mansfield School District,,
2023-24,Public Schools in Other Districts,Marlborough School District,,
2023-24,Public Schools in Other Districts,Meriden School District,64.0,3.4
2023-24,Public Schools in Other Districts,Middletown School District,36.0,4.7
2023-24,Public Schools in Other Districts,Milford School District,28.0,3.0
2023-24,Public Schools in Other Districts,Monroe School District,20.0,3.8
2023-24,Public Schools in Other Districts,Montville School District,28.0,6.3
2023-24,Public Schools in Other Districts,Naugatuck School District,64.0,7.7
2023-24,Public Schools in Other Districts,New Britain School District,274.0,11.4
2023-24,Public Schools in Other Districts,New Canaan School District,,
2023-24,Public Schools in Other Districts,New Fairfield School District,,
2023-24,Public Schools in Other Districts,New Hartford School District,,
2023-24,Public Schools in Other Districts,New Haven School District,505.0,16.5
2023-24,Public Schools in Other Districts,New London School District,111.0,17.1
2023-24,Public Schools in Other Districts,New Milford School District,17.0,2.9
2023-24,Public Schools in Other Districts,Newington School District,31.0,5.1
2023-24,Public Schools in Other Districts,Newtown School District,22.0,3.6
2023-24,Public Schools in Other Districts,Norfolk School District,,
2023-24,Public Schools in Other Districts,North Branford School District,10.0,4.2
2023-24,Public Schools in Other Districts,North Canaan School District,,
2023-24,Public Schools in Other Districts,North Haven School District,19.0,4.3
2023-24,Public Schools in Other Districts,North Stonington School District,,
2023-24,Public Schools in Other Districts,Norwalk School District,86.0,4.6
2023-24,Public Schools in Other Districts,Norwich School District,351.0,34.6
2023-24,Public Schools in Other Districts,Old Saybrook School District,,
2023-24,Public Schools in Other Districts,Orange School District,,
2023-24,Public Schools in Other Districts,Oxford School District,14.0,5.4
2023-24,Public Schools in Other Districts,Plainfield School District,20.0,5.7
2023-24,Public Schools in Other Districts,Plainville School District,12.0,3.8
2023-24,Public Schools in Other Districts,Plymouth School District,14.0,4.7
2023-24,Public Schools in Other Districts,Pomfret School District,22.0,28.6
2023-24,Public Schools in Other Districts,Portland School District,9.0,3.6
2023-24,Public Schools in Other Districts,Preston School District,27.0,30.7
2023-24,Public Schools in Other Districts,Putnam School District,11.0,4.8
2023-24,Public Schools in Other Districts,Redding School District,,
2023-24,Public Schools in Other Districts,Regional School District 01,,
2023-24,Public Schools in Other Districts,Regional School District 04,,
2023-24,Public Schools in Other Districts,Regional School District 05,13.0,4.5
2023-24,Public Schools in Other Districts,Regional School District 06,,
2023-24,Public Schools in Other Districts,Regional School District 07,6.0,3.3
2023-24,Public Schools in Other Districts,Regional School District 08,8.0,4.1
2023-24,Public Schools in Other Districts,Regional School District 09,9.0,7.1
2023-24,Public Schools in Other Districts,Regional School District 10,18.0,5.0
2023-24,Public Schools in Other Districts,Regional School District 11,9.0,17.0
2023-24,Public Schools in Other Districts,Regional School District 12,0.0,0.0
2023-24,Public Schools in Other Districts,Regional School District 13,6.0,2.1
2023-24,Public Schools in Other Districts,Regional School District 14,8.0,3.0
